"","state","demVote","year","south"
"689","Washington",42.86,1984,FALSE
"690","West Virginia",44.6,1984,FALSE
"691","Wisconsin",45.02,1984,FALSE
"692","Wyoming",28.24,1984,FALSE
"693","Alabama",39.86,1988,TRUE
"694","Alaska",36.27,1988,FALSE
"695","Arizona",38.74,1988,FALSE
"696","Arkansas",42.19,1988,TRUE
"697","California",47.56,1988,FALSE
"698","Colorado",45.28,1988,FALSE
"699","Connecticut",46.87,1988,FALSE
"700","Delaware",43.48,1988,FALSE
"701","DC",82.65,1988,FALSE
"702","Florida",38.51,1988,TRUE
"703","Georgia",39.5,1988,TRUE
"704","Hawaii",54.27,1988,FALSE
"705","Idaho",36.01,1988,FALSE
"706","Illinois",48.6,1988,FALSE
"707","Indiana",39.69,1988,FALSE
"708","Iowa",54.71,1988,FALSE
"709","Kansas",42.56,1988,FALSE
"710","Kentucky",43.88,1988,FALSE
"711","Louisiana",44.06,1988,TRUE
"712","Maine",43.88,1988,FALSE
"713","Maryland",48.2,1988,FALSE
"714","Massachusetts",53.23,1988,FALSE
"715","Michigan",45.67,1988,FALSE
"716","Minnesota",52.91,1988,FALSE
"717","Mississippi",39.07,1988,TRUE
"718","Missouri",47.84,1988,FALSE
"719","Montana",46.2,1988,FALSE
"720","Nebraska",39.2,1988,FALSE
"721","Nevada",37.92,1988,FALSE
"722","New Hampshire",36.29,1988,FALSE
"723","New Jersey",42.6,1988,FALSE
"724","New Mexico",46.9,1988,FALSE
"725","New York",51.62,1988,FALSE
"726","North Carolina",41.71,1988,TRUE
"727","North Dakota",42.97,1988,FALSE
"728","Ohio",44.15,1988,FALSE
"729","Oklahoma",41.28,1988,FALSE
"730","Oregon",51.28,1988,FALSE
"731","Pennsylvania",48.39,1988,FALSE
"732","Rhode Island",55.64,1988,FALSE
"733","South Carolina",37.58,1988,TRUE
"734","South Dakota",46.51,1988,FALSE
"735","Tennessee",41.55,1988,TRUE
"736","Texas",43.35,1988,TRUE
"737","Utah",32.05,1988,FALSE
"738","Vermont",47.58,1988,FALSE
"739","Virginia",39.23,1988,TRUE
"740","Washington",50.05,1988,FALSE
"741","West Virginia",52.2,1988,FALSE
"742","Wisconsin",51.41,1988,FALSE
"743","Wyoming",38.01,1988,FALSE
"744","Alabama",40.88,1992,TRUE
"745","Alaska",30.29,1992,FALSE
"746","Arizona",36.52,1992,FALSE
"747","Arkansas",53.21,1992,TRUE
"748","California",46.01,1992,FALSE
"749","Colorado",40.13,1992,FALSE
"750","Connecticut",42.21,1992,FALSE
"751","Delaware",43.51,1992,FALSE
"752","DC",84.64,1992,FALSE
"753","Florida",39,1992,TRUE
"754","Georgia",43.47,1992,TRUE
"755","Hawaii",48.09,1992,FALSE
"756","Idaho",28.42,1992,FALSE
"757","Illinois",48.58,1992,FALSE
"758","Indiana",36.79,1992,FALSE
"759","Iowa",43.29,1992,FALSE
"760","Kansas",33.74,1992,FALSE
"761","Kentucky",44.55,1992,FALSE
"762","Louisiana",45.58,1992,TRUE
"763","Maine",38.77,1992,FALSE
"764","Maryland",49.8,1992,FALSE
"765","Massachusetts",47.54,1992,FALSE
"766","Michigan",43.77,1992,FALSE
"767","Minnesota",43.48,1992,FALSE
"768","Mississippi",40.77,1992,TRUE
"769","Missouri",44.07,1992,FALSE
"770","Montana",37.63,1992,FALSE
"771","Nebraska",29.4,1992,FALSE
"772","Nevada",37.36,1992,FALSE
"773","New Hampshire",38.86,1992,FALSE
"774","New Jersey",42.95,1992,FALSE
"775","New Mexico",45.9,1992,FALSE
"776","New York",49.73,1992,FALSE
"777","North Carolina",42.65,1992,TRUE
"778","North Dakota",32.18,1992,FALSE
"779","Ohio",40.18,1992,FALSE
"780","Oklahoma",34.02,1992,FALSE
"781","Oregon",42.48,1992,FALSE
"782","Pennsylvania",45.15,1992,FALSE
"783","Rhode Island",47.04,1992,FALSE
"784","South Carolina",39.88,1992,TRUE
"785","South Dakota",37.14,1992,FALSE
"786","Tennessee",47.08,1992,TRUE
"787","Texas",37.08,1992,TRUE
"788","Utah",24.65,1992,FALSE
"789","Vermont",46.11,1992,FALSE
"790","Virginia",40.59,1992,TRUE
"791","Washington",43.4,1992,FALSE
"792","West Virginia",48.41,1992,FALSE
"793","Wisconsin",41.13,1992,FALSE
"794","Wyoming",33.98,1992,FALSE
"795","Alabama",43.16,1996,TRUE
"796","Alaska",33.27,1996,FALSE
"797","Arizona",46.52,1996,FALSE
"798","Arkansas",53.74,1996,TRUE
"799","California",51.1,1996,FALSE
"800","Colorado",44.43,1996,FALSE
"801","Connecticut",52.83,1996,FALSE
"802","Delaware",51.82,1996,FALSE
"803","DC",85.19,1996,FALSE
"804","Florida",48.02,1996,TRUE
"805","Georgia",45.84,1996,TRUE
"806","Hawaii",56.93,1996,FALSE
"807","Idaho",33.65,1996,FALSE
"808","Illinois",54.32,1996,FALSE
"809","Indiana",41.55,1996,FALSE
"810","Iowa",50.26,1996,FALSE
"811","Kansas",36.08,1996,FALSE
"812","Kentucky",45.84,1996,FALSE
"813","Louisiana",52.01,1996,TRUE
"814","Maine",51.62,1996,FALSE
"815","Maryland",54.25,1996,FALSE
"816","Massachusetts",61.47,1996,FALSE
"817","Michigan",51.69,1996,FALSE
"818","Minnesota",51.1,1996,FALSE
"819","Mississippi",44.08,1996,TRUE
"820","Missouri",47.54,1996,FALSE
"821","Montana",41.23,1996,FALSE
"822","Nebraska",34.95,1996,FALSE
"823","Nevada",43.93,1996,FALSE
"824","New Hampshire",49.32,1996,FALSE
"825","New Jersey",53.72,1996,FALSE
"826","New Mexico",49.18,1996,FALSE
"827","New York",59.47,1996,FALSE
"828","North Carolina",44.04,1996,TRUE
"829","North Dakota",40.13,1996,FALSE
"830","Ohio",47.38,1996,FALSE
"831","Oklahoma",40.45,1996,FALSE
"832","Oregon",47.15,1996,FALSE
"833","Pennsylvania",49.17,1996,FALSE
"834","Rhode Island",59.71,1996,FALSE
"835","South Carolina",43.96,1996,TRUE
"836","South Dakota",43.03,1996,FALSE
"837","Tennessee",48,1996,TRUE
"838","Texas",43.83,1996,TRUE
"839","Utah",33.3,1996,FALSE
"840","Vermont",53.35,1996,FALSE
"841","Virginia",45.15,1996,TRUE
"842","Washington",49.84,1996,FALSE
"843","West Virginia",51.51,1996,FALSE
"844","Wisconsin",48.81,1996,FALSE
"845","Wyoming",36.84,1996,FALSE
"846","Alabama",41.59,2000,TRUE
"847","Alaska",27.67,2000,FALSE
"848","Arizona",44.67,2000,FALSE
"849","Arkansas",45.86,2000,TRUE
"850","California",53.45,2000,FALSE
"851","Colorado",42.39,2000,FALSE
"852","Connecticut",55.91,2000,FALSE
"853","Delaware",54.96,2000,FALSE
"854","DC",85.16,2000,FALSE
"855","Florida",48.84,2000,TRUE
"856","Georgia",42.98,2000,TRUE
"857","Hawaii",55.79,2000,FALSE
"858","Idaho",27.64,2000,FALSE
"859","Illinois",54.6,2000,FALSE
"860","Indiana",41.01,2000,FALSE
"861","Iowa",48.54,2000,FALSE
"862","Kansas",37.24,2000,FALSE
"863","Kentucky",41.37,2000,FALSE
"864","Louisiana",44.88,2000,TRUE
"865","Maine",49.09,2000,FALSE
"866","Maryland",56.57,2000,FALSE
"867","Massachusetts",59.8,2000,FALSE
"868","Michigan",51.28,2000,FALSE
"869","Minnesota",47.91,2000,FALSE
"870","Mississippi",40.7,2000,TRUE
"871","Missouri",47.08,2000,FALSE
"872","Montana",33.36,2000,FALSE
"873","Nebraska",33.25,2000,FALSE
"874","Nevada",45.98,2000,FALSE
"875","New Hampshire",46.8,2000,FALSE
"876","New Jersey",56.13,2000,FALSE
"877","New Mexico",47.91,2000,FALSE
"878","New York",60.21,2000,FALSE
"879","North Carolina",43.2,2000,TRUE
"880","North Dakota",33.05,2000,FALSE
"881","Ohio",46.46,2000,FALSE
"882","Oklahoma",38.43,2000,FALSE
"883","Oregon",46.96,2000,FALSE
"884","Pennsylvania",50.6,2000,FALSE
"885","Rhode Island",60.99,2000,FALSE
"886","South Carolina",40.91,2000,TRUE
"887","South Dakota",37.56,2000,FALSE
"888","Tennessee",47.28,2000,TRUE
"889","Texas",37.98,2000,TRUE
"890","Utah",26.34,2000,FALSE
"891","Vermont",50.63,2000,FALSE
"892","Virginia",44.44,2000,TRUE
"893","Washington",50.13,2000,FALSE
"894","West Virginia",45.59,2000,FALSE
"895","Wisconsin",47.83,2000,FALSE
"896","Wyoming",27.7,2000,FALSE
"897","Alabama",36.84,2004,TRUE
"898","Alaska",35.52,2004,FALSE
"899","Arizona",44.4,2004,FALSE
"900","Arkansas",44.55,2004,TRUE
"901","California",54.31,2004,FALSE
"902","Colorado",47.02,2004,FALSE
"903","Connecticut",54.31,2004,FALSE
"904","Delaware",53.35,2004,FALSE
"905","DC",89.18,2004,FALSE
"906","Florida",47.09,2004,TRUE
"907","Georgia",41.37,2004,TRUE
"908","Hawaii",54.01,2004,FALSE
"909","Idaho",30.26,2004,FALSE
"910","Illinois",54.82,2004,FALSE
"911","Indiana",39.26,2004,FALSE
"912","Iowa",49.23,2004,FALSE
"913","Kansas",36.62,2004,FALSE
"914","Kentucky",39.69,2004,FALSE
"915","Louisiana",42.22,2004,TRUE
"916","Maine",53.57,2004,FALSE
"917","Maryland",55.91,2004,FALSE
"918","Massachusetts",61.94,2004,FALSE
"919","Michigan",51.23,2004,FALSE
"920","Minnesota",51.09,2004,FALSE
"921","Mississippi",39.75,2004,TRUE
"922","Missouri",46.1,2004,FALSE
"923","Montana",38.56,2004,FALSE
"924","Nebraska",32.68,2004,FALSE
"925","Nevada",47.88,2004,FALSE
"926","New Hampshire",50.24,2004,FALSE
"927","New Jersey",52.92,2004,FALSE
"928","New Mexico",49.05,2004,FALSE
"929","New York",58.37,2004,FALSE
"930","North Carolina",43.58,2004,TRUE
"931","North Dakota",35.5,2004,FALSE
"932","Ohio",48.71,2004,FALSE
"933","Oklahoma",34.43,2004,FALSE
"934","Oregon",51.35,2004,FALSE
"935","Pennsylvania",50.92,2004,FALSE
"936","Rhode Island",59.42,2004,FALSE
"937","South Carolina",40.9,2004,TRUE
"938","South Dakota",38.44,2004,FALSE
"939","Tennessee",42.53,2004,TRUE
"940","Texas",38.22,2004,TRUE
"941","Utah",26,2004,FALSE
"942","Vermont",58.94,2004,FALSE
"943","Virginia",45.48,2004,TRUE
"944","Washington",52.82,2004,FALSE
"945","West Virginia",43.2,2004,FALSE
"946","Wisconsin",49.7,2004,FALSE
"947","Wyoming",29.07,2004,FALSE
"9461","Alabama",38.74,2008,TRUE
"9471","Alaska",37.89,2008,FALSE
"948","Arizona",44.91,2008,FALSE
"949","Arkansas",38.86,2008,TRUE
"950","California",60.94,2008,FALSE
"951","Colorado",53.66,2008,FALSE
"952","Connecticut",60.59,2008,FALSE
"953","Delaware",61.91,2008,FALSE
"954","DC",92.46,2008,FALSE
"955","Florida",50.91,2008,TRUE
"956","Georgia",46.9,2008,TRUE
"957","Hawaii",71.85,2008,FALSE
"958","Idaho",35.91,2008,FALSE
"959","Illinois",61.85,2008,FALSE
"960","Indiana",49.86,2008,FALSE
"961","Iowa",53.93,2008,FALSE
"962","Kansas",41.57,2008,FALSE
"963","Kentucky",41.15,2008,FALSE
"964","Louisiana",39.93,2008,TRUE
"965","Maine",57.71,2008,FALSE
"966","Maryland",61.92,2008,FALSE
"967","Massachusetts",61.8,2008,FALSE
"968","Michigan",57.33,2008,FALSE
"969","Minnesota",54.06,2008,FALSE
"970","Mississippi",43,2008,TRUE
"971","Missouri",49.23,2008,FALSE
"972","Montana",47.11,2008,FALSE
"973","Nebraska",41.6,2008,FALSE
"974","Nevada",55.15,2008,FALSE
"975","New Hampshire",54.13,2008,FALSE
"976","New Jersey",57.14,2008,FALSE
"977","New Mexico",56.91,2008,FALSE
"978","New York",62.88,2008,FALSE
"979","North Carolina",49.7,2008,TRUE
"980","North Dakota",44.5,2008,FALSE
"981","Ohio",51.38,2008,FALSE
"982","Oklahoma",34.35,2008,FALSE
"983","Oregon",56.75,2008,FALSE
"984","Pennsylvania",54.47,2008,FALSE
"985","Rhode Island",62.86,2008,FALSE
"986","South Carolina",44.9,2008,TRUE
"987","South Dakota",44.75,2008,FALSE
"988","Tennessee",41.79,2008,TRUE
"989","Texas",43.63,2008,TRUE
"990","Utah",34.22,2008,FALSE
"991","Vermont",67.46,2008,FALSE
"992","Virginia",52.63,2008,TRUE
"993","Washington",57.34,2008,FALSE
"994","West Virginia",42.51,2008,FALSE
"995","Wisconsin",56.22,2008,FALSE
"996","Wyoming",32.54,2008,FALSE
"997","Alaska",40.81,2012,FALSE
"998","Arizona",44.45,2012,FALSE
"999","Arkansas",36.88,2012,TRUE
"1000","California",60.19,2012,FALSE
"1001","Colorado",51.45,2012,FALSE
"1002","Connecticut",58.06,2012,FALSE
"1003","Delaware",58.61,2012,FALSE
"1004","DC",90.91,2012,FALSE
"1005","Florida",49.91,2012,TRUE
"1006","Georgia",45.43,2012,TRUE
"1007","Hawaii",70.55,2012,FALSE
"1008","Idaho",32.4,2012,FALSE
"1009","Illinois",57.55,2012,FALSE
"1010","Indiana",43.85,2012,FALSE
"1011","Iowa",51.99,2012,FALSE
"1012","Kansas",37.99,2012,FALSE
"1013","Kentucky",37.8,2012,FALSE
"1014","Louisiana",40.58,2012,TRUE
"1015","Maine",56.27,2012,FALSE
"1016","Maryland",61.97,2012,FALSE
"1017","Massachusetts",60.65,2012,FALSE
"1018","Michigan",54.09,2012,FALSE
"1019","Minnesota",52.65,2012,FALSE
"1020","Mississippi",43.79,2012,TRUE
"1021","Missouri",44.38,2012,FALSE
"1022","Montana",41.66,2012,FALSE
"1023","Nebraska",38.03,2012,FALSE
"1024","Nevada",52.36,2012,FALSE
"1025","New Hampshire",51.98,2012,FALSE
"1026","New Jersey",58.25,2012,FALSE
"1027","New Mexico",52.99,2012,FALSE
"1028","New York",63.33,2012,FALSE
"1029","North Carolina",48.35,2012,TRUE
"1030","North Dakota",38.7,2012,FALSE
"1031","Ohio",50.58,2012,FALSE
"1032","Oklahoma",33.23,2012,FALSE
"1033","Oregon",54.24,2012,FALSE
"1034","Pennsylvania",51.96,2012,FALSE
"1035","Rhode Island",62.7,2012,FALSE
"1036","South Carolina",44.09,2012,TRUE
"1037","South Dakota",39.87,2012,FALSE
"1038","Tennessee",39.04,2012,TRUE
"1039","Texas",41.37,2012,TRUE
"1040","Utah",24.67,2012,FALSE
"1041","Vermont",66.57,2012,FALSE
"1042","Virginia",51.16,2012,TRUE
"1043","Washington",55.81,2012,FALSE
"1044","West Virginia",35.53,2012,FALSE
"1045","Wisconsin",52.83,2012,FALSE
"1046","Wyoming",27.82,2012,FALSE
"1047","Total",51.02,2012,FALSE
