,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
Tanzania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.169418995,0.174506783,0.186805765,0.19953834,0.211422795,0.212885202,0.211181222,0.211234113,0.214390278,0.224457299,0.238462973,0.241882179,0.253820063,0.275987431,0.286068134,0.286382381,0.289889676,0.298523212,0.30201133,0.305367514,0.313589994,0.331422365,0.397860751,0.495165832,0.607181153,0.839348498,1.306060068,2.157648576,5.715332395,5.57310381,9.210870362,15.0127897,..
Thailand,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.519198207,0.549358659,0.591986772,0.657499948,0.722889247,0.781908116,0.801966631,0.895689962,0.939792544,1.037596062,1.232785032,1.55137854,1.736580416,1.932899335,2.233953183,2.556108275,3.051456293,3.670521181,4.673289517,6.1326565,8.309449734,10.32198652,11.95066093,11.79397972,12.57256272,14.25368836,22.22385226,27.1239315,45.81069981,54.64754884,60.58641005,75.48222644,..
Timor-Leste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.191642166,0.226212754,0.213117699,0.211101103,0.207698902,0.212377367,0.248250129,0.255256381,0.258436636,0.250124242,0.243096896,0.256036707,0.257460312,0.256569308,0.265508488,0.263830769,0.368039124,0.40520104,0.488271,0.480862599,0.514842888,0.580409533,0.773224093,1.056609411,1.716867119,2.571242022,3.850515936,5.15858599,6.564393116,7.958007057,12.3245593,..
Tonga,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.534342171,0.529722743,0.533690522,0.953190079,..,1.751785474,..,2.968176903,2.752519837,2.807623778,2.920497566,3.020756915,3.646894776,4.243082625,4.634535859,5.336638968,5.725166945,6.131293025,6.664535885,7.093436262,8.272346698,7.582725285,8.81259701,9.429629856,10.07217714,11.2330273,14.78565624,23.50914526,29.69966967,43.89851149,..,..
Trinidad and Tobago,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.032018974,4.126505759,4.187199734,4.195726853,4.114160098,3.991073839,4.10095067,4.169556064,5.802273212,7.116817204,10.01546321,11.90063213,13.22352577,13.32904227,13.01321243,13.47956746,14.14934824,14.60242143,15.50756781,16.36224989,16.98123161,17.93338458,20.29026141,22.51115375,24.51299779,36.80203299,43.50545094,44.34397049,49.84113509,73.8001833,84.87257899,149.0832801,..
Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.158438781,1.241654402,1.334534656,1.441432112,1.608831872,1.754385965,1.852579425,2.059092406,2.201462799,2.396859044,..,..,2.965444023,3.172538661,3.494618414,3.725461101,4.005505999,4.438473951,4.893282048,5.410554257,5.860195367,6.499136347,7.182832339,8.476937418,9.577501877,11.23329325,14.94187273,17.6133471,31.31546373,49.72841408,69.18142387,84.98641404,..
Turkey,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.70039975,1.881893377,2.038668995,2.316217248,2.510504454,2.58021311,2.857552472,3.216500343,3.495137134,3.955027609,4.470198465,5.404315708,7.042121783,9.159497794,10.7047521,12.27564733,14.31938808,16.22619831,18.52332286,20.4361826,21.97082787,24.0052439,26.85122081,31.1756634,39.27038601,51.21414565,56.14759007,60.62838308,66.18997624,75.66114006,86.84824533,97.97097088,..
Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.380950491,2.705400792,3.013142953,3.30517083,3.582207177,3.844809507,4.093668596,4.32925085,4.551460108,4.759908622,4.954327295,5.136094417,5.305902994,5.577033202,5.882171698,5.99781734,6.289154839,6.404041314,6.633915364,7.42739514,7.638960271,7.920222609,8.224981981,8.132416095,8.165024849,8.26051611,8.671366698,8.254435128,8.201499309,9.192177354,10.40911053,..,..
Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.184535757,0.178297757,0.181671571,0.189656392,0.168509636,0.154805865,0.156994548,0.170848799,0.173694797,0.146577059,0.172828414,0.168357213,0.16324626,0.162838042,0.159505998,0.156303739,0.153486074,0.156617059,0.104528831,0.148135499,0.191753376,0.237027171,0.261666087,0.373807539,0.474254482,0.763846234,1.333735414,1.705515176,3.084712228,4.41209117,4.846112649,7.08045909,..
Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.712420667,6.08915596,6.466344566,6.843568346,7.219624962,7.593386464,7.964795603,8.534455383,9.116960683,9.654411475,10.2126991,10.76384132,11.30758583,12.09797946,12.91059046,13.54409157,14.12314165,14.53089432,14.98770304,15.54475758,16.16118912,18.15806977,18.71206141,19.57105918,20.71647473,22.84764684,26.48557199,30.13536642,36.82668189,54.53336874,88.45423908,131.2677784,..
United Arab Emirates,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.58800705,15.12969141,15.27933754,15.58926759,16.35183357,17.43406667,19.54388398,22.52093023,24.2534123,25.62725333,27.25506808,29.74687649,31.87244023,33.23508917,37.4260241,43.15471342,49.70010586,59.59264754,75.39919926,86.50451704,97.74611282,108.7130224,123.402283,140.6090114,160.7394275,..
United Kingdom,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.53003948,24.83278782,26.81971881,29.11816013,30.8061591,32.24036925,33.35640261,34.16492063,35.24664313,36.36074045,37.44376819,38.44543728,40.26381799,42.51373386,44.93183165,46.00684491,47.05544647,48.39354638,51.00593286,55.53660744,60.33853562,64.99268713,69.64305587,81.41750376,104.2118382,131.6974813,135.9019451,141.5901192,149.0495674,157.5424263,165.2762488,170.5350247,..
United States,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.28012298,37.97647167,38.78786228,39.72909226,40.55230944,41.49279349,..,..,..,47.76522252,48.89209537,49.54377158,51.18684835,52.82484141,54.70142574,56.64432484,58.09528304,60.18164194,63.14106356,67.48948109,72.64763443,78.13425392,84.05406793,90.28664438,98.74892489,107.0066736,112.2165581,114.8976989,118.1482111,123.4546319,130.9827235,135.2821007,..
Uruguay,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.611161196,6.79640164,7.074508584,7.09792104,7.325485849,7.550775533,7.721590378,7.890458333,8.337586024,8.68484377,9.573344377,10.13742997,10.24055039,11.26655904,12.18169437,13.37611039,14.43740553,15.68339749,16.88072694,18.43708014,20.56744266,23.10683597,26.4212217,29.77728876,36.97314989,40.59345478,44.45884334,44.13024718,43.45993049,48.36855323,65.3691492,100.0764527,..
Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.503397468,2.713094249,3.116080643,3.300562924,3.538452037,3.635930972,4.03034754,4.282413768,4.518872986,4.79800403,5.117158443,5.420218251,5.760581337,6.134788982,6.738748312,6.839804973,6.960934517,7.128071239,7.035821712,6.962515082,6.793640553,6.634273412,6.583986141,6.500877302,6.720364754,6.929703854,7.173368847,7.391744949,7.970537045,8.871271872,9.605474666,..,..
Vanuatu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.000227775,1.026772862,1.023303409,1.110268631,..,..,..,1.291381047,1.375058517,1.385496864,1.186860462,1.514378084,1.589549435,1.621968506,1.649858731,1.739723919,1.980848118,2.248714795,2.496311849,2.665603124,2.517709906,2.628168694,2.793180779,2.954557913,3.121132218,3.692224981,3.662317064,5.780065277,7.013528186,8.223687345,9.126788815,..,..
Venezuela,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.93424456,4.381944206,4.515708885,4.6519112,4.793732724,5.301094901,5.521687346,5.957493701,6.180376026,6.45406897,6.950280641,7.374729163,7.625375477,7.747488885,7.612776273,7.570288608,7.998945388,9.246478532,10.7260357,12.29309179,13.00623781,14.43669452,16.88173265,19.65606287,26.54512088,32.83755502,37.05836867,37.20723632,38.83814754,45.0393922,60.75261316,85.14239935,..
Vietnam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.116724047,0.120025131,0.121334693,0.122307536,0.126143173,0.124696356,0.123294817,0.123506345,0.148845921,0.202844116,0.222536026,0.37536088,0.634074766,1.09413538,1.689471063,1.979016698,2.569611866,3.140762433,4.290925274,5.466195934,7.314333592,8.830393165,18.38910933,30.60974744,..,..
Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.59183673,28.98921569,28.80192308,34.46944444,36.44859813,38.49765258,39.63396226,43.00191388,45.02718447,45.27735125,..,..,..,..,..,..,72.7303029,83.38265028,89.9065489,95.07166067,101.5181749,105.2467604,109.3526568,124.1903011,139.824116,..,..
West Bank and Gaza,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.427584583,3.385913606,3.403141134,4.173622705,4.304249404,5.74174277,9.786561699,11.93518649,15.10967633,19.12215762,19.23797586,21.74347477,36.04098356,39.81268616,30.81407625,..
"Yemen, Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.202354108,0.277856458,0.429462673,0.53113676,0.594255046,0.66576262,0.707493949,0.743842511,0.770604263,0.78702461,1.011209091,1.014724167,1.06938685,1.168509265,1.215882926,1.255617566,1.326217587,1.397778547,1.549463397,1.767068341,2.082909258,3.070847182,4.940685313,6.967094499,9.132451398,14.07112803,..,..
Zambia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.562523942,0.540348824,0.547024751,0.538474738,0.533375775,0.549265642,0.568583618,0.572530903,0.572085557,0.617979496,0.626662326,0.654378002,0.684933718,0.763261459,0.832989685,0.800978652,0.825677239,0.885036778,0.886130734,0.883921418,0.845820497,0.849162661,0.840951755,0.860791939,1.088380201,1.743192918,1.939560482,2.086230352,2.976197897,4.934189131,9.097361573,15.01992962,..
Zimbabwe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.324428565,1.329304861,1.310997261,1.334718565,1.323192373,1.312574121,1.282546404,1.254687828,1.258482686,1.219089409,1.182215552,1.176767075,1.199707663,1.177772415,1.192415743,1.179175118,1.169405367,1.148917406,1.131249658,1.165715788,1.293092189,1.458033491,1.782794539,2.065822891,3.29744195,4.075705385,4.446819256,4.872986684,5.13525666,5.685931089,7.591649155,8.801052238,..
