GDP per capita,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,921.5835818,923.1671636,924.7507454,926.3343272,927.917909,929.5014908,931.0850726,932.6686544,934.2522363,935.8358181,937.4193999,939.0029817,940.5865635,942.1701453,943.7537271,945.3373089,946.9208907,948.5044725,950.0880543,951.6716361,953.2552179,954.8387997,956.4223815,958.0059633,959.5895451,961.1731269,962.7567088,964.3402906,965.9238724,967.5074542,969.091036,970.6746178,972.2581996,973.8417814,975.4253632,977.008945,978.5925268,980.1761086,981.7596904,983.3432722,984.926854,986.5104358,988.0940176,989.6775994,991.2611813,992.8447631,994.4283449,996.0119267,997.5955085,999.1790903,1000.762672,1002.346254,1003.929836,1005.513418,1007.096999,1008.680581,1010.264163,1011.847745,1013.431327,1015.014908,1016.59849,1018.182072,1019.765654,1021.349236,1022.932817,1024.516399,1026.099981,1027.683563,1029.267145,1030.850726,1032.434308,1034.01789,1035.601472,1037.185054,1038.768635,1040.352217,1041.935799,1043.519381,1045.102963,1046.686544,1048.270126,1049.853708,1051.43729,1053.020872,1054.604453,1056.188035,1057.771617,1059.355199,1060.938781,1062.522363,1064.105944,1065.689526,1067.273108,1097.535572,1127.798036,1158.0605,1188.322964,1218.585428,1248.847893,1279.110357,1309.372821,1339.635285,1369.897749,1400.160213,1430.422677,1460.685141,1490.947605,1521.210069,1551.472534,1581.734998,1611.997462,1642.259926,1672.52239,1702.784854,1733.047318,1763.309782,1793.572246,1823.83471,1854.097175,1884.359639,1914.622103,1944.884567,1975.147031,2005.409495,2035.671959,2065.934423,2096.196887,2126.459352,2156.721816,2186.98428,2190.977563,2193.613604,2206.703193,2218.417446,2228.764229,2180.914507,2133.580735,2087.169153,2041.300633,1996.647123,2015.789104,2035.284365,2054.78812,2074.501753,2094.752671,2157.950548,2223.292943,2290.30752,2358.678181,2428.718514,2501.291981,2508.051772,2546.008374,2630.983163,2751.410028,2994.096949,3080.330074,3108.873139,3188.64706,3414.379353,3259.946748,3511.723872,3400.246198,3450.114553,3571.934389,3754.689611,3579.845859,3851.164447,3846.606662,3900.864449,4119.14511,3929.818404,3825.450615,4196.645287,3870.18553,4325.381643,4177.177886,4448.265178,4413.677348,4429.572189,4710.234364,4814.749859,5067.257227,5258.791072,5363.42929,5725.244827,5825.403188,6091.351322,6313.479179,6465.692537,6697.602072,6807.234144,7044.708865
Mozambique,410.9899878,411.173665,411.3573422,411.5410194,411.7246966,411.9083738,412.092051,412.2757282,412.4594054,412.6430826,412.8267598,413.010437,413.1941142,413.3777914,413.5614686,413.7451458,413.9288229,414.1125001,414.2961773,414.4798545,414.6635317,414.8472089,415.0308861,415.2145633,415.3982405,415.5819177,415.7655949,415.9492721,416.1329493,416.3166265,416.5003037,416.6839809,416.867658,417.0513352,417.2350124,417.4186896,417.6023668,417.786044,417.9697212,418.1533984,418.3370756,418.5207528,418.70443,418.8881072,419.0717844,419.2554616,419.4391388,419.6228159,419.8064931,419.9901703,420.1738475,420.3575247,420.5412019,420.7248791,420.9085563,421.0922335,421.2759107,421.4595879,421.6432651,421.8269423,422.0106195,422.1942967,422.3779739,422.561651,422.7453282,422.9290054,423.1126826,423.2963598,423.480037,423.6637142,423.8473914,424.0310686,424.2147458,424.398423,424.5821002,424.7657774,424.9494546,425.1331318,425.316809,425.5004861,425.6841633,425.8678405,426.0515177,426.2351949,426.4188721,426.6025493,426.7862265,426.9699037,427.1535809,427.3372581,427.5209353,427.7046125,427.8882897,428.0719669,428.2556441,428.4393212,428.6229984,428.8066756,428.9903528,429.17403,429.3577072,429.5413844,429.7250616,429.9087388,430.092416,430.2760932,430.4597704,430.6434476,430.8271248,431.010802,431.1944791,431.3781563,431.5618335,431.7455107,431.9291879,432.1128651,432.2965423,432.4802195,432.6638967,432.8475739,433.0312511,433.2149283,433.3986055,433.5822827,433.7659599,433.9496371,434.1333142,434.3169914,434.5006686,434.6843458,434.868023,435.0517002,435.2353774,435.4190546,435.6027318,435.786409,435.9700862,436.1537634,436.3374406,436.5211178,436.704795,436.8884722,437.0721493,437.2558265,437.4395037,437.6231809,437.8068581,437.9905353,438.1742125,438.3578897,438.5415669,447.0673273,455.8319449,463.9390473,466.8595867,487.0520943,480.6359396,482.1595637,495.3807279,511.7999899,513.5696698,517.4802195,541.6036736,511.217321,522.0947519,522.6954633,527.7777648,551.3160029,599.2120276,655.0640922,674.3419074,702.5785582,705.2771149,724.6748086,651.5503196,543.0868872,500.8931678,488.7100448,477.8637927,469.9775717,472.2242231,470.7012694,449.6884081,411.3911189,395.5823324,356.1017787,359.161446,379.3130052,412.9805731,431.1225714,431.2266112,443.0973734,399.7641181,418.5359927,417.1036832,408.4929199,424.1160505,459.548485,505.2519549,531.0161351,528.1017134,584.8791715,616.4509066,653.5729249,691.1709116,722.869398,770.2262119,810.1118916,848.4810329,884.5332679,928.6269786,977.0792035,1021.672495,1067.998465
Myanmar,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1138.322248,1150.393951,1162.593673,1174.92277,1187.382615,1199.974595,1212.70011,1225.560577,1238.557427,1251.692107,1264.966077,1278.380815,1291.937814,1305.638583,1319.484646,1333.477544,1347.618834,1361.91009,1376.352902,1390.948878,1405.699641,1420.606834,1435.672114,1450.89716,1466.283664,1481.833339,1497.547916,1513.429142,1529.478787,1545.698635,1562.090492,1578.656181,1513.639455,1451.300434,1391.528836,1334.218922,1279.269309,1296.901068,1314.775839,1332.896973,1351.267864,1369.891956,1458.673564,1547.455172,1644.659885,1747.970595,1857.770855,1804.345652,1752.456834,1702.060219,1653.112894,1605.573181,1649.504202,1694.637245,1741.0052,1788.641855,1837.581924,1876.039664,1915.302264,1955.38657,1996.309778,2038.089446,2008.259814,1978.86677,1949.903925,1921.364983,1893.243739,1778.455761,1670.627415,1586.114376,1505.876649,1429.697956,1206.065585,1017.413636,858.2704951,860.5291016,867.0632556,873.6470246,880.2807854,886.9649175,893.6998034,1008.301611,1014.791311,1025.611121,947.1643428,1053.876989,1105.910147,1152.388623,1102.704736,1252.769405,1272.843343,1281.645679,1369.424143,1383.578417,1383.281302,1392.89959,1310.491776,1322.482687,1383.187115,1413.220237,1449.094642,1467.843847,1450.313076,1417.822468,1464.599712,1498.414824,1561.994434,1627.009575,1707.312326,1757.937829,1870.545531,1940.677621,2007.938263,2055.006595,2114.643105,2134.531552,2074.757733,1958.379758,1710.140845,1749.252196,1774.631959,1740.973903,1783.708732,1808.691065,1839.372131,1867.887666,1894.810645,1918.920751,1943.788948,1997.677238,2069.212572,2129.375008,2195.673575,2275.504584,2350.596236,2338.843255,2592.558614,2846.230357,2890.550732,2979.338983,3076.729252,3180.777768,3346.053471,3526.477926
Nagorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,568.581163,577.0437225,585.6322358,594.3485774,603.1946499,612.1723843,621.28374,630.5307059,639.9153004,649.4395718,659.105599,668.915492,678.871392,688.975472,699.2299375,709.6370269,720.1990116,730.9181972,741.7969233,752.8375645,764.0425307,775.4142676,786.9552574,798.6680192,810.5551095,822.6191231,834.8626931,847.2884921,859.8992322,872.6976661,885.6865874,898.8688311,912.2472746,925.8248381,939.6044853,953.5892238,967.7821062,982.1862303,996.8047404,1011.640827,1026.697729,1041.978732,1057.487173,1073.226435,1089.199955,1105.411219,1121.863766,1138.561187,1155.507126,1172.705282,1190.15941,1207.873319,1225.850875,1244.096003,1262.612685,1281.404962,1300.476937,1319.832773,1339.476694,1359.412988,1379.646007,1400.180166,1421.019949,1442.169904,1463.634647,1485.418864,1507.52731,1529.964809,1552.73626,1575.846634,1599.300974,1623.1044,1647.262108,1671.77937,1696.661539,1721.914045,1747.5424,1773.552199,1799.949118,1826.73892,1853.927451,1881.520647,1909.52453,1937.945213,1966.7889,1996.061885,2025.770559,2055.921407,2086.521009,2117.576045,2149.093292,2181.079631,2213.542044,2246.487615,2279.923537,2313.857107,2348.295732,2383.246929,2418.718327,2454.717669,2491.252813,2528.331733,2565.962522,2604.153394,2642.912685,2682.248856,2722.170493,2762.686309,2803.805148,2845.535986,2887.88793,2930.870225,2974.492254,3018.763537,3063.693738,3109.292665,3155.570269,3202.536653,3250.202068,3298.576918,3347.671762,3397.497316,3448.064456,3499.38422,3551.467808,3604.32659,3657.972103,3712.416057,3767.670335,3823.746999,3880.658287,3909.355502,3937.474009,3993.803356,4118.599791,4151.512521,4203.078462,4258.58853,4269.493245,4404.617854,4700.519108,4633.858465,5154.944609,5527.785844,6263.215749,6514.587937,6591.529442,6162.923928,6053.95812,6102.355586,5968.118977,5955.222485,6085.574463,6111.622819,6153.60972,5990.551256,6088.903067,6297.419697,6573.164648,6653.544912,6769.528839,6874.017077,6808.516579,6428.02964,6156.240612,6004.388863,6008.877043,6000.531598,5887.560324,6041.979544,5640.967397,5797.691726,6180.538972,5892.027558,6122.282086,6210.716488,6232.671744,6334.845825,6399.072034,6481.780242,6535.242441,6535.661852,6615.563266,6773.72656,7147.146,7386.681566,7770.140341,8042.893396,8164.72902,7929.425105,8382.176565,8715.378134,9077.540646,9390.917346
Nauru,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,586.4086022,589.8172043,593.2258065,596.6344086,600.0430108,603.4516129,606.8602151,610.2688172,613.6774194,617.0860215,620.4946237,623.9032258,627.311828,630.7204301,634.1290323,637.5376344,640.9462366,644.3548387,647.7634409,651.172043,654.5806452,657.9892473,661.3978495,664.8064516,668.2150538,671.6236559,675.0322581,678.4408602,681.8494624,685.2580645,688.6666667,692.0752688,695.483871,698.8924731,702.3010753,705.7096774,709.1182796,712.5268817,715.9354839,719.344086,722.7526882,726.1612903,729.5698925,732.9784946,736.3870968,739.7956989,743.2043011,746.6129032,750.0215054,753.4301075,756.8387097,760.2473118,763.655914,767.0645161,770.4731183,773.8817204,777.2903226,780.6989247,784.1075269,787.516129,790.9247312,794.3333333,797.7419355,801.1505376,804.5591398,807.9677419,811.3763441,814.7849462,818.1935484,821.6021505,825.0107527,828.4193548,831.827957,835.2365591,838.6451613,842.0537634,845.4623656,848.8709677,852.2795699,855.688172,859.0967742,862.5053763,865.9139785,869.3225806,872.7311828,876.1397849,879.5483871,882.9569892,886.3655914,889.7741935,893.1827957,896.5913978,900,997.2972973,1094.594595,1191.891892,1289.189189,1386.486486,1483.783784,1581.081081,1678.378378,1775.675676,1872.972973,1970.27027,2067.567568,2164.864865,2262.162162,2359.459459,2456.756757,2554.054054,2651.351351,2748.648649,2845.945946,2943.243243,3040.540541,3137.837838,3235.135135,3332.432432,3429.72973,3527.027027,3624.324324,3721.621622,3818.918919,3916.216216,4013.513514,4110.810811,4208.108108,4305.405405,4402.702703,4500,7150.778723,9801.557445,12452.33617,15103.11489,17753.89361,20404.67234,23055.45106,25706.22978,28357.0085,31007.78723,33658.56595,36309.34467,38960.1234,41610.90212,44261.68084,46912.45956,49563.23829,52214.01701,54864.79573,57515.57445,58055.99224,58640.11886,59293.33223,60049.27404,60933.2433,58505.24576,56236.46797,54084.30057,51977.89972,49872.94671,47772.74204,45693.31706,43637.41031,41603.20237,39605.30733,37651.39071,35760.59767,33951.1904,32243.31309,30647.28192,24303.366,19946.40686,16430.29479,15564.47532,14177.4201,12417.59157,10987.83812,9952.206952,9307.781848,8671.3444,8076.224233,7257.204089,7260.561671,6936.287588,6097.003367,4897.148728,4925.18002,9656.753607,7919.628187,9522.749891,10878.8843,13070.55196,13567.67768
Nepal,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0458175,697.0428267,697.0398359,697.0368451,697.0338543,697.0308635,697.0278727,697.0248819,697.0218912,697.0189005,697.0159097,697.012919,697.0099283,697.0069377,697.003947,697.0009563,696.9979657,696.994975,696.9919844,696.9889938,696.9860032,696.9830126,696.9800221,696.9770315,696.974041,696.9710505,696.9680599,696.9650694,696.9620789,696.9590885,696.956098,696.9531075,696.9501171,696.9471267,696.9441363,696.9411459,696.9381555,696.9351651,696.9321747,696.9291844,696.9261941,696.9232037,696.9202134,696.9172231,696.9142328,696.9112426,696.9082523,696.9052621,696.9022718,696.8992816,696.8962914,701.8683518,706.8758858,711.9191464,716.9983885,722.1138689,727.2658461,732.4545805,737.6803343,742.9433716,748.2439585,753.5823628,758.9588544,764.373705,769.8271882,775.3195797,780.8511572,786.4222001,792.03299,797.6838106,803.3749473,809.106688,814.8793221,820.6931416,826.5484402,832.4455139,838.3846607,844.3661809,850.3903766,856.4575524,862.568015,868.7220731,874.9200379,881.1622225,887.4489424,893.7805155,900.1572616,906.5795031,913.0475646,919.561773,926.1224575,932.7299497,939.3845836,946.0866955,943.9839144,941.8858071,939.792363,937.7035718,935.6194232,933.5399069,931.4650125,929.3947298,927.3290485,925.2679584,923.2114493,921.159511,919.1121334,917.0693063,915.0310196,912.9972632,910.9680271,908.9433011,906.9230754,904.9073398,902.8960844,900.8892992,898.8869744,896.8890999,894.8956659,892.9066626,890.92208,888.9419083,886.9661379,884.9947588,883.0277612,881.0651356,879.1068721,877.1529611,875.2033928,873.2581577,871.3172461,887.0549274,907.7168561,953.0030975,962.9816743,971.9030783,1004.900517,994.3048011,1038.713965,1055.666925,1065.578724,1076.123589,1084.866848,1092.893559,1099.785162,1106.888676,1163.883587,1124.851744,1111.620348,1139.605356,1146.94982,1111.106469,1122.101158,1092.490088,1135.751063,1126.170622,1147.995873,1154.235438,1175.617048,1173.86271,1117.965574,1089.938792,1194.578336,1130.592063,1208.951464,1251.476804,1272.403176,1289.794577,1356.613592,1353.201374,1417.924987,1470.656834,1492.847093,1511.646696,1595.534885,1610.602616,1655.409745,1681.006509,1671.657183,1686.210193,1754.005182,1804.422212,1758.022072,1771.717119,1794.761361,1797.588455,1792.43282,1818.296622,1893.819742,1944.19674,2002.016328,2043.860496,2118.229638,2160.232678
Netherlands,2913.646303,2862.043852,3020.031594,2954.701162,3095.297723,2913.476957,2935.099491,2689.52248,2392.85143,2356.228222,2697.261978,2723.651764,2366.776934,2126.347144,2047.730117,2707.451765,2572.218659,2592.339057,2628.345192,2500.713821,2675.125225,2615.886144,2635.130531,2761.339854,2736.466357,2660.980693,2697.963662,2851.980852,2908.031555,2907.172077,2648.508004,2841.202264,2968.896453,2896.292293,2916.459584,2902.195791,2993.027226,3057.899311,3084.237768,3077.120726,3100.82626,3125.638868,3042.900875,2983.722498,3006.158125,2978.404108,2977.730529,2991.990778,3035.497086,3119.886006,3173.214219,3213.080245,3170.176847,3092.448002,3276.354432,3180.50007,3302.556503,3238.441364,3143.386771,3025.220714,3164.831236,3071.753972,3187.803655,3241.726958,3364.937756,3364.949997,3485.190904,3359.194137,3373.780663,3477.644669,3582.04892,3553.476934,3586.402935,3654.062234,3510.931411,3706.805688,3709.315282,3747.148676,3729.66069,3540.792812,3738.66744,3754.320173,3799.706568,4030.35317,4049.363962,4083.667754,4091.374355,4138.247634,4137.155793,4224.764121,4001.126635,3958.925177,4027.969493,3933.048443,4106.528145,4071.600928,4180.338398,4221.31203,4222.058804,4218.975472,4109.510713,4241.973988,4349.446586,4274.157572,4264.266735,4408.205956,4428.333436,4282.463396,4302.886593,4468.499604,4597.651679,4711.717816,4796.48847,4976.529564,4857.044989,4614.863516,4552.795635,4043.009893,3754.493412,4189.888748,4770.698852,5593.873228,5888.367069,5939.962804,6283.197308,6418.7338,6781.361517,7023.012636,7248.408576,7307.873065,7142.802765,6806.067065,6649.809328,6607.132325,6481.316546,6608.276299,6932.995529,7287.521853,7022.045146,7554.558938,6596.762592,6205.761659,5640.689571,5487.988995,3652.883796,3716.407233,6235.833328,7105.802003,7770.599745,8238.227455,8486.812957,8597.452376,8678.978787,9351.768069,9927.259913,10547.14562,10929.29752,11164.16663,10933.80825,11336.14427,12267.69483,12511.43412,12922.49387,13227.85356,14245.91818,14864.83534,15149.06614,15845.08358,16810.80269,17833.19065,18705.41314,19386.54735,19797.08519,20691.91152,21468.9222,21412.07415,22302.64155,22826.36125,23357.01111,23720.30852,24039.86334,23860.09888,23543.67995,23985.36568,24744.34606,25409.86813,26175.3495,26613.26925,27470.73413,28644.75655,29785.93803,30406.02027,30848.0031,31188.7897,32066.20683,33051.19253,34214.6636,35656.64331,37015.83297,38688.61502,40095.68275,40750.82477,40728.46444,40857.57324,41819.52468,42558.82479,43918.98903,45567.16647,46584.66046,45563.75864,46069.18928,46308.83064,45564.77356,45084.70776
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,693.1572978,769.9903323,855.3399261,950.1500974,1055.469504,1172.463042,1302.424732,1446.792027,1607.161718,1785.307591,1983.200047,2118.302333,2262.608243,2416.744759,2581.381575,2757.234008,2945.066102,3145.693953,3359.98925,3588.883067,3833.369905,3964.890445,4100.923374,4241.623509,4387.150977,4537.671403,4693.356091,4854.382223,5020.933063,5193.198158,5371.373562,5467.261197,6104.630907,6638.698501,6660.372824,6390.701144,6278.471867,6901.189583,7400.77145,6185.113428,6492.341193,6523.687203,6317.56675,6056.090555,6416.118377,6216.291657,6241.156198,6245.507004,6158.897508,6413.871121,6507.840189,6465.530109,6586.083071,6564.892768,6202.190531,6310.567697,6910.713391,6844.66067,6905.761989,7002.405535,7448.21996,7318.870412,7691.434347,8192.225831,7920.051767,8404.534122,8937.706485,9252.818352,8378.38747,8266.687686,9212.592793,9520.249136,9027.078895,8928.570273,8992.406036,8965.63314,8872.958036,8678.663312,8509.97789,9154.392121,9775.683667,8886.427422,8389.186031,8914.834011,8912.181386,9169.74504,8499.568912,8114.672377,8908.588452,9118.904812,8595.360576,7754.905583,7498.630801,7929.718362,8262.149152,8594.063274,10119.75394,10573.35132,11198.26405,11193.89178,10917.99326,10620.52612,11717.04067,12005.47697,11901.50347,12005.99667,12409.83962,13596.8561,12007.21729,13032.31487,14652.73744,13262.39437,13510.14478,13613.35228,15151.37556,15120.2514,15596.35662,15674.03003,15917.47467,16687.98134,16402.14443,16886.8842,16862.03207,17557.70286,18053.99378,18851.54732,19689.16973,18510.7032,18274.20404,19947.6924,19389.92374,20060.28993,20535.47418,21529.85067,22318.423,21641.43443,21918.12809,20775.66472,20853.50747,21287.2263,21395.5726,22326.4128,22565.69033,22933.1534,23820.4777,23865.01453,24289.73356,24325.11398,24155.49262,24295.3289,24102.95035,23523.44761,23501.10363,24747.44246,25744.44345,26442.24191,26957.47097,26939.999,26716.92608,27757.26831,28021.08721,28701.20735,29677.95465,30367.35109,31149.25046,31423.83531,31991.84601,32769.72095,32200.06902,31313.83657,31492.02758,31683.45093,32292.1637,32761.87587
Nicaragua,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1024.309436,1035.087506,1045.978986,1056.98507,1068.106962,1079.345882,1090.703062,1102.179744,1113.777188,1125.496663,1137.339453,1149.306857,1161.400185,1173.620763,1185.969929,1198.449036,1211.059452,1223.802558,1236.679751,1249.692441,1262.842055,1276.130032,1289.557829,1303.126917,1316.838783,1330.694929,1344.696873,1358.84615,1373.144309,1387.592918,1402.193559,1416.947831,1431.857353,1446.923756,1462.148693,1477.53383,1493.080854,1508.791469,1524.667394,1540.710371,1556.922157,1573.304527,1589.859277,1606.588221,1623.493192,1640.576041,1657.838641,1675.282883,1692.910678,1710.723958,1728.724674,1746.914798,1765.296324,1783.871266,1802.641658,1821.609558,1840.777043,1860.146214,1879.719193,1899.498124,1919.485174,1939.682534,1960.092416,1980.717057,2001.558716,2022.619676,2043.902246,2065.408757,2087.141566,2109.103053,2131.295626,2153.721714,2176.383776,2199.284295,2222.42578,2245.810765,2269.441814,2293.321516,2317.452486,2341.837369,2366.478837,2391.379589,2416.542354,2441.969889,2467.664979,2493.63044,2519.869117,2546.383884,2573.177648,2600.253343,2627.613936,2655.262424,2683.201838,2711.435238,2739.965718,2768.796404,2797.930454,2827.371061,2857.12145,2887.184881,2917.564648,3029.362551,2730.642991,2922.391654,3049.470874,3367.70694,2883.38474,2897.164356,3668.822877,4039.150069,3265.262492,3010.546635,2709.491971,3359.913404,3007.013129,2972.055628,2301.930858,2430.983826,2482.671727,2969.167105,3167.361052,3423.660534,3220.584772,3451.637331,3341.595263,3284.004621,3454.839938,3358.50029,3577.532918,3410.588851,3729.378319,3864.127436,4385.360952,4356.785263,4621.277273,4781.37656,4634.087643,4871.543669,4737.160935,4659.791625,4576.902917,4766.509803,5120.866331,5498.644994,5949.48166,6310.874779,6314.554109,6542.601389,6424.310468,6636.367104,6489.489572,6591.852614,6606.288395,6743.02636,7467.739543,7221.725261,7354.21173,7730.367638,6974.397018,4965.439768,4971.895269,5065.115606,4889.751229,5003.653725,4787.59921,4488.754267,4298.813394,4165.020117,3607.388002,3462.12242,3318.885242,3148.350845,3057.771774,2955.541703,2985.877162,3034.574606,3095.350388,3174.538477,3229.266241,3774.078017,3509.563896,3538.347596,3486.671208,3501.051634,3606.976782,3678.932682,3824.173678,3986.192863,4091.876572,3951.612709,4046.549092,4214.663682,4386.398756,4522.062584
