GDP per capita,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Sao Tome and Principe,895,896.7386128,898.4772255,900.2158383,901.954451,903.6930638,905.4316765,907.1702893,908.908902,910.6475148,912.3861275,914.1247403,915.863353,917.6019658,919.3405785,921.0791913,922.8178041,924.5564168,926.2950296,928.0336423,929.7722551,931.5108678,933.2494806,934.9880933,936.7267061,938.4653188,940.2039316,941.9425443,943.6811571,945.4197698,947.1583826,948.8969954,950.6356081,952.3742209,954.1128336,955.8514464,957.5900591,959.3286719,961.0672846,962.8058974,964.5445101,966.2831229,968.0217356,969.7603484,971.4989612,973.2375739,974.9761867,976.7147994,978.4534122,980.1920249,981.9306377,983.6692504,985.4078632,987.1464759,988.8850887,990.6237014,992.3623142,994.1009269,995.8395397,997.5781525,999.3167652,1001.055378,1002.793991,1004.532603,1006.271216,1008.009829,1009.748442,1011.487054,1013.225667,1014.96428,1016.702893,1018.441505,1020.180118,1021.918731,1023.657344,1025.395957,1027.134569,1028.873182,1030.611795,1032.350408,1034.08902,1035.827633,1037.566246,1039.304859,1041.043471,1042.782084,1044.520697,1046.25931,1047.997922,1049.736535,1051.475148,1053.213761,1054.952373,1056.690986,1058.429599,1060.168212,1061.906824,1063.645437,1065.38405,1067.122663,1068.861275,1070.599888,1072.338501,1074.077114,1075.815726,1077.554339,1079.292952,1081.031565,1082.770177,1084.50879,1086.247403,1087.986016,1089.724628,1091.463241,1093.201854,1094.940467,1096.679079,1098.417692,1100.156305,1101.894918,1103.63353,1105.372143,1107.110756,1108.849369,1110.587981,1112.326594,1114.065207,1115.80382,1117.542432,1119.281045,1121.019658,1122.758271,1124.496883,1126.235496,1127.974109,1129.712722,1131.451334,1133.189947,1134.92856,1136.667173,1138.405785,1140.144398,1141.883011,1143.621624,1145.360237,1147.098849,1148.837462,1150.576075,1152.314688,1154.0533,1155.791913,1152.203935,1150.379946,1150.590849,1197.433998,1076.07536,1135.507524,1125.730957,1233.401176,1104.443518,1222.162539,1314.055732,1401.448298,1486.145067,1566.543714,1640.839999,1736.723632,1811.189832,1883.643368,1956.733343,2028.248916,2088.930415,2093.38359,2084.987523,2156.694349,2217.695604,2191.994061,2624.83391,2619.561777,2961.86793,2857.187592,2508.638304,2539.463908,2400.629315,2217.406273,2378.044835,2192.589934,2080.752883,2073.473191,2090.112221,2001.140907,1984.248062,1959.724474,1944.24213,1949.789002,1950.745494,1941.104178,1921.382832,1930.47472,1941.055324,1914.706721,1940.08703,1947.045432,2046.222747,2106.922594,2138.926531,2365.321882,2384.606327,2569.135976,2648.856794,2719.8227,2801.280796,2592.572548,2642.390836
Saudi Arabia,890,890.5,891,891.5,892,892.5,893,893.5,894,894.5,895,895.5,896,896.5,897,897.5,898,898.5,899,899.5,900,901,902,903,904,905,906,907,908,909,910,911,912,913,914,915,916,917,918,919,920,921,922,923,924,925,926,927,928,929,930,931,932,933,934,935,936,937,938,939,940,941,942,943,944,945,946,947,948,949,950,952.3255814,954.6511628,956.9767442,959.3023256,961.627907,963.9534884,966.2790698,968.6046512,970.9302326,973.255814,975.5813953,977.9069767,980.2325581,982.5581395,984.8837209,987.2093023,989.5348837,991.8604651,994.1860465,996.5116279,998.8372093,1001.162791,1003.488372,1005.813953,1008.139535,1010.465116,1012.790698,1015.116279,1017.44186,1019.767442,1022.093023,1024.418605,1026.744186,1029.069767,1031.395349,1033.72093,1036.046512,1038.372093,1040.697674,1043.023256,1045.348837,1047.674419,1050,1053.125,1056.25,1059.375,1062.5,1065.625,1068.75,1071.875,1075,1078.125,1081.25,1084.375,1087.5,1090.625,1093.75,1096.875,1100,1062.5,1025,987.5,950,950.8333333,951.6666667,952.5,953.3333333,954.1666667,955,990,1025,1060,1095,1130,1165,1200,2813.166139,4426.332277,6039.498416,7652.664555,9265.830694,10878.99683,12492.16297,14105.32911,15718.49525,17331.66139,18944.82753,20557.99366,22171.1598,23784.32594,25397.49208,27010.65822,28623.82436,30236.9905,31850.15664,33463.32277,35076.48891,36689.65505,38302.82119,39915.98733,46913.62669,52815.33077,56652.52093,89068.14699,67806.92906,79924.64303,77114.79031,70732.75395,69254.22221,71941.9769,66923.15901,55108.44552,49196.09878,44275.08428,35985.0549,34873.07668,31785.74473,31724.78014,31896.91311,35238.9709,37221.01697,37762.39123,36720.44781,36073.24511,35424.78234,36077.47935,36600.20854,37204.12773,36290.05715,37065.72192,35936.03865,34442.84151,35620.91073,37089.75535,38410.13464,39462.33268,40949.53045,43641.39422,43726.52279,46181.11484,49229.77253,50629.26137,51153.17213
Senegal,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,523.2668357,525.7204832,528.185636,530.6623482,533.1506739,535.6506676,538.1623841,540.6858781,543.2212051,545.7684205,548.32758,550.8987397,553.4819557,556.0772848,558.6847835,561.3045091,563.9365188,566.5808702,569.2376212,571.90683,574.588555,577.2828549,579.9897885,582.7094153,585.4417946,588.1869863,590.9450504,593.7160474,596.5000379,599.2970827,602.1072432,604.9305807,607.7671572,610.6170346,613.4802754,616.3569421,619.2470979,622.1508058,625.0681295,627.9991329,630.9438799,633.9024352,636.8748634,639.8612296,642.8615991,645.8760377,648.9046113,651.9473861,655.0044288,658.0758062,661.1615856,664.2618346,667.3766209,670.5060127,673.6500785,676.8088872,679.9825078,683.1710098,686.3744629,689.5929374,692.8265037,696.0752324,699.3391947,702.618462,705.9131061,709.2231992,712.5488135,715.890022,719.2468977,722.6195141,726.0079451,729.4122647,732.8325475,736.2688683,739.7213024,743.1899252,746.6748127,750.1760412,753.6936873,757.227828,760.7785406,764.3459028,767.9299927,771.5308888,775.1486697,778.7834148,782.4352036,786.1041159,789.7902322,793.4936329,797.2143993,800.9526127,804.7083549,808.4817081,825.435999,842.7458304,860.4186581,878.4620945,896.8839112,915.6920433,934.8945918,954.4998281,974.5161965,994.9523188,1015.816997,1037.119219,1058.86816,1081.073188,1103.743867,1126.889962,1150.521444,1174.648489,1199.281492,1224.431062,1250.108032,1276.323462,1303.088643,1330.415104,1358.314615,1386.799194,1415.88111,1445.572889,1475.88732,1506.837461,1538.436643,1570.698477,1603.636858,1637.265975,1671.600312,1706.654659,1742.444114,1773.61626,1803.824966,1832.985361,1862.629549,1892.582392,1921.126453,1949.707322,1977.96551,2004.48871,1999.528179,2041.078846,2058.327716,2085.698843,2075.296572,2090.861749,2087.385459,2005.365413,2074.789719,1884.717052,1986.427005,1924.276538,1987.092094,1820.313404,1840.132735,1932.31668,2058.755816,1942.389463,1808.845308,1876.416903,1758.742837,1691.530795,1888.550292,1877.28499,1735.854614,1746.923097,1776.005935,1793.08395,1828.5836,1744.339736,1770.137901,1712.246353,1701.271521,1618.514004,1620.30487,1657.905582,1694.518086,1731.70386,1782.174947,1824.044848,1879.852773,1917.836526,1889.987124,1964.949726,2028.17885,2084.459672,2078.48159,2123.502367,2143.334424,2131.925275,2164.697809,2163.276883,2174.149284,2197.647884
Serbia,1402.342857,1403.687911,1405.032966,1406.378021,1407.723075,1409.06813,1410.413185,1411.758239,1413.103294,1414.448349,1415.793404,1417.138458,1418.483513,1419.828568,1421.173622,1422.518677,1423.863732,1425.208786,1426.553841,1427.898896,1429.24395,1442.20352,1455.16309,1468.122659,1481.082229,1494.041799,1507.001369,1519.960938,1532.920508,1545.880078,1558.839647,1571.799217,1584.758787,1597.718357,1610.677926,1623.637496,1636.597066,1649.556635,1662.516205,1675.475775,1688.435345,1701.394914,1714.354484,1727.314054,1740.273624,1753.233193,1766.192763,1779.152333,1792.111902,1805.071472,1818.031042,1825.105685,1832.180328,1839.254972,1846.329615,1853.404258,1860.478902,1867.553545,1874.628188,1881.702832,1888.777475,1895.852118,1902.926762,1910.001405,1917.076048,1924.150692,1931.225335,1938.299978,1945.374622,1952.449265,1959.523908,1999.438198,2039.352487,2079.266777,2119.181066,2159.095356,2199.009645,2238.923935,2278.838224,2318.752514,2358.666803,2398.581093,2438.495382,2478.409672,2518.323961,2558.238251,2598.15254,2638.06683,2677.981119,2717.895409,2757.809698,2777.100697,2796.391695,2815.682694,2834.973692,2854.264691,2873.555689,2892.846688,2912.137686,2931.428685,2950.719683,3001.39901,3052.078336,3102.757663,3153.436989,3204.116316,3254.795642,3305.474969,3356.154296,3406.833622,3457.512949,3457.542936,3457.572924,3457.602912,3445.583844,3433.564777,3421.54571,3409.526643,3397.507575,3385.488508,3373.469441,3406.740637,3456.892511,3585.397378,3788.542143,3918.555679,4132.841758,4008.162324,4299.270658,4462.590331,4313.054215,4124.359877,3689.170307,3751.684258,3837.988217,3728.326705,4154.796627,4165.842612,4437.313803,4618.328547,4578.946283,4539.564018,4500.181754,4460.799489,4421.417225,4382.03496,4342.652696,4303.270432,5065.464916,5490.425458,5073.715463,5205.128523,4738.082258,5373.895547,5600.301334,5879.58357,5697.953883,6589.720955,6804.074726,7568.932915,7972.255048,8248.683882,8320.848176,9098.265412,9876.692951,10044.77426,10484.67571,10572.60762,10705.09493,11808.78858,12282.12633,13578.64456,13920.14121,14264.58577,15961.77727,15821.46037,16157.51655,17172.74229,17963.38861,19034.27819,19834.79747,20066.69963,20083.78624,20142.95942,20540.21024,20597.85185,21334.27511,20996.33654,20609.69844,20259.60545,18711.319,17185.98698,12336.57424,8571.257161,8783.549132,9276.759846,9715.9254,10470.22901,10759.79863,8337.230049,8741.147607,9181.016212,9572.946521,9837.748614,10691.60648,11389.25367,11845.75337,12536.15005,13068.03688,12661.32518,12485.73175,12571.89036,12440.65194,12746.25636
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,833.2111665,837.1815396,841.1519128,845.1222859,849.0926591,853.0630323,857.0334054,861.0037786,864.9741517,868.9445249,872.914898,876.8852712,880.8556443,884.8260175,888.7963907,892.7667638,896.737137,900.7075101,904.6778833,908.6482564,912.6186296,916.5890027,920.5593759,924.529749,928.5001222,932.4704954,936.4408685,940.4112417,944.3816148,948.351988,952.3223611,956.2927343,960.2631074,964.2334806,968.2038538,972.1742269,976.1446001,980.1149732,984.0853464,988.0557195,992.0260927,995.9964658,999.966839,1003.937212,1007.907585,1011.877958,1015.848332,1019.818705,1023.789078,1027.759451,1031.729824,1035.700197,1039.670571,1043.640944,1047.611317,1051.58169,1055.552063,1059.522436,1063.492809,1067.463183,1071.433556,1075.403929,1079.374302,1083.344675,1087.315048,1091.285422,1095.255795,1099.226168,1103.196541,1107.166914,1111.137287,1115.107661,1119.078034,1123.048407,1127.01878,1130.989153,1134.959526,1138.929899,1142.900273,1146.870646,1150.841019,1154.811392,1158.781765,1162.752138,1166.722512,1170.692885,1174.663258,1178.633631,1182.604004,1186.574377,1190.54475,1194.515124,1198.485497,1202.45587,1206.426243,1210.396616,1214.366989,1218.337363,1222.307736,1226.278109,1230.248482,1234.218855,1238.189228,1242.159601,1246.129975,1250.100348,1254.070721,1258.041094,1262.011467,1265.98184,1269.952214,1273.922587,1277.89296,1281.863333,1380.784471,1479.705609,1578.626746,1677.547884,1776.469022,1875.39016,1974.311298,2073.232435,2172.153573,2271.074711,2369.995849,2468.916986,2567.838124,2666.759262,2765.6804,2864.601538,2963.522675,3062.443813,3161.364951,3260.286089,3359.207227,3458.128364,3557.049502,3655.97064,3754.891778,3853.812915,3952.734053,4051.655191,4150.576329,4249.497467,4348.418604,4447.339742,4546.26088,4645.182018,4744.103156,4843.024293,4941.945431,5216.976957,5297.049171,5385.904382,5617.428576,5593.464747,5537.010231,5649.098153,5684.494881,5825.011394,6115.92745,5622.971163,5958.5827,6352.705625,6430.463729,6291.855847,6291.456677,6153.742784,6516.787891,6345.267345,6641.715807,7519.906933,7785.69871,8331.308249,8278.473739,8401.397017,9062.747047,9538.28651,10040.26351,11527.23058,11046.72983,10452.55778,10236.07746,10173.0008,10548.37899,11540.22811,11555.89441,11615.4868,12188.6231,13362.23219,14288.12015,14488.26398,15456.41832,16243.23718,15430.58408,15279.13897,16561.95175,18364.68643,18453.38195,18433.18689,19046.40674,18597.5564,18477.0194,17377.06989,16944.37959,18386.30443,19700.11354,21641.64135,20710.04648,20400.51299,21018.24198,22424.71481,22792.50538,23335.49317
Sierra Leone,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,772.497673,776.1199874,779.7592871,783.4156518,787.0891615,790.7798967,794.4879381,798.2133669,801.9562645,805.716713,809.4947945,813.2905918,817.104188,820.9356664,824.7851111,828.6526061,832.5382362,836.4420864,840.3642421,844.3047892,848.2638138,852.2414027,856.2376429,860.2526218,864.2864274,868.3391478,872.4108718,876.5016886,880.6116875,884.7409586,888.8895923,893.0576793,897.2453108,901.4525786,905.6795746,909.9263914,914.1931219,918.4798596,922.7866981,927.1137318,931.4610554,935.828764,940.2169532,944.625719,949.055158,953.505367,957.9764434,962.4684852,966.9815905,971.5158582,976.0713876,980.6482782,985.2466303,989.8665446,994.508122,999.1714642,1003.856673,1008.563852,1013.293103,1018.044529,1022.818236,1027.614327,1032.432907,1037.274083,1042.137958,1047.024641,1051.934239,1056.866857,1061.822605,1066.801592,1071.803925,1076.829714,1081.87907,1086.952103,1092.048924,1097.169644,1102.314376,1107.483232,1112.676325,1117.893769,1123.135678,1128.402167,1133.693351,1139.009346,1144.350268,1149.716234,1155.107362,1160.523769,1165.965574,1171.432897,1176.925856,1182.444572,1187.989166,1193.559759,1195.294734,1197.032232,1198.772255,1200.514808,1202.259893,1204.007515,1205.757678,1207.510385,1209.265639,1211.023445,1212.783806,1214.546726,1216.312208,1218.080257,1219.850876,1221.624069,1223.399839,1225.178191,1226.959127,1228.742653,1230.528771,1232.317485,1234.108799,1235.902717,1237.699243,1239.498381,1241.300133,1243.104505,1244.911499,1246.721121,1248.533372,1250.348258,1252.165782,1253.985949,1255.808761,1257.634222,1259.462337,1313.769636,1336.82004,1369.741161,1427.618725,1457.585555,1492.080342,1526.294208,1547.77591,1613.720564,1642.097602,1647.427063,1696.712177,1699.83163,1694.056005,1787.684543,1872.924392,1832.559158,1981.437322,2127.958863,2166.515943,2113.134813,2057.011146,2086.369083,2135.708283,2160.378144,2057.289504,2048.692596,2016.15402,2090.640847,2146.547551,2234.169959,2226.05487,2148.574691,2131.102071,2026.915385,1912.057385,1966.887776,1972.781041,1969.271324,1971.012958,1766.024092,1623.862828,1643.524292,1662.64496,1472.374857,1093.05987,873.1664941,848.513703,775.579888,786.5966014,879.3558445,1062.860765,1099.541297,1145.01364,1200.389354,1213.827228,1274.528104,1308.345065,1317.017196,1351.701985,1396.609517,1577.924658,1797.693585
Singapore,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1296.436336,1299.125774,1301.820792,1304.5214,1307.227611,1309.939436,1312.656886,1315.379974,1318.108711,1320.843108,1323.583178,1326.328932,1329.080382,1331.83754,1334.600418,1337.369027,1340.14338,1342.923488,1345.709363,1348.501017,1351.298463,1354.101712,1356.910777,1359.725668,1362.546399,1365.372982,1368.205429,1371.043751,1373.887961,1376.738072,1379.594095,1382.456043,1385.323928,1388.197763,1391.077559,1393.963329,1396.855086,1399.752841,1402.656608,1405.566399,1408.482226,1411.404102,1414.332039,1417.266051,1420.206148,1423.152346,1426.104654,1429.063088,1432.027659,1434.998379,1437.975262,1478.06636,1519.275208,1561.632967,1605.171672,1649.924246,1695.924533,1743.207319,1791.80836,1841.76441,1893.113247,1945.893702,2000.145688,2055.910233,2113.229507,2172.146857,2232.706836,2294.955242,2358.939149,2424.706942,2492.308358,2561.794517,2633.217967,2706.632721,2782.094295,2859.659756,2939.387761,3021.338602,3105.574253,3192.158413,3281.156561,3613.931976,3416.20272,2938.940275,2840.184464,3143.981203,3533.684034,3221.865546,3701.154754,3742.246815,4065.236691,3641.325348,3115.025528,2695.402385,3221.985812,3286.007624,2716.68877,3764.418022,2942.588188,3338.760896,2875.400769,3247.225333,4290.071171,4393.047705,4297.621831,4842.263411,3996.615829,2955.630299,3512.448094,4944.822932,4537.582241,3342.04718,2908.575004,4114.371749,4854.266893,5468.696434,5432.924742,5901.631333,5003.971192,5820.450733,5772.554618,5725.052637,5677.941547,5631.218131,5584.879199,5538.921587,5493.342158,5448.137798,5403.305423,5358.84197,5314.744404,5011.454887,3482.661086,4156.22995,4763.151003,4381.490246,4820.511362,4276.880307,4285.974495,4817.946845,5153.775295,5690.70599,5527.90258,5878.074954,5757.088772,6289.849391,6810.207301,7487.527809,8373.873108,9381.52422,10520.71127,11590.03223,12933.59965,14129.07045,14746.91354,14991.57529,15850.84775,16863.33107,18089.32619,19562.98385,21216.16239,22235.43719,22818.96023,24468.80257,26042.76653,25628.80185,26200.69184,28373.38981,30902.71745,33073.85799,34813.69717,36078.76295,37261.3329,40676.41991,44080.84726,46322.60516,48039.5014,50423.32913,48014.59108,51117.8278,55410.64295,52516.15466,54189.53646,55695.65996,59866.1005,62396.83554,65012.16349,67202.84986,66345.57356,64668.31474,72694.63838,74593.94299,74169.09902,75950.31921
Slovak Republic,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1501.832505,1513.881423,1526.027008,1538.270035,1550.611285,1563.051546,1575.591614,1588.232287,1600.974375,1613.81869,1626.766053,1639.81729,1652.973234,1666.234726,1679.602613,1693.077747,1706.66099,1720.353209,1734.155278,1748.068078,1762.092498,1776.229434,1790.479787,1804.844468,1819.324395,1833.920491,1848.633688,1863.464927,1878.415155,1893.485325,1908.6764,1915.920856,1923.192808,1930.492361,1937.81962,1945.17469,1952.557677,1959.968686,1967.407823,1974.875196,1982.370912,1989.895078,1997.447803,2005.029194,2012.639361,2020.278412,2027.946457,2035.643607,2043.369972,2051.125662,2058.91079,2085.53642,2112.506371,2139.825094,2167.4971,2195.526958,2223.919295,2252.678799,2281.810218,2311.318361,2341.208101,2371.484373,2402.152174,2433.216567,2464.682683,2496.555715,2528.840926,2561.543647,2594.669275,2628.223281,2662.211204,2699.409368,2737.127289,2775.372229,2814.151553,2853.472727,2893.343322,2933.771016,2974.763592,3016.328942,3058.475072,3101.925284,3145.992771,3190.686303,3236.014774,3281.987203,3328.61274,3375.900661,3423.860379,3472.501436,3521.833512,3582.431923,3644.07302,3706.774745,3664.318527,3622.348589,3580.859361,3539.845337,3499.301075,3459.221194,3419.600376,3687.501397,3548.181181,3804.191563,4161.814301,4609.685324,4555.543028,4867.422135,5266.27934,5381.613895,5175.426294,4968.320609,4740.158155,4513.841768,4321.100896,4262.836196,4596.693114,5097.106853,5129.339732,5161.776443,5194.418277,5227.266529,5260.322506,5293.587521,5327.062896,5360.749962,5394.650056,5428.764526,5463.094728,5765.494727,6192.229943,6233.077488,6363.807314,6269.314049,6459.205503,6937.371981,7270.27135,7641.173667,8154.52695,8455.012014,9036.03593,9310.505729,9381.581358,9144.610574,9503.260106,9786.720377,10154.4987,10550.08597,11006.90853,11239.31718,11438.22166,11777.87151,12131.75849,12455.20587,12811.75815,13088.57311,13197.9445,13697.41847,13773.31657,13805.07606,14119.28084,13996.25816,14231.48976,14411.48122,14716.16446,14800.54296,15048.30582,15095.17188,15404.78,15509.21579,15057.90163,12811.04015,11911.42442,12084.54478,12785.91947,13493.22568,14399.63309,15206.73483,15756.14579,15801.82718,15913.42082,16426.51194,17103.52474,17816.80263,18782.7888,19915.35232,21538.24319,23788.71006,25136.209,23835.27675,24823.32691,25560.31236,25963.6797,26176.33486
Slovenia,1454.808663,1456.20404,1457.599418,1458.994795,1460.390172,1461.785549,1463.180926,1464.576303,1465.971681,1467.367058,1468.762435,1470.157812,1471.553189,1472.948566,1474.343944,1475.739321,1477.134698,1478.530075,1479.925452,1481.320829,1482.716207,1496.160632,1509.605058,1523.049484,1536.493909,1549.938335,1563.382761,1576.827186,1590.271612,1603.716038,1617.160463,1630.604889,1644.049315,1657.49374,1670.938166,1684.382592,1697.827017,1711.271443,1724.715869,1738.160294,1751.60472,1765.049146,1778.493571,1791.937997,1805.382423,1818.826848,1832.271274,1845.7157,1859.160125,1872.604551,1886.048977,1893.388303,1900.72763,1908.066957,1915.406284,1922.74561,1930.084937,1937.424264,1944.76359,1952.102917,1959.442244,1966.781571,1974.120897,1981.460224,1988.799551,1996.138877,2003.478204,2010.817531,2018.156858,2025.496184,2032.835511,2074.243112,2115.650714,2157.058315,2198.465917,2239.873518,2281.28112,2322.688721,2364.096323,2405.503924,2446.911526,2488.319127,2529.726729,2571.13433,2612.541932,2653.949533,2695.357135,2736.764736,2778.172338,2819.579939,2860.987541,2881.000273,2901.013005,2921.025737,2941.038469,2961.051201,2981.063933,3001.076665,3021.089397,3041.102128,3061.11486,3113.690251,3166.265641,3218.841032,3271.416422,3323.991813,3376.567203,3429.142594,3481.717984,3534.293375,3586.868765,3586.899875,3586.930985,3586.962094,3574.493358,3562.024622,3549.555886,3537.087149,3524.618413,3512.149677,3499.680941,3534.196911,3586.225115,3719.53773,3930.282744,4065.160473,4287.463629,4158.119568,4460.119128,4629.549074,4474.418369,4278.664415,3827.193113,3892.045896,3981.578742,3867.814468,4310.239895,4321.699143,4603.326877,4791.113919,4750.258247,4709.402576,4668.546904,4627.691232,4586.83556,4545.979888,4505.124217,4464.268545,5254.978986,5695.838563,5263.538211,5399.867823,4915.347971,5574.948923,5809.825221,6099.556234,5911.131242,6836.261965,7058.635347,7852.10915,8270.52076,8557.291618,8632.155791,9438.658513,10246.20934,10420.57907,10876.93853,10968.16024,11105.60429,12250.5904,12741.63712,14086.66194,14440.93499,14798.26624,16558.95471,16413.38814,16762.01718,17815.22553,18635.45227,19746.407,20576.87609,20817.4544,20835.18027,20896.56729,21308.68044,21368.47859,22132.45363,21781.87178,21380.76841,21017.5774,19411.36496,17609.47089,16576.41459,16979.0917,17818.20273,18491.88629,19116.0777,20012.33187,20696.59767,21764.22167,22622.84219,23284.28571,24092.56906,24726.30332,25787.21256,26825.98932,28313.44079,30178.36934,31201.06079,28442.12171,28589.17353,28715.49617,27913.00475,27559.54644
