Male 15-19 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Barbados,10.30927835,8.823529412,8.653846154,11.11111111,11.71171171,11.20689655,11.86440678,10.74380165,10.31746032,8.130081301,8.130081301,8.26446281,7.142857143,6.25,5.511811024,5.46875,5.511811024,5.691056911,4.87804878,4.958677686,5.128205128
Belarus,11.18248175,10.8240023,6.980519481,7.670744139,9.590361446,10.74647562,9.745762712,7.829257829,7.612312812,7.818332642,8.752921181,8.979681014,7.00493938,5.577321964,5.518711511,5.949768349,5.958091391,5.71278826,5.342055056,5.022701476,5.002960332
Belgium,7.361241769,6.588613407,6.124721604,7.803405906,7.804878049,8.408282786,8.5,7.806613646,6.989690722,6.366585564,6.236214157,6.240188383,6.221374046,5.820503192,5.654101996,5.853391685,5.799457995,5.836925287,5.778175313,5.699481865,5.657683384
Belize,9.090909091,10.25641026,8.695652174,9.090909091,11.66666667,12.12121212,12.5,12.34567901,11.82795699,10,11.11111111,11.26760563,10.75949367,10.34482759,9.625668449,8.823529412,8.796296296,8.333333333,7.56302521,6.93877551,6.772908367
Benin,8.586387435,9.136546185,9.803921569,9.160305344,9.79498861,10.1138647,10.51103368,10.69651741,10.62473438,10.63531064,10.62612884,10.64206269,10.6428725,10.58889095,10.59548921,10.82089552,10.7674538,10.40074126,9.945101351,9.51918407,9.160580651
Bhutan,10.34482759,9.900990099,9.734513274,10.07751938,9.271523179,9.289617486,9.090909091,9.387755102,9.642857143,10.11673152,11.22807018,11.14369501,10.42780749,8.80195599,8.372093023,7.572383073,7.725321888,7.660455487,7.085020243,6.324110672,6.031128405
Bolivia,10.27346637,10.18084394,9.879518072,10.32432432,10.34151034,10.45221843,10.4505869,10.59063136,10.89918256,10.41162228,10.41565974,10.62062937,10.95123901,10.4689808,10.20478403,9.681074955,9.167690418,8.651586369,8.160952111,7.679603633,7.227456258
Bosnia and Herzegovina,12.45136187,11.74825175,8.188265635,10.23952096,11.44819691,11.40684411,10.96673597,9.533169533,8.7752229,8.292079208,8.206857785,8.191313909,6.467661692,6.29877369,5.263157895,5.020196192,5.020673361,5,4.801010739,4.617414248,4.467353952
Botswana,11.61616162,11.11111111,10.31746032,9.893992933,11.74698795,11.64556962,11.01871102,10.91549296,11.14457831,11.76470588,12.17798595,11.89956332,11.03238866,10.08482564,9.244444444,9.511784512,9.420289855,9.154383243,8.708708709,8.23015295,7.866761162
Brazil,10.12511671,10.25862069,9.533395841,10.05441886,10.70698218,11.05366541,11.39367769,10.46048556,10.04360348,10.45424474,10.68661501,9.603399433,8.709211306,8.788970389,8.50185841,7.337003269,6.572309549,6.179239104,5.809489112,5.526720132,5.406273621
Brunei,8.333333333,9.090909091,7.317073171,7.272727273,10.60606061,10.58823529,10.57692308,9.322033898,8.888888889,9.150326797,8.670520231,8.854166667,8.653846154,8.260869565,7.317073171,7.307692308,6.834532374,6.551724138,6.578947368,6.349206349,6.134969325
Bulgaria,9.492273731,7.809574753,7.641365257,8.682926829,8.176248822,7.62692396,7.223731884,7.00966075,7.545433632,7.694186615,7.148347425,6.981081801,5.659856433,4.710248359,4.9437537,5.543578688,5.659163987,5.417227456,5.063291139,4.842259721,4.994237418
Burkina Faso,10.14018692,10.31429836,10.5872622,10.1387818,9.946714032,10.59817945,10.98998232,11.25757975,11.30815292,11.37772446,11.4265928,11.16462347,10.76431556,10.57166877,10.70874761,12.07159483,11.64515439,11.05074779,10.51231641,10.16760958,9.90181232
Burundi,10.28037383,10.1010101,10.07092199,10.1618123,11.7090479,11.79807147,11.71442936,10.98901099,10.14806789,10.42638241,12.12989494,12.93725708,11.62957645,10.39101318,9.781539067,10.05637389,10.33837783,10.04163997,9.293173906,8.555842664,8.16298532
Cambodia,10.49240681,10.5002067,10.40823832,10.31901042,10.24755325,10.67605634,11.808,11.08490566,9.85915493,8.423168281,12.96116505,12.80722535,12.72036886,10.59364133,8.878985259,8.816335212,9.043565348,8.991436727,8.389383748,7.64197854,7.168156519
Cameroon,10.05025126,9.933499584,9.823108769,9.704499664,9.896296296,9.764918626,9.977777778,10.13992716,10.41118421,10.77253219,11.31072874,11.29848229,11.02204409,10.37557417,10.68677266,10.94786016,10.60046028,9.980532122,9.43671386,9.074763678,8.828809226
Canada,7.807118255,7.220759684,7.767739092,9.044058205,9.879032258,10.32904396,10.10647011,8.081359102,7.245849112,7.020205503,6.981181734,6.9125,6.833075182,5.902010762,5.403800475,5.331888097,5.404734726,5.542747358,5.579679694,5.48774934,5.372231611
Cape Verde,13.43283582,10.25641026,7.608695652,9.259259259,11.81102362,13.28125,14.28571429,13.51351351,10.90909091,11.64021164,13.04347826,13.04347826,12.19512195,11.36363636,10.3202847,9.152542373,8.974358974,8.695652174,8.157099698,7.715133531,7.058823529
Central African Rep.,9.480122324,9.593023256,9.472259811,9.124537608,9.354120267,9.797979798,10.03584229,10.1010101,10.14593468,10.37851038,10.71817193,10.92353525,10.84990958,11.06066859,10.90011394,10.49665375,10.23026316,9.925788497,9.555815313,9.25,8.866471994
Chad,9.583333333,9.635811836,9.670781893,9.471094711,10.11049724,10.02444988,9.911894273,9.902912621,10.14588859,10.54720726,10.72971675,10.77820229,10.83916084,10.96309907,11.13057539,11.03071996,10.99167457,10.91356157,10.72836332,10.39855924,9.956023358
Channel Islands,6.25,6,5.555555556,5.454545455,6.779661017,8.064516129,8.196721311,7.692307692,5.970149254,5.797101449,5.797101449,5.714285714,5.479452055,5.405405405,5.479452055,5.479452055,4.166666667,4.166666667,5.479452055,5.633802817,5.633802817
Chile,9.525389977,9.128878282,9.711563906,9.686476369,10.17774016,11.40521604,11.91080493,10.57563588,9.590302286,8.323975295,8.810803724,9.227334739,8.932153392,7.630658088,6.846337753,6.694032207,6.603676697,6.430446194,6.2880527,6.084367246,5.908009516
China,10.04719114,8.962813446,8.561087399,9.552011115,10.99762629,9.472698335,10.86810715,12.10693446,10.59124629,7.88398249,8.0416633,9.491496534,8.093699446,7.069224114,6.41100399,6.329446691,6.527603828,6.34539226,5.805349422,5.406147904,5.315664677
Colombia,9.994977398,9.673202614,9.747835905,10.69148361,11.4153962,11.74401072,12.15923519,11.95171026,10.61130334,10.61303745,10.31847134,9.998585773,9.734901685,9.157192289,8.683287885,8.393036119,7.971634238,7.6363511,7.314942374,7.003891051,6.710470676
Comoros,10.25641026,10.34482759,9.473684211,8.571428571,10.25641026,11.02941176,10.90909091,10.41666667,11.05990783,11.74089069,12.77372263,10.96774194,10.11560694,9.660574413,10.26252983,10.59602649,10.04098361,9.142857143,8.648648649,8.376068376,8.333333333
"Congo, Dem. Rep.",10.34180543,10.48374553,10.59223962,10.53694464,10.40244524,10.35510741,10.34015653,10.28667791,10.26161356,10.29895838,10.63126891,10.94775711,11.21058894,11.29427083,11.43842704,11.10517776,11.04759076,10.91380889,10.56321497,10.075486,9.57213685
"Congo, Rep.",10.1010101,9.954751131,9.780439122,9.615384615,9.833585477,9.987029831,10.2108768,10.54131054,10.83743842,11.19942197,11.36814276,11.26760563,11.08151305,10.54373522,10.63829787,10.3610675,9.996351696,9.662000683,9.225329476,8.780487805,8.444962143
Costa Rica,8.722109533,8.695652174,8.567208272,9.328358209,10.94257855,11.73076923,12.41666667,11.13537118,9.259259259,9.609949124,10.21021021,10.40436165,9.465195246,8.475925189,7.77903044,6.986743103,7.051943584,6.655574043,6.452658885,6.200317965,6.022584693
Cote d'Ivoire,10.63829787,10.50847458,9.98288648,9.183202584,8.818080771,8.852649971,8.900045641,9.125893348,9.668550481,10.46796442,10.55293324,10.41454989,10.53398943,10.4808476,10.61251469,10.4156936,10.17228739,9.763380282,9.337727558,8.956100426,8.606614086
Croatia,10.12520414,9.090909091,7.449560269,9.357612544,9.384309831,8.341416101,7.692307692,7.169287697,7.136322049,7.333333333,7.281105991,6.585707613,6.208842897,5.882352941,5.124521073,5.242718447,5.434782609,5.395864851,5.301080803,5.155181483,5.102040816
Cuba,9.417920209,9.827278142,9.728692793,9.070687098,9.431407942,8.737458194,11.97267979,11.66732361,10.08261359,6.918583425,7.424761218,7.732050597,6.962250712,6.357969724,5.821428571,5.19130591,5.080116533,5.000929541,4.839326702,4.660848869,4.523760116
Cyprus,9.465020576,9.338521401,8.214285714,10.48951049,9.634551495,11.14754098,9.508196721,8.4375,7.352941176,7.923497268,8.29015544,8.108108108,7.710280374,6.222222222,5.485232068,5.454545455,5.631067961,5.838041431,5.818181818,5.663716814,5.344827586
Czech Rep.,7.261410788,6.309497454,7.924854243,9.473237043,9.01432182,7.510288066,7.023881196,7.017193123,8.618276345,8.851674641,7.11414791,6.795335746,6.116865351,4.563031709,4.782942758,5.564082886,5.744024672,5.514563107,5.171740827,4.893325504,4.928333006
Denmark,6.991025035,7.175295186,8.582746479,9.029249682,7.811860941,7.587859425,7.984189723,7.979356888,7.419100237,6.395348837,5.382865807,5.937266617,6.727941176,6.569343066,6.302064469,6.117308384,5.766475645,5.764411028,5.994256999,6.119510439,6.069364162
Djibouti,9.677419355,11.42857143,11.62790698,12.28070175,10,10.61946903,10.77844311,11,10.75268817,10.67961165,11.01928375,11.5,11.41552511,10.52631579,9.922178988,9.498207885,9.212730318,8.976377953,8.766716196,8.368794326,8.005427408
Dominican Rep.,10.37277147,9.903047091,9.741784038,9.556993529,10.25751073,11.10694184,11.52949017,11.31289074,10.73537305,10.22699536,10.23161682,10.068793,9.875340865,9.232745962,9.046454768,8.783670738,8.364282254,7.930276382,7.561088059,7.246816252,6.956783617
Ecuador,9.679334917,9.605399792,9.422903517,9.534883721,10.7,10.68240714,10.78651685,10.92657343,10.93266254,10.95412524,10.64897233,10.25797588,9.889791183,9.808219178,9.17144346,8.485150986,8.024096386,7.722957928,7.396347766,7.071622847,6.725902598
Egypt,10.03084977,9.247223365,8.587058231,10.69440931,10.81247896,11.13014561,10.86106994,10.69842393,9.936713215,10.96184346,11.4770798,11.98773923,9.706657877,9.268059805,9.195704492,9.227459641,8.991441881,8.385852533,7.812938941,7.487177848,7.317756573
El Salvador,10.41474654,10.08333333,9.42293645,9.881914232,10.48387097,10.69212411,10.51942383,10.24170422,11.1882716,10.56998557,10.16473887,10.69073238,11.95614937,11.60923386,9.329446064,8.839091192,8.876270173,8.678044547,8.448324416,7.745314223,7.177681473
Equatorial Guinea,9.174311927,9.482758621,9.016393443,9.090909091,9.85915493,11.40350877,14.1509434,12.33766234,8.602150538,6.726457399,8.494208494,10.92715232,11.04651163,10.53984576,10.09174312,10.35196687,10.75471698,10.7266436,10.22364217,9.821428571,9.457579972
Eritrea,10.44247788,10.52631579,10.59322034,10.4607721,9.782608696,10.17110266,8.128078818,9.811046512,12.32258065,14.08450704,12.19239374,11.53144941,10.53654743,10.05059022,10.88394468,11.44414169,11.00323625,10.10540788,9.247083775,8.761867089,8.624229979
Estonia,10.23454158,10.33797217,8.286252354,8.406304729,8.507223114,8.320726172,7.805596465,7.454289733,7.755102041,7.646176912,8.359621451,8.870967742,6.331168831,5.161290323,5.357142857,6.472491909,7.037643208,6.988352745,6.386554622,5.583756345,5.442176871
Ethiopia,10.31424505,10.42163882,10.60402685,10.65969747,10.04111212,9.989594173,10.34443496,10.49400904,10.35302954,10.11239926,10.30785302,10.9225132,11.37809522,11.19829709,10.88779399,10.91740354,10.70121393,10.37468425,9.937038051,9.439034225,8.944095071
Fiji,9.933774834,10.52631579,9.852216749,10.59322034,11.74242424,12.62798635,11.45510836,10.30640669,9.863013699,10.76923077,11.05651106,10,10.34482759,10.20408163,9.534368071,8.971553611,8.35117773,8.085106383,7.675906183,7.494646681,7.127429806
Finland,8.194154489,8.177339901,8.528584817,11.21198366,9.793351303,8.963093146,8.434256055,7.540016849,6.402313094,6.717618665,6.724683544,6.349824698,6.486074018,5.849268841,5.588452998,5.70272259,5.813097866,5.864994467,5.814814815,5.702571748,5.570093458
France,7.916459473,6.829570944,6.437923251,8.999368022,8.518279396,8.336239972,8.417214267,8.077550415,7.868461038,6.778637881,6.965156794,6.716141002,6.267029973,6.226305982,6.483176567,6.358291598,6.012171882,5.85190598,5.734333414,5.715232586,5.797973115
French Guiana,8.333333333,7.142857143,6.25,10,8.333333333,10.71428571,8.823529412,8.695652174,8.196721311,8.219178082,9.302325581,8.823529412,9.649122807,9.160305344,9.722222222,8.75,8.474576271,8.376963351,7.766990291,7.798165138,7.456140351
French Polynesia,10,8.823529412,9.756097561,10.86956522,10.52631579,10.44776119,11.39240506,10.98901099,10.57692308,8.928571429,9.756097561,10.52631579,8.695652174,8.108108108,7.792207792,7.547169811,7.185628743,7.01754386,6.936416185,6.214689266,6.179775281
Gabon,8.658008658,8.620689655,8.403361345,8.097165992,8.949416342,8.620689655,8.682634731,8.695652174,9.388646288,9.906542056,10.45751634,10.99706745,11.48197597,10.58394161,9.854423292,9.345794393,9.126213592,8.890925756,8.529155788,8.083333333,7.772435897
Gambia,10.56910569,10.2189781,10.38961039,9.836065574,8.056872038,8.267716535,8.940397351,9.141274238,9.480812641,9.647495362,9.752321981,9.907529723,10.49596309,10.95334686,10.9800363,10.82180635,10.53795136,10.22192334,9.857408555,9.534750144,9.120171674
Georgia,10.44226044,11.07363687,6.707946336,7.010014306,9.26344329,10.50347222,10.20151134,8.610332399,8.211256746,7.935189032,8.362989324,9.388335704,8.312342569,6.207616067,6.146445751,6.772255598,6.722689076,6.531791908,6.033452808,5.744286597,5.772931366
Germany,7.93852407,9.649095877,7.993031565,6.604406666,7.394070665,8.038585209,9.171923232,8.491864324,5.99321326,5.598650078,5.935355048,6.143768145,5.422928829,5.115313422,4.789117022,4.490864299,4.441365609,4.588823262,4.648867935,4.629003157,4.592562487
Ghana,10.44894716,10.53351573,10.58926488,10.71878941,9.725685786,10.1010101,10.502693,10.80669711,10.91726143,10.91242549,10.93023256,10.95002251,10.81103001,10.41101912,10.13342228,10.04711497,9.920253379,9.576146403,9.213372665,8.824889053,8.553811169
Greece,10.55058313,10.00514403,7.750984252,8.85040885,7.848160224,8.148984199,7.903634827,8.225905463,7.809067306,7.947647951,7.142857143,5.751323717,5.155940148,4.941808415,4.928571429,5.125915342,4.9247851,4.707996406,4.549557682,4.541326067,4.659695469
Grenada,8.823529412,10.52631579,9.523809524,9.302325581,11.36363636,13.63636364,13.95348837,12.24489796,10.20408163,10.41666667,12,13.46153846,11.53846154,9.090909091,7.547169811,9.259259259,8.928571429,9.090909091,7.547169811,5.769230769,6.12244898
Guadeloupe,8.910891089,8.695652174,8.208955224,10.73825503,11.32075472,11.72839506,12.5,12.28070175,11.51832461,9.743589744,8.292682927,8.219178082,7.555555556,7.079646018,7.423580786,6.986899563,6.52173913,6.52173913,6.113537118,5.777777778,5.829596413
Guam,15,10.25641026,7.5,9.302325581,8.510638298,10,10.90909091,9.677419355,9.85915493,7.894736842,7.594936709,8.333333333,8.888888889,9.375,7.920792079,7.619047619,7.407407407,7.01754386,6.896551724,6.779661017,6.779661017
Guatemala,10.76148521,10,9.814197237,10.7455227,10.86005831,10.4206501,10.46249295,10.55389222,10.93784807,11.23166566,11.36693256,11.04660539,11.33314302,11.29072998,11.27462078,10.99013969,10.60377358,10.10950504,9.546912261,8.952781674,8.368107303
Guinea,8.659003831,8.956276446,10.08997429,9.698025552,10.20833333,10.28684471,10.33146793,10.19252548,10.26137464,10.43985162,10.63829787,10.78642028,10.73825503,10.59846205,10.64923619,10.80375783,10.71052324,10.3941513,9.958425989,9.522114443,9.12770527
Guinea-Bissau,9.727626459,8.992805755,9.897610922,9.523809524,12.79461279,9.275362319,9.200968523,7.947019868,12.4260355,10.76388889,9.782608696,9.849521204,10.15911873,10.5664488,10.64453125,10.79894644,10.73131955,10.57204924,10.3516921,10.07941356,9.73401245
Guyana,9.178743961,8.438818565,8.273381295,10.59190031,11.33144476,12.08791209,12.82722513,12.43386243,11.84573003,11.68478261,11.44414169,8.24742268,9.230769231,10.56701031,9.473684211,7.81671159,7.541899441,7.514450867,7.692307692,7.590759076,7.220216606
Haiti,10.17164654,10.5171412,10.2266737,9.410646388,10.30172414,10.67193676,10.92857143,10.40076336,9.814550642,10.5561277,11.9822139,11.60387513,11.14200596,10.78485688,10.14317751,9.836331227,9.448698315,9.128025663,8.769724899,8.340070062,7.918463348
Honduras,10.16042781,9.930715935,9.523809524,9.89010989,10.60044477,10.77613855,11.01369863,11.1163448,10.82180635,11.04360257,11.27892031,11.34710503,11.47885474,10.8649035,10.14429383,9.717995537,9.286393911,8.782687106,8.211143695,7.632191553,7.055412371
"Hong Kong, China",11.31889764,7.271305708,5.576679341,10.77333333,11.22194514,11.95555556,11.12380952,8.697195598,7.734428474,7.283910651,7.078547035,6.654512306,7.19832736,5.724098454,3.672004417,4.048257373,4.637149594,4.655975168,4.578005115,4.339000254,4.186633039
Hungary,8.55233853,7.79768177,7.82807309,8.304427668,9.475364053,7.964774951,6.418658443,7.110675808,8.137432188,8.626974484,7.039934129,6.748850815,6.442754542,5.477408355,5.359448988,5.591818973,5.619215513,5.520786768,5.419501134,5.282498852,5.178820251
Iceland,8.450704225,7.5,7.865168539,9.278350515,9.523809524,10.81081081,10.25641026,9.016393443,8.59375,8.02919708,7.692307692,7.382550336,7.100591716,5.97826087,5.670103093,6,6.37254902,5.825242718,5.741626794,5.238095238,5.238095238
India,10.15529928,9.70488672,9.109984413,9.169793259,10.71244004,10.60529317,10.38924655,10.18929465,10.1036547,10.21905334,10.22786984,10.14975781,10.10393797,9.579049455,9.170463349,8.65406724,8.256787891,7.80161719,7.291774907,6.761649099,6.367312723
Indonesia,10.74732166,10.67779537,9.718956927,8.964454291,9.949031949,10.69793615,10.89530706,11.08107112,11.0423581,10.77386662,10.4183102,9.596946509,8.948665369,8.492487068,8.37009272,7.884662315,7.282056598,6.697955612,6.501913583,6.441977118,6.363980963
Iran,9.131143722,8.888430604,9.147722127,10.20359848,10.71039739,10.45249134,10.55770951,10.29500543,10.50109529,11.89655717,13.50152726,13.02587426,9.757567815,6.676926132,7.052325993,7.667128861,7.579570035,7.048315937,6.139352554,5.744260933,5.839581913
Iraq,9.291725105,8.9183489,9.199363733,8.668801464,11.82816413,9.774804178,10.18751749,11.57894737,11.71823568,11.67315175,10.98688973,10.77353868,10.9183481,11.33912852,10.72058824,10.21614468,9.613290859,9.238442641,8.977071699,8.667710576,8.255519139
Ireland,8.344370861,8.271186441,8.497191011,9.204152249,8.888888889,9.376966646,9.601873536,9.521126761,9.738041002,9.659408152,8.840656432,7.265774379,6.269046582,6.043282973,6.511627907,6.943928704,6.771766392,6.130931763,5.592766242,5.394865128,5.534351145
Israel,8.809891808,8.117249154,7.835820896,10.57098765,10.75342466,9.673590504,8.931419458,9.13531998,9.693196976,9.701774254,9.024309024,8.47917924,8.107360266,8.427543679,8.492159228,8.304814054,7.735644637,7.238883144,6.954102921,6.835637481,6.710280374
Italy,8.966861598,8.641025641,7.651934852,8.336336336,7.424978786,7.669913783,8.487558178,8.525362319,8.150776696,6.668353332,5.656141367,5.186773026,5.103924518,4.912541868,5.127770623,5.23984737,4.881479195,4.537913873,4.455290221,4.536002538,4.735863893
Jamaica,10.55718475,9.986684421,8.812260536,9.393579073,8.781558727,12.00406918,11.66982922,12.21441125,11.04400345,10.04115226,9.873617694,9.892638037,10.78651685,10.11730205,8.946608947,8.720514653,8.547008547,8.411214953,8.084486526,7.594936709,7.110091743
Japan,10.62452305,9.885488332,10.14027268,11.47718066,9.079558313,7.339232394,7.321148825,7.700074039,8.542114844,7.179678988,6.226704316,5.415487523,4.997089074,4.956797801,4.868563799,4.605950566,4.330625221,4.130736627,4.109900521,4.193326115,4.300899093
Jordan,9.756097561,10.69364162,10.77586207,11.2084063,10.20408163,9.989909183,11.79531657,12.30551627,12.45572609,11.46157263,11.14649682,10.93640811,10.45810729,9.946614217,9.424629003,9.432589719,8.966461328,8.203463203,7.620625388,7.158524427,6.773756532
Kazakhstan,9.371146732,14.16342412,7.540506855,8.455369596,10.50047513,11.81217902,11.17450598,9.512547628,9.230577067,9.303534304,10.03624198,11.07438017,9.367493995,7.113295396,7.503152585,9.17203768,8.898408813,8.121827411,7.166706415,6.646240867,6.666666667
Kenya,10.30995106,9.064994299,8.169291339,9.414490312,10.42594903,10.5435592,10.59390048,10.66830166,11.09492803,11.5687993,12.01634529,11.87720181,10.65589819,10.3565438,10.76592644,11.37977622,11.08201067,10.37973219,9.779154538,9.458081524,9.272884404
"Korea, Dem. Rep.",12.17156973,15.45025825,14.21349407,11.7797477,7.086614173,10.72069761,10.43851287,12.57380276,11.10435664,7.225975976,8.460236887,8.19460019,8.852320675,7.956615334,6.798406115,6.297128189,6.349712827,6.632,6.632776567,6.323529412,5.995522017
"Korea, Rep.",8.654750706,11.90566395,9.939519338,9.624281508,9.847090921,12.17540843,11.66026871,11.00083938,10.62337421,8.97831433,8.369015181,6.973388226,7.511971684,6.721479959,5.156409732,4.837388384,4.74911135,4.645487061,4.639398132,4.600842218,4.507660688
Kuwait,9.782608696,8.196721311,7.514450867,7.958477509,7.80141844,8.196721311,8.238276299,7.479508197,7.477403451,6.171648987,5.899705015,6.081081081,5.856353591,5.734406439,5.710306407,5.877268799,5.612037414,5.244890089,4.992657856,4.91339696,5.015458605
Kyrgyzstan,10.72289157,11.46993318,6.601941748,6.693877551,9.809456598,11.98995606,11.72453045,10.04613019,10.0511866,10.05759858,10.81081081,11.60714286,10.77035414,9.303928325,8.253863861,9.111111111,8.989460632,8.254931715,7.324364723,6.680461129,6.637168142
Laos,10.10962241,9.806034483,9.578544061,9.863945578,10.9939759,10.52980132,10.68322981,10.91607241,11.07941037,10.61615321,10.84783414,11.74462274,12.04107032,11.77139608,9.728742827,9.546769527,9.418657053,9.326534948,8.988083216,8.360687391,7.783763701
Latvia,9.727164887,10.30577576,9.139784946,8.10546875,8.055555556,8.421985816,8.39100346,7.460184409,7.679870655,7.223672759,8.256880734,9.108159393,6.582768635,4.724409449,5.094905095,5.816326531,6.25,6.289978678,5.901639344,5.233853007,4.971751412
Lebanon,10.04126547,8.888888889,7.78128286,8.802177858,10.32520325,11.32075472,11.36034732,11.27554616,10.98825155,10.12805588,9.745533297,9.604802401,9.505520883,9.237875289,7.531194296,7.000864304,6.983592764,6.986357999,6.865549653,6.536743808,6.156338599
Lesotho,10.11560694,10.27027027,10.57934509,11.36890951,11.34453782,11.53119093,11.72529313,11.6519174,11.85983827,12.51548947,13.13703284,13.15508021,12.69035533,12.45173745,11.77015755,11.40035907,11.16928447,10.95890411,10.59714045,10.12448133,9.778142975
Liberia,10.31941032,10.15452539,9.961685824,9.539473684,9.348441926,10.91811414,11.2407211,10.78610603,9.728718428,10.625,10.7372942,10.71428571,10.7405591,10.89108911,10.84797555,10.74974324,10.58495822,10.24045262,9.791666667,9.361393324,8.99207248
Libya,9.416195857,9.756097561,10.11560694,9.761904762,9.828244275,9.487375669,9.407452657,10.11730205,11.29943503,11.99684294,12.74228284,9.736242266,8.219988173,8.204292312,8.616320324,8.839779006,8.556273063,7.687180627,6.650933276,6.005818786,5.98134631
Lithuania,10.0862069,9.666666667,9.326018809,7.792207792,8.214528174,9.207984546,9.334163037,8.568004793,8.004574042,7.485380117,8.104814138,8.725674827,7.61654629,5.966101695,5.003474635,5.326704545,5.680990532,5.829596413,5.859676176,5.564387917,5.142857143
Luxembourg,8.843537415,6.578947368,6.451612903,6.748466258,7.784431138,7.82122905,7.90960452,7.262569832,5.882352941,6,5.660377358,6.086956522,6.557377049,6.614785992,5.860805861,5.517241379,5.537459283,5.572755418,5.882352941,5.982905983,5.737704918
"Macao, China",11,7.52688172,7.058823529,11.42857143,16.03053435,14.72868217,11.02362205,7.947019868,6.593406593,6.030150754,8.056872038,9.051724138,6.896551724,4.832713755,3.928571429,4.240282686,4.561403509,4.577464789,4.240282686,3.956834532,3.703703704
"Macedonia, FYR",10.38961039,9.516837482,8.806818182,10.3861518,10.57934509,10,9.460946095,8.913043478,8.472803347,8.562691131,8.531746032,8.078817734,7.745098039,6.758080313,5.888125613,5.517241379,5.572139303,5.668016194,5.584281282,5.379746835,5.194805195
