Suicide 0-14 all age adj,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Denmark,,0.1030374,0.1001509,0.2883362,0.3643262,0.171166,0.3223676,0.0773326,0.3045329,0.2303728,0.2368427,0.0819167,0,0.1741109,0.0880341,0.0886033,0.1774457,0.0886272,0.0889628,0.0893252,0.1786505,0.0892041,0.2673223,0.0884841,0.1712106,0.3384569,0.3330006,0.319316,0.2401866,0.2454444,0.1686211,0.3487757,0.3573009,0.361126,0.0905549,0.0903311,0.4562924,0.187994,0.4846677,0.0998772,0.3113558,0.4496149,0.3349242,0.3465706,0.1189926,0.121051,0.1198599,0.3547956,0.2312095,0.3361301,0.1083433,0.2097742,0,0,0.3847496,0.2829355,0.1872064,,
Egypt,,,,,,,,,,,,,,,,,,,,,,,,0.0344974,0.0146828,0.0597341,0,0.0403043,0.0570133,0.0680554,0,,,,,,,0,,,,,,,,,,,,,0.0209714,,,,,,,,0.0041307
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8135836,0.4033427,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3159419,0,,,1.480873,0.5964278,0.5926045,0.5947993,1.482315,0.8853812,0.8976149,2.710067,2.467659,1.533148,1.534142,1.245889,1.545239,1.901486,0.613632,0.3077834,1.258463,1.806543,1.404571,0.3837159,0.4213429,0.4561563,0,1.031302
Finland,,,0.1911072,0.1931271,0.3839994,0.4576893,0.0857839,0.4765451,0.0713939,0.1376132,0.1339969,0.4060439,0,0.3554859,0.3653583,0.074732,0.227452,0.1537254,0.1569532,0.0801598,0.4908889,0.5837395,0.3381959,0.3393299,0.2546945,0.4369376,0.4319615,0.3641871,0.3538413,0.5449802,0.2813477,0.388421,0.4045455,0.4226091,0.4283713,0.5438088,0.4299288,0.4192859,0.3087254,0.3038764,0.4044212,0.3044389,0.4059186,0.4025649,0.2993588,0.3981786,0.5999918,0.3042512,0.5145714,0.2075038,0.2072631,0.5125762,0.3024929,0.6980845,0.4970628,0.1993391,0.4033202,0.3080748,0.4202762
France,0.0939416,,0.1476499,0.1275606,0.1317016,0.0842839,0.1315184,0.0792117,0.130812,0.1393146,0.0817352,0.1345374,0.1258382,0.0785915,0.126658,0.1669772,0.1517891,0.1119064,0.1833962,0.2861482,0.2221517,0.2365191,0.306967,0.1949912,0.2942513,0.244657,0.2990796,0.2235654,0.2567126,0.2201548,0.2765222,0.2754239,0.2761443,0.2673637,0.2161755,0.2772882,0.3310758,0.3582275,0.2464494,0.2758817,0.1653441,0.1107478,0.1849144,0.2601756,0.1763065,0.2372067,0.1619167,0.197303,0.1622531,0.2572513,0.3689298,0.3005148,0.3194052,0.2780079,0.1758966,0.25802,0.2651214,0.1948235,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0777149,0,,,0,0.2270333,0.2277144,0.0761508,0,0,0.0817762,0,,0,0.1202818,0.1151998,0.2126021,0,0,0,0.087379,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.247464,0.2496432,0.2889991,0.4468107,0.3456523,0.380336,0.3562747,0.2601011,0.357433,0.2467016,0.2295374,0.3359908,0.169494,0.1670222,0.1729843,0.2040445,0.2349102,,
Greece,,,,,,,,,,,,0.1810849,0.0459031,0,0.1404376,0.0461543,0.2297077,0.1370969,0,0.0905425,0.0460122,0.1381527,0,0,0.0462907,0.0462517,0.2271378,0.0883297,0.2155561,0.1276273,0.2543092,0.171389,0.1318923,0.3622696,0.1383076,0,0,0.175739,0,0.1765408,0.1322104,0.1754725,0.0892328,0.1364596,0.0928673,0,0,0.0998585,0.0513685,0,0.1093746,0.1686597,0,0.1159185,0.1170924,0.1179173,0.0595937,0.0602154,0
Guatemala,,,,,,,,,,,,,,0,0.0608953,0,0.2312095,0.2818455,0.5811223,0.212942,0.1496307,0.1940617,,,0,,,0,,0,0,0,,,0,,0.1262225,0.2407248,0.1452747,0.1702198,0.09805,0.1064288,0,0.2332344,0.1474366,0.1727691,0.0717524,0.1454991,0.2094581,0.2322843,0.1785229,0.1328716,0.1736437,0.2713051,0.2916913,0.2274506,0.1741219,,
Hungary,,,,,,0.7225122,0.3859773,0.4319653,0.8142061,0.5886773,0.936628,0.8661362,0.5394889,0.9865972,0.6981779,0.6783876,0.3883408,0.3890057,0.6909368,0.7835107,0.7025325,0.6266669,0.5231336,0.7292584,0.7016783,1.229325,0.5179325,1.066454,1.182793,0.8098199,1.558464,1.042997,0.5699292,0.9660449,1.043561,0.4569724,0.517628,0.4599937,0.6381219,0.5765392,0.9974133,0.3737024,0.4801369,0.3672307,0.3846253,0.3978484,0.152046,0.3602266,0.2588662,0.6435108,0.589166,0.2117508,0.3733853,0.4303761,0.3816316,0.2783256,0.1718942,0.1188563,0.2466405
Ireland,0,0,0,0,0.120873,0,0.1189066,0,0,0,0.1149181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1005797,0.0993342,0.0977983,0.2916602,0,0.0958879,0.1907747,0.1884248,0.0939433,0.0939701,0.0948372,0,0,0.3828819,0,0.281428,0.7524061,0.1906641,0.6064591,0.403429,0.4136725,0.2133455,0.3286315,0.1114375,0.226353,0.3453479,0.4683103,0.1185371,0.3591674,0.4755382,0.4774126,0.5853212
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,0.0994243,0.0978564,0.0961683,0.1883709,0.184001,0,0,0,0.0807304,0.1555061,0,0.073793,0,0.0713594,0.2128314,0.1404036,0.2041984,0.3351972,0.065674,0.3203112,0.2501107,0.1844964,0.1210956,0.1798226,0.355755,0.0585062,0.1735702,0.1143777,0.1693707,0.1672761,0.1647989,0.0539477,,
Italy,,0.120069,0.1516415,0.1529986,0.1243965,0.214559,0.1561378,0.0841144,0.1303137,0.1661768,0.092499,0.1464464,0.1030126,0.1628397,0.1659287,0.1004363,0.1257759,0.1250205,0.1402179,0.2300141,0.1792035,0.1047438,0.1654017,0.2035051,0.1542352,0.1367459,0.2065321,0.133746,0.1130362,0.1494601,0.1238616,0.0659667,0.1164129,0.1392259,0.1479246,0.1124224,0.1418072,0.1250346,0.1149238,0.1482955,0.1539985,0.0972443,0.1488909,0.3109616,0.3416797,0.1754681,0.2016656,0.1261065,0.1643939,0.0945001,0.1303805,0.165385,0.127716,0.1155005,,,0.0468735,0.1063341,
Japan,0.0075967,0.2042679,0.1929179,0.2243752,0.2587841,0.313651,0.2681599,0.2723295,0.3183324,0.2252382,0.1888038,0.2499924,0.3003297,0.2670763,0.2223069,0.1648496,0.1809455,0.1914944,0.2114987,0.2348256,0.2340872,0.2612114,0.3573732,0.3928365,0.2813274,0.3590521,0.343156,0.3666591,0.3468845,0.3511609,0.2024765,0.3031979,0.2604124,0.3099866,0.2227331,0.284402,0.4260952,0.2413924,0.2852531,0.2365337,0.1827452,0.1453795,0.35054,0.2140785,0.3334244,0.2947717,0.2911922,0.249951,0.450932,0.3614613,0.3775805,0.3197507,0.197884,0.3543156,0.2696214,0.2486229,0.4272327,0.2617519,0.3289559
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5227395,0.6869166,,,0.8336491,0.9704661,1.087767,1.479489,1.407224,1.224196,1.564334,1.555014,1.923457,1.288064,1.524822,1.369239,1.391045,1.340951,1.213332,1.356038,1.783653,1.897393,1.852924,1.65857,2.465247,2.283902,3.149568,2.344772
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2424809,0.196649,0.3294132,0.2112784,0.2905804,0.33205,0.342608,0.3961991,0.3874317,0.4649087,0.4971274,0.7140212,0.6264793,0.7344413,0.6253144,0.3052551,0.346757,0.3109705,0.3214734,0.3998305,0.3824868,0.3339972,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0.2185352,0,0,0,0.1712997,0,0,0,,,,,,0,0,0,0,0,0,0.2013441,0,0,0,,,,,,0
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239953,0.2299969,,,0.4468689,0.5871823,1.088577,1.081154,1.848691,1.402241,1.308975,1.018244,0.9443915,1.053084,0.5087301,0.5505335,0.8805664,1.207567,0.7922063,0.9475826,1.3328,1.057453,0.7264709,0.8424018,1.351669,1.10117,1.78969,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3981786,0.9730636,0.5706689,1.121872,1.114425,1.299466,1.10926,0.7470654,1.505243,0.7543475,1.317841,0.5625351,0.3739574,1.09226,1.268468,0.7099741,0.6953393,0.8542741,1.021415,0.1719266,1.130784,0.5484243,0.7612485,0.806151,0.5575641,1.1891,0,0.876556,0.6396319
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5958252,1.180106,,,0.3609819,0.7329148,0.9913934,0.375473,0.7512779,0.5008042,0.5012944,0.7546144,1.007953,0.9906411,0.7294715,0.7195124,0.824394,0.3523368,1.067057,0.7370136,1.093578,0.6524701,0.5045958,0.9185408,0.4155275,0.8857349,1.269181,0.3391148
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2026616,0.1974163,0.5890666,0.5876632,0.1962384,0.1970614,0.1981298,0.1986917,0.2002879,0.202907,0.6138632,0.6121119,0,,,,,
Mauritius,,,,,,,,,,,,0,0,0,0,0.3269339,0,0,0,0,0,0,0,0.2902873,0,1.121553,0.2754569,0,0.284758,0,0,0.9740242,0,1.039712,1.734681,0.3454785,0,1.339697,0.9514818,1.53546,1.194897,0.8905113,1.482847,1.217005,0.3159419,1.00375,0.7020181,0.726841,0.7292584,0.3590562,0,0.6741804,0,0.315194,0,0.3128316,0.3183733,0.3264925,0.3352177
Mexico,,,,,,0.0785022,0.0593684,0.0579626,0.0624985,0.1146178,0.0772899,0.0955749,0.1124705,0.0625913,0.0936766,0.1221226,0.1348435,0.1422251,0.0801071,0,0,0,0,0,0,0,0.1113199,0.1614903,0.125185,0.1377637,0.1079482,0.0985246,0.1231385,0.1041917,0.0894717,0.2127384,0.173542,0.1690757,0.1991276,0.1783143,0.1688328,0.2107013,0.1958351,0.2059098,0.2285103,0.2446903,0.2813939,0.3459358,0.382513,0.3047458,0.3613929,0.4284049,0.5057964,0.4353699,0.4518335,0.4736294,0.5367723,0.4179853,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0990591,0.2955921,,,0.6512082,0.5496861,0.5422844,0.4467107,0.8810488,0.6997777,0.6971818,1.12369,0.9300388,0.6541709,0.4031571,0.8835685,0.1800687,0.179137,0.6887172,0.4875239,0.2880601,0.5221888,0.562077,0.5557677,0.2345451,0.3663635,0.8919753,0.7191182
Netherlands,0.0398903,0.1963555,0.0387346,0.07573,0.1101459,0.0358118,0.0675697,0.0621907,0,0.0569615,0.0277948,0.0279602,0.0865818,0.1471437,0.1187777,0.0297078,0.088667,0.2631102,0.0874877,0.230642,0.2562822,0.0842746,0.0830894,0.3827864,0.2430861,0.2404793,0.1065076,0.1335888,0.187971,0.08077,0.0537762,0.2428269,0.1913773,0.2527373,0.2057802,0.2179353,0.1316372,0.1380754,0.2515122,0.1452879,0.2552121,0.1090141,0.1088577,0.1817705,0.1455612,0.218366,0.1812696,0.3915818,0.3161443,0.4142261,0.1694457,0.0999169,0.2305559,0.0981409,0.2933612,0.4258824,0.1326456,0.3013412,0.1695399
New Zealand,0,0,0.1995725,0.1922242,0.1858167,0,0,0.1639559,0.3065196,0,0,0.1341883,0,0,0,0,0.3684416,0.1198162,0.2336736,0.2287969,0.3313262,0.2176674,0.2081617,0.3111594,0.2049832,0.103102,0.1033613,0.2115084,0.3231859,0,0.2181728,0.4306324,0.1069927,0.4268599,0.4307734,0.5499925,0.4553763,0.9478257,0.2477556,1.021401,0.2654462,0.5063826,0.6356697,0.3792031,0.8777235,0.743827,0.8561803,0.966274,1.541327,0.6900871,0.448759,0.3280862,0,0.5277697,0.6263483,0.2098016,0.6356697,,
Norway,,0,0,0,0.1355153,0,0,0.2214039,0,0,0.1038836,0,0.2158107,0,0.1091588,0.1089058,0.1079762,0.1071321,0.2137768,0,0.1067496,0.107167,0.3224466,0.1071321,0.2131533,0.4208516,0,0.2038398,0.1003955,0,0.4941339,0.0989457,0.4962214,0.6018217,0.409456,0.4197773,0.7585729,0.5645306,0.8210658,0.3628858,0.4951382,0.6269453,0.6299902,0.879064,1.006951,1.134122,1.130225,0.3731795,0.6097433,0.2361644,0.4561373,0,0.2152951,0.9549407,0.3156013,0.5249226,0.104865,0.209299,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1255326,0.1230896,0.3651537,0.357848,0.3698946,0.1235186,,,,,,,0.1158487,0.1140264,0,0.3321327,0.2207935,0.2174401,0.4330179,0.3237607,0.5435381,,0.6359369,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3425882,0.4414559,0.1612444,0.5276562,0.3639456,0.2053358,0.2536314,0.5015586,0.3970802,0.5899039,0.688203,0.8318565,0.6800072,,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0.0618783,0.0987006,0.0781077,0.1170213,0.0719533,0.1310302,0.1221518,,,,,
Poland,,,,,,,,,,0.2488278,0.3777603,0.462813,0.4451926,0.3649748,0.3931464,0.3315448,0.4131936,0.6242883,0.4562646,0.6935388,0.649052,0.6742311,0.7075936,0.5882896,0.65264,0.4369175,0.6139383,0.7166072,0.8314545,0.8468476,,,,0.6524717,0.5800319,0.3331735,0.6320621,0.6381636,0.4445598,0.2682417,0.4067376,0.4739349,0.420541,0.4942095,0.3912914,0.6473545,0.6291263,,,0.3893884,0.5150925,0.4400578,0.4887462,0.2612639,0.4646852,0.4373614,0.6103566,0.449857,0.4242632
Portugal,,,,,,0.5082582,0.3767053,0.2108119,0.2349392,0.2872956,0.2360827,0.3899639,0.0388328,0.1969906,0.1197957,0.1605883,0.1210658,0.0406596,0.3663259,0.1241315,0.080939,0.3246745,0.3625784,0.3633758,0.4028608,0.1873683,0.3173986,0.5250008,0.2786365,0.7282587,0.3391841,0.6553239,0.4618779,0.5781808,0.7317348,0.3842237,0.3497329,0.1928101,0.2742102,0.1601049,0.2044727,0.1702408,0.2317076,0.1374288,0.1887433,0.1572667,0.0506081,0.1051471,0.0544934,0.2293638,0,0.114996,0.3605895,0,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3315813,0.368098,0.2881183,0.3002681,0.3496343,0.4999339,0.2949577,0.3430001,0.3994101,0.3708427,0.7444514,0.5580613,0.6252168,1.001981,0.6888547,0.7425278,0.5436645,0.5306546,0.5807562,0.7040821
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7219166,0.5498004,0.5704827,,,0.6735737,0.6936722,0.735655,0.9811198,0.9573388,0.9537172,1.096434,1.177065,1.272016,1.267617,1.224064,1.104504,1.15147,1.125322,1.407326,1.469496,1.532268,1.378369,1.263257,1.370055,1.136148,1.217615,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2741373,0.4211918,0.648714,0.2933303,0.2984619,0,0.0775254,0.2358713,0.1591935,0,0
Singapore,,,,,,,,,,,,,,0.1417653,0.3943311,0.1323523,0.1278257,0.2520879,0.4895516,0.1166296,0.3426673,0,0.2296119,0.6153157,0.3483866,0.2390612,0,0.122585,0.2525109,0.6682204,0.5623448,0.3072106,0.4396022,0,0,0.4478592,0.3048986,0,0.8196356,0.3351169,0.4970713,0.654193,0.488217,0.1591173,0.4766602,0.3138316,0.6282627,0.6312774,0.4599937,0.72063,0.8386626,0.6657804,0,0.5023223,0.6300681,0.3750234,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2954817,0.1501429,0.3639295,0.7454902,0.7542871,0.0757161,0.1543748,0.3947378,0.3239552,0.2494795,0.1890288,0.2588845,0.0893765,0.0938865,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6758127,1.107392,0.4396999,0.8741409,0.4517952,0.4330422,1.092676,0.6644354,1.131003,0.698292,0.9623863,0.9730636,1.010432,1.283745,1.048273,0.2702333,0.5465923,0.2845929,0.2985562,1.239478,0.3194494,0,0,0
Spain,,0.0423146,0.2226152,0.0548486,0.1889094,0.1734851,0.1588867,0.1171887,0.0906977,0.1664384,0.1011216,0.2244852,0.0736177,0.1856023,0.061849,0.1724588,0.0849713,0.0948575,0.0465381,0.067467,0.0664815,0.0878387,0.0761602,0.1068439,0.1061905,0.0205335,0.0928617,0.1432532,0.1320498,0.1321592,0.0696075,0.1992196,0.1395666,0.1501602,0.1798062,0.0905763,0.2909125,0.1909671,0.2254763,0.2483011,0.2653753,0.2778755,0.1037671,0.2161096,0.1487318,0.1170308,0.1801877,0.1998757,0.1192623,0.0307302,0.1380028,0.1709793,0.1246982,0.0468816,0.188284,0.1112625,,,
Sri Lanka,0.1440944,0.5616146,0.2741877,0.3999511,0.4214754,0.1581229,0.160034,0.1927122,0.3717305,0.4497013,0.3480384,0.5459201,0.6650085,0.5595064,0.8829541,0.9017229,1.127773,1.497373,1.493092,,,,,,,,,1.728905,,,2.249132,2.17095,2.740989,3.228605,2.466785,2.303291,1.490558,,,,,,,,,,,,,,,,,,,,,,
Sweden,,0.0719999,0.2771981,0.0654779,0.0614528,0.1727695,0.0542911,0.0522388,0,0,0.1064904,0.0548251,0.2266291,0.1212458,0,0.3659817,0.1227222,0.2460411,0.2473364,0.1238078,0.3713536,0.3624793,0.0555286,0.2475225,0.1813762,0.4087835,0.4533371,0.1098332,0.3255854,0.0549533,0.1689532,0.1149181,0,0,0.0591113,0.0591539,0.4810172,0.1233898,0.2539244,0.1303331,0.3311473,0.399873,0.2004238,0.0666455,0.1323523,0.2629061,0.1949203,0.3820664,0.1853629,0.1785506,0.1143967,0.2754228,0.3745055,0.158263,0.370554,0.5035933,0.2259039,0.4151321,
Switzerland,,0.1059586,0.2041561,0.3869359,0.1826183,0.5153756,0.4891852,0.3157144,0.3880315,0.3853943,0.0772055,0.3801382,0.4428575,0.218729,0.2933294,0.6690913,0.3744257,0.372982,0.2952383,0.5082271,0.2853757,0.1402539,0.760532,0.4036928,0.3312807,0.3907669,0.5168266,0.5816584,0.6519237,0.464448,0.6792555,0.4333126,0.5747409,0.6698483,0.4634507,0.4808414,0.3327218,0.3426887,0.349146,0.3524195,0.3507284,0.3448446,0.4268045,0.0837097,0.3297198,0.1629809,0.3235568,0.2416573,0.399334,0.3148342,0.3877726,0.3052168,0.0748792,0.4493732,0.0750499,0.1512024,0.3821363,0.3092344,
Trinidad and Tobago,,0,0,0,0.4282494,1.203276,0,0.368717,0.3532712,,0.3202488,0,0,0,,,,0,0.7526214,,0.9788557,0,1.383439,0.9116608,0.4530241,0.4505418,0.4802582,0.4571168,0,0,0.2465484,0.2414798,0.7547704,0.2332592,0.5513756,0.2763828,0.2669607,0.5258122,1.034263,1.347932,1.044113,1.264983,1.179683,0.4564823,0.4456579,1.081089,0.4288916,0.4310755,0.8769788,0,0.6991183,0.5632741,0.512422,,,,,,
