RTI 30-44 all age adj,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Chile,,,,,,4.288888,8.007494,10.54231,9.369348,9.095658,10.58248,12.45619,7.806534,10.10256,7.58387,8.194245,20.32397,9.359797,33.38574,27.72186,22.28967,29.62579,29.40038,22.96918,15.92003,12.23015,11.45336,10.47842,13.62008,14.09228,16.0872,16.78096,12.00567,11.36556,9.486902,8.551332,7.621071,9.691263,9.410669,10.14058,9.858573,11.73081,13.92998,14.3568,13.58439,13.03097,13.38337,13.57817,14.69037,12.94652,15.13475,15.66817,13.55089,14.47964,15.00881,15.52969,,,
Colombia,,,,10.99732,8.020105,10.8607,10.83373,9.976425,11.59666,9.727529,10.04781,10.03838,14.9255,15.53243,14.89415,15.45165,14.39013,13.01005,16.09855,12.6278,,,15.79071,,20.26281,21.07485,20.0358,21.63207,,,,,,,22.5886,21.3216,18.467,17.54198,16.76719,15.58668,16.31475,17.89131,19.53982,20.41794,22.48402,22.26071,21.1254,21.29541,23.05497,19.96445,19.15569,19.29659,18.04394,,15.79795,15.34287,16.27231,,
Costa Rica,,,,,,,,,,,,,7.742647,10.09148,9.336522,11.22416,16.90722,11.92587,12.44236,15.59254,18.1155,20.92085,23.9013,18.64447,27.76568,17.62875,30.75653,19.61198,23.7094,26.26894,21.15607,16.94423,13.97399,9.306669,15.45634,18.68911,19.71428,18.80328,17.06463,17.57287,18.47939,19.70877,21.71375,16.74384,20.55875,15.59104,15.05342,18.04546,22.32971,21.652,19.97227,19.51304,19.74619,16.64145,17.10085,14.78782,17.38789,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.36184,19.43432,20.89636,19.23731,19.28676,19.00984,18.39862,18.4038,11.33826,12.23566,10.57017,10.84593,9.889019,11.61419,11.43983,12.84372,11.36847,10.78181,14.8538,13.94834,13.24768,11.74267,13.52903,15.62074
Cuba,,,,,,,,,,,,,,,10.65024,,,,10.60577,11.96661,15.34037,14.25887,12.66944,12.77128,14.03226,15.33063,16.15075,23.27357,,,,,,,,,,,,,,,20.47246,20.90535,23.7837,24.6196,19.36271,18.30663,17.81365,17.17528,16.45514,14.82609,13.81541,11.2993,11.05725,12.19288,10.05094,8.186316,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.014644,14.62191,,,,10.90289,10.49599,9.171711,11.29842,
Czech Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.219241,8.932323,9.502563,9.29158,11.33745,13.06279,16.38152,16.56957,14.25617,14.32622,15.00795,12.46181,11.51383,9.624092,10.72163,9.921899,9.646744,11.14835,9.779507,7.619889,7.279638,9.070593,8.180643
Denmark,,6.407855,7.194415,9.815841,10.46689,10.07821,7.995329,10.15887,8.144484,9.968001,10.50671,8.063819,10.87492,9.918583,10.71063,12.4087,11.68663,10.82596,16.615,15.49073,14.04878,14.48834,16.43858,14.55707,8.26749,9.012684,8.069349,8.212193,9.541512,8.928611,8.688585,7.596612,7.341803,9.134183,7.738569,11.00284,10.47981,9.521879,10.29196,8.079338,7.095445,7.874093,8.836837,7.897393,8.4964,7.06789,7.983074,8.196513,8.930788,10.51775,6.142333,6.74773,6.047138,7.934919,5.664475,4.912354,4.363187,,
Egypt,,,,,,,,,,,,,,,,,,,,,1.316355,1.397443,1.449704,1.016909,1.450165,1.570466,1.979745,1.683425,2.314881,2.521485,10.78124,,,,,,,11.89305,,,,,,,,,,,,,6.896976,,,,,,,,9.094644
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.87628,33.14643,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.16724,23.47047,,,17.05005,13.31559,18.3993,21.87121,26.39325,38.07813,45.24116,22.71337,32.65813,33.5984,37.8739,20.01093,22.21601,27.14468,21.81162,20.41457,19.00602,18.86893,15.49429,14.91914,15.05747,17.58861,14.73954,8.178776
Finland,,,6.672603,8.909457,7.719023,8.84516,11.08794,9.293385,12.17736,14.69124,16.82362,16.02015,17.98805,22.1242,18.9029,21.6286,21.00727,17.73112,19.86386,21.26365,20.39855,24.4435,21.73153,19.84259,13.87507,15.2026,11.30585,13.48619,9.596024,10.24847,9.110842,9.946016,8.103745,10.12936,6.504154,7.124527,7.878317,7.492245,9.292794,12.10154,8.211951,8.577934,7.424509,6.527783,7.120288,5.86081,6.021582,6.34792,5.281148,7.366909,6.194323,5.187049,7.116013,6.224072,4.939172,6.200348,4.638732,5.261751,5.038655
France,9.226742,,11.16148,15.59022,20.50724,21.27566,21.73592,23.1277,20.3257,21.04804,19.62666,21.67521,22.69302,23.4415,23.77905,27.14091,25.67582,26.37855,29.90711,21.97667,21.97194,24.45699,27.0263,25.15739,21.70038,19.83384,21.03435,19.33168,16.85306,18.13486,17.39319,17.82631,18.26443,18.52805,18.77871,16.77511,17.68904,15.71251,16.46678,17.01136,16.31147,15.97997,14.6863,14.42476,12.90458,13.26471,13.19175,12.67206,14.06329,12.8518,12.05983,12.73407,11.96717,9.975276,8.961748,8.309203,7.419539,7.696816,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.205013,6.699872,,,13.69434,14.8582,14.78588,25.34715,27.48091,19.37813,9.25965,16.11306,,2.873428,2.586835,8.725297,11.14161,9.334109,10.27455,7.257439,9.661177,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.76444,12.73334,12.02732,11.19903,11.44493,10.41954,9.854385,9.445778,8.331543,8.273253,8.125105,7.598323,7.334387,7.070843,6.24688,5.745808,5.298844,,
Greece,,,,,,,,,,,,7.091159,10.58141,8.860671,11.28419,11.68013,13.46698,12.85514,11.55492,11.09834,12.08462,12.55106,12.57787,14.76154,13.79329,17.94,17.1685,19.81582,22.05498,18.24404,15.69876,13.58036,17.78701,19.103,18.20335,18.13637,17.10417,16.35441,18.58507,18.82954,18.1744,20.14394,19.72275,16.52933,19.32812,21.50407,22.5412,20.08063,19.52238,18.38974,18.62673,16.17423,15.68419,14.24922,16.55972,15.9414,16.02783,15.18532,14.89904
Guatemala,,,,,,,,,,,,,,15.18631,12.1919,11.06102,11.22292,9.467433,10.60786,8.872709,12.31034,12.32014,,,3.825332,,,7.577259,,29.9103,31.27779,20.89978,,,2.285458,,7.541792,9.606615,8.439883,7.889699,5.410827,7.534529,7.931197,9.062194,8.56356,9.36627,7.342852,9.170197,7.933595,5.347373,7.026762,5.589507,4.629944,5.516722,5.616112,5.159979,4.137654,,
Hungary,,,,,,5.742187,9.759219,9.52652,6.40262,7.440481,7.498727,9.379625,9.687221,10.78332,11.04892,11.1453,9.940844,10.61762,13.50139,12.58956,15.90025,16.86944,18.22596,16.58405,17.3199,15.65919,14.6487,15.74221,18.20307,16.15003,14.71159,15.27704,14.50718,13.8946,14.72151,16.70585,15.251,14.37084,16.40235,21.71738,25.65164,24.03813,24.84696,19.53671,18.19535,19.96058,13.9654,14.82089,15.37578,14.55838,13.27067,13.6844,19.33454,16.4153,17.43986,15.77472,15.88449,17.32721,11.91244
Ireland,3.690114,5.74489,6.023238,5.937036,8.129786,7.253423,6.452645,5.418161,8.832375,8.083478,7.433786,12.45852,7.46406,7.748292,10.08152,7.950004,11.87611,9.716808,12.20596,10.95792,13.53925,12.11049,18.16335,19.22567,17.42828,14.27769,13.31746,14.70348,14.28881,13.35776,14.05075,14.99017,12.32893,11.62066,10.33554,10.79592,8.059502,7.771616,9.602817,12.59178,10.16144,7.985652,7.901254,8.722239,9.085195,10.18417,11.97364,9.405097,11.21455,8.883592,10.83491,9.585832,9.474734,7.690123,7.071517,7.987159,5.745732,5.008533,5.197581
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,12.57049,15.18598,14.10482,13.84877,14.54472,8.662678,7.561497,7.665024,9.710371,8.76618,8.133193,6.449957,9.998808,8.814645,7.102808,6.142913,5.26697,5.655979,8.698257,8.780248,9.359447,8.96511,6.201885,6.241481,6.641242,5.689961,4.580815,6.405693,6.62576,5.113188,5.581619,3.549287,,
Italy,,10.61313,11.64506,12.80396,14.61169,16.76454,15.79808,16.38346,15.8155,15.60816,16.98617,17.88773,19.54478,19.92859,20.41118,18.97262,18.73878,19.36274,19.81885,20.6137,20.18635,20.64321,21.32964,20.33452,18.91238,16.94911,16.85888,14.83694,14.99306,13.4677,14.50464,13.21167,12.78842,12.75785,12.02855,12.11152,12.38022,12.05568,11.61098,10.80643,12.00508,13.08281,13.27074,11.52455,11.93934,10.93575,9.992305,11.30249,12.59455,12.69428,11.28324,12.93371,11.57758,10.71164,,,10.42089,9.2771,
Japan,3.3006,3.480479,4.051913,5.390519,6.408065,6.79833,7.172367,8.202164,9.395008,11.58087,13.91751,15.66607,14.92371,16.80767,17.87817,16.62303,18.04518,17.00658,16.79361,18.16742,17.59081,16.39281,15.48501,13.67632,10.99647,9.64099,8.691133,7.639893,7.006735,6.719977,6.942085,6.705472,6.551054,7.368488,6.631094,6.447419,6.412021,5.919398,6.131608,6.752324,6.743197,6.810577,6.513323,6.377776,5.811306,5.741714,5.794615,5.490002,5.001915,5.251578,5.482501,5.315388,4.96581,4.489702,4.343374,4.191229,3.573532,3.095608,2.794104
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.59785,20.84904,,,16.19051,14.53699,15.82885,26.58482,34.93421,32.25922,34.34632,29.54983,29.60271,20.01778,21.61627,18.70316,19.87398,22.36491,17.20534,17.37756,19.20829,19.30541,20.00501,30.84163,36.14888,47.28078,48.49282,34.30882
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.29165,19.4523,23.4369,22.81044,30.05198,37.57848,36.00799,32.53219,32.36496,35.5714,36.38387,37.28044,29.59769,22.13033,22.68465,21.13403,16.61873,14.03477,14.05611,11.70724,11.30023,10.37283,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,41.46591,,,51.20679,50.99089,43.71872,45.42854,45.54628,32.55973,35.63005,36.5909,23.24815,26.95236,28.93997,18.35781,17.93718,,,,,,22.3917,19.61839,16.33558,18.498,19.2983,17.26015,15.70276,13.28973,11.93895,12.79746,,,,,,14.928
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.09062,32.54966,,,20.43122,23.89958,26.83456,28.74034,45.9159,41.30648,40.07006,29.70436,26.75637,18.53651,19.58476,19.20322,20.75646,15.18342,15.64722,14.37664,18.01281,19.93758,25.11361,24.67093,25.99754,22.32158,30.33202,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.66309,35.3182,32.91418,37.70619,31.99481,23.16169,19.54589,19.65849,26.16624,42.13172,47.4716,48.26232,36.96741,38.06846,45.88401,40.05667,26.8794,24.33767,33.15923,36.28078,34.0187,29.75733,28.85286,22.98237,26.15266,24.44557,20.57935,19.43459,14.31741
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.35496,28.88931,,,24.15479,19.9702,18.15329,24.29972,35.45446,32.23967,41.91773,28.8553,32.54372,24.16254,23.60384,23.24715,25.57744,28.53394,22.65874,26.24843,23.13207,25.1324,24.76388,23.36374,22.5385,25.52974,23.36632,16.88335
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.444091,8.863998,9.335758,5.995751,3.671533,9.693771,7.713403,7.631847,4.056341,5.272532,3.74315,6.429199,7.449819,,,,,
Mauritius,,,,,,,,,,,,21.77702,10.91514,6.561926,17.90023,14.15599,15.73434,10.60446,14.03489,14.57024,13.06816,14.23182,23.33284,24.41482,18.34209,24.19948,25.31317,15.5648,19.3775,16.87685,4.862822,4.541678,1.344648,0,0.5833053,1.99253,2.488243,10.77208,19.20506,18.16594,19.03959,25.73174,18.42402,22.90748,23.32379,25.40563,11.43999,13.69086,14.90888,19.15273,22.39215,13.01965,20.77693,19.19308,13.35815,10.59097,12.48074,11.58066,15.36417
Mexico,,,,,,2.791039,3.813615,3.92222,4.043163,4.048733,4.386163,4.576571,4.920533,9.65254,10.95542,10.62535,9.79036,11.30569,11.58352,10.52462,10.53516,11.65348,11.46019,12.28918,22.42834,22.57811,26.4612,32.37918,27.40041,30.58155,32.53586,35.60743,32.21736,29.93386,23.67668,22.61698,22.75301,22.39885,22.42065,22.59605,22.50447,22.23274,22.37198,22.36965,22.84334,19.99659,20.80605,20.80506,16.91397,16.15235,14.28729,13.49978,14.25095,13.68604,13.80693,14.90991,15.0177,13.17315,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.90677,32.26373,,,22.37228,23.23542,19.009,29.98954,39.63618,37.24426,31.5976,29.60889,22.52716,21.8029,22.37472,19.85043,21.71147,19.43886,16.21618,14.57093,16.63579,17.97172,18.50178,16.69533,15.55188,14.8038,14.95403,17.10945
Netherlands,5.850781,8.174941,7.586339,8.860126,11.82917,10.68656,11.26985,13.71758,10.02079,11.66053,11.93283,11.85622,13.19542,12.3847,15.18716,14.01129,15.6656,16.46581,16.42005,16.68048,18.93975,17.7273,16.57391,16.50504,13.10461,12.51149,12.63658,12.53051,11.40167,10.44322,9.491853,8.143982,8.226559,7.673395,8.095902,7.072123,7.510421,6.618616,6.401442,6.480987,5.607855,5.70702,5.787415,6.064656,6.002003,6.923155,5.606479,5.787172,4.983632,4.951691,5.173014,5.498994,5.050321,5.608461,3.987086,4.134398,3.766694,3.771356,3.782543
New Zealand,11.42358,10.73938,13.89291,13.11741,12.00674,14.09088,13.70912,15.31924,11.55633,11.01652,10.7436,13.50201,13.82458,13.12778,10.47091,18.29692,15.01959,17.71329,14.29626,18.1943,19.7765,21.13383,16.24473,24.96856,19.09258,15.82726,17.97447,17.99269,16.30359,12.99897,11.67863,16.29921,17.96917,11.93416,15.12045,16.09409,19.63429,21.10569,19.66955,18.70301,15.81773,19.80979,15.09071,16.45864,17.4424,14.36906,10.34971,12.58414,12.96697,11.94428,13.27175,11.56063,10.65902,13.25902,10.47057,8.186315,9.987844,,
Norway,,2.133155,4.213624,3.294175,4.418154,3.877017,4.94278,6.387913,5.827354,5.028514,5.892369,6.925416,6.192131,6.055683,6.359375,8.39655,7.478524,10.80991,10.38873,9.277366,8.401771,8.111824,9.814972,7.736656,8.749199,8.164822,8.815608,5.359481,7.589062,7.487425,5.777891,4.622242,5.678061,6.07198,6.362279,6.95749,5.36566,6.03738,6.513825,5.74528,6.85092,5.413958,5.350314,3.489403,4.637815,4.213454,3.860105,4.14771,7.130052,6.093122,7.607164,5.657486,7.237244,7.072952,5.204697,5.004224,3.032772,4.284927,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.49129,23.03014,28.44125,24.24532,18.74955,15.11795,,,,,,,21.29935,24.72836,27.80139,24.89145,16.9278,18.41828,16.97271,19.22933,15.82435,,19.32097,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.19348,13.03964,11.61927,14.29362,10.7043,12.81414,10.61051,12.7795,7.715239,11.24289,11.38703,15.28497,17.92118,,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.771105,7.292673,,,,9.571212,9.281493,9.118972,8.961905,9.389729,9.820075,9.821222,,,,,
Poland,,,,,,,,,,5.317477,4.959605,7.333106,8.403918,7.050748,8.264949,8.412071,10.11107,10.42239,12.27083,11.91156,12.76836,13.0612,,,,,,,,,,,,19.1048,16.72446,16.22067,15.40222,14.7289,16.99398,22.12189,24.99507,27.10459,21.9174,20.37606,21.4874,21.1241,19.38739,,,18.86695,17.93527,15.67172,16.51125,16.4977,16.29933,14.57067,13.30025,14.22678,12.83243
Portugal,,,,,,7.877668,7.340936,6.865679,8.453403,10.16348,9.95741,13.69885,11.48073,13.24084,16.73794,16.40838,19.98229,19.49905,20.02749,23.40123,25.07359,29.25426,26.2893,31.75319,30.83038,36.73911,35.39389,27.16147,26.87346,28.48229,25.32001,29.80145,28.17843,26.71612,25.02469,23.44662,21.95796,23.07423,25.91369,25.65296,24.83719,26.13145,25.50746,21.34266,18.9656,21.20439,20.97472,18.17262,16.64967,14.77992,12.38786,17.06579,20.4037,17.57112,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.81096,26.45241,22.76073,19.3981,18.80268,22.95753,22.83947,22.11878,21.90302,19.26059,11.5771,12.52115,12.48023,11.65265,11.60821,11.95336,13.50425,12.69257,13.14659,14.04732
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.06598,23.41423,21.86488,20.6848,19.60141,16.18394,14.38588,15.83884,23.27221,29.8526,32.32311,34.48566,33.64984,33.74879,31.02951,29.3117,25.09549,24.18097,26.58034,33.78469,34.34897,35.37233,36.7428,37.64631,36.09357,34.52896,33.33178,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.10305,10.04773,9.049264,11.80178,7.165152,6.507951,7.274014,6.72676,10.51077,9.719655,9.687805
Singapore,,,,,,,,,,,,,,14.93904,15.06282,15.10664,15.52381,12.46502,17.08588,15.49559,12.59194,12.87577,14.9406,13.71471,12.18525,12.9586,9.315493,10.45921,11.14497,8.979096,7.062808,8.719153,9.767354,12.75673,11.94112,10.7232,8.704384,8.466841,7.870535,7.657152,6.568312,5.587186,4.321597,4.913321,5.105567,3.862104,3.554177,4.355913,3.44563,2.50757,3.912926,3.173656,2.213041,2.855026,3.231378,2.859576,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.40187,15.52252,15.53936,16.81496,15.69468,18.20038,20.05456,16.34944,14.78461,15.33104,14.03046,14.37035,13.40858,14.94899,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.20059,18.91143,20.61496,24.18428,21.6987,18.9792,19.97846,23.0724,25.53184,21.32912,17.49812,15.4709,17.0052,13.95062,14.47494,12.75426,10.97399,11.27065,8.374399,13.97662,12.69248,11.9922,13.72066,11.06426
Spain,,5.576511,4.86857,5.310654,7.55897,7.717861,8.992098,8.343411,8.14262,9.077979,12.80787,14.84039,14.99829,10.34903,11.86505,12.12058,14.16661,16.19797,11.28757,15.21235,16.98017,13.38852,16.5448,18.14838,14.73778,14.45068,16.70725,16.42769,17.11843,17.14076,17.03626,14.88171,11.80942,13.24869,14.42266,14.67298,15.12428,16.0185,17.74023,19.70688,18.34576,18.84516,17.17394,15.91425,14.01425,14.37216,13.59765,14.47923,15.2309,15.08313,14.81588,13.98574,12.97415,13.10099,11.4778,10.14935,,,
Sri Lanka,2.607757,3.18505,2.562329,3.57646,3.455716,2.872175,2.349592,3.274751,3.328749,3.093387,2.00352,2.311205,2.606279,2.297241,3.048767,1.724202,2.357682,1.889143,2.202877,,,,,,,,,4.21383,,,6.084726,8.958083,,9.453042,7.764846,6.846131,3.981843,,,,,,,,,,,,,,,,,,,,,,
Sweden,,8.385122,7.779537,10.03832,10.35004,8.828312,9.206689,8.532863,9.084751,8.669755,10.35035,10.01627,10.59346,9.493556,12.39429,11.27929,11.83482,10.62633,10.52351,11.62887,10.77938,11.34501,10.6485,11.22171,11.09756,10.75379,10.79076,9.372431,9.644918,8.02483,8.78843,7.404998,6.569651,7.45615,6.934484,7.436497,7.104914,7.25175,6.517946,6.666069,5.744325,7.229903,6.550756,5.814955,5.658006,4.884288,4.089394,5.848942,4.920708,4.992699,5.649133,5.663281,5.261205,5.403312,4.767143,4.585344,4.104467,4.335634,
Switzerland,,13.11881,14.25076,16.7391,15.90835,15.31951,16.08994,18.61494,17.5923,16.84312,19.54056,19.45358,19.68133,17.79806,17.27604,15.84614,14.1342,17.72863,16.15128,15.85655,17.26857,19.54742,17.21801,13.71961,12.42883,11.29692,12.98082,13.02463,12.39639,12.74519,11.9317,10.90773,10.06205,9.863882,9.839657,8.937323,11.70098,9.2383,10.05954,10.40999,10.26208,9.526067,9.237514,7.94728,6.659492,9.005644,7.0657,7.925753,6.527712,6.668036,7.278547,6.469837,6.867472,6.866717,5.354511,4.387549,4.142747,3.961266,
Trinidad and Tobago,,0.7878053,3.119063,18.67414,15.2113,18.82009,14.19106,13.93609,12.99282,,15.95394,18.37369,12.28569,11.32332,,,,18.79601,18.17254,,19.67327,18.75842,27.50173,29.2452,24.34098,22.52258,24.70845,22.42409,23.10444,21.5087,21.05172,17.55616,24.31303,21.36113,20.57993,22.8755,18.29158,18.11124,9.098644,8.605957,15.68594,14.76268,11.3219,12.57864,11.46906,8.607682,15.18319,12.24663,12.61021,17.22408,15.96104,20.54834,16.35704,,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.14993,17.12732,,,15.98318,14.82037,19.42996,25.72647,21.23043,22.72193,25.53882,22.87888,21.29327,14.95188,11.1517,8.834731,11.18466,12.18874,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.34695,16.04133,,,12.73478,13.88666,14.29541,21.82898,26.43373,27.94029,27.2859,25.27065,22.60138,21.42456,20.15343,16.8764,15.79056,14.46339,13.69493,13.48116,18.84392,20.42677,19.90926,21.87808,26.27232,25.6419,,
United Kingdom,6.487082,6.986866,6.777625,6.633328,7.308838,7.832295,7.772784,7.541792,8.414531,8.478783,9.528822,9.600734,8.448547,8.950884,10.24173,9.595281,10.26839,9.684428,7.519541,9.410883,9.346867,9.887138,10.2793,10.67159,9.293368,8.53941,8.89915,8.453297,9.027116,8.481104,7.806411,5.826852,7.781418,7.510833,7.074929,6.960957,6.736688,6.827504,6.974981,6.969498,7.68964,6.844541,6.698301,5.440422,5.393948,5.074377,5.503371,5.489274,5.332138,5.716711,5.859831,6.047327,6.184106,6.101302,6.26337,5.737627,5.862911,5.509146,
United States,20.82577,23.06476,22.80384,22.68438,20.78386,22.56676,22.67521,22.13846,20.69415,20.40289,20.02075,20.25526,21.33863,22.61669,24.70683,25.29736,26.28166,25.60778,26.00606,26.70395,25.90149,25.07982,25.3382,24.93283,20.11519,19.54246,19.34392,19.90966,21.45157,21.89602,21.85331,21.38017,18.63506,18.27712,18.16663,17.80539,17.87986,18.31647,18.4678,18.20368,18.11404,16.51687,15.55148,15.88118,15.47281,16.06622,15.86377,15.5775,15.78482,15.51215,15.38939,15.63299,15.80957,15.62622,15.24262,15.68625,,,
Uruguay,,,,,,6.422172,7.859209,6.540652,6.129698,4.129611,4.475428,,,9.007381,7.411853,7.534496,8.380418,6.315906,6.582578,5.416772,7.947267,7.022401,8.793951,7.681523,8.020298,7.972817,4.607146,5.81438,8.168542,,15.91774,13.61549,14.10611,14.32852,9.704212,9.611207,12.68096,11.33498,12.23938,17.94429,11.09056,,,14.85128,14.90341,15.94974,13.57033,14.45018,18.73379,16.23696,11.65413,12.64077,,,9.225705,,,,
