Female 10-14 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Brunei,8.695652174,9.677419355,7.5,12.5,12.6984127,11.53846154,12.22222222,11.21495327,9.917355372,10.07194245,9.433962264,9.039548023,8.629441624,7.511737089,6.896551724,6.349206349,6.319702602,5.944055944,5.940594059,5.714285714,5.438066465
Bulgaria,8.188585608,7.739361702,8.756345178,8.185140073,7.60715968,6.845238095,6.81358219,7.057256991,7.090136435,6.332082552,6.113005358,4.920913884,4.079524916,4.251926654,4.723976929,4.791785511,4.586063133,4.297726565,4.106910039,4.234972678,4.517748297
Burkina Faso,11.69500258,11.97718631,11.28472222,11.25644075,11.81525242,12.17307071,12.39907728,12.53196931,12.64547896,12.73400936,12.66316325,12.48187881,12.11042945,12.11291342,13.47511229,12.88576507,12.12817934,11.42452344,10.91046776,10.49829642,10.00147369
Burundi,11.2324493,11.22230164,11.19842829,12.52997602,12.34229292,12.61073476,12.31917872,11.45129225,11.32852729,12.76864728,14.10141014,12.90066225,11.33640553,10.60004181,10.74837724,10.91101695,10.52023121,9.67992542,8.855006597,8.347222222,8.153540702
Cambodia,11.81609195,11.7768595,11.77769599,11.73402868,11.88690133,12.32374506,12.61733849,10.62091503,9.081954295,13.43840027,12.93706294,12.87782933,10.78125,9.041656634,8.955890564,9.136525193,9.044183058,8.423631395,7.64928739,7.126755679,6.901750565
Cameroon,10.97935881,10.95066185,10.95342067,11.1908646,11.152846,11.45385588,11.73001311,12.03703704,12.33344166,12.73010479,12.69622002,12.39780491,11.61439022,11.84495844,12.02865141,11.57400394,10.83847448,10.17159261,9.700262499,9.341764875,8.959616328
Canada,8.185579196,8.663142968,9.645647006,10.21263545,10.57843591,9.938586627,7.799805005,6.900791516,6.543996563,6.568899101,6.447657158,6.37684714,5.52470038,5.09082754,5.039030956,5.117436615,5.253922896,5.298787318,5.213135009,5.116755047,5.113118044
Cape Verde,12.65822785,10.75268817,7.692307692,11.57024793,14.49275362,14.09395973,14.28571429,11.69590643,12.6984127,13.46153846,13.41991342,12.8,11.61048689,10.52631579,9.602649007,9.119496855,8.734939759,8.139534884,7.648725212,6.963788301,6.593406593
Central African Rep.,10.2526003,10.29619182,10.09174312,10.488677,10.96774194,11.30604288,11.52512998,11.47786947,11.7370892,12.01413428,12.05450734,11.8603539,12.08024422,11.91047162,11.41906874,11.0652921,10.64308682,10.19975787,9.802235598,9.32642487,8.863399374
Chad,10.47077922,10.37527594,10.2189781,11.54074955,11.53846154,11.47463253,11.4957265,11.86696901,12.30569948,12.47568769,12.485249,12.46531906,12.58209471,12.73141123,12.56019262,12.38645747,12.15904322,11.82957866,11.34188034,10.7421875,10.15170034
Channel Islands,5.769230769,7.142857143,6.779661017,6.451612903,6.25,7.575757576,6.060606061,5.633802817,5.405405405,5.479452055,5.405405405,5.194805195,5.263157895,5.128205128,3.846153846,3.896103896,3.947368421,3.947368421,4.054054054,4,4
Chile,10,10.71742313,10.6311433,10.92321755,12.04372035,12.36508237,11.01306036,10.00814996,8.600539407,8.923668314,9.227412731,8.876745598,7.537804456,6.705635822,6.496396778,6.339614912,6.111885327,5.915026311,5.672329398,5.455236647,5.335856197
China,9.23898307,8.91791574,10.08983012,12.61480304,10.51876282,11.67299521,13.00271508,11.54640549,8.408741908,8.46299927,9.627273784,7.813432493,6.627012885,5.814833464,5.728090341,5.949448829,5.837489707,5.351171042,4.992060313,4.915382499,5.035443443
Colombia,11.14982578,11.22154999,12.28222997,12.97767282,12.95051354,13.32169866,12.97777778,11.40356693,11.26322712,10.74102202,10.24915624,9.863992307,9.169005699,8.594185583,8.219950387,7.723373838,7.317991918,6.936358825,6.582930757,6.263812591,5.959419929
Comoros,11.39240506,10.34482759,9.278350515,12.14953271,12.60504202,12.59259259,12.19512195,12.43523316,13.18181818,14.3442623,12.27436823,11.14754098,10.75581395,11.05263158,11.42857143,10.84070796,9.650924025,9.038461538,8.648648649,8.361774744,8.130081301
"Congo, Dem. Rep.",11.55033972,11.73348233,11.7039801,11.4804623,11.58658898,11.72167262,11.85708111,11.93142714,12.0528109,12.36700958,12.76455026,12.91739305,12.9790406,12.9972319,12.49094039,12.26710902,11.96176621,11.43133688,10.76499454,10.0951291,9.503738406
"Congo, Rep.",11.19221411,11.0619469,11.15459883,11.13013699,11.44130758,11.9078105,12.1577218,12.40601504,12.62214984,12.55380201,12.5984252,12.26635514,11.75531915,11.74242424,11.28139634,10.75775422,10.34356725,9.818679439,9.255079007,8.804646897,8.401400233
Costa Rica,10.35940803,10.46931408,11.14503817,12.61261261,13.23692992,13.94658754,12.305026,10.34743202,10.45665122,10.71428571,10.86956522,9.769844998,8.708971554,7.941056079,7.065637066,7.032967033,6.587245971,6.309041835,5.992141454,5.750798722,5.588697017
Cote d'Ivoire,11.98380567,11.53846154,10.76286221,11.08410306,11.32149901,11.53966761,11.7690783,12.29328552,13.04204452,12.90322581,12.50298258,12.42288875,12.16496791,12.09278955,11.68928545,11.25949024,10.672352,10.08689726,9.565628944,9.091801187,8.626094975
Croatia,8.333333333,6.987951807,8.664772727,8.465116279,7.703016241,6.990467544,6.601683651,6.418039896,6.600942992,6.451612903,5.821917808,5.47112462,5.122591944,4.471004869,4.573991031,4.738041002,4.688950789,4.599336178,4.459524964,4.421261798,4.538500765
Cuba,11.35172896,10.9153822,10.42382589,10.75819672,9.710550887,12.55374033,12.01893394,10.52316294,6.857902736,6.940353461,7.496387283,6.812477591,6.139251835,5.554563315,4.899856938,4.697866236,4.580843744,4.422332781,4.216297977,4.024223481,3.913575214
Cyprus,10,9.293680297,11.41868512,10.70234114,10.74918567,9.415584416,7.516339869,7.692307692,7.917888563,8.152173913,7.518796992,7.226107226,5.986696231,5.052631579,5.030181087,5.23255814,5.223880597,5.23465704,5.105633803,4.794520548,4.865771812
Czech Rep.,5.993897123,7.41516548,8.789420142,8.216713315,6.882911392,6.451612903,6.338426712,7.766258247,8.01433151,6.371347785,6.036945344,5.513016845,4.098205855,4.309537193,5.015849338,5.148293229,4.929709466,4.630504631,4.399162064,4.439341753,4.769230769
Denmark,7.195914578,8.404112651,8.83882149,7.547956631,7.252215955,7.511737089,7.32459522,6.856702619,5.943251534,5.026455026,5.485544848,6.243154436,6.044154904,5.759539237,5.54165177,5.190188411,5.196182397,5.372923294,5.529953917,5.458437389,5.350089767
Djibouti,12.90322581,14.28571429,13.95348837,12.06896552,12.34567901,12.38938053,12.86549708,12.43781095,12.23021583,12.14057508,12.53405995,12.37623762,11.33786848,10.71428571,10.09708738,9.72972973,9.411764706,9.16271722,8.669656203,8.131241084,7.744565217
Dominican Rep.,12.94117647,12.6618705,12.34042553,12.96963459,13.70468612,13.88353259,13.44509066,12.56097561,11.78082192,11.50310559,11.159288,10.74066259,9.919465724,9.575645756,9.159237895,8.605737158,8.078217663,7.606333437,7.204480097,6.85196195,6.512790356
Ecuador,10.83138173,10.69214876,10.95087877,12.35385814,12.26890756,12.36543497,12.3989899,12.21559532,12.06491983,11.62790698,11.05855489,10.485109,10.20645536,9.443530702,8.623376623,8.065516814,7.663841471,7.253586303,6.848231439,6.467385265,6.133890294
Egypt,10.45576408,9.743925387,12.01812428,12.12486517,12.50985693,12.35949367,12.08840776,11.56729739,11.99233716,12.44085547,12.87174188,10.39340499,9.848322499,9.633439107,9.530198614,9.177408283,8.474728917,7.814211391,7.392314742,7.137000126,6.871994364
El Salvador,12.01793722,11.33603239,11.38790036,12.22493888,12.77955272,12.8444652,12.49472351,12.8125,12.17105263,11.16751269,10.87026852,11.45014155,10.92462618,8.691809075,8.073654391,7.928319305,7.674236492,7.437389325,6.81313256,6.321143134,5.946978744
Equatorial Guinea,9.565217391,10.08403361,10,10.94890511,10.81081081,13.1147541,15.78947368,10,7.731958763,9.956709957,12.26765799,12.45901639,11.71428571,11.39240506,11.33786848,11.63265306,11.56716418,10.97770154,10.44303797,10.01472754,9.641873278
Eritrea,11.95840555,12.10691824,12.13389121,11.64215686,11.9226638,12.00750469,10.84529506,13.2960112,14.30348259,13.60585723,13.32976445,11.88075406,11.11948737,11.77244328,12.19799646,11.64970541,10.63620732,9.667194929,9.07186256,8.820653237,8.640383198
Estonia,8.108108108,6.727828746,6.011730205,6.685236769,6.765899865,6.493506494,6.202531646,6.617647059,6.594724221,6.735751295,7.201086957,5.096418733,4.160887656,4.444444444,5.314685315,5.823863636,5.780346821,5.317577548,4.668674699,4.580152672,4.968944099
Ethiopia,11.62940671,11.86871154,12.04395604,11.68457107,11.61197506,11.9896423,12.14413809,12.07038237,11.82636577,11.96319018,12.51819947,13.00271667,12.6721634,12.17144749,12.05426357,11.67545625,11.18839789,10.60263811,9.966472058,9.33920064,8.796948558
Fiji,13.04347826,13.33333333,13.08900524,13.27433628,14.0625,13.33333333,12.14057508,10.82621083,11.898017,11.67108753,10.37974684,10.51344743,10.45130641,9.76744186,8.944954128,8.520179372,7.912087912,7.608695652,7.456140351,7.04845815,6.681514477
Finland,7.692307692,7.985480944,10.49651568,9.106310885,8.277310924,7.761806982,6.97485807,5.856747131,6.191588785,6.145038168,5.85347432,6.056074766,5.394495413,5.168052042,5.261274159,5.328596803,5.345132743,5.281814959,5.165657285,5.061019383,5.055976887
France,6.44968235,5.979059924,8.464056455,8.048410289,7.853926963,7.874600698,7.472034174,7.253211332,6.253424658,6.364580889,6.165576626,5.747895945,5.656741468,5.924705595,5.846616541,5.532092083,5.383028874,5.266541969,5.240060451,5.314149794,5.366689912
French Guiana,8.333333333,7.142857143,12.5,10.52631579,13.63636364,11.11111111,12.12121212,11.62790698,10.90909091,10.44776119,10,10.89108911,10.43478261,9.923664122,8.965517241,8.536585366,8.426966292,8.205128205,7.766990291,7.305936073,6.896551724
French Polynesia,10.34482759,12.5,12.82051282,13.04347826,13.46153846,14.51612903,13.88888889,12.19512195,10.75268817,11.65048544,12.28070175,8.870967742,9.090909091,7.692307692,7.482993197,7.692307692,6.832298137,6.547619048,6.395348837,5.747126437,5.681818182
Gabon,8.713692946,8.606557377,8.467741935,9.338521401,9.191176471,9.477124183,9.798270893,10.5,11.13490364,11.72161172,12.03852327,12.51819505,11.43617021,10.63569682,10.04514673,9.768907563,9.458128079,8.955223881,8.518189885,8.057675997,7.686017989
Gambia,11.11111111,11.97183099,10.97560976,9.523809524,10.09174312,10.34482759,10.93247588,11.26005362,11.4790287,11.27272727,11.43292683,11.86440678,12.24489796,12.08791209,11.78571429,11.37820513,10.93410572,10.46357616,9.9756691,9.470124014,9.004739336
Georgia,10.73684211,7.229500243,6.879496403,8.308854385,9.615384615,9.527468306,8.023774146,7.703332139,7.402234637,7.515971439,8,7.388535032,4.962002682,4.709141274,5.402843602,5.352798054,5.205205205,4.860392968,4.618689581,4.69273743,4.912280702
Germany,8.244990917,6.820469354,5.699761226,6.330688291,6.734733472,7.694725897,7.238253071,5.232973146,4.844122368,5.224984492,5.48691947,4.887548389,4.612219511,4.312512087,4.026911315,3.966638534,4.075654655,4.106659796,4.065447647,4.013287601,4.0128678
Ghana,12.01298701,12.18150087,12.37358715,11.49691358,11.89926063,12.31825525,12.6007326,12.64367816,12.55235779,12.40610329,12.25230833,11.95300213,11.44166667,11.07094442,10.91445428,10.70417217,10.26684495,9.820656871,9.343625448,8.990147783,8.708103996
Greece,9.847898943,7.652685798,8.397841895,7.898930116,7.712825072,7.474003466,7.678207739,6.876734047,7.044440132,6.219918549,5.24602026,4.742304939,4.542228531,4.474194117,4.662209711,4.476559746,4.283944061,4.130318675,4.121125246,4.221540682,4.374772147
Grenada,11.62790698,11.11111111,12.24489796,11.76470588,17.0212766,14.89361702,13.04347826,11.76470588,10.20408163,12,13.7254902,11.76470588,9.803921569,7.547169811,9.090909091,9.090909091,7.407407407,7.547169811,5.769230769,6.25,6.25
Guadeloupe,10.09174312,10,12.14285714,12.33766234,12.80487805,13.60946746,12.65060241,10.55555556,8.205128205,8.212560386,8.14479638,7.627118644,6.967213115,6.772908367,6.640625,6.25,5.747126437,5.747126437,5.384615385,5.405405405,5.098039216
Guam,10.52631579,13.63636364,14.28571429,12.5,13.15789474,11.36363636,12.24489796,10.52631579,9.677419355,8.695652174,9.333333333,9.756097561,9.195402299,8.510638298,7.920792079,7.476635514,7.272727273,6.956521739,6.779661017,6.666666667,5.737704918
Guatemala,11.74582798,11.46532438,12.53059227,12.7031651,12.25252148,12.32876712,12.43149697,12.67498091,12.98936411,12.92246521,12.41029232,12.4135812,12.10312076,11.82912154,11.33074098,10.78190915,10.15956008,9.471568545,8.785164231,8.113741254,7.482219061
Guinea,10.58644326,11.65387299,11.08986616,11.38070479,11.44045762,11.56901688,11.50173611,11.65902141,11.9055428,12.14574899,12.32546943,12.28915663,12.09393346,12.0327701,12.07207207,11.80472189,11.335887,10.74407018,10.16898903,9.643701145,9.160627002
Guinea-Bissau,10.18867925,10.48951049,10.56105611,13.53135314,10.81967213,10.51136364,8.767772512,14.00862069,12.03883495,11.01694915,11.09422492,11.5902965,11.89903846,11.99143469,12.03079885,11.85121107,11.58966327,11.27765882,10.85676913,10.4154124,9.994416527
Guyana,10.55045872,10.84337349,12.4137931,13.3126935,14.28571429,13.94101877,13.23155216,12.75510204,11.94805195,11.34020619,9.278350515,9.919571046,10.8401084,9.756097561,8.196721311,7.56302521,7.471264368,7.669616519,7.430340557,6.666666667,6.093189964
Haiti,11.50817686,11.25975474,10.55837563,11.51543068,11.78437108,12.22222222,11.76470588,11.07682814,11.69444444,12.94620412,12.36288848,11.7968094,11.33320396,10.62601479,10.17893315,9.768474469,9.363745498,8.923472302,8.41428376,7.91831357,7.465543645
Honduras,11.20107962,11.03286385,11.48036254,12.58561644,12.78026906,13.07443366,13.16371681,12.76091082,12.94021294,12.94370742,12.73252085,12.56514186,11.67979003,10.71854858,10.17097764,9.605209605,8.995416348,8.310700706,7.655005196,7.034505751,6.428686803
"Hong Kong, China",7.804370447,5.532617671,10.89572193,11.69686985,12.54517295,12.11556384,9.245439469,7.916666667,7.294286741,6.717850288,5.687753918,5.957683742,4.619930164,2.866649603,3.357843137,3.893345918,3.84351407,3.73100983,3.488372093,3.33477696,3.416415986
Hungary,7.547948031,7.440944882,7.644668086,8.579599619,7.266241081,5.755395683,6.231884058,6.979718619,7.555225543,6.006674082,5.736173393,5.479969766,4.63740458,4.513018322,4.7265625,4.733610616,4.646952323,4.570608731,4.489455001,4.443027211,4.558219918
Iceland,8.333333333,8.974358974,10.34482759,10.52631579,10.89108911,10.37735849,9.009009009,8.333333333,8.064516129,7.633587786,7.194244604,7.382550336,6.918238994,6.586826347,6.818181818,6.557377049,6.382978723,5.729166667,5.699481865,5.154639175,5.102040816
India,11.36994271,10.52067907,10.59174077,12.10602653,12.00051389,11.77897301,11.49858936,11.33735938,11.39676675,11.22184938,10.97676586,10.69179162,10.03497563,9.494770046,8.848693577,8.344416326,7.800232686,7.232602445,6.650008681,6.205781488,6.05845104
Indonesia,12.28909465,11.64611006,10.61378336,10.99226086,11.83062447,11.97962731,12.08316236,11.90243902,11.48939536,11.00835853,10.01822559,9.219942204,8.6333777,8.396104639,7.848274023,7.19447324,6.549242091,6.277748433,6.142210468,6.003191203,5.80913148
Iran,10.30259366,10.64622591,11.95611403,12.32293458,12.19252853,12.33439647,12.31521965,11.49342384,13.05880643,14.44458982,12.25955685,10.27975453,6.995450114,7.294406005,7.776542255,7.600482129,7.005042017,6.041625889,5.583820911,5.59530743,5.695459693
Iraq,10.64572426,10.29589372,9.59161741,14.00750821,11.52542373,11.94156616,13.30715532,13.20206992,13.22922476,12.52755679,12.06938876,12.00286636,12.54017226,11.7002654,11.04891578,10.27154664,9.764798606,9.384680102,8.962129841,8.434097134,7.910782548
Ireland,8.847736626,9.474412172,10,9.727081875,9.857239973,9.823677582,9.822485207,9.648127128,9.556313993,8.915795267,7.426778243,6.396181384,6.072520751,6.483381206,6.780982073,6.534727409,5.89503954,5.347222222,5.134228188,5.237475602,5.40025413
Israel,8.702791461,8.236658933,10.69364162,11.35646688,10.08344924,9.307875895,9.346787042,10.01945525,9.744268078,9.10760191,8.574212407,8.170515098,8.392370572,8.443540183,8.237271854,7.662485747,7.164567955,6.857855362,6.7,6.546581445,6.301886792
Italy,8.643583494,7.547703752,8.11965812,7.214005433,7.253243913,7.834637344,7.757254118,7.298248011,6.004084411,4.965811387,4.613402935,4.565030146,4.360370875,4.557753012,4.65944022,4.333789865,4.020265824,3.946756954,4.015014411,4.178669468,4.352160611
Jamaica,10.41666667,10.21437579,10.27154664,11.00217865,12.94363257,14.49416342,13.03142329,12.1761658,10.72319202,10.8,10.36866359,10.64610866,10.04304161,8.720112518,8.229598893,7.991803279,7.817811013,7.455540356,6.920415225,6.422018349,6.104651163
Japan,10.14503057,10.28499525,11.48436347,9.108212618,7.341743594,7.108712141,7.313538472,8.02687009,6.666560444,5.74694669,4.954426078,4.505609023,4.416549015,4.256075691,3.981426286,3.705958695,3.506290601,3.466160443,3.519200421,3.601914712,3.643694043
Jordan,12.28070175,12.46105919,12.5,11.75373134,11.68996188,12.48677249,14.0858209,13.37973705,13.61592807,12.9079396,12.37729407,11.9126896,10.93502377,10.21790342,10.16856987,9.505799294,8.551854477,7.841823056,7.279693487,6.795918367,6.406465602
Kazakhstan,13.75325051,7.658854796,8.3944423,10.08103728,11.64091244,11.56211562,9.645720197,9.550630587,9.278592375,9.319562576,10.11048304,8.559183159,6.417241797,6.708742403,8.085057994,7.792787764,7.097200793,6.27929794,5.819477435,5.83878931,6.023837646
Kenya,10.85297046,9.795447998,11.36138614,12.73148148,12.93011706,13.00620751,13.03442362,13.30628803,13.4971934,13.68741396,13.50786004,12.24979091,11.86863743,12.18133977,12.70318157,12.27795193,11.4306574,10.68777833,10.23924731,9.935680857,9.552315891
"Korea, Dem. Rep.",14.70198675,14.05676772,11.51128727,7.321981424,10.92607636,10.18977396,12.51271617,11.0380117,7.213082839,8.25273434,7.848362417,8.445040214,7.595353818,6.452398344,5.966090851,5.968263993,6.148664526,6.063447414,5.712270804,5.37082379,5.263578914
"Korea, Rep.",12.04107032,11.77413273,10.73428251,11.90965092,13.5166167,12.61214331,11.47882806,10.71446206,8.949797231,8.071970207,6.314886315,6.88937021,6.220134776,4.711662371,4.304384317,4.200574438,4.075498918,4.02319828,3.947531758,3.835021708,3.718570798
Kuwait,11.29032258,8.974358974,9.523809524,9.836065574,11.07692308,11.84210526,12.82051282,11.54362416,11.56756757,10.18922853,9.95423341,8.853681267,8.64995958,8.417266187,8.452535761,7.816229117,7.115278544,6.608606557,6.327900288,6.283905967,6.228522337
Kyrgyzstan,10.98901099,6.493506494,7.631578947,10.24498886,12.16828479,12.41217799,10.84981293,10.65891473,10.43245653,11.19210978,11.74830745,10.87613293,9.323843416,8.207198116,8.881051619,8.666047663,7.896323086,6.961651917,6.295329272,6.223114425,6.214203895
Laos,11.12426036,11.12266112,11.75925926,12.22130471,11.73881145,11.62337662,12.21608349,12.56144184,11.93533048,12.08973826,12.62495372,12.87262873,12.53490537,10.33599089,10.05498822,9.842424242,9.653297077,9.23471569,8.533116619,7.877376795,7.462686567
Latvia,8.159564823,7.1744907,6.050420168,6.370967742,6.635441062,6.480783723,5.904059041,6.31730079,6.026629292,6.557377049,7.320872274,5.331179321,3.893951947,4.156064461,4.782608696,5.107526882,5.151793928,4.838709677,4.296875,4.104104104,4.517453799
Lebanon,10.32078103,9.464508095,9.829059829,11.51012891,12.62376238,12.49081558,12.04561654,11.35282121,10.87811271,10.15228426,9.350649351,9.261036468,8.944213923,7.256637168,6.706535669,6.652892562,6.572580645,6.42602142,6.078431373,5.696449473,5.458089669
Lesotho,10.79691517,11.42857143,11.86813187,11.53081511,11.71171171,11.79321486,11.90817791,12.04055767,12.44186047,12.92073833,12.52485089,12.08687441,12.01091902,11.42355009,11.14922813,10.99916037,10.7907743,10.39805037,10.00800641,9.610802224,9.254901961
Liberia,11.27098321,11.4967462,11.00746269,10.88,12.55172414,13.16425121,12.4871001,11.30899377,12.21513218,12.41098678,12.34221599,12.20238095,12.26369365,12.08885092,11.84510251,11.51226158,11.04938272,10.48773612,9.955809722,9.439884114,8.990286876
Libya,12.04819277,11.79673321,11.41552511,11.81001284,12.01264489,11.9930975,13.24456903,14.13525499,14.30649855,14.90656236,11.20655994,9.333333333,9.122474747,9.321058688,9.333333333,8.887773035,7.867049259,6.747483989,6.006137659,5.90592702,6.139991813
Lithuania,9.019886364,7.977606718,7.523302264,7.687460618,8.348348348,8.24742268,7.419712071,7.253333333,6.666666667,6.934306569,7.250268528,6.304824561,4.973973395,4.201680672,4.447189623,4.695431472,4.827136334,4.83546004,4.573804574,4.291845494,4.29311621
Luxembourg,6.756756757,6.578947368,6.289308176,7.185628743,6.976744186,7.222222222,6.951871658,5.235602094,5.154639175,5.288461538,5.829596413,5.957446809,6.072874494,5.34351145,5.434782609,5.172413793,5.211726384,5.572755418,5.637982196,5.428571429,5.464480874
"Macao, China",7.954545455,6.896551724,12.5,14.28571429,15.32258065,12,8.196721311,7.189542484,5.759162304,8.095238095,8.695652174,6.666666667,4.545454545,3.344481605,3.55987055,3.761755486,3.669724771,3.647416413,3.039513678,2.752293578,3.105590062
"Macedonia, FYR",10.44045677,9.643916914,11.04651163,11.17166213,10.59431525,9.770808203,9.367945824,8.571428571,8.508403361,8.358817533,7.753479125,7.269155206,6.237816764,5.463414634,5.073170732,5.093046033,5.148514851,5.020080321,4.825462012,4.607329843,4.623655914
