Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Kazakhstan,24.5736,24.61631,24.66513,24.71128,24.75603,24.80378,24.85316,24.89028,24.93086,24.96555,24.99543,25.0169,25.03312,25.03165,25.01606,24.99333,24.97532,24.96995,24.98548,25.02408,25.09305,25.19051,25.31124,25.44805,25.60121,25.76711,25.93951,26.11979,26.29078
Kenya,20.31468,20.36356,20.4088,20.4523,20.48854,20.52727,20.57398,20.61483,20.66073,20.71295,20.76428,20.81422,20.85751,20.89796,20.9327,20.96952,21.00601,21.04325,21.08762,21.13181,21.1697,21.20768,21.24814,21.2843,21.33211,21.38233,21.44531,21.51645,21.59258
Kiribati,25.48169,25.55256,25.62888,25.70594,25.79347,25.88021,25.97192,26.064,26.17248,26.27602,26.39606,26.52029,26.64841,26.78385,26.93106,27.07819,27.24093,27.40715,27.58718,27.78224,27.9735,28.15224,28.32844,28.49638,28.65407,28.8072,28.95385,29.09752,29.2384
"Korea, Dem. Rep.",21.79468,21.84316,21.89581,21.94895,22.00332,22.05701,22.10736,22.15829,22.2042,22.24927,22.28636,22.31865,22.33416,22.3428,22.32529,22.2861,22.23183,22.17696,22.1287,22.08971,22.06108,22.03698,22.02024,22.00924,22.00605,22.00731,22.00708,22.01135,22.01726
"Korea, Rep.",22.06965,22.07588,22.10213,22.13054,22.16327,22.19934,22.2322,22.292,22.35878,22.4361,22.52903,22.62556,22.71199,22.78586,22.85881,22.94119,23.03472,23.11659,23.19187,23.27742,23.3752,23.46793,23.55274,23.64225,23.71901,23.7849,23.85106,23.92079,23.9895
Kuwait,25.49319,25.59347,25.69393,25.79244,25.9014,25.99631,26.09362,26.18917,26.28548,26.3968,26.45012,26.5278,26.65572,26.83413,27.02469,27.21557,27.40334,27.57843,27.73497,27.88174,28.03291,28.16929,28.26425,28.38786,28.52341,28.67629,28.83975,29.003,29.17211
Kyrgyzstan,24.3643,24.38836,24.40658,24.42736,24.44845,24.4697,24.48991,24.50398,24.52412,24.53841,24.54697,24.53643,24.51208,24.45599,24.38295,24.3061,24.24907,24.21422,24.20921,24.20643,24.22082,24.25526,24.29772,24.35925,24.43839,24.51638,24.58982,24.666,24.74743
Laos,19.59954,19.63955,19.67721,19.71391,19.75092,19.78267,19.81244,19.84167,19.86999,19.90187,19.93683,19.96869,20.00568,20.05038,20.10266,20.15559,20.20878,20.26491,20.32028,20.38,20.44315,20.50587,20.57241,20.64257,20.71752,20.79999,20.88963,20.98242,21.07931
Latvia,25.12425,25.14042,25.15379,25.16715,25.18238,25.20249,25.21924,25.23322,25.25345,25.28678,25.31766,25.33516,25.31612,25.29426,25.27586,25.27005,25.28771,25.31835,25.3578,25.41413,25.48263,25.56402,25.67228,25.78197,25.90648,26.04137,26.19151,26.32953,26.45693
Lebanon,23.8802,23.98402,24.0756,24.18211,24.30688,24.44256,24.57106,24.69291,24.79828,24.87539,24.9699,25.11042,25.24546,25.37992,25.50984,25.65785,25.80689,25.96556,26.10938,26.24877,26.36601,26.48124,26.58461,26.69645,26.80757,26.90386,26.98947,27.09268,27.20117
Lesotho,20.5766,20.59964,20.62078,20.63468,20.64601,20.64596,20.64452,20.64342,20.65339,20.66906,20.68597,20.69714,20.71191,20.73445,20.76178,20.7994,20.8446,20.89856,20.95402,21.01332,21.07902,21.15073,21.22586,21.31467,21.41338,21.51798,21.63691,21.76567,21.90157
Liberia,21.12546,21.15314,21.18413,21.21202,21.23418,21.26864,21.30005,21.33355,21.37133,21.37889,21.37232,21.38477,21.39278,21.39555,21.40775,21.41723,21.43646,21.47413,21.50622,21.54662,21.60139,21.65415,21.71408,21.72496,21.74375,21.76799,21.7985,21.84234,21.89537
Libya,24.39546,24.50966,24.61506,24.71525,24.8035,24.88258,24.9561,25.02871,25.10423,25.17578,25.23568,25.30868,25.37987,25.45129,25.52624,25.59521,25.66955,25.74354,25.81026,25.8686,25.92907,25.99243,26.05284,26.12052,26.1972,26.27448,26.35506,26.44751,26.54164
Lithuania,25.9996,25.99385,25.98854,25.98756,25.99007,25.98661,25.98031,25.97981,25.978,25.97939,25.98296,25.98461,25.95745,25.91784,25.86401,25.83189,25.82294,25.83361,25.86464,25.90548,25.97347,26.06024,26.15035,26.25435,26.37283,26.49493,26.61939,26.74333,26.86102
Luxembourg,24.99432,25.03678,25.09048,25.14088,25.19478,25.2538,25.31911,25.38969,25.47533,25.56535,25.66131,25.76898,25.88519,25.98781,26.09424,26.18726,26.28181,26.37856,26.47301,26.57184,26.6644,26.75076,26.8421,26.93574,27.03119,27.12382,27.22776,27.3321,27.43404
"Macao, China",22.65022,22.75827,22.86494,22.9737,23.08299,23.1862,23.28912,23.39836,23.50617,23.61729,23.72873,23.83763,23.95554,24.07472,24.19368,24.3092,24.41917,24.51903,24.60659,24.68031,24.75673,24.82586,24.90383,24.99584,25.11858,25.24306,25.3832,25.54498,25.71382
"Macedonia, FYR",25.39905,25.42642,25.45236,25.48184,25.50533,25.52948,25.55564,25.56933,25.57418,25.57386,25.56535,25.55013,25.52933,25.50323,25.50643,25.51704,25.53988,25.56424,25.61423,25.67776,25.74675,25.79818,25.85252,25.92015,25.99986,26.07165,26.1574,26.25277,26.34473
Madagascar,20.6969,20.71678,20.73192,20.74784,20.76609,20.78503,20.80859,20.83242,20.86045,20.88876,20.92158,20.95133,20.97571,20.99956,21.01822,21.0367,21.05489,21.07619,21.09783,21.12003,21.14569,21.17412,21.18056,21.19548,21.2164,21.24992,21.29165,21.3437,21.40347
Malawi,20.79355,20.81847,20.84065,20.85144,20.863,20.87576,20.8892,20.89811,20.90349,20.90734,20.9186,20.93791,20.94862,20.97348,20.99899,21.04616,21.10198,21.16561,21.23388,21.31075,21.38712,21.45321,21.51781,21.58806,21.6633,21.73955,21.82693,21.92539,22.03468
Malaysia,21.58003,21.68427,21.7849,21.89074,22.00053,22.10504,22.20184,22.29582,22.3952,22.49698,22.6064,22.71714,22.83756,22.96548,23.09928,23.2446,23.39285,23.53373,23.64981,23.76383,23.87947,23.98722,24.0888,24.19118,24.29169,24.39334,24.503,24.61322,24.73069
Maldives,20.44454,20.5085,20.56406,20.63904,20.73497,20.83734,20.93894,21.03828,21.13978,21.24048,21.32886,21.41354,21.50514,21.61515,21.72258,21.81634,21.91005,22.00691,22.11027,22.20688,22.30609,22.39307,22.48262,22.57956,22.69181,22.79395,22.9319,23.07533,23.21991
Mali,20.28129,20.30682,20.32526,20.33895,20.35725,20.37219,20.39957,20.42252,20.45123,20.48889,20.53095,20.57916,20.63152,20.678,20.72976,20.77477,20.82456,20.88091,20.94695,21.01837,21.08027,21.15852,21.23538,21.32541,21.41081,21.50232,21.5978,21.69203,21.78881
Malta,25.70377,25.75106,25.79222,25.82924,25.86289,25.90376,25.93342,25.97413,26.02576,26.08931,26.15002,26.23524,26.32343,26.41604,26.50236,26.60634,26.69914,26.79132,26.88889,26.98558,27.07791,27.16484,27.24103,27.3194,27.39609,27.46856,27.5412,27.60792,27.68361
Marshall Islands,24.66611,24.82211,24.97811,25.14127,25.30169,25.45539,25.62721,25.81112,26.00013,26.19721,26.39335,26.59011,26.77802,26.9603,27.14187,27.32525,27.48536,27.63951,27.78486,27.93394,28.08491,28.23885,28.3954,28.55544,28.72246,28.88675,29.04784,29.21093,29.37337
Mauritania,20.85381,20.90764,20.95424,21.00572,21.03823,21.07181,21.11438,21.16486,21.21562,21.26856,21.32159,21.37271,21.4249,21.48606,21.54433,21.6168,21.68749,21.75554,21.81767,21.89184,21.96901,22.04644,22.12388,22.19542,22.2749,22.35387,22.44672,22.53522,22.62295
Mauritius,21.98902,22.1012,22.20631,22.30447,22.40026,22.50229,22.61191,22.73157,22.85638,22.98164,23.10631,23.23364,23.36001,23.48322,23.60584,23.71886,23.82652,23.92989,24.03661,24.14182,24.25019,24.36163,24.47135,24.58312,24.69464,24.8083,24.92287,25.03885,25.15669
Mexico,24.45367,24.60031,24.73697,24.86073,24.97602,25.09166,25.19845,25.29718,25.39259,25.4846,25.58431,25.69054,25.79848,25.90837,26.02117,26.11915,26.22286,26.32961,26.43387,26.53752,26.64478,26.74807,26.84663,26.94203,27.03794,27.13567,27.23219,27.32899,27.42468
"Micronesia, Fed. Sts.",24.40224,24.53078,24.65937,24.78983,24.92259,25.06607,25.20833,25.34769,25.48999,25.62898,25.77362,25.92188,26.07245,26.22206,26.37687,26.53033,26.67402,26.80811,26.94028,27.05913,27.18218,27.30293,27.42871,27.54716,27.66177,27.77213,27.88686,27.99366,28.10315
Moldova,24.73103,24.71636,24.70478,24.69535,24.69167,24.68037,24.66774,24.65955,24.65856,24.65603,24.65421,24.63374,24.57371,24.52099,24.41854,24.30591,24.2017,24.11505,24.02066,23.93918,23.90064,23.8677,23.87107,23.89259,23.92992,23.99155,24.07066,24.14999,24.2369
Mongolia,23.4988,23.52186,23.54675,23.56861,23.59294,23.61857,23.65152,23.68385,23.71549,23.74836,23.78044,23.79683,23.79353,23.79059,23.7941,23.80494,23.81547,23.84189,23.8837,23.93297,23.98707,24.051,24.12177,24.20976,24.31712,24.43532,24.56507,24.71713,24.88385
Montenegro,25.502,25.52961,25.54953,25.5734,25.59635,25.61765,25.63735,25.65933,25.68741,25.7123,25.74268,25.76415,25.76374,25.70893,25.66753,25.64686,25.6866,25.73129,25.78081,25.8196,25.8595,25.91759,25.98394,26.07903,26.17555,26.25773,26.34725,26.44582,26.55412
Morocco,23.2176,23.29614,23.37691,23.45429,23.52726,23.60259,23.68938,23.76385,23.85318,23.94904,24.03563,24.13242,24.22001,24.30474,24.39779,24.4719,24.55772,24.64174,24.72833,24.80851,24.88582,24.96542,25.05147,25.13929,25.22994,25.3194,25.42322,25.52608,25.63182
Mozambique,20.43321,20.45127,20.46667,20.47859,20.48482,20.4781,20.48316,20.50792,20.5416,20.58594,20.63906,20.68369,20.71624,20.75391,20.79259,20.82918,20.87,20.92308,20.98645,21.05083,21.11392,21.19397,21.28235,21.37949,21.48161,21.59168,21.70539,21.8193,21.93536
Myanmar,19.66279,19.6972,19.73897,19.78487,19.83216,19.87848,19.92212,19.95474,19.96996,19.9764,19.98742,19.99667,20.01802,20.0513,20.09014,20.13908,20.19545,20.25928,20.3256,20.39798,20.47997,20.57011,20.67094,20.78169,20.90676,21.04131,21.18272,21.32024,21.44932
Namibia,21.08291,21.10802,21.13112,21.1489,21.1646,21.17665,21.18981,21.20287,21.21441,21.22541,21.2326,21.25007,21.27006,21.28986,21.3172,21.34968,21.38736,21.44053,21.50213,21.57426,21.66432,21.75061,21.84144,21.94967,22.07364,22.20702,22.34933,22.4987,22.65008
Nauru,28.12449,28.35509,28.58248,28.81528,29.04548,29.28105,29.52002,29.75319,29.97877,30.20436,30.42198,30.63617,30.84639,31.04119,31.23113,31.41477,31.59122,31.76624,31.94707,32.13097,32.31834,32.50635,32.70215,32.89697,33.09517,33.2964,33.49282,33.69373,33.89634
Nepal,20.9636,20.92431,20.88984,20.8529,20.81872,20.78904,20.75913,20.72783,20.70202,20.67723,20.65819,20.64725,20.63693,20.63084,20.63165,20.63472,20.63549,20.64214,20.64776,20.65933,20.67479,20.69141,20.70203,20.71377,20.72315,20.73189,20.73895,20.74963,20.76344
Netherlands,24.12897,24.15129,24.17799,24.20056,24.22622,24.25089,24.28017,24.31371,24.35609,24.40036,24.46741,24.53565,24.61928,24.69735,24.7679,24.84707,24.92677,25.00139,25.08457,25.17431,25.26476,25.35808,25.45318,25.53967,25.62767,25.72061,25.81805,25.9188,26.01541
Netherlands Antilles,24.61514,24.75996,24.89463,25.01301,25.11061,25.19954,25.28359,25.36058,25.42579,25.51157,25.59446,25.67834,25.76481,25.87287,25.98254,26.10876,26.23626,26.36881,26.50441,26.63572,26.76995,26.88983,27.00248,27.11191,27.23803,27.35193,27.46039,27.58046,27.70558
New Zealand,25.26155,25.31869,25.37423,25.43056,25.49691,25.56261,25.63663,25.71278,25.78555,25.85735,25.9278,25.98728,26.05001,26.12349,26.20156,26.28952,26.38163,26.46966,26.54919,26.64585,26.75492,26.87056,26.9948,27.11813,27.24742,27.3821,27.51091,27.64444,27.76893
Nicaragua,24.02412,24.08819,24.14205,24.1966,24.25427,24.30151,24.35246,24.39314,24.43531,24.47409,24.51608,24.5551,24.60781,24.6547,24.70176,24.75597,24.80855,24.86823,24.94007,25.02261,25.10603,25.1895,25.26476,25.33901,25.42519,25.50722,25.59272,25.68266,25.77291
Niger,20.52134,20.56417,20.60781,20.64086,20.6501,20.64729,20.65594,20.66154,20.66368,20.66718,20.67435,20.67518,20.67278,20.67461,20.68006,20.69191,20.70413,20.7205,20.7592,20.79823,20.82732,20.85903,20.89746,20.94246,20.97408,21.02509,21.08073,21.14583,21.21958
Nigeria,21.00792,21.04177,21.07423,21.09329,21.10216,21.11996,21.14383,21.16731,21.20638,21.26245,21.33302,21.4218,21.51588,21.61643,21.70705,21.79146,21.87817,21.96262,22.04579,22.13099,22.21424,22.29861,22.37732,22.47019,22.5717,22.6806,22.79538,22.91228,23.03322
Norway,24.68457,24.73764,24.78809,24.83173,24.88225,24.93555,24.99121,25.05209,25.10225,25.1546,25.2098,25.26717,25.33276,25.40433,25.49028,25.57453,25.67179,25.77152,25.87428,25.97399,26.07561,26.17836,26.28499,26.39151,26.50614,26.61797,26.72222,26.83126,26.93424
Oman,23.03985,23.1285,23.22638,23.33009,23.44716,23.56629,23.68203,23.79362,23.90753,24.0271,24.14473,24.26554,24.38626,24.51702,24.64511,24.78063,24.90626,25.02654,25.15218,25.26009,25.3688,25.48419,25.58856,25.686,25.78828,25.89545,26.00377,26.1214,26.24109
Pakistan,21.53642,21.54144,21.55069,21.56113,21.57176,21.58268,21.59759,21.61532,21.63534,21.65368,21.67267,21.69424,21.7251,21.75977,21.79347,21.83634,21.87969,21.91376,21.94951,21.98501,22.01724,22.04435,22.06815,22.09327,22.12042,22.15676,22.2003,22.24841,22.29914
Palau,25.42376,25.55124,25.67951,25.8113,25.95121,26.0922,26.2376,26.38045,26.55388,26.73779,26.9361,27.13085,27.3242,27.51336,27.7046,27.90584,28.11214,28.31536,28.51126,28.69487,28.8691,29.04586,29.2188,29.39326,29.57591,29.76823,29.96297,30.16934,30.37757
Panama,23.52611,23.60551,23.6924,23.77497,23.86279,23.95022,24.0378,24.13173,24.19482,24.2621,24.34073,24.42244,24.50784,24.59741,24.68749,24.78475,24.88972,24.9982,25.1116,25.22942,25.34018,25.44021,25.5437,25.64547,25.75525,25.86856,25.99121,26.12567,26.26959
Papua New Guinea,21.76194,21.8902,22.01556,22.14111,22.26208,22.38668,22.51598,22.64344,22.76684,22.89698,23.02485,23.1542,23.2848,23.43394,23.59245,23.73647,23.86733,23.99009,24.11004,24.22417,24.32653,24.42179,24.50827,24.5936,24.67095,24.75387,24.83114,24.92197,25.01506
Paraguay,23.40858,23.48692,23.56611,23.63013,23.69463,23.76862,23.82157,23.87321,23.92801,23.98979,24.05131,24.12454,24.19453,24.27485,24.35741,24.44485,24.53223,24.61662,24.69241,24.77588,24.84526,24.92018,24.99871,25.08099,25.16125,25.24504,25.33655,25.43538,25.54223
Peru,23.03994,23.08686,23.1289,23.15487,23.18981,23.23261,23.2909,23.36432,23.42941,23.46155,23.47687,23.4998,23.51614,23.54635,23.59906,23.66987,23.74694,23.83509,23.923,24.01365,24.10617,24.18814,24.27281,24.35174,24.42612,24.50203,24.58439,24.67405,24.77041
Philippines,21.21647,21.28866,21.35576,21.4222,21.4751,21.51568,21.55869,21.60986,21.66246,21.72042,21.78691,21.84904,21.91127,21.97304,22.04148,22.10968,22.18426,22.25555,22.30886,22.36491,22.4219,22.46598,22.51297,22.56001,22.61532,22.67081,22.73129,22.8007,22.87263
Poland,25.14062,25.1595,25.16896,25.18511,25.20527,25.22662,25.25539,25.28185,25.31771,25.35477,25.37587,25.39355,25.42163,25.45525,25.48839,25.53633,25.59576,25.66453,25.74525,25.8335,25.9254,26.0165,26.10348,26.18799,26.27893,26.37137,26.47001,26.57013,26.6738
Portugal,25.04993,25.04398,25.04309,25.04187,25.03374,25.03827,25.05478,25.09686,25.14198,25.20641,25.28416,25.36382,25.44172,25.52125,25.59756,25.6778,25.75557,25.82777,25.90605,25.99047,26.07041,26.1495,26.23559,26.31265,26.39127,26.4613,26.53228,26.6081,26.68445
Puerto Rico,24.80369,24.87429,24.94592,25.02585,25.10865,25.1951,25.27972,25.37373,25.47403,25.58268,25.69013,25.8027,25.92082,26.0466,26.17938,26.32539,26.47035,26.62131,26.77866,26.94262,27.10872,27.27551,27.43545,27.59733,27.76338,27.92199,28.08172,28.22804,28.37804
Qatar,24.96196,25.06774,25.16338,25.23498,25.31202,25.383,25.44971,25.51719,25.59487,25.67348,25.7564,25.84907,25.95368,26.06332,26.17688,26.29329,26.41204,26.54693,26.69291,26.84067,26.98686,27.12452,27.26179,27.40511,27.55011,27.69226,27.83362,27.98678,28.13138
Romania,24.67017,24.6933,24.72487,24.75422,24.78878,24.81455,24.82589,24.82688,24.82019,24.80314,24.78799,24.75188,24.70036,24.6656,24.63574,24.6279,24.63848,24.63866,24.64353,24.65689,24.68514,24.73358,24.79496,24.87472,24.96144,25.0632,25.17666,25.28747,25.41069
Russia,25.0043,25.00232,24.99679,24.99353,24.98785,24.98302,24.97976,24.96914,24.97129,24.97609,24.98775,24.991,24.98536,24.98602,24.97425,24.96507,24.95205,24.95279,24.95298,24.97309,25.0172,25.08625,25.17367,25.28208,25.4088,25.54944,25.69557,25.8535,26.01131
Rwanda,21.61922,21.6614,21.71239,21.76031,21.78135,21.81261,21.82631,21.83247,21.8256,21.84076,21.81502,21.79399,21.79264,21.78895,21.71451,21.71504,21.71962,21.73684,21.77367,21.82058,21.87056,21.91962,22.00366,22.09058,22.17715,22.26357,22.35369,22.4516,22.55453
Saint Kitts and Nevis,25.261,25.33652,25.40736,25.47582,25.55506,25.635,25.7252,25.82189,25.91584,26.00314,26.08753,26.1717,26.2593,26.35119,26.45641,26.57601,26.69849,26.81985,26.93852,27.06626,27.19905,27.32119,27.44162,27.56483,27.6935,27.81906,27.94909,28.08559,28.22986
Saint Lucia,22.82916,22.85923,22.8879,22.92127,22.97072,23.01605,23.06768,23.11783,23.17762,23.24659,23.32514,23.40686,23.49037,23.573,23.65405,23.73497,23.80912,23.88018,23.95697,24.02473,24.09073,24.13984,24.19099,24.25605,24.32437,24.40291,24.48682,24.56844,24.65176
Saint Vincent and the Grenadines,23.06618,23.11392,23.16536,23.21704,23.27733,23.33821,23.40612,23.47805,23.55157,23.62715,23.71626,23.79168,23.87487,23.95685,24.01646,24.08867,24.15437,24.23214,24.30362,24.38506,24.47418,24.57098,24.68569,24.80068,24.92831,25.05374,25.18827,25.3176,25.44121
Samoa,25.83472,25.99935,26.15725,26.31038,26.46727,26.64126,26.80807,26.98565,27.15731,27.31196,27.45165,27.57865,27.67714,27.80065,27.90823,28.038,28.19742,28.36491,28.54905,28.73785,28.93492,29.13945,29.34069,29.53503,29.72547,29.90551,30.0889,30.26044,30.42475
Sao Tome and Principe,21.27399,21.31334,21.36899,21.41756,21.4642,21.51928,21.56152,21.60658,21.64982,21.6996,21.75361,21.8061,21.86141,21.92185,21.9945,22.06417,22.13677,22.23617,22.334,22.42935,22.53154,22.64028,22.75203,22.86699,22.98085,23.10325,23.23616,23.37208,23.51233
Saudi Arabia,25.025,25.17207,25.30601,25.41727,25.51095,25.57572,25.63769,25.69672,25.76424,25.82999,25.91673,26.01571,26.12018,26.22935,26.33868,26.45034,26.55977,26.66882,26.77904,26.88356,26.99168,27.096,27.19191,27.30168,27.41224,27.52896,27.64713,27.7644,27.88432
Senegal,20.267,20.31774,20.37281,20.41856,20.46449,20.51621,20.56741,20.61342,20.66175,20.70301,20.74356,20.79289,20.84855,20.90822,20.9613,21.01431,21.06393,21.12464,21.18605,21.2535,21.3219,21.38834,21.44909,21.518,21.59394,21.67412,21.75457,21.84124,21.92743
Serbia,25.6038,25.64709,25.68167,25.71951,25.75549,25.78928,25.82077,25.85356,25.89123,25.92414,25.9617,25.99304,25.99561,25.95303,25.92375,25.90583,25.92565,25.95209,25.98264,25.98488,25.99052,26.02009,26.05982,26.12686,26.20059,26.26456,26.33689,26.42002,26.51495
Seychelles,22.15891,22.26575,22.36578,22.46072,22.55543,22.6613,22.7601,22.86179,22.97205,23.09156,23.21328,23.34457,23.48498,23.62919,23.77534,23.90865,24.04069,24.18047,24.3203,24.44887,24.5804,24.70393,24.82301,24.93235,25.02781,25.14325,25.26795,25.41426,25.56236
Sierra Leone,21.36041,21.40767,21.45595,21.49821,21.53877,21.57846,21.6145,21.65417,21.68635,21.71679,21.74587,21.77198,21.7886,21.8085,21.84373,21.87518,21.90497,21.91602,21.91706,21.90284,21.89919,21.918,21.96438,22.02819,22.10557,22.19761,22.30192,22.41321,22.53139
Singapore,22.56816,22.63397,22.69746,22.76362,22.82848,22.88449,22.93952,22.9966,23.06131,23.12883,23.19591,23.26571,23.32999,23.4027,23.47382,23.54164,23.60396,23.65914,23.701,23.73247,23.76281,23.77667,23.78492,23.78935,23.79608,23.80876,23.81831,23.83205,23.83996
Slovak Republic,25.54614,25.58635,25.62135,25.65713,25.69851,25.73811,25.77931,25.81626,25.85951,25.90598,25.94697,25.97514,25.99551,26.0168,26.04675,26.08351,26.13178,26.19109,26.26112,26.30941,26.3444,26.38367,26.43238,26.48572,26.54207,26.62371,26.71742,26.82124,26.92717
Slovenia,25.69628,25.73622,25.77252,25.80809,25.85281,25.88685,25.92372,25.95768,25.99316,26.03286,26.06808,26.09041,26.10641,26.14656,26.20079,26.26542,26.34704,26.42509,26.50649,26.5865,26.69247,26.78108,26.87825,26.96881,27.06755,27.16275,27.25763,27.35064,27.43983
Solomon Islands,23.98967,24.11103,24.23121,24.34351,24.45388,24.56463,24.66985,24.77464,24.87843,24.99609,25.11838,25.24286,25.37952,25.51425,25.64945,25.79141,25.93356,26.0693,26.19822,26.31477,26.40337,26.47893,26.55288,26.63543,26.72525,26.82223,26.92452,27.03587,27.15988
Somalia,20.92911,20.96415,20.99438,21.02672,21.05783,21.08966,21.1222,21.15619,21.19051,21.23726,21.27975,21.31888,21.35827,21.39259,21.42431,21.44441,21.46899,21.49611,21.52228,21.54537,21.57201,21.5981,21.6351,21.67554,21.71384,21.77287,21.82666,21.89742,21.96917
South Africa,23.13811,23.17439,23.20612,23.23626,23.2704,23.30367,23.33707,23.37885,23.42474,23.4743,23.52675,23.58051,23.63539,23.69439,23.76762,23.85642,23.96304,24.09036,24.23022,24.39328,24.57778,24.78496,25.01756,25.27456,25.55277,25.85105,26.17266,26.51022,26.85538
Spain,25.34477,25.37087,25.39528,25.41502,25.43313,25.46042,25.48971,25.53439,25.58617,25.65028,25.72032,25.79976,25.88464,25.96412,26.04306,26.12167,26.20999,26.3022,26.39609,26.5,26.60724,26.71782,26.835,26.95143,27.06646,27.17847,27.29197,27.39562,27.49975
Sri Lanka,20.38152,20.44378,20.49434,20.54698,20.59544,20.63366,20.67478,20.70746,20.73936,20.77225,20.80921,20.85393,20.90149,20.95994,21.02658,21.0932,21.1642,21.23943,21.3152,21.38576,21.45652,21.51639,21.56997,21.62526,21.68151,21.74239,21.81124,21.88625,21.96671
Sudan,20.71915,20.75761,20.79627,20.82779,20.8473,20.86213,20.8824,20.90864,20.93535,20.96653,20.99367,21.03162,21.07525,21.12529,21.17918,21.23783,21.29703,21.36275,21.43225,21.49895,21.57897,21.66078,21.75247,21.84463,21.9434,22.0473,22.16048,22.28084,22.40484
Suriname,23.29584,23.36229,23.42391,23.48051,23.52685,23.57228,23.61061,23.64374,23.68688,23.73931,23.79644,23.87112,23.94219,24.01218,24.07298,24.13357,24.20795,24.30276,24.40073,24.50072,24.58296,24.67839,24.77476,24.88042,25.00262,25.12524,25.23747,25.36476,25.49887
Swaziland,21.41393,21.4468,21.47732,21.49897,21.52619,21.55783,21.5929,21.63469,21.68481,21.74249,21.79222,21.83435,21.87637,21.91338,21.94854,21.98135,22.02255,22.07354,22.13207,22.20111,22.28343,22.37484,22.48246,22.58925,22.70309,22.8175,22.94034,23.05694,23.16969
Sweden,24.71797,24.75768,24.79446,24.82977,24.86689,24.90539,24.94952,24.9971,25.05041,25.10748,25.16444,25.21542,25.26597,25.31753,25.37889,25.43743,25.49521,25.56026,25.62147,25.68738,25.75589,25.82526,25.89779,25.97058,26.04705,26.1255,26.2098,26.29358,26.37629
Switzerland,25.15845,25.17901,25.20452,25.2227,25.246,25.26813,25.29805,25.32245,25.35413,25.38598,25.42673,25.46021,25.50033,25.54019,25.57968,25.61801,25.66158,25.69975,25.73992,25.77055,25.80709,25.85,25.89402,25.9385,25.98248,26.0288,26.07963,26.13979,26.20195
Syria,24.34752,24.47281,24.59099,24.69695,24.78259,24.86739,24.93725,24.99488,25.06755,25.11164,25.16734,25.23955,25.32346,25.41595,25.52016,25.62992,25.75749,25.87469,25.99952,26.11749,26.23028,26.32429,26.41778,26.50727,26.5923,26.67649,26.76554,26.84018,26.91969
Taiwan,22.40238,22.47259,22.54484,22.62341,22.70801,22.78902,22.87436,22.96184,23.04687,23.13216,23.21114,23.29005,23.37324,23.45302,23.53399,23.61526,23.69346,23.77188,23.84441,23.9139,23.98341,24.03942,24.09281,24.14591,24.20489,24.26291,24.3254,24.38886,24.44939
Tajikistan,24.19187,24.21477,24.23035,24.25412,24.27539,24.29276,24.31117,24.31859,24.32583,24.31905,24.30014,24.26272,24.18024,24.08605,23.96471,23.84028,23.70978,23.59187,23.48205,23.39624,23.34496,23.32384,23.33256,23.36877,23.42971,23.50825,23.59211,23.6844,23.77966
Tanzania,21.27393,21.30234,21.33163,21.36444,21.39463,21.41743,21.43652,21.45773,21.48072,21.50454,21.53365,21.56672,21.59534,21.61958,21.64031,21.65659,21.67487,21.71586,21.75849,21.80313,21.8471,21.89837,21.96421,22.03282,22.11099,22.19579,22.29067,22.38359,22.47792
Thailand,20.26858,20.36836,20.462,20.55553,20.65286,20.75336,20.84919,20.95146,21.06203,21.18918,21.31953,21.45581,21.59724,21.74154,21.88441,22.03004,22.16708,22.28385,22.36538,22.43802,22.49964,22.54997,22.60467,22.66055,22.72091,22.78312,22.85569,22.93186,23.00803
Timor-Leste,19.92875,19.94611,19.95992,19.97382,19.98943,20.00549,20.02296,20.0398,20.06136,20.08093,20.10669,20.14658,20.19698,20.25745,20.32359,20.39477,20.46321,20.53556,20.59645,20.60753,20.61151,20.61698,20.61505,20.60296,20.59168,20.57762,20.5605,20.56553,20.59082
Togo,20.90726,20.93318,20.9509,20.95109,20.96319,20.97264,20.97971,20.98591,21.00101,21.02166,21.05222,21.07697,21.09815,21.11306,21.14536,21.18566,21.23926,21.289,21.33483,21.38407,21.42564,21.46784,21.51224,21.56682,21.62273,21.68029,21.74056,21.80899,21.87875
Tonga,26.38245,26.53977,26.71129,26.87732,27.05085,27.22789,27.40442,27.58062,27.75135,27.91988,28.09517,28.26486,28.43514,28.6013,28.76827,28.94029,29.11615,29.28199,29.44018,29.60169,29.77377,29.94115,30.10416,30.25656,30.40434,30.54701,30.69518,30.84629,30.99563
Trinidad and Tobago,24.81322,24.89256,24.96594,25.02672,25.07835,25.11966,25.14045,25.15129,25.1431,25.12705,25.11359,25.11614,25.12136,25.12806,25.15276,25.18803,25.23361,25.28595,25.34881,25.42055,25.50427,25.59349,25.685,25.7979,25.90978,26.02441,26.14762,26.27426,26.39669
Tunisia,22.19206,22.27883,22.36236,22.44939,22.53428,22.62118,22.70853,22.79393,22.87136,22.95095,23.04268,23.13144,23.23761,23.3474,23.45644,23.55951,23.67153,23.79291,23.91893,24.05655,24.18309,24.30098,24.41337,24.53262,24.66164,24.77842,24.90897,25.03337,25.15699
