Male 40-59 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Brazil,14.10270775,14.24648787,13.90987811,13.79957701,14.06034807,14.14090875,14.51198207,14.5269772,15.19661938,16.70931582,18.35542288,20.45216823,22.0692953,23.37169749,24.93000478,26.6290116,27.97427653,28.76097086,29.33890088,29.35279568,28.86148904
Brunei,16.66666667,15.15151515,14.63414634,14.54545455,16.66666667,16.47058824,11.53846154,13.55932203,14.07407407,16.33986928,19.65317919,21.35416667,23.07692308,22.60869565,23.17073171,24.23076923,24.82014388,25.86206897,26.31578947,26.66666667,26.07361963
Bulgaria,21.63355408,23.4822145,22.79673968,24.2195122,25.16493874,25.98208132,26.72101449,26.01662548,25.76489533,26.18466048,27.3891878,28.32400746,28.32689122,29.08935198,30.58022499,31.65999384,32.4437299,31.02288022,27.77777778,25.20176082,23.5881675
Burkina Faso,15.46728972,15.84772023,15.83953681,15.30454896,14.31616341,13.06892068,11.81496759,10.88847878,10.08751727,9.578084383,9.626038781,10.20140105,10.81346768,11.63303909,12.43272827,13.22738583,13.91998859,14.66828582,15.53139817,16.69750965,18.85594255
Burundi,14.10365336,14.06371406,13.68794326,13.07443366,12.30041396,11.174135,10.3569633,9.974640744,9.967497291,10.82611592,11.46131805,12.21543587,12.82603494,13.24260099,14.42629404,16.82124023,19.62251318,21.5727098,22.44589072,22.39448751,22.54081493
Cambodia,13.80579844,13.80735841,13.79183523,13.73697917,13.70178469,13.83098592,10.432,10.42976939,10.96424702,11.78512699,13.00970874,14.15457507,15.16137781,15.87183308,16.12387156,19.30235031,22.46369554,25.75642245,27.94037448,26.95629416,26.10052285
Cameroon,15.44084057,15.33665835,15.20511855,14.94291471,14.54814815,14.13071558,13.57777778,13.0151428,12.56578947,12.38912732,12.37348178,12.3777403,12.48496994,13.01450059,14.11244058,15.62688366,17.22574796,18.63724854,19.60260072,20.67602406,21.99314584
Canada,20.72330654,20.62178764,20.52666373,20.61438965,20.73863636,20.51990673,20.51597052,20.99438903,22.66239441,24.89483484,27.95104619,30.29375,30.09055165,29.29481733,28.10947959,27.03623413,27.03359968,27.29106628,26.76845497,25.85390291,24.97109312
Cape Verde,16.41791045,15.38461538,16.30434783,13.88888889,12.5984252,12.5,11.27819549,10.13513514,8.484848485,7.936507937,8.212560386,11.73913043,15.04065041,16.66666667,18.50533808,20.6779661,22.75641026,25.77639752,27.19033233,27.59643917,26.76470588
Central African Rep.,17.43119266,17.29651163,16.50879567,16.15289766,15.81291759,15.45454545,14.87455197,14.2968143,13.62056984,13.24786325,13.05767138,12.959285,13.06509946,13.53693768,14.35624763,15.56886228,16.97368421,18.36734694,19.81297487,21.16666667,22.16617998
Chad,16.16666667,16.16084977,15.9122085,15.49815498,14.97237569,14.22982885,13.6123348,13.00970874,12.4668435,12.22001701,11.97791647,11.68308868,11.5034965,11.52962793,11.93909177,12.62009252,13.51038044,14.53565349,15.68123393,17.00728212,18.36925961
Channel Islands,27.08333333,28,25.92592593,27.27272727,25.42372881,24.19354839,24.59016393,23.07692308,25.37313433,26.08695652,28.98550725,31.42857143,31.50684932,31.08108108,30.1369863,28.76712329,27.77777778,27.77777778,27.39726027,28.16901408,26.76056338
Chile,17.85595752,17.09427208,16.14183646,15.32522227,15.06559458,15.18100428,15.53662074,16.38219545,17.26254412,18.69736103,21.24033041,23.89929307,25.55752212,26.34608872,25.71180178,25.26049889,25.86012119,26.73127398,27.23824733,26.71960298,25.73354481
China,19.09969481,17.33205238,17.14945679,16.67679148,16.38336589,16.6190909,17.20049937,17.31311888,17.80493642,19.78783909,21.37888879,24.24435674,27.52136679,28.82068293,28.65061335,28.02365443,27.9952809,27.58596964,28.10051172,27.83175008,26.24888532
Colombia,13.94609074,13.89978214,13.48638816,13.01807164,12.40353849,12.00368571,11.79326313,11.93158954,13.02737813,14.81276006,16.85095541,19.09206619,20.86113062,21.63041687,22.46980912,23.05579272,23.58705723,24.57077846,25.13020396,25.47648882,25.74569821
Comoros,15.38461538,16.09195402,14.73684211,15.23809524,13.67521368,13.23529412,12.12121212,11.45833333,10.59907834,11.33603239,12.77372263,13.5483871,14.45086705,15.40469974,16.9451074,19.42604857,20.49180328,21.14285714,21.44144144,21.88034188,23.52941176
"Congo, Dem. Rep.",12.28746713,12.27251517,12.32130701,12.34259919,12.36882323,12.34546252,12.28175798,12.17408224,11.93440465,11.53447265,11.16462347,10.90330963,10.97560976,11.27604167,11.79947108,12.64556676,13.82433737,15.27254842,16.88079999,18.62085046,20.19338757
"Congo, Rep.",15.15151515,14.9321267,14.97005988,14.68531469,14.06959153,13.61867704,13.09655938,12.6305793,12.39737274,12.28323699,12.09517515,11.91314554,12.25359616,13.38061466,14.9787234,16.87598116,18.71579715,20.31410038,21.34361941,22.31707317,23.12172394
Costa Rica,17.44421907,16.69565217,15.80502216,14.4278607,13.65113759,13.17307692,12.83333333,13.02765648,13.72924649,15.48897682,17.91791792,20.71785552,22.79286927,23.47791484,24.12626832,24.97312791,26.3501892,27.65391015,27.91828794,27.37678855,26.06649937
Cote d'Ivoire,13.3963751,13.69491525,13.91899601,14.16705122,14.44979622,14.73500291,14.90187129,15.09987172,15.21307469,15.17339178,14.99213306,14.44828287,14.00583197,14.12387938,14.92361927,16.04056849,17.35703812,18.76619718,20.03034108,21.42123036,22.72035423
Croatia,23.46216658,23.3615222,20.79668908,19.97976732,21.69811321,24.00581959,26.47475224,26.4107308,26.66971638,26.88888889,27.64976959,29.33208781,29.39793039,28.70018975,28.59195402,28.83495146,29.00197628,28.84518406,27.94647452,26.14413467,25.24167562
Cuba,18.31262263,18.91006552,18.82707591,17.32575383,16.35830325,16.01170569,16.95460024,18.86085928,20.24033045,21.81453085,23.53577221,25.65473009,29.30911681,31.84327694,31.85714286,29.69283276,28.0772032,26.86372932,27.37184392,27.70725902,26.18800581
Cyprus,18.10699588,18.6770428,18.57142857,18.53146853,17.94019934,17.70491803,19.3442623,19.375,21.17647059,22.67759563,25.12953368,26.04422604,26.40186916,26,25.52742616,26.66666667,28.15533981,29.37853107,28.90909091,27.43362832,25.68965517
Czech Rep.,26.80958967,27.60681868,25.04858562,24.80883602,23.79949452,22.48971193,22.87778447,22.99080368,25.014997,27.21291866,28.89871383,28.97064737,27.71154974,28.4996133,30.59930849,31.38910207,31.99691596,30.36893204,26.8735363,24.87766686,23.81700373
Denmark,24.18516769,24.84105359,25,24.71386181,23.51738241,22.28434505,22.17391304,23.62048432,26.08524073,27.51937984,28.43062926,28.6407767,28.27205882,28.17518248,27.27272727,24.97301187,23.45988539,23.37987827,24.12060302,25.41396688,25.93930636
Djibouti,12.90322581,11.42857143,11.62790698,10.52631579,12.5,12.38938053,11.9760479,12.5,12.90322581,12.94498382,13.2231405,14,15.06849315,16.21052632,17.70428016,19.17562724,20.93802345,22.83464567,24.07132244,24.82269504,24.9660787
Dominican Rep.,12.72285251,12.53462604,12.5,12.69288203,13.09012876,13.47091932,13.79540153,13.93271807,14.11701557,14.7180864,16.03328086,17.63602251,19.16634203,20.31938326,21.00943067,21.71658022,22.50928468,23.49246231,24.25080682,24.90903578,25.46303268
Ecuador,15.6175772,14.79750779,13.97655546,13.4496124,13.1,12.78433631,12.80898876,12.93706294,13.35139319,14.58224315,15.98964234,17.60036636,19.14153132,20.02739726,20.89630016,21.73696032,22.6746988,23.74311497,24.9569312,25.79329102,26.07130806
Egypt,15.48097597,15.15425751,14.77722594,14.53326587,14.37549097,14.60674157,14.53083592,13.75230908,14.26016372,15.11645987,16.13469157,17.22432579,17.61465298,18.23448994,19.59471758,21.63417606,24.2118947,25.233323,25.55399488,25.50529663,25.27980573
El Salvador,13.73271889,13.58333333,13.36742148,12.92728403,12.47311828,12.55369928,12.78917503,13.23228185,13.8117284,14.43001443,14.75639678,15.41131552,16.23843782,17.06256273,17.55749919,17.95829443,19.15720263,21.66618455,24.38749648,25.74421169,26.24593716
Equatorial Guinea,18.34862385,17.24137931,18.03278689,16.66666667,16.90140845,16.66666667,14.1509434,12.33766234,10.75268817,11.65919283,13.8996139,16.55629139,17.73255814,16.70951157,14.67889908,13.45755694,13.96226415,15.39792388,17.41214058,18.60119048,19.61057024
Eritrea,11.85840708,11.80223285,11.86440678,12.20423412,12.60869565,12.73764259,13.71100164,13.08139535,12.51612903,11.01152369,9.899328859,9.206927985,9.564541213,11.87183811,15.24353578,17.60217984,19.31789893,19.79835014,19.63944857,20.7278481,22.49393317
Estonia,20.25586354,21.27236581,21.65725047,20.14010508,21.50882825,22.54160363,25.03681885,25.17580872,24.3537415,25.33733133,26.02523659,27.09677419,26.94805195,26.77419355,26.78571429,27.83171521,30.11456628,29.61730449,27.56302521,25.04230118,23.1292517
Ethiopia,12.74499069,13.16626889,13.53020134,13.41569652,13.28827259,13.1970374,13.13976658,13.08190925,12.97362711,12.57952778,12.29568637,12.21306175,12.2838966,12.69669018,13.30296551,14.16130761,15.47916794,17.20179624,18.96288765,20.58992437,22.15966892
Fiji,11.25827815,11.11111111,12.31527094,12.71186441,12.87878788,13.65187713,13.93188854,14.20612813,15.34246575,16.66666667,18.18181818,19.76190476,20,19.72789116,20.39911308,21.66301969,22.91220557,25.10638298,26.43923241,26.98072805,27.64578834
Finland,21.76409186,22.4137931,21.7900656,21.65229233,22.10242588,21.96836555,22.96712803,23.63100253,26.55927303,28.72083669,30.06329114,30.69731204,28.65318581,26.62167229,25.64766839,25.0919794,24.83443709,25.67318333,25.44444444,24.8975028,24.63551402
France,26.07657882,26.33990359,23.32731377,22.67958711,22.45177952,22.38886951,23.51198389,22.34208185,23.61261848,24.9662666,26.48432056,27.8866588,27.22169331,26.77825612,25.79066978,25.0692133,24.51589107,23.79125563,23.84466489,24.0087973,24.18729137
French Guiana,25,28.57142857,25,20,16.66666667,17.85714286,14.70588235,17.39130435,18.03278689,19.17808219,20.93023256,20.58823529,21.05263158,21.3740458,20.83333333,20,20.33898305,21.46596859,22.81553398,24.7706422,25.87719298
French Polynesia,13.33333333,14.70588235,14.63414634,13.04347826,14.03508772,13.43283582,15.18987342,15.38461538,17.30769231,17.85714286,19.51219512,22.55639098,24.63768116,25,25.32467532,25.1572327,25.74850299,26.9005848,26.58959538,27.11864407,25.84269663
Gabon,21.64502165,21.55172414,21.00840336,21.05263158,20.23346304,17.93103448,15.56886228,13.81074169,13.10043668,13.27102804,13.7254902,14.6627566,15.48731642,15.93673966,16.79731243,18.27622015,19.90291262,22.2731439,23.75979112,24.66666667,25.08012821
Gambia,14.63414634,16.05839416,15.58441558,15.84699454,16.11374408,16.14173228,16.55629139,16.06648199,15.8013544,15.02782931,14.24148607,14.1347424,14.18685121,14.60446247,14.97277677,15.37835639,15.99115696,17.14862139,18.59888407,20.21826536,21.88841202
Georgia,19.65601966,18.83080382,16.82146543,15.97520267,18.84319928,20.96354167,25.10495382,23.94873849,21.97378566,21.97756543,22.5088968,25.8416311,26.95214106,26.76056338,25.49438803,24.90442381,27.17086835,28.78612717,28.55436081,27.60963558,26.04233483
Germany,27.54985393,27.38464372,24.08539286,21.42657421,20.75538107,21.57288317,25.98577372,27.69367765,27.62725137,27.73888077,27.65006864,29.69653358,32.31648242,31.98759318,30.52493173,28.30784233,26.66126418,26.46925194,26.42947207,25.76398286,24.54495312
Ghana,12.51489869,12.75649795,12.86464411,12.86254729,12.71820449,12.63616558,12.56732496,12.60273973,12.8072958,12.72352132,13.03336704,13.5434489,14.14436334,15.16594622,16.31087392,17.48760937,18.69238165,19.79911653,20.65880039,21.35724852,22.04924126
Greece,19.96202875,21.24485597,21.62893701,21.86147186,23.6143456,24.10835214,25.08453085,24.94372826,24.8452167,24.35508346,24.88002953,26.87602702,28.44780963,29.97314235,31.33928571,31.86283265,30.46203438,28.51752022,26.21411807,24.6866485,24.50926436
Grenada,11.76470588,10.52631579,11.9047619,9.302325581,11.36363636,11.36363636,13.95348837,10.20408163,12.24489796,10.41666667,14,17.30769231,17.30769231,18.18181818,20.75471698,22.22222222,26.78571429,29.09090909,30.18867925,26.92307692,24.48979592
Guadeloupe,14.85148515,15.65217391,16.41791045,15.43624161,15.72327044,15.43209877,16.25,17.54385965,18.32460733,20.51282051,22.43902439,25.11415525,26.22222222,26.99115044,24.89082969,24.89082969,25.2173913,24.7826087,25.76419214,26.22222222,25.56053812
Guam,10,15.38461538,15,16.27906977,14.89361702,16,16.36363636,16.12903226,16.90140845,18.42105263,22.78481013,22.61904762,24.44444444,25,24.75247525,23.80952381,23.14814815,23.68421053,25.86206897,26.27118644,27.11864407
Guatemala,12.58653241,12.34972678,12.14864221,12.3698459,12.93731778,13.22498407,13.14156796,12.7245509,12.56404544,12.43721117,12.12835388,11.96581197,11.73280046,11.88431422,12.76884763,14.22555464,15.93396226,18.02014893,20.08058548,22.07417796,23.93442623
Guinea,15.70881226,15.58533145,15.61696658,15.27293844,14.79166667,13.79821958,12.95738269,12.79728199,12.55243627,12.79809221,13.00236407,13.04254405,13.17353787,13.37345369,13.82197415,14.58768267,15.63853447,16.81500318,18.0315189,19.32010323,20.75830167
Guinea-Bissau,15.17509728,15.4676259,16.04095563,15.98639456,16.16161616,15.07246377,14.04358354,14.12803532,14.00394477,14.93055556,14.59627329,14.09028728,12.97429621,13.61655773,14.16015625,14.39859526,15.02384738,15.1339609,15.99203716,17.28772144,18.61912847
Guyana,14.97584541,15.18987342,14.38848921,13.70716511,13.31444759,12.91208791,12.56544503,12.16931217,12.39669421,13.58695652,15.25885559,21.39175258,23.58974359,24.48453608,23.68421053,23.71967655,21.7877095,21.67630058,24.92307692,26.73267327,27.07581227
Haiti,15.32104259,15.92097618,15.76172905,15.16159696,14.48275862,14.07114625,13.85714286,13.58142494,13.06704708,13.1822863,13.45658788,13.84284177,14.49851043,14.84764543,15.99102984,18.21422784,20.39816233,22.42636337,23.82348834,24.07706818,24.30419443
Honduras,14.30481283,13.62586605,12.59920635,12.2569738,12.15715345,11.99486851,11.7260274,11.21055111,11.06590724,11.43674053,12.30719794,13.35466977,14.23693197,14.9868954,16.28771316,18.17812944,20.4567079,22.95761948,24.90943592,26.13900898,26.8685567
"Hong Kong, China",13.48425197,16.26270524,18.31432193,18.66666667,19.85037406,21.02222222,20.38095238,19.73730919,21.35523614,23.79410813,28.25209562,33.05986022,33.75149343,32.28391528,29.59690779,27.88203753,28.24207493,29.66890843,30.0511509,28.1146917,26.45649433
Hungary,24.67706013,25.39515279,23.60880399,24.21954703,24.27688011,23.83561644,24.69159599,24.42703232,24.99497689,26.81247469,28.09798271,27.64312578,27.69328264,27.96248934,30.02582867,31.54917319,31.97443808,31.13544926,28.50340136,27.05558107,26.12633535
Iceland,19.71830986,20,19.1011236,19.58762887,19.04761905,18.91891892,17.94871795,18.03278689,19.53125,21.16788321,24.47552448,26.84563758,27.21893491,27.7173913,28.35051546,28.5,28.43137255,27.66990291,26.31578947,24.28571429,22.85714286
India,16.56197731,16.50119142,16.22788236,16.09809008,15.94796042,15.8186016,15.60370246,15.27165495,15.16608411,16.07927067,17.13852769,18.31123372,19.45819602,20.23479576,21.35116886,22.74223239,24.32968798,26.01541436,27.21107512,28.04304995,28.44114275
Indonesia,15.00914554,15.16525159,14.89765546,14.67296022,14.63877677,14.74046022,15.10507404,15.1880845,15.11953648,15.92567878,17.47552958,19.50344248,21.91587255,23.9798013,25.58295522,26.81502044,27.34306742,27.43543943,27.31870758,27.26215972,27.2353957
Iran,16.22408572,15.49804083,14.97146998,14.1729798,13.40500817,16.41528259,14.76786957,12.75405482,11.84282585,12.63001486,14.98472744,16.91394659,19.26877211,21.24702145,23.89482877,28.21357943,32.09950117,33.17550845,30.87801383,27.460268,24.96126913
Iraq,18.58345021,17.71617957,16.99363733,15.41628545,13.52340589,12.22258486,11.32101875,10.94247246,10.34671933,11.43589257,11.63033861,12.16660833,13.57722044,14.64568662,16.33333333,17.78561976,18.99270132,20.35658453,22.01949426,23.43576695,24.50992517
Ireland,21.52317881,22.98305085,22.82303371,22.42214533,21.34680135,19.44619257,18.32552693,18.14084507,20.33029613,22.38972641,24.24563261,24.71319312,25.11972138,26.62311147,28.4496124,29.4467137,29.16517377,27.43332179,25.41862023,24.4718882,24.93638677
Israel,20.86553323,22.2096956,20.70895522,20.52469136,18.49315068,16.97329377,16.16161616,15.58378114,17.07425522,19.21479804,20.34632035,21.12251056,20.64194798,21.04316547,21.85765983,22.61008442,23.14192849,23.04033092,23.32604808,24.02073733,24.89719626
Italy,21.82349814,23.85470085,23.18906985,23.7997998,23.69821801,23.49867503,25.29043134,25.02536232,25.52413369,25.85297094,26.48826767,28.09853463,29.46465199,31.35297899,31.99688199,30.68274734,28.33178965,25.952167,24.40648423,24.11095055,24.5156909
Jamaica,17.15542522,17.70972037,17.24137931,15.81450654,14.70911087,13.83519837,12.90322581,12.74165202,13.45987921,14.56790123,16.27172196,19.17177914,20.59925094,21.33431085,20.41847042,19.51393853,19.72934473,21.71099928,24.18062637,25.3164557,25.68807339
Japan,17.92826724,18.2395831,18.22670862,18.67300941,20.54703656,22.56208579,24.66840731,26.76179579,29.11302333,29.6115005,28.92456636,28.05987908,26.72876641,27.85559992,29.1045648,29.54557133,28.75838926,26.49992692,25.21648508,24.50831775,24.19972556
Jordan,14.63414634,12.71676301,11.85344828,11.03327496,11.04441777,11.50353179,11.53512576,11.31541726,10.56670602,11.37272323,12.02229299,12.61355695,14.97890295,17.78589491,20.59359542,23.06013579,24.34405658,25.12987013,25.71961069,25.8225324,26.63053997
Kazakhstan,17.20098644,16.0311284,13.79310345,12.62203626,14.64998416,15.23110785,18.75869747,17.76376297,17.42443168,19.21777547,19.59855032,22.39669421,22.91166266,22.89187791,22.98865069,24.05800694,26.71970624,27.85835146,26.99737658,26.01932595,25.99882835
Kenya,15.954323,15.27936146,14.29625984,13.37405223,12.47549456,11.70513775,10.70502531,9.66687104,9.458533242,10.0204499,10.67552037,11.06637589,11.27263828,11.99088211,13.30495148,14.92707936,16.4652425,17.28605721,17.88661308,18.76445572,20.17845047
"Korea, Dem. Rep.",6.063328093,7.567931731,8.983083803,11.1489942,12.5984252,14.60630931,18.49380362,21.28799475,22.83687943,21.41516517,21.95208834,22.72923316,26.1350211,30.32786885,29.30796129,29.49622974,28.03126994,28.032,29.77487291,29.33006536,28.50153412
"Korea, Rep.",15.73115919,15.71320326,14.96100589,14.2296369,14.1805723,14.68042419,16.42141181,17.39495383,19.20754366,21.20724346,24.25500627,27.81291117,30.88486363,32.87975334,32.09568595,31.39182436,29.66024634,29.03429413,28.99083362,27.13914524,26.23318386
Kuwait,13.04347826,13.1147541,11.56069364,11.76470588,12.52955083,13.66120219,15.71609632,16.80327869,17.00903862,17.93635487,22.49262537,21.86732187,25.35911602,30.38229376,33.75116063,34.78824546,32.98088654,30.15811801,27.27606461,25.69812655,25.52387496
Kyrgyzstan,19.39759036,17.14922049,13.88349515,12.40816327,14.18489767,14.94036409,16.96072851,15.32547412,13.68078176,13.64643332,14.98771499,17.89596273,19.24059876,20.12405238,20.78263729,22.12698413,24.73651581,26.61608498,27.38415546,26.92876145,26.84365782
Laos,14.9817296,14.97844828,14.94252874,14.71088435,14.38253012,13.8410596,13.85093168,12.72627537,11.65002378,11.74021649,12.21769715,13.38340731,14.43683883,15.35399488,16.27543036,17.64705882,19.76115367,22.11599745,24.41930923,25.06275343,25.20899127
Latvia,21.23368921,22.19705549,22.47311828,20.3125,21.2962963,22.34042553,25.34602076,26.23637888,25.1414713,25.06527415,25.77981651,26.94497154,27.9767667,28.64173228,28.77122877,29.89795918,32.5,32.08955224,29.83606557,26.72605791,23.72881356
Lebanon,17.74415406,17.40740741,15.45741325,14.79128857,14.79674797,15.02177068,15.62952243,14.51726568,13.40704907,15.1338766,17.75852734,19.2096048,21.2193951,23.09468822,24.64349376,26.31806396,27.5136727,28.44150475,29.17858602,28.17701989,26.93398137
Lesotho,13.87283237,14.86486486,14.86146096,13.68909513,12.60504202,12.28733459,12.06030151,11.79941003,11.45552561,11.02850062,10.7587769,10.16042781,8.934010152,8.687258687,10.10194625,12.65709156,15.35776614,17.46575342,18.75525652,19.33609959,19.63845522
Liberia,14.25061425,14.79028698,14.17624521,13.81578947,13.45609065,13.27543424,12.83138918,12.6142596,12.25444341,11.875,12.45526127,12.95399516,13.38891614,13.56005166,14.0565317,14.78945567,15.81553699,17.25601132,18.671875,20.07740687,21.47225368
Libya,14.87758945,13.58885017,13.43930636,14.04761905,13.26335878,13.08339709,13.62248015,12.90322581,13.64624076,14.64088398,16.43933955,17.58384891,18.95328208,20.94539527,23.1626964,26.32716791,27.49077491,27.01621862,26.15318601,25.2078138,26.03406326
Lithuania,23.10344828,21.66666667,19.90595611,18.68686869,18.73727088,20.8628461,23.4598631,23.78669862,23.04173814,22.86549708,24.19256551,26.67922159,28.62770847,29.62711864,29.11744267,29.19034091,30.66278223,31.53961136,30.99460293,28.6963434,25.79591837
Luxembourg,27.21088435,28.94736842,27.09677419,24.5398773,24.5508982,24.58100559,25.42372881,26.25698324,26.73796791,26.5,27.35849057,29.56521739,30.73770492,30.35019455,29.3040293,27.93103448,27.03583062,26.625387,26.76470588,27.06552707,26.50273224
"Macao, China",18,19.35483871,20,17.14285714,16.79389313,16.27906977,14.96062992,14.56953642,18.13186813,24.12060302,30.8056872,34.48275862,34.09961686,34.57249071,31.42857143,30.38869258,31.22807018,30.28169014,28.97526502,26.61870504,23.7037037
"Macedonia, FYR",16.07142857,16.98389458,16.19318182,16.24500666,17.25440806,18.47058824,20.1320132,20.86956522,21.54811715,22.62996942,24.30555556,26.10837438,27.45098039,27.91380999,28.55740922,29.55665025,30.34825871,30.87044534,30.19648397,28.48101266,26.62337662
Madagascar,17.42857143,17.3596228,16.85220729,16.13233288,14.96987952,14.12354805,13.1147541,12.12059483,11.39464824,11.51968264,11.93696651,12.62678063,13.38119454,14.04341331,14.81742122,15.27328931,16.30233892,17.65323993,19.18118561,20.86746746,22.17713396
