RTI 45-59 all age adj,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Chile,,,,,,7.07639,8.94392,12.58364,9.273426,10.79103,12.19985,14.56639,8.396682,11.47469,8.568675,9.879194,27.957,12.02938,41.36131,33.1075,28.22297,33.72121,35.415,24.39466,17.47957,15.93693,13.89035,15.63938,19.10009,18.70585,21.30514,18.42501,16.52703,13.2452,11.65744,10.22478,12.54999,10.46117,10.55665,10.53599,11.02268,13.3304,16.31807,17.49722,18.36441,17.51491,16.91681,17.52758,17.12889,15.23686,20.61264,16.4972,16.99484,20.52532,19.61789,19.27411,,,
Colombia,,,,11.1155,9.187103,11.17175,11.39652,10.69716,15.38556,14.45975,12.78796,13.02255,16.62834,17.22092,19.60315,19.33067,17.16664,18.17932,18.82945,15.25669,,,18.94814,,20.78227,23.8908,24.18015,27.04955,,,,,,,22.78069,23.76672,21.30189,21.22448,20.58768,20.69362,19.12361,23.3465,24.28313,23.98821,23.68403,24.51442,22.04804,20.73968,21.50506,21.22902,18.81065,19.01165,18.49535,,16.83491,16.21462,16.61798,,
Costa Rica,,,,,,,,,,,,,8.186877,9.521504,5.871672,16.15755,16.73251,15.94676,19.0519,12.2099,21.48359,29.8075,27.35691,28.20154,28.79755,32.92148,28.66551,33.23681,36.47054,31.49475,28.75795,19.72187,20.88225,14.66651,22.49071,23.76106,17.49641,20.85724,21.53224,19.82894,27.2141,22.86826,24.58412,22.41394,21.22954,23.50379,15.82383,24.61182,20.99258,25.10536,25.51668,24.35609,28.47458,22.81229,20.71772,20.03099,22.20689,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.23013,28.00753,26.28225,23.90252,25.89629,25.55781,21.48869,19.8747,13.8583,12.36504,12.65708,13.05724,14.02329,13.97603,12.23613,13.55278,10.07784,10.98043,14.75991,10.86227,10.77834,13.39909,11.93414,13.75046
Cuba,,,,,,,,,,,,,,,12.11368,,,,12.54883,14.04508,12.16286,12.56177,11.86797,12.59763,11.1068,15.4042,15.73879,20.5577,,,,,,,,,,,,,,,20.94169,21.07839,22.44262,22.1708,22.1125,20.03868,18.66894,15.96563,19.05328,15.87018,13.62201,12.70775,12.03356,13.19605,10.50277,9.657971,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.64203,14.12584,,,,17.57076,10.97984,4.676612,7.773462,
Czech Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.23543,10.14439,10.84269,13.23994,13.91179,13.25142,15.15425,12.7442,14.27338,13.98667,11.4817,13.02071,10.99398,9.651411,10.27095,9.183223,9.853518,8.635343,8.536817,8.525797,7.094655,8.83825,8.034525
Denmark,,10.08973,8.983628,9.704673,14.646,16.38993,16.64734,13.82912,16.84072,19.9455,16.51472,17.91612,16.85897,15.34484,19.3287,20.14849,21.62323,19.18326,19.37304,20.45351,23.09458,21.83411,18.52316,20.14618,12.18401,11.245,12.13186,12.69564,10.34208,9.852446,8.913667,10.7439,12.23993,10.30384,11.63787,13.03999,8.712348,11.42818,10.7011,9.407243,8.587616,9.359142,7.885164,7.642276,7.238378,7.859282,5.511672,5.705111,6.509565,6.705506,7.273689,6.367901,5.763841,5.983941,5.084579,4.837452,4.397297,,
Egypt,,,,,,,,,,,,,,,,,,,,,2.483019,1.741522,2.364017,1.753857,2.177096,2.817324,2.316301,1.712466,2.903894,4.259282,7.88312,,,,,,,7.989226,,,,,,,,,,,,,8.542507,,,,,,,,11.93373
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.85161,37.87266,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.57355,23.53919,,,15.60536,18.49925,16.77509,22.38124,31.96832,37.94361,38.14371,20.67193,31.1916,29.85674,27.87365,18.60587,16.88283,26.84464,21.03401,20.53608,18.62856,16.96669,15.8187,17.05153,13.80515,20.14739,13.54216,11.5011
Finland,,,7.15297,8.805321,10.6197,13.07698,12.20991,14.14286,14.2987,14.88165,19.22079,17.34599,20.5994,22.78116,25.03214,25.56664,27.8474,24.65211,26.50281,25.80099,24.93263,29.91547,26.8159,24.72565,22.11526,18.52898,17.36553,15.36926,14.90219,12.80679,13.40528,11.17358,12.37057,12.1346,9.598441,10.46898,14.81445,8.68766,11.90548,15.30521,11.66269,11.02391,10.05866,8.702749,9.460073,8.220592,6.882452,8.160771,8.349444,7.702115,6.763954,8.468423,7.6263,7.042149,6.20339,6.757721,5.506741,6.505706,5.473623
France,9.235577,,12.24993,16.46011,23.11604,24.02501,25.16768,25.6203,23.41943,24.6874,24.04584,25.93857,29.0822,27.81959,29.86549,31.3539,30.64342,33.3012,34.96,26.57779,28.01114,29.24284,29.74077,27.38821,24.36035,23.51014,23.76679,22.03931,20.15095,19.39726,19.44172,19.41878,19.14313,19.34678,18.95057,16.85677,16.95406,15.07404,15.6008,15.58357,15.55502,13.61882,13.05816,13.33775,12.30991,11.50986,11.05126,10.87652,10.98591,11.41073,10.61332,10.28804,9.87752,7.765615,6.779222,7.21648,6.477989,5.974104,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.983293,5.114088,,,14.25806,15.05096,14.21421,22.54668,23.33726,17.99208,8.05836,10.93871,,3.569709,0.9413567,7.979752,7.328305,5.598567,8.360947,7.062499,9.17063,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.58847,9.925386,9.8158,9.148228,8.802633,7.952209,7.640769,7.749047,6.756659,7.149932,6.917487,6.603047,6.636423,5.944395,5.698368,5.358438,5.301767,,
Greece,,,,,,,,,,,,5.496261,7.97787,8.082981,11.04073,11.16588,13.01682,13.42307,12.84308,14.26939,13.77143,12.56958,14.8207,16.54344,15.08968,18.07083,18.09254,20.32016,20.11537,22.39843,18.18553,15.79919,17.26455,20.63521,20.46189,21.25702,19.35822,17.86875,16.99382,19.76764,20.85048,19.4464,19.85587,17.14256,17.75429,21.90895,19.59747,20.52459,19.13639,17.1217,17.6443,14.59437,12.81193,12.7033,14.98589,12.24633,11.93895,12.09388,12.10324
Guatemala,,,,,,,,,,,,,,20.07595,10.95308,12.78951,11.71224,9.792436,9.671165,9.461493,16.77326,13.60873,,,5.170229,,,9.5103,,34.33763,28.22836,17.26473,,,1.815899,,7.768913,11.10404,6.882877,6.456911,7.230492,8.799917,8.774426,10.73819,7.082667,8.585754,5.505961,7.119448,7.025198,4.710778,5.77104,5.541727,6.763706,5.512065,5.961076,5.199854,4.898416,,
Hungary,,,,,,5.22125,6.927278,6.79847,5.230394,8.020064,6.838707,6.944124,8.035492,9.610522,8.566396,9.657531,11.15508,9.539115,12.97311,13.59711,18.05309,21.93553,18.14096,17.87366,18.29281,22.18193,17.89384,18.32178,20.3203,22.04087,19.88309,21.571,20.10286,19.54885,20.8014,19.56529,19.71122,19.59835,21.9711,26.52612,30.24547,28.9741,28.43454,21.77461,21.93672,20.13717,16.78181,17.43408,16.96351,16.19024,15.47137,15.37303,18.50881,18.09498,16.62649,17.17152,18.97358,16.65049,14.95406
Ireland,5.09049,5.359334,6.896792,6.903855,8.678617,6.877972,11.22678,6.53397,7.989102,9.408756,9.3858,9.815134,10.63463,13.48185,10.50283,12.06715,15.63166,18.10076,14.3497,19.80844,16.82478,21.70509,19.80466,20.38052,16.39352,20.66526,14.7339,16.03283,20.70086,19.63044,15.52464,15.94725,11.23426,15.14105,13.45969,11.05457,9.31203,15.15198,11.79209,11.67717,14.24123,9.402473,9.155313,10.3141,7.902429,10.67852,7.849061,10.18079,7.661843,8.66466,7.053963,8.188464,7.367271,6.453247,6.481109,5.584207,4.378566,4.590619,3.992364
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,21.55389,17.83686,17.56443,16.39472,17.19066,10.38575,10.26336,12.29919,8.454296,9.914047,10.63749,11.16005,11.91308,10.63843,11.4934,8.359626,4.652709,6.058969,9.487576,11.0266,11.91172,9.018852,9.529943,6.950962,6.392992,5.929202,7.42969,4.934927,5.465736,5.325221,5.875069,4.752225,,
Italy,,11.74833,13.88598,15.70578,16.90675,20.26653,19.87127,21.05277,20.99247,19.23551,21.13632,23.40675,27.07698,27.24895,27.19297,26.20701,24.86386,26.75595,27.32003,28.83649,29.26178,29.27676,30.37896,30.42742,25.16235,25.58191,22.4741,20.84329,19.22092,20.80485,19.87517,19.29701,17.62779,17.73706,16.19551,15.27672,16.83269,15.57492,14.71764,12.9852,13.91099,13.61814,13.68501,11.96452,11.36363,10.76694,10.75999,10.36755,10.58148,10.39303,9.921828,9.163945,9.697152,7.879987,,,7.417402,7.143229,
Japan,3.965488,4.942698,5.489535,7.0696,8.936473,9.193166,9.978228,11.44959,13.40755,15.60495,18.53412,21.04966,18.01164,19.6915,22.50024,21.5576,22.84866,23.00513,23.60443,24.80961,24.75043,24.11532,23.43072,20.88494,17.42632,15.20712,13.61493,12.16753,11.81745,11.93846,11.35587,11.25214,11.3673,11.73736,11.57473,11.39868,10.57221,10.00459,10.69949,11.13003,10.51832,10.74169,10.58464,10.31956,9.64166,9.691403,8.973411,8.767459,7.895683,7.859913,7.688793,7.363149,6.820194,6.201083,5.875571,5.517102,4.886628,4.368592,4.045951
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.77126,20.76008,,,15.74673,13.27516,14.43997,20.35419,28.80912,27.76167,25.18575,25.92726,22.09184,17.11312,17.6065,16.63674,16.74162,18.17954,12.77163,14.50677,15.94013,15.73229,17.76554,23.72868,30.1658,38.95764,36.01855,26.78766
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93153,20.96785,26.90752,27.24024,36.94334,48.91613,49.87776,46.24635,44.18123,48.13073,54.57819,52.37299,45.98692,35.06799,35.14332,33.39806,26.85909,22.78905,23.24566,19.89272,19.20866,19.58533,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,49.72184,,,46.29196,55.38168,86.41599,66.12566,60.10156,73.08112,64.63002,58.82765,43.88482,55.16604,65.83008,42.85035,37.93636,,,,,,27.26135,32.69985,28.76419,26.31478,28.31629,22.00716,22.17951,26.66027,16.72359,14.23858,,,,,,20.55321
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.67237,24.6777,,,14.94372,19.07568,19.11685,25.03405,36.76483,29.59407,32.98791,27.42209,20.38249,18.77205,18.82493,21.18125,17.07935,15.56267,13.76707,14.14923,17.40522,18.35525,21.22079,24.02444,20.21399,22.25599,32.87328,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.39437,31.44419,33.16933,31.5435,27.99417,21.48469,18.46501,20.88076,26.42558,31.86509,44.5143,49.90059,35.27782,31.3528,34.8986,29.83915,25.35958,25.04599,27.07426,26.68897,31.09055,29.58335,27.97641,26.88688,21.98825,21.18332,20.55356,24.3234,18.13687
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.90367,31.75574,,,21.11829,22.44272,19.32065,28.64175,32.66392,38.10944,43.95546,27.72638,36.98108,27.61696,29.78733,25.08209,26.18788,31.23298,23.91402,23.72995,23.75982,23.15266,25.28349,26.32281,25.29155,26.43929,24.94205,18.18128
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.77512,10.7202,7.547527,6.952771,6.662549,9.093384,9.207448,6.625393,7.326079,5.453278,7.656472,9.335497,6.782013,,,,,
Mauritius,,,,,,,,,,,,27.41474,18.47765,19.78525,17.11904,15.34169,21.9153,18.09451,23.0432,18.44645,30.33198,15.87532,23.17818,33.66121,32.37819,41.83432,45.19727,40.88572,19.59394,26.29602,6.579009,6.683865,3.509778,2.018173,2.840385,2.790062,1.900167,20.50066,20.74265,21.14517,31.36245,27.38729,25.39199,31.6838,26.42325,27.30148,23.69444,26.25301,18.7318,21.90176,27.76727,25.49004,32.67021,20.90914,21.28625,19.15171,10.41956,14.39374,22.38997
Mexico,,,,,,2.338753,3.835196,3.865566,5.180652,4.408814,3.848757,4.795287,5.46841,11.10643,12.32334,12.87482,12.89422,12.50694,15.30948,12.64096,11.86291,13.94363,15.6491,14.18848,25.90683,26.86123,31.81847,30.85359,32.86431,37.67714,35.28743,38.99621,33.85355,33.49659,26.09262,24.88634,25.3896,23.33598,24.66152,25.32406,26.17259,24.74975,24.26183,23.41553,23.16248,21.45599,22.26428,21.65104,17.15874,17.20522,13.89183,14.14405,14.72706,14.86055,14.77871,15.33776,16.47761,13.32669,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.17246,30.77853,,,17.65251,20.71619,20.79609,25.49934,32.09598,33.02184,31.38604,27.29634,19.40691,21.86489,23.53157,18.16574,19.40292,19.86782,14.54286,14.92057,17.17354,16.5815,16.63206,19.16763,17.06395,16.10283,16.16618,17.98214
Netherlands,7.670477,9.627859,10.42442,11.97657,14.28798,16.4461,16.21698,18.06995,15.04633,17.01634,18.44172,19.48718,19.74855,17.47589,18.595,20.55182,19.29323,22.05055,20.03914,22.3281,21.65572,22.60605,21.01084,18.83346,13.14869,14.14432,14.9724,15.04249,14.38405,9.756407,9.742048,9.222967,9.526093,9.883418,9.832742,8.790334,9.101614,8.399158,7.698741,8.057628,6.72929,6.350756,6.035754,5.541165,6.143341,5.379156,5.456329,5.534647,5.196291,5.149518,5.495337,4.850063,4.357656,4.14984,3.981895,3.980197,3.471722,3.606133,3.740413
New Zealand,11.03905,10.63478,10.04586,12.04707,14.16512,12.92879,16.17845,20.9759,15.96655,12.78805,15.55479,13.64112,13.88952,15.70174,17.02104,22.10835,22.52214,23.3184,18.41974,16.08997,23.73091,19.29627,19.63826,23.5228,13.39007,17.12712,17.85383,21.49358,19.31945,15.65388,14.33875,14.80684,15.11484,13.23736,13.57706,13.86219,16.87905,14.17979,14.10609,16.33016,14.88897,10.05628,13.28294,8.756478,12.8516,13.61326,10.20963,9.530667,9.348185,9.435233,9.574654,10.37803,10.49004,9.762107,9.72759,9.044278,9.028976,,
Norway,,4.575482,4.513663,4.607761,5.468971,3.731901,7.486939,8.396447,8.215596,6.208244,8.442176,8.908398,9.461195,10.00271,10.49984,11.81751,11.81333,10.00392,9.563184,9.789182,11.29272,10.67558,8.230623,9.713876,9.424476,10.15658,8.560524,8.642265,7.699126,7.785939,5.160914,9.346874,7.210866,6.584853,6.866384,7.30062,5.700387,5.261989,5.753465,8.438875,7.225774,5.941782,4.976565,4.509002,5.67635,5.511133,4.373924,5.876642,5.016635,5.137088,5.561321,4.704358,6.290791,4.361148,4.408611,4.348069,4.006011,4.452625,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5246,29.89337,24.55838,27.94211,19.38745,26.94958,,,,,,,21.46471,24.98369,31.21781,29.41525,17.30899,17.86379,22.21716,19.61824,15.76104,,22.34818,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.75782,15.05669,14.55501,14.03781,11.40399,9.629374,9.271273,12.90179,10.20318,12.68226,14.30915,16.67129,16.45637,,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.000014,9.324703,,,,11.3868,12.32381,10.61405,11.42668,10.5093,12.00395,12.19105,,,,,
Poland,,,,,,,,,,4.243586,4.032872,5.417126,6.041768,6.525587,6.780147,7.960229,9.196448,9.413005,11.42719,11.28953,11.80785,12.51722,,,,,,,,,,,,19.08408,18.58478,17.19167,18.28575,18.3776,18.51413,25.25955,28.43224,27.86409,23.93966,21.47105,23.26828,22.62953,21.86791,,,20.69852,20.24862,17.53176,16.82143,16.62956,18.26438,15.90907,15.10607,15.68298,16.3156
Portugal,,,,,,8.290482,8.81719,8.84026,10.50063,11.91617,11.75654,12.22155,11.69145,15.19011,18.10355,16.49594,22.18568,20.93511,24.79706,24.62359,27.23294,34.58752,31.84307,34.71589,33.42586,40.75203,40.74761,32.52306,35.30385,38.81557,32.27682,40.05965,36.19727,34.65936,31.72966,29.30574,29.01709,29.65399,29.75264,29.03632,25.04533,26.58233,23.24748,21.8912,19.3947,21.22079,21.65771,17.81312,16.9889,12.77573,11.69464,14.4888,17.8784,16.94155,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.37359,33.3951,25.81632,25.60627,24.06065,27.93084,29.32212,29.00272,25.71465,24.13693,14.89858,15.34073,16.04162,14.78965,14.34613,13.89982,15.41895,15.13678,15.03999,17.89512
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3686,21.03659,21.20592,19.13983,18.42908,15.53874,13.22804,14.22059,19.64134,24.74749,27.08087,29.62152,28.20062,29.1487,26.44339,24.56393,21.19161,19.0181,21.25034,30.083,31.03181,32.48918,32.13238,32.67407,30.89685,29.82125,27.62895,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4626,12.18346,10.46016,12.78869,9.040663,8.571011,8.116454,10.27456,11.58196,12.65341,12.16694
Singapore,,,,,,,,,,,,,,20.40446,19.78775,11.97815,21.57054,19.54151,18.28103,18.54482,17.40112,26.62011,19.94014,29.25727,17.8434,16.11542,13.33034,13.33277,13.49873,13.77313,11.25507,16.09863,14.45042,16.38931,14.79795,14.25568,10.94663,7.661976,11.61559,8.421032,10.07695,8.381217,7.243143,6.581762,6.705469,6.569255,5.415346,6.202991,5.426597,3.798537,5.77494,4.005435,3.618239,5.436657,5.056528,4.702324,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.05776,18.64713,16.94922,19.42744,16.26093,21.38988,20.69844,17.06669,15.49616,15.56697,12.81658,17.84776,15.39092,14.3685,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.59406,28.63339,24.90004,25.36732,26.00619,24.67632,24.5477,21.09279,19.2724,20.79786,17.47823,16.66986,16.12501,12.31564,16.1041,15.71532,11.69113,12.1817,11.94422,12.76053,9.825427,9.1393,11.72401,11.39143
Spain,,4.309926,4.094947,3.297773,5.449923,6.266506,7.400995,6.694673,6.640718,7.379526,9.862426,10.79227,12.12176,9.919898,10.42653,11.45211,13.72354,13.66917,12.73677,14.9399,17.41513,20.95625,18.83875,16.47812,15.78865,17.54554,19.91594,20.13715,19.48989,19.4428,18.26272,17.48606,15.07714,14.8005,15.74149,15.16013,16.22381,16.55593,19.27371,20.44352,18.74844,17.19964,14.78034,14.63327,14.11122,13.84032,14.42377,13.85143,14.45077,13.91179,13.89382,13.90704,12.22101,11.61873,10.67419,9.687943,,,
Sri Lanka,4.21207,4.938395,5.376089,6.048554,5.1369,5.633862,4.661157,4.841575,5.917185,5.248009,3.511731,2.674393,6.629497,3.501143,2.925831,3.293068,3.202199,2.490435,3.17163,,,,,,,,,4.577553,,,7.202807,7.654084,,12.00412,10.98467,6.037118,5.390869,,,,,,,,,,,,,,,,,,,,,,
Sweden,,7.363215,10.19799,11.09852,13.31297,13.22489,11.72248,11.02313,12.69767,14.79685,13.21141,13.55454,14.51128,15.67473,15.21788,19.21746,18.41098,13.48592,16.03899,15.1418,14.4771,14.05308,13.24247,13.68995,14.36699,12.68283,12.43694,11.25968,10.45014,10.7531,9.121899,8.182715,7.275085,6.696244,7.053022,7.510954,8.566841,6.042777,7.290675,8.388969,7.962654,6.094512,6.780277,5.631802,4.046791,5.395771,4.979356,4.419583,4.849364,5.045196,5.237343,5.615098,4.749969,4.506894,4.049759,4.271724,4.602056,4.68438,
Switzerland,,15.70161,16.96914,17.35846,18.55879,20.44908,21.53858,23.18952,23.22186,23.16767,26.41889,24.00978,25.35733,25.75072,27.69614,24.21134,23.85235,23.57519,23.58397,22.70968,25.12969,28.90057,24.94557,20.62009,20.16793,15.91968,16.24038,14.87355,17.08859,16.51541,16.9579,11.95153,16.45856,12.82458,14.92315,9.54524,12.23896,11.48418,8.755857,9.542789,9.900654,9.89144,7.629197,6.264695,5.922066,7.706038,6.930299,7.85936,6.517634,6.348775,8.289412,8.126966,5.862579,6.243299,6.095177,4.619459,4.674183,4.997523,
Trinidad and Tobago,,0,0,17.2793,20.43625,19.32688,20.9667,20.19087,23.85786,,34.25023,32.35664,16.86531,17.01673,,,,23.09571,22.7969,,24.98915,28.97894,37.32225,34.28942,35.13236,23.72948,36.16359,34.57135,28.76353,27.8642,19.78981,20.5155,26.81426,23.80533,29.06959,25.8884,16.5826,21.22834,21.66176,21.93434,10.35054,12.43771,17.87263,20.24395,12.40235,14.58469,18.61572,11.22764,14.01401,22.88597,18.59527,18.29128,20.64489,,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.90352,16.07733,,,18.16848,11.70112,18.91093,23.86634,23.20136,24.86484,25.73002,16.55054,27.08349,14.24093,11.62206,10.92107,13.52052,9.139169,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.70857,16.1174,,,12.7124,11.95352,12.94126,18.60993,23.40392,25.21311,24.90172,23.46027,19.41861,18.75096,19.58647,16.97955,14.07553,12.51371,11.97323,13.21759,16.75506,18.46722,19.15016,19.50067,24.15804,23.81198,,
United Kingdom,7.121458,7.440658,6.930807,7.900411,8.519295,8.430444,9.361965,8.743983,9.985091,10.56295,12.30715,11.04819,11.3328,11.44047,12.22583,13.27825,13.15621,12.43126,10.31559,11.39568,11.91082,11.63005,11.4972,11.87443,10.06119,9.542002,9.639284,9.008497,10.35166,9.538646,8.749298,6.383471,8.117451,7.785266,6.907455,7.087945,7.280121,6.809959,6.606742,6.652461,6.913404,6.40357,5.875535,5.13269,4.410979,4.456501,4.636253,4.297999,4.621809,4.146386,4.20358,4.170966,4.253709,4.655348,4.03399,4.071353,4.27144,4.050366,
United States,23.55812,25.04427,25.46117,24.54295,22.82121,23.75744,24.34032,23.51921,21.81913,22.40994,22.21075,21.67493,22.63326,24.51481,25.44897,26.19336,27.19021,26.28023,26.41288,26.00568,25.87024,24.15176,24.94151,23.1878,18.4682,17.29712,17.38762,17.79544,17.99261,17.97269,18.16365,17.55979,15.38146,14.70647,15.16278,14.95843,14.87703,15.12143,15.51475,15.43416,15.43249,13.89601,13.45486,13.0741,13.72949,13.81569,13.96891,14.27193,14.28945,14.17964,14.16002,14.08123,14.47103,14.75679,14.78685,15.04292,,,
Uruguay,,,,,,10.3071,9.125193,6.195578,7.136828,9.243731,6.310612,,,8.936253,7.691714,10.49312,9.280773,9.222995,7.820945,8.8965,8.866331,10.69006,5.775168,8.531491,7.119011,8.42413,8.110528,5.639097,8.447706,,11.7269,14.89889,10.54244,11.29556,9.225227,9.348389,8.042766,12.44667,16.25092,18.55779,13.50954,,,16.56209,20.20061,16.68076,18.03117,18.34782,15.96321,14.99561,12.04794,15.05215,,,17.04481,,,,
