Suicide 45-59 all age adj,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Canada,16.40793,16.44334,15.88453,14.62467,15.82828,15.36593,17.81573,17.72882,17.60797,16.38085,16.42358,17.01091,16.91622,15.8025,18.2308,18.73521,19.40171,18.4552,19.65491,22.6147,21.61644,22.94525,21.04149,22.74161,21.35132,19.98651,20.61674,22.70058,21.5623,21.18453,21.38575,20.84091,21.33539,21.08312,19.91991,17.88014,19.28884,19.69857,17.49992,17.60214,15.37948,16.23399,17.10673,17.75336,16.80196,17.71367,17.62733,17.13902,15.85515,18.10482,15.76331,17.97453,17.04659,17.58549,16.54846,,,,
Chile,,,,,,6.380446,12.28785,11.51474,10.70366,8.172068,13.03254,12.84416,10.77977,5.489687,4.249742,3.308187,12.13758,4.131701,15.78534,12.33045,9.491437,8.576774,8.008657,9.942191,9.49617,12.71014,10.63443,12.79193,9.610775,8.773992,6.909138,10.78567,10.56572,9.387939,9.147476,10.35957,8.089782,8.812962,8.454083,7.663801,9.466029,8.341122,6.570333,7.950157,8.642545,10.3056,9.579021,8.434752,11.11514,10.6419,14.23464,16.2915,15.14948,14.90839,14.8541,14.61816,,,
Colombia,,,,1.291185,1.884553,2.117141,1.90621,1.222004,2.554594,4.148469,4.614845,6.301445,7.813215,6.346019,6.608385,7.627462,7.256298,10.3275,5.766287,4.515797,,,5.351559,,5.343261,5.526648,4.32903,4.539517,,,,,,,5.450432,5.39856,4.659379,4.148894,3.533903,3.198608,3.180226,3.300728,3.929321,3.726794,3.873175,4.001169,4.443103,3.71206,5.742757,6.128679,6.258109,6.445152,5.546685,,5.2834,5.007138,5.156207,,
Costa Rica,,,,,,,,,,,,,2.114343,5.261403,6.25753,6.264845,7.807458,3.260434,3.619866,8.508693,4.157518,3.216993,6.936271,4.214379,4.445976,5.416225,11.86021,6.87148,7.211957,5.88625,6.878137,5.403506,9.080105,5.183799,11.45424,9.952598,8.51564,7.771489,7.308991,6.256464,5.972785,7.326355,8.698976,8.006934,7.206677,9.18491,7.504276,9.284877,9.26452,10.95371,8.66099,8.288934,9.017715,10.62798,13.12813,11.21393,12.45683,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.60297,33.15058,39.08744,34.96324,32.35547,33.67112,30.18329,32.82012,31.21338,31.54149,24.66986,32.02187,26.30965,33.90505,29.76617,31.73956,24.15864,24.69244,25.90907,23.97471,26.93998,26.40864,23.20779,23.7825
Cuba,,,,,,,,,,,,,,,18.47918,,,,19.67835,15.94172,17.45263,22.80853,22.79981,29.40005,29.13569,27.2757,31.16927,27.25821,,,,,,,,,,,,,,,29.0499,28.7867,27.7561,27.51391,23.09487,25.88878,25.97272,23.43562,22.57101,19.5457,18.92334,18.64304,20.87266,17.94201,18.79312,17.0801,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8225226,0.8217293,,,,1.428339,5.448784,2.573064,1.942802,
Czech Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.48231,24.46896,24.3595,25.05039,27.16457,28.13729,26.73184,28.06693,23.95447,23.33713,20.02352,23.28503,21.85474,22.11918,21.64859,23.07203,22.50046,26.03222,25.2826,24.20548,22.0116,20.34423,19.64031
Denmark,,45.78322,45.0581,46.13883,46.30704,46.48083,44.59927,40.12508,39.20862,37.74768,37.91361,31.75071,34.17641,31.50415,39.28078,39.9967,33.095,33.86131,40.2052,39.33581,42.52905,50.17863,48.72517,45.18806,50.07526,45.85703,43.98853,42.80435,41.64366,48.96209,55.23602,54.10103,53.4777,47.93216,50.23196,45.86191,46.52084,46.8867,40.78823,45.58515,39.03183,35.49042,37.54277,34.39785,29.30859,23.9918,25.13281,19.67146,22.78729,20.72129,19.36918,19.54792,17.37134,16.45868,17.22804,15.25329,15.54067,,
Egypt,,,,,,,,,,,,,,,,,,,,,,,,0.1333329,0.0238297,0.1948755,0.1440014,0.4746628,0.3651297,0.32462,0.0276135,,,,,,,0.1161955,,,,,,,,,,,,,0.1153921,,,,,,,,0.0421443
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.454538,6.979146,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.15152,55.79015,,,55.52113,42.61466,38.60192,37.26749,34.74925,42.30667,41.76364,54.2945,68.21722,73.71066,79.73456,78.81607,66.52065,60.45348,52.42144,45.85772,48.02802,42.04836,39.4712,41.77,34.62881,24.1506,25.49371,27.39054
Finland,,,34.77101,39.48872,37.1858,41.10536,52.73334,48.10695,45.41645,41.40774,41.07832,42.15141,44.15559,42.41391,39.64263,36.70595,38.69864,40.9995,41.99155,44.20416,39.24994,37.74678,37.87621,38.44509,38.73417,35.38774,37.45334,41.30157,41.22363,37.14595,36.80562,35.98697,34.91704,38.03113,35.02624,36.87012,43.10454,38.24119,41.91446,40.22743,39.37595,42.48936,44.0769,42.02942,39.42449,38.73828,34.43317,37.73681,34.59288,34.67186,33.00439,33.01061,29.67616,30.39775,28.76992,29.69562,30.2593,28.79481,30.30936
France,27.32341,,28.62413,29.78103,30.6127,30.44841,32.50866,30.84251,30.55383,30.93087,28.06255,28.33536,27.32504,27.42005,26.7,27.05557,28.14612,28.22952,27.22573,26.12449,26.07815,26.41294,26.79833,25.16416,25.10268,24.56284,23.8536,24.88983,25.36246,27.39363,27.69216,27.97895,29.74846,30.50664,30.86427,32.34614,33.2766,31.63597,29.31709,28.53893,28.57174,27.75736,28.45363,28.48961,28.22713,27.23984,26.81258,27.50669,24.52109,23.85813,24.74118,24.76772,25.19145,26.73773,27.62804,26.70842,25.83604,25.67911,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81073,8.817485,,,7.359145,8.050347,6.876897,6.843634,6.762793,6.268274,6.368847,4.656037,,4.966221,6.324339,6.742005,6.612193,4.694949,5.890662,3.731237,2.405278,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.24722,23.72039,21.6406,20.71837,20.66227,20.5077,19.64275,20.34674,18.99172,17.35761,17.76617,17.96072,17.36011,17.9143,16.70296,16.54975,15.44075,,
Greece,,,,,,,,,,,,6.496391,5.383096,5.472965,4.952256,4.701807,5.938339,6.157102,6.407434,5.896133,5.599097,4.905921,4.088933,4.12565,4.179414,4.284017,3.824237,4.702034,3.710789,4.37943,4.01127,4.494569,4.732684,4.871029,5.075543,5.430447,4.432018,5.452909,4.965887,4.056275,4.009963,4.71885,4.392578,5.23003,4.43927,3.877649,4.119077,4.236733,4.940386,4.816867,4.048726,3.989465,3.580632,5.212295,3.789388,3.859598,5.004152,3.762395,4.881826
Guatemala,,,,,,,,,,,,,,5.166433,4.727506,4.10688,2.902653,6.448174,4.830283,3.494356,4.997349,5.143509,,,0,,,0,,2.511602,2.603872,1.139323,,,0.593151,,2.924954,3.979036,2.730992,3.244096,2.638701,2.178668,3.801722,2.770085,1.233972,2.579821,2.22877,2.495986,2.98019,3.656682,1.711735,2.641786,3.671344,3.114813,2.557173,1.771769,3.345071,,
Hungary,,,,,,31.0552,29.81202,34.02433,34.99239,40.80104,38.98438,37.69044,35.9972,41.16483,42.45873,44.56298,46.58488,45.66589,49.54387,50.17789,51.24594,54.81789,59.34183,57.4554,63.15455,60.28963,62.35305,59.84456,67.3613,67.58329,68.88486,67.89851,63.92354,73.38367,69.22478,67.69234,68.5443,68.76258,63.23498,63.51226,60.33761,57.59308,58.82343,52.91404,53.93088,50.24129,51.01072,44.20508,49.79943,49.8996,50.47718,46.34988,43.06946,44.88783,44.20688,43.53276,42.42823,41.48452,41.53439
Ireland,6.202548,6.407434,4.616746,3.194121,4.085738,4.184505,4.272779,6.042047,6.784061,5.572553,5.754852,6.825019,3.392148,4.154272,3.154293,4.35083,3.146879,5.056429,4.648156,4.613904,2.810884,4.029312,7.793078,6.137851,6.702637,8.000025,8.847921,8.124308,9.906764,7.127156,13.77586,13.58659,10.23423,13.04213,11.64758,9.904664,13.73198,11.0252,10.48432,12.57,16.35779,12.50569,14.7118,13.11784,17.78162,12.92424,12.70336,15.77836,17.18891,14.90553,15.09304,17.44994,14.01096,15.3846,16.83382,14.1788,14.74254,14.48972,12.18448
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,12.72929,14.53748,9.755129,8.999907,12.41928,9.952296,7.848883,9.238349,8.106013,7.328951,7.522724,10.70085,10.68439,12.54893,11.20997,10.23938,12.43663,10.71155,10.57989,11.9864,9.651477,6.121183,6.509087,6.705673,9.254803,7.402683,8.697495,8.537641,10.6547,9.350211,10.64634,7.850746,,
Italy,,13.32078,12.40914,12.85771,11.50704,12.70877,13.43809,13.173,12.15195,12.06367,11.78651,9.57787,9.498666,9.28091,9.377993,9.539831,8.339761,9.172846,9.284381,8.725229,9.216686,8.82865,8.66711,8.45742,7.59004,7.637032,7.821603,8.777593,9.103479,10.24783,10.89609,9.936275,10.62585,10.65676,10.72811,11.35628,11.19853,10.37448,9.550773,9.74202,8.719873,9.15467,9.883296,9.543382,8.898377,9.462149,9.739944,9.256548,8.357983,7.650028,8.228343,8.100295,8.134084,8.106693,,,7.538542,7.74648,
Japan,31.55539,27.37483,26.09901,25.68216,27.57338,28.65106,28.10651,28.87322,28.36036,26.10133,24.48492,21.78069,19.98343,19.69585,19.2269,19.17417,19.40604,17.72333,18.11242,17.66679,18.89336,18.89739,20.94365,20.57372,20.39363,21.52352,21.57627,22.80251,22.57835,23.59545,24.14764,24.67217,26.12759,34.27896,33.45579,32.67706,34.64703,31.42257,29.13759,24.80083,24.02535,24.40283,25.30864,25.52853,25.02518,25.89636,26.7535,28.26949,39.34705,39.12409,37.54374,35.6484,37.7522,39.51999,36.55532,36.23304,34.11016,34.88808,33.15664
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.72369,46.78427,,,46.51466,32.988,32.92905,33.55011,37.8652,36.10715,31.19748,32.09789,38.6428,42.13683,53.11885,56.78054,53.76023,52.34434,44.01859,47.48822,45.22253,43.67992,42.70523,38.57247,35.44305,34.78512,33.21571,30.19202
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.67571,12.96884,12.12945,10.10514,10.00733,10.78749,9.332472,11.72892,13.49751,14.23481,16.34851,18.02856,19.66336,29.72993,23.29259,20.91864,22.44405,26.89803,32.82755,35.66676,33.22173,31.33709,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,2.131865,0.8372027,2.467686,1.726221,0,0.5673398,0,0.7223459,0,1.792481,,,,,,0.5876019,1.40569,3.519767,1.367829,0.4499591,1.373562,0.3387339,0.3315502,2.083102,1.594433,,,,,,1.727198
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.36775,34.17866,,,31.56753,19.8291,25.08559,24.43198,25.49671,30.91869,24.32805,24.32898,30.19902,30.48888,34.55191,27.70307,27.3804,20.17332,24.22954,22.64363,20.92345,26.43738,18.67716,14.74404,13.17426,12.76725,14.19602,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.19722,51.32151,53.30423,51.54174,55.62389,47.74512,40.85803,37.09729,33.39719,42.559,39.00885,46.93444,63.81716,76.81935,70.55948,69.49409,67.33665,61.78943,62.12502,51.46268,52.3489,52.84694,48.13261,40.44683,37.17793,37.72313,34.22614,27.81954,32.26064
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42686,54.49704,,,56.94865,43.51405,51.13774,47.40794,51.68343,48.40392,57.65438,71.52461,86.32106,90.52236,87.60471,94.88054,84.2002,86.69112,81.87761,88.83929,81.16686,76.46521,75.34862,69.92923,64.41488,51.6712,43.31828,49.28311
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.73467,11.93752,11.80993,10.76647,9.188316,12.5619,8.796052,11.12212,11.49984,7.760861,12.33814,9.481766,9.382718,,,,,
Mauritius,,,,,,,,,,,,8.252872,4.143164,9.958479,5.543954,12.40104,7.879913,3.904802,9.955247,1.25538,3.546102,15.10802,5.511054,14.02021,7.09346,7.363745,9.458796,11.06225,15.60179,7.028434,5.088942,2.944139,3.940405,2.683148,16.44852,13.95031,1.826006,18.02223,21.8079,19.29716,15.21502,17.46653,17.63911,14.14786,11.11715,18.34421,15.77997,8.767474,17.00176,13.63397,12.91683,10.81324,14.85852,13.79349,10.95347,10.48159,11.60527,9.913855,7.616582
Mexico,,,,,,1.666055,3.113822,2.64003,3.200678,4.343093,3.984325,3.124813,2.335392,3.771752,3.013062,3.094022,3.255873,3.625802,2.27078,1.290552,2.038795,1.299465,1.21952,1.11092,3.878927,3.077259,2.608637,2.631625,2.936208,2.387513,2.297862,2.910534,2.230004,2.397008,1.734742,2.841451,3.507962,3.347371,3.670267,3.385654,3.507124,3.740374,3.75646,3.935138,4.124008,4.310264,4.563076,4.289759,3.844137,3.813919,4.238038,4.512572,4.332784,4.525942,4.489498,4.749228,4.703785,4.342749,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.00521,41.97714,,,42.54815,43.16021,32.77751,36.56758,33.92325,30.69022,32.69689,31.89695,32.11235,37.76242,36.74203,34.7553,32.52854,34.10395,32.37556,30.68605,33.01424,32.61554,36.24503,32.02622,39.80027,36.2268,31.81451,31.67667
Netherlands,11.38352,11.69854,12.99373,12.29511,12.5779,12.53287,11.15479,12.27015,12.96675,12.19936,13.4471,12.56973,12.05292,11.34387,13.34598,12.05699,14.87847,11.02518,10.58751,14.45208,14.81225,15.30995,14.06775,16.85825,15.82464,16.57321,15.76076,15.58356,14.88061,19.08333,15.24405,16.02008,17.11191,18.50605,19.04819,16.47221,16.75935,16.04656,14.7802,15.7783,12.51803,14.11046,13.90898,13.43174,13.91105,13.0034,13.87744,12.29348,13.55102,13.35516,14.69042,14.02495,14.72624,14.21715,15.54472,15.85852,15.16754,13.25392,14.38827
New Zealand,17.29,21.90312,19.39702,20.20061,17.5336,19.76581,23.15273,20.164,21.861,17.23189,21.55083,18.21084,14.40906,23.49789,20.77374,21.47697,22.83961,20.49707,22.09578,19.84247,19.17778,18.38425,17.42529,19.33797,16.41333,17.04831,17.04029,19.51225,18.55864,18.14794,15.36785,15.16788,18.78351,14.45452,15.85551,15.06424,16.56849,20.16794,18.33356,15.16748,15.93862,16.14924,17.18,12.94297,14.52889,16.46851,14.2932,13.4856,14.14409,13.35015,12.7778,10.22083,13.03162,15.33696,12.75736,15.42773,15.5965,,
Norway,,10.30468,11.13173,16.45437,14.82584,14.76754,14.62126,16.44655,17.12256,17.05338,12.93701,11.75649,15.24909,15.71689,16.00035,13.63796,13.24509,14.16244,14.9425,15.92439,15.35866,13.65779,16.45596,17.09757,19.30702,16.86074,18.97177,19.24577,20.02037,22.62464,21.29943,23.82686,24.3332,28.78504,22.80299,22.62688,22.80586,24.03097,25.31807,22.78076,21.95197,22.82256,19.1054,15.66682,17.95293,15.76027,15.27265,16.17056,16.48978,16.79167,15.63349,16.42296,13.34187,14.5804,16.51565,14.77325,15.98337,15.92341,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9877684,3.914336,6.784987,6.171742,5.423663,5.605303,,,,,,,5.275871,6.056126,6.534422,7.477975,6.309802,7.246361,9.808672,8.171138,7.183045,,7.260998,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.884883,2.893495,1.686781,4.072937,4.048021,5.400704,4.200169,4.25078,3.499994,3.501838,4.38238,4.984805,4.88987,,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7976406,1.467251,,,,1.535002,1.593054,1.98439,2.693802,2.053706,2.108366,2.385167,,,,,
Poland,,,,,,,,,,12.44367,15.02795,16.67894,17.25696,15.42915,15.55233,16.44478,17.59809,17.91558,19.78,20.00993,18.92047,20.24006,19.14679,18.8282,18.77402,19.04871,20.66485,20.84507,22.06655,19.9664,,,,18.82906,22.57128,22.15889,22.21852,22.54167,20.67513,18.86119,22.4863,24.83778,25.76098,26.18378,24.23173,24.82436,25.20009,,,24.35914,25.53506,26.84813,25.59807,25.51164,26.65965,26.57774,25.63345,22.41498,24.77092
Portugal,,,,,,19.16714,24.14749,16.53774,16.35456,16.4419,17.87796,17.28467,14.85257,18.13327,18.86835,17.30181,18.03009,20.03923,18.35152,13.90431,13.18429,15.41994,14.20271,15.2071,14.55915,14.88511,15.33682,16.94825,14.19848,14.31111,11.07291,11.98383,12.0565,14.71253,14.64238,14.08764,16.11157,12.42602,11.91174,8.980762,10.68299,10.98223,11.3414,9.737095,8.902857,10.60868,7.249681,5.396626,5.686604,4.744144,4.02993,7.213218,14.05372,12.68034,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.04515,15.84684,16.071,19.43117,22.16705,22.23625,22.6916,22.98905,22.47894,22.8652,21.30782,22.70626,20.95081,25.23807,23.35607,21.18456,21.4007,21.94805,18.81117,18.80189
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.11445,56.77917,57.52423,,,54.92439,38.82104,38.57721,40.09857,41.94047,42.0094,41.13313,50.31666,63.6151,68.44034,65.75285,59.96068,55.26493,50.96143,57.55064,56.16706,55.61583,51.02588,49.1299,45.22784,41.48061,37.01822,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.71713,24.33386,22.84836,23.77132,22.76752,22.49653,23.72842,22.89464,24.46839,21.87434,23.60393
Singapore,,,,,,,,,,,,,,28.07436,18.32153,20.15561,29.71091,21.60026,28.02783,18.72093,21.15013,23.99366,25.35589,15.44811,13.27158,19.05494,18.34525,10.33816,10.76338,13.52586,17.63576,8.190077,9.933002,11.86898,11.56081,15.06877,16.078,14.21583,16.32411,15.25607,16.41644,8.907697,8.903259,12.78258,12.89463,16.22052,8.327791,11.83165,13.8906,11.74365,11.85824,12.10843,9.873665,11.34773,13.21089,12.97365,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5823,27.07899,24.24311,23.55447,20.24917,22.15421,20.82453,23.43439,24.92166,20.448,25.02803,26.60821,23.02279,23.70529,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.44774,51.96138,58.48825,58.08899,63.35021,51.44051,52.08814,40.85026,46.01423,49.14972,45.41532,47.19719,44.20737,44.63194,45.36016,42.96677,42.8294,46.82408,39.78878,42.40939,31.53155,35.0998,31.57965,31.38629
Spain,,10.6609,10.31163,10.60644,10.20619,10.32564,10.01063,9.886132,9.543213,9.75139,10.3414,9.628193,8.414834,8.974181,8.721887,8.495224,8.535532,8.13227,8.127973,8.312354,7.255373,8.088497,8.096642,7.436934,6.651659,6.743616,7.584958,6.820705,7.252724,6.911936,6.803657,7.411188,7.457575,8.773954,10.15807,9.710219,10.70264,9.611599,9.995373,10.03923,9.149666,8.883964,8.47183,9.684294,9.979558,8.781539,9.90583,9.548324,8.747792,9.049565,9.180217,8.205688,9.694486,9.66108,9.717747,8.55923,,,
Sri Lanka,11.80787,10.19954,11.40645,12.74062,10.99462,10.01019,11.12284,13.56834,13.0646,12.872,15.97514,15.93743,16.26185,17.6185,16.75875,16.32985,22.17503,21.88138,21.66969,,,,,,,,,20.72457,,,28.03409,29.992,29.68224,36.8459,36.63092,33.81306,34.80083,,,,,,,,,,,,,,,,,,,,,,
Sweden,,29.15392,30.84994,33.83006,28.35409,32.27471,37.59951,36.27739,32.14674,32.63372,31.69981,32.20794,29.95411,34.52884,35.50039,32.53778,35.70304,38.18602,36.27528,40.04014,39.55551,33.75938,33.93558,33.34684,32.69561,31.29825,30.55253,29.53157,28.61804,32.44765,30.65776,30.71246,31.43919,30.54277,28.90873,26.83214,26.82917,28.89093,28.69465,24.92027,23.29546,24.30199,22.65098,24.42687,22.31261,22.03626,21.88153,20.27632,21.11084,18.87475,17.31563,19.86259,18.95589,17.51806,17.72461,20.54361,18.53976,19.29264,
Switzerland,,35.34333,34.19568,36.87019,38.15527,39.92645,36.86553,38.59221,37.19729,33.60867,32.48106,32.44502,32.25153,28.93514,27.02771,31.60152,32.58464,29.91753,32.70811,31.0162,33.58397,29.7326,32.01093,31.16265,31.90912,36.42507,33.54196,37.68393,35.74061,36.37267,35.85851,33.06076,32.78193,37.73,34.58454,34.87254,30.40055,30.04181,29.88031,28.19229,29.69256,30.6484,28.1099,28.73184,28.18028,27.9638,26.61658,24.9866,26.06554,24.68979,24.32665,25.08163,25.84036,23.59423,24.43233,22.75939,23.41495,22.3959,
Trinidad and Tobago,,7.705359,7.028968,7.906781,6.423572,7.488379,10.50566,8.018805,2.143833,,10.05052,5.620079,4.253507,4.3567,,,,7.06994,12.28266,,16.3173,7.583007,14.09401,12.43809,11.70044,10.60998,14.98671,13.69683,4.784369,6.549284,4.740809,6.435704,6.099112,7.689556,5.333906,2.660455,14.10402,13.13995,22.77594,24.92329,15.34275,15.33278,19.11858,25.20574,19.3974,22.81043,14.61706,16.31891,20.33389,15.93382,17.57122,19.99991,15.07654,,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.95435,17.46527,,,19.32293,19.27488,17.07967,16.60777,18.05141,15.26517,14.0656,10.75401,12.50795,11.68655,11.01852,11.84135,13.67925,18.75088,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.37652,42.534,,,39.39424,30.34116,33.36134,30.56205,35.42043,34.89704,34.84893,37.91689,39.50111,45.06287,49.43753,51.94537,49.72828,49.50703,47.10971,47.57722,43.00803,38.94458,38.72568,35.32996,33.03371,30.29969,,
United Kingdom,17.71655,17.44173,16.62218,17.31272,18.52602,18.99108,20.03152,19.57093,19.58593,18.97033,18.3626,18.45726,19.4468,19.02088,18.56621,17.14155,16.83589,15.30235,15.0363,14.0796,13.04334,12.96968,12.36664,12.49873,13.29718,11.82143,12.07733,13.40527,12.41522,13.81942,13.92987,14.49006,14.63775,13.87858,14.25332,13.90584,12.27653,11.58877,11.38513,10.72517,11.08532,10.88589,10.85334,10.68469,9.447948,9.089742,9.248087,9.198031,9.230155,9.642033,9.611088,9.635947,9.373884,8.943982,10.01023,9.684951,10.25279,9.217085,
United States,22.23283,19.65947,19.03999,19.39945,20.1191,20.99989,19.94567,19.34706,21.5487,20.96919,21.58768,21.27938,21.87673,22.09381,21.37524,21.79388,20.87042,20.41327,20.31388,19.75455,20.3944,20.66718,20.32255,19.90562,19.81623,20.15453,19.49839,18.95319,17.23765,16.43801,16.01668,16.40593,16.77823,16.29593,16.6915,16.03288,16.55632,16.10482,14.95959,14.85441,15.20866,15.47914,14.67456,14.5861,14.09944,14.11624,14.7358,14.63876,14.52545,13.86226,13.93211,14.83454,15.41073,15.53439,15.92827,15.83808,,,
