Female 20-39 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Belize,29.41176471,25.64102564,25.53191489,24.07407407,22.22222222,22.3880597,22.85714286,26.58227848,29.34782609,30.55555556,30.64516129,31.20567376,32.05128205,32.3699422,33.68983957,33.66834171,32.71028037,31.25,29.95780591,29.218107,28.06324111
Benin,26.11872146,26.43678161,26.68890742,27.32156562,27.24113968,26.48883375,25.88555858,25.49763033,25.71662572,26.73852573,27.08208508,27.67697419,28.03861343,28.4872672,29.06281157,29.78817299,30.80057841,31.73943996,32.32563161,32.47100803,32.11531399
Bhutan,27.5,30.20833333,30.55555556,29.92125984,28.76712329,28.65497076,28.29268293,26.83982684,26.02230483,26,27.69784173,30.19480519,34.13173653,36.4640884,36.15384615,34.7826087,32.25806452,30.30973451,29.44915254,28.39506173,27.14570858
Bolivia,27.79411765,27.56113681,27.60047281,27.33509235,27.09798406,27.19370861,27.74502579,28.17368247,28.39726435,28.80276082,29.0430622,29.476883,30.13126492,31.00974802,31.76046671,32.31539829,32.29118774,31.58820941,30.74858757,29.5971499,28.38614788
Bosnia and Herzegovina,28.49891226,30.58668425,33.04615385,31.0982659,29.5929593,30.39370079,31.62134945,34.14634146,33.16513761,32.73045508,30.64853556,29.58248473,29.26704254,27.59689922,26.13933997,23.58591249,20.68965517,19.7740113,18.79036994,18.67728108,18.54475209
Botswana,26.76056338,27.91666667,27.57352941,25.96153846,25,25.89073634,26.74650699,27.24196277,28.48837209,29.50191571,30.84004603,32.06933911,34.27991886,35.65965583,35.79234973,34.55178416,33.97651007,33.82113821,33.85951066,33.6906585,32.73942094
Brazil,28.79623502,28.01165701,27.7334649,26.90760201,27.06053672,28.39788797,29.72808874,31.5401384,32.43429968,32.80175531,33.04308339,33.07881564,32.96917045,32.3689565,31.56472035,30.36301514,28.82037895,27.24652892,25.24559433,23.1025376,21.70123634
Brunei,30.43478261,29.03225806,27.5,25,25.3968254,28.20512821,32.22222222,34.57943925,38.84297521,39.56834532,39.62264151,40.11299435,38.5786802,38.96713615,37.5,35.71428571,34.57249071,32.16783217,30.3630363,29.52380952,29.00302115
Bulgaria,31.56878963,31.51595745,32.23350254,29.93909866,29.03909562,28.18223443,28.01888914,27.94052375,26.72780139,26.36022514,26.83877253,27.24077329,27.21404596,25.45841084,22.54875034,20.36508842,18.88028588,18.87262535,19.62190352,19.84289617,19.21835783
Burkina Faso,30.44822257,29.80038023,29.07986111,28.4581847,27.46151092,26.70326122,26.21107266,26.03580563,26.65622202,27.30109204,27.76741821,28.44302696,27.97546012,27.82810196,27.96773306,28.55065439,30.50725679,32.03889748,33.0517854,33.54982964,33.0205826
Burundi,29.25117005,27.94853467,26.91552063,26.25899281,25.89138782,25.58624283,27.1115259,28.90656064,28.97356677,26.95954488,25.20252025,28.50331126,32.74193548,34.0790299,33.81061474,32.50353107,31.56069364,31.72778123,32.18003225,32.18055556,31.36995367
Cambodia,28.55172414,28.55371901,28.37688627,28.19426336,27.87074437,28.31359278,30.3975704,29.69187675,29.33412136,28.09693272,26.72544846,29.53746661,32.17447917,35.02287503,36.35957566,33.76541919,31.65958288,29.99151983,29.64098863,29.79885556,29.21517715
Cameroon,28.89767238,28.64019254,28.31149927,27.79771615,27.10199364,26.57395702,26.03757099,25.79365079,25.95060123,26.57887284,27.65289464,28.73782058,29.86271169,30.96313697,31.39305121,31.91183154,32.66965788,33.16369805,33.41676332,33.02673182,32.18704017
Canada,31.33865248,29.6764213,27.68028982,26.05806584,27.53354928,30.32609636,33.18979526,34.92661185,33.8225818,31.43204704,29.03059249,27.18131093,26.67056416,26.56425207,25.69582773,24.34800643,23.15135108,22.18867189,22.13087488,22.50441902,22.80605729
Cape Verde,29.11392405,27.95698925,26.92307692,23.14049587,21.01449275,21.47651007,21.42857143,24.56140351,26.45502646,26.44230769,27.27272727,29.2,31.08614232,32.98245614,33.44370861,32.70440252,30.42168675,28.48837209,27.47875354,26.46239554,25.54945055
Central African Rep.,28.67756315,28.77291961,28.70249017,28.24791418,27.41935484,26.41325536,26.25649913,26.85671418,26.76056338,27.67962309,27.98742138,28.1205165,29.26297427,30.49560352,31.74427199,32.68041237,33.08681672,33.32324455,33.1900258,32.80610854,32.40354536
Chad,29.13961039,28.32965416,27.47179827,26.59131469,25.85470085,26.03129445,26.11111111,26.03930461,26.16580311,26.00722423,26.24498466,26.57550535,27.18631179,27.89074355,28.61155698,29.51515866,30.40285355,31.33188802,32.17094017,32.75,33.00021569
Channel Islands,28.84615385,28.57142857,27.11864407,25.80645161,26.5625,27.27272727,28.78787879,30.98591549,33.78378378,32.87671233,31.08108108,28.57142857,25,23.07692308,21.79487179,22.07792208,22.36842105,21.05263158,20.27027027,20,21.33333333
Chile,28.92508143,28.2284041,26.90118986,26.57678245,26.85089709,28.00605946,30.72714437,32.95843521,33.59304765,33.26468973,31.50667351,30.00607165,29.70102736,29.67905592,29.30267062,27.88816059,26.08003185,24.44942506,23.7066897,23.4651207,23.15988647
China,29.49852395,28.30659919,26.99523163,25.67607429,25.23722605,27.21860591,29.06898735,32.19009771,35.02695898,35.73207482,35.04160044,33.57410952,32.18973014,29.88636397,28.67995277,26.75194724,23.85283392,22.76048588,22.58350875,22.62514906,22.36372105
Colombia,27.87456446,26.51973495,25.34843206,24.44182052,25.0140056,27.04230034,29.25925926,31.65152821,33.18586716,32.99880655,32.87174906,32.28465449,31.49187718,31.30625249,30.61715403,29.77841315,28.9637696,28.02328658,27.23671498,26.51701711,25.71108483
Comoros,30.37974684,29.88505747,27.83505155,26.1682243,24.3697479,24.44444444,25.6097561,25.90673575,27.27272727,29.09836066,29.96389892,32.45901639,32.55813953,32.10526316,31.42857143,30.53097345,31.41683778,32.11538462,31.89189189,31.22866894,29.75609756
"Congo, Dem. Rep.",27.6714021,27.97876798,28.0721393,28.0572372,27.80590314,27.28406351,26.77568074,26.22161046,25.7612862,25.41106129,25.49797697,25.9387153,26.96951095,28.19612467,29.50262729,30.82758481,31.78046641,32.63020877,33.30102912,33.56555325,33.56913701
"Congo, Rep.",28.71046229,28.53982301,27.98434442,27.2260274,26.448737,25.86427657,25.62979189,25.93984962,26.87296417,27.54662841,27.75590551,29.20560748,30.31914894,32.05492424,32.73733504,33.01923832,33.00438596,32.74033527,32.66688165,32.22256191,31.50525088
Costa Rica,27.06131078,25.81227437,24.27480916,23.68082368,24.24916574,26.90405539,29.80935875,32.55287009,33.35539378,32.61124122,32.24637681,32.17472992,32.82275711,33.23782235,32.39382239,30.73260073,28.31114226,26.75438596,25.60576293,24.7284345,24.2700157
Cote d'Ivoire,28.58299595,28.88111888,28.56298048,28.14778804,27.10059172,26.34054563,25.79286422,25.72225543,26.13355317,27.12169459,28.25101408,28.5045735,29.37901095,30.52508165,31.26640174,32.07022777,32.62884687,32.87328903,32.79869584,32.29969089,31.6274781
Croatia,29.46428571,30.07228916,31.53409091,29.34883721,28.49187935,28.50658193,28.35622508,28.88117953,28.28975568,27.17121588,26.36986301,26.18323925,25.78809107,25.18813634,23.94618834,22.18678815,21.07706592,20.53105737,20.16480853,20.46696473,20.39775625
Cuba,30.56234719,29.63195974,29.75372279,28.43237705,27.2875817,27.64402408,28.3597448,32.56789137,34.89741641,36.26656848,33.41763006,31.2836142,28.15464471,25.48669405,24.98211731,24.52931684,22.43346008,20.877096,19.81470978,19.08575894,18.87484713
Cyprus,29.6,29.36802974,27.33564014,27.42474916,27.03583062,30.51948052,32.35294118,31.69230769,30.20527859,29.07608696,29.32330827,29.6037296,29.49002217,29.68421053,28.37022133,26.35658915,24.44029851,22.92418773,22.53521127,22.94520548,22.98657718
Czech Rep.,28.48735833,26.12065354,26.46998983,25.50979608,26.79984177,28.12439637,28.76815695,28.35061263,26.70186687,26.80490104,28.56598743,29.0007657,29.21624174,27.20629567,23.60619056,21.73102033,20.80599813,20.75222075,21.74823843,22.15843858,21.51923077
Denmark,28.78365831,26.9557443,25.6932409,25.81317765,27.11522965,28.05164319,28.79722436,29.19876733,28.75766871,28.72260015,27.87249815,25.66630157,23.85088672,23.18214543,23.27493743,23.92463562,23.96606575,23.11770944,22.43885147,22.33321441,22.47755835
Djibouti,29.03225806,28.57142857,27.90697674,27.5862069,28.39506173,28.31858407,27.48538012,27.86069652,28.05755396,28.75399361,29.70027248,30.69306931,31.97278912,33.61344538,33.98058252,33.51351351,32.77310924,31.7535545,31.2406577,30.95577746,30.57065217
Dominican Rep.,26.55462185,26.97841727,26.62613982,26.04220278,25.68523431,26.22445044,27.88231269,29.72560976,31.31506849,32,31.90324053,31.52563832,31.27087016,31.18081181,30.90368817,30.43695797,29.84452637,29.05929835,28.34872105,27.43757432,26.46280506
Ecuador,26.69789227,26.08471074,25.86750789,25.52611068,25.41176471,26.47657841,27.52525253,28.91539651,30.40672663,31.27202255,31.33257217,31.02548357,30.72113987,30.81140351,31,30.7358233,29.90330667,28.80610828,27.49463216,26.38070897,25.49192041
Egypt,29.63853194,28.60181625,27.07134638,25.49965104,25.9997747,26.44050633,26.94632386,27.83926376,27.87182166,28.40514794,29.64174991,31.25847856,33.15713027,33.16117737,32.40226871,31.26763786,29.92542959,29.87404162,29.51197958,28.70884319,27.63653628
El Salvador,27.89237668,27.77327935,26.97508897,25.97799511,25.55910543,26.01588043,26.46686366,26.7578125,27.96052632,29.47546531,29.82853445,30.10380623,30.75984132,32.02710666,33.0878187,32.25631279,30.74915166,28.68707311,26.80819551,26.44708162,25.91354192
Equatorial Guinea,29.56521739,28.57142857,28.46153846,27.73722628,27.7027027,18.85245902,17.54385965,32.5,35.05154639,32.9004329,28.2527881,25.57377049,26,27.34177215,29.25170068,30,30.2238806,31.04631218,32.12025316,32.54786451,32.6446281
Eritrea,27.03639515,27.67295597,27.89400279,28.06372549,27.92696026,27.29831144,26.79425837,25.61231631,25,23.36790726,27.56959315,32.04734765,33.43384847,32.75238408,30.96641131,31.01231923,32.10513387,33.16730813,33.54284517,32.70095834,31.20854827
Estonia,27.50397456,27.82874618,30.64516129,29.38718663,27.74018945,27.14285714,26.96202532,27.57352941,27.3381295,26.16580311,25.54347826,26.03305785,27.18446602,25.83333333,23.4965035,21.44886364,19.79768786,20.82717873,22.59036145,23.66412214,22.82608696
Ethiopia,27.46130696,27.67412328,27.88571429,27.8608127,27.80708365,27.48404191,27.18000448,27.16198579,26.99880791,26.81260457,26.6682844,26.90033559,27.83893938,29.33068422,30.69398302,31.70906187,32.54076499,32.97080231,33.21466945,33.25332461,32.84766847
Fiji,27.53623188,26.66666667,26.17801047,26.99115044,28.515625,30.52631579,31.62939297,32.76353276,32.57790368,31.83023873,30.37974684,30.07334963,29.92874109,30.93023256,31.42201835,30.71748879,30.54945055,29.7826087,28.28947368,27.09251101,26.50334076
Finland,29.43143813,27.5862069,26.69860627,25.96357476,27.5210084,29.77412731,30.57583131,31.10407598,28.93302181,26.64122137,25.26435045,24.22429907,23.52293578,23.88868811,23.29992842,22.45115453,22.05309735,21.58808933,21.80263627,22.14644652,22.21018418
France,26.03351441,25.47560704,26.4422055,24.52468445,25.35498518,26.30562365,27.98030627,29.88562379,29.28767123,28.61212588,27.13379564,25.94363683,24.58506869,23.21679175,22.74887218,22.50312296,22.40424278,22.39595511,22.2971402,21.85125022,21.49000465
French Guiana,33.33333333,28.57142857,25,21.05263158,27.27272727,29.62962963,33.33333333,34.88372093,34.54545455,32.8358209,31.25,30.69306931,30.43478261,29.77099237,30.34482759,31.09756098,30.8988764,30.25641026,29.12621359,28.76712329,28.44827586
French Polynesia,31.03448276,28.125,25.64102564,26.08695652,26.92307692,27.41935484,29.16666667,31.70731707,32.25806452,33.98058252,32.45614035,32.25806452,31.81818182,30.76923077,31.97278912,30.12820513,27.95031056,27.38095238,26.1627907,25.86206897,25.56818182
Gabon,29.04564315,28.68852459,28.22580645,27.62645914,26.83823529,27.12418301,27.37752161,28,28.05139186,28.02197802,28.57142857,29.83988355,31.11702128,32.51833741,33.40857788,33.40336134,32.90640394,31.99626866,31.4108252,30.95843936,30.58053966
Gambia,28.88888889,29.57746479,30.48780488,31.21693122,30.73394495,29.88505747,27.65273312,26.80965147,26.93156733,27.81818182,28.20121951,28.42242503,28.11791383,28.77122877,29.82142857,31.00961538,32.0057929,32.58278146,32.66423358,32.41262683,32.01685097
Georgia,29.36842105,29.25764192,32.14928058,30.63365506,27.64423077,27.19938532,26.59732541,29.27266213,29.95810056,29.04922961,28.28,27.72823779,27.76039338,27.97783934,25.97156398,23.99026764,21.77177177,19.90692865,20.56928034,21.06145251,20.40935673
Germany,27.73093295,25.68469566,27.47438959,26.24064078,25.24858127,26.2278432,25.97241178,27.61710193,29.70429454,29.12153457,27.36318408,25.14308785,23.38404861,22.82923999,22.3853211,21.38211786,20.00454534,19.23225557,18.84913316,18.81059767,19.03546965
Ghana,27.5974026,27.81849913,27.75133849,27.44341564,27.26432532,26.53473344,26.33699634,26.70083877,27.40170247,28.54460094,29.52588443,30.24331576,30.9,31.36767585,31.48796049,31.44547228,31.45165979,31.49308557,31.46662631,31.26657825,30.79160514
Greece,31.0647074,31.78807947,32.37156932,31.23150467,27.16159146,26.23483536,26.21181263,26.91240587,28.08072967,29.1558682,29.68523878,28.99069435,26.91625266,24.7313722,22.51935257,21.04335566,20.74703487,20.65159338,20.51603655,20.25978712,19.85052862
Grenada,23.25581395,22.22222222,24.48979592,19.60784314,19.14893617,23.40425532,23.91304348,29.41176471,26.53061224,28,29.41176471,27.45098039,35.29411765,33.96226415,32.72727273,30.90909091,25.92592593,26.41509434,26.92307692,25,25
Guadeloupe,28.44036697,28.33333333,25.71428571,24.02597403,24.3902439,23.07692308,27.71084337,30,33.84615385,32.85024155,31.67420814,27.54237288,25.40983607,24.30278884,24.609375,24.21875,22.60536398,21.83908046,21.92307692,20.46332046,20
Guam,36.84210526,31.81818182,28.57142857,31.25,31.57894737,31.81818182,34.69387755,36.84210526,35.48387097,33.33333333,32,29.26829268,28.73563218,28.72340426,28.71287129,28.97196262,29.09090909,27.82608696,27.11864407,26.66666667,26.2295082
Guatemala,27.53530167,27.85234899,27.75330396,27.15996578,27.0825551,27.00587084,26.39169311,26.21532196,25.97872822,26.4612326,27.46367933,28.52972807,29.37584803,30.34897714,31.1514366,31.87481605,32.488957,32.66058119,32.51610875,31.92645526,31.02418208
Guinea,28.40822544,27.77390091,27.27852135,27.44078567,27.30109204,27.45779543,27.43055556,26.94954128,26.73007543,26.69365722,26.91381801,27.36035049,27.98434442,28.69090288,29.38438438,30.1854075,31.08690448,31.86396621,32.37474059,32.43046719,32.01584359
Guinea-Bissau,30.18867925,27.97202797,27.06270627,27.39273927,28.19672131,28.97727273,28.67298578,28.01724138,26.60194175,27.62711864,28.2674772,27.89757412,28.48557692,27.51605996,28.1039461,29.15224913,30.22709475,31.12062812,31.72007848,32.08910295,32.04913456
Guyana,27.52293578,26.10441767,24.13793103,24.14860681,23.24929972,26.00536193,28.49872774,30.86734694,33.24675325,34.79381443,35.30927835,31.63538874,28.99728997,28.45528455,29.23497268,29.9719888,29.31034483,27.72861357,25.07739938,23.66666667,22.9390681
Haiti,29.55784373,28.81828317,28.27411168,27.86734224,27.41328876,27.77777778,27.92387543,27.80006171,28.08333333,27.85319256,28.49634369,30.26868178,31.84552688,33.21306152,33.81161377,33.06374881,32.36794718,31.63906339,30.90710083,30.23715415,29.41551812
Honduras,27.26045884,26.99530516,26.68680765,25.77054795,24.43946188,24.78964401,25.82964602,26.94497154,28.05077805,28.36141986,29.02501604,30.25477707,31.65354331,33.08665553,33.62560281,33.31298331,32.69671505,31.77620858,30.89712504,29.93832305,28.68680342
"Hong Kong, China",37.98126951,34.51692816,29.01069519,23.66831411,24.36757873,26.70083877,32.13101161,37.38636364,38.41178584,38.00383877,35.7225769,32.15478842,29.59978512,27.69388277,25.39215686,22.18027371,20.17844887,18.65504915,18.20974111,19.16414032,19.51009884
Hungary,30.21241493,28.34645669,28.95297078,27.96949476,27.50657154,28.59251061,28.46014493,27.60825872,26.76814554,25.91768632,26.75635277,27.60770975,27.67175573,26.61523626,24.0234375,22.57872846,21.62542748,21.00840336,21.15264147,21.34353741,21.12767336
Iceland,29.16666667,28.20512821,26.43678161,25.26315789,25.74257426,27.35849057,29.72972973,31.66666667,32.25806452,31.29770992,30.21582734,28.18791946,28.30188679,28.74251497,26.70454545,25.68306011,25,23.95833333,24.35233161,24.22680412,23.46938776
India,30.10371912,29.45697903,28.9203408,28.0823156,27.53857025,28.24504431,28.8197905,29.62233001,30.2980912,30.28987341,30.67997594,31.23254024,31.89627869,32.50529055,32.57372028,32.32590605,31.71231495,30.82350167,29.80095274,28.56552622,27.23655044
Indonesia,28.17386831,29.13425047,29.90534116,29.83119851,28.55431993,27.7333862,27.99206675,29.06699599,31.00487011,32.76563693,33.78653646,34.16684139,33.63273367,32.57871603,31.28877664,30.05137828,28.94200604,27.77983983,26.47258429,25.13106726,24.15379334
Iran,26.95725264,26.30682423,25.60015004,25.17808892,25.76026086,25.80348381,26.69685613,27.87017395,27.67318456,29.22608923,32.97419041,36.84635109,40.19607843,40.22008323,36.18739122,30.66617218,26.8302521,25.57143168,26.14686679,25.50128962,24.05436014
Iraq,29.66841187,26.66062802,25.44331005,24.70671046,23.31006979,25.3100051,25.53810355,25.97500947,27.08310095,27.57596089,29.0974552,29.91042637,29.70176115,30.72449037,31.97175996,32.75361003,32.83278716,32.31098704,31.32830296,30.61326742,29.98451963
Ireland,26.74897119,24.82710927,22.41134752,22.04338698,22.90958532,24.1813602,26.39053254,28.26333712,27.70193402,29.05888828,30.54393305,32.07637232,31.62953255,29.0110792,26.07170694,24.45855116,24.29906542,24.79166667,24.79865772,23.97527651,22.71283355
Israel,33.82594417,28.8863109,27.4566474,25.39432177,26.56467316,28.22195704,29.42113648,29.8151751,29.18871252,28.60815277,28.58070802,28.41918295,28.11989101,27.31434385,27.13736792,27.38882554,27.65957447,27.680798,27.08,26.20569436,25.37735849
Italy,30.099168,29.34589263,30.27130871,28.26743133,27.38737425,26.45732008,26.24922462,27.76886035,28.61810756,29.42251709,28.8295312,26.96283045,24.35648058,21.85788829,20.18443618,19.76129916,19.94999342,19.87319923,19.63603459,19.09716338,18.54652962
Jamaica,31.38888889,29.50819672,27.15466352,23.85620915,21.39874739,21.01167315,25.8780037,28.6701209,31.17206983,32.88,32.1812596,30.54331865,29.26829268,29.46554149,30.29045643,29.84972678,28.95989123,27.22298222,25.88235294,25.40578687,24.78197674
Japan,30.10095265,31.11768472,32.24942536,33.18106229,34.44133185,33.04933764,30.95952277,28.96179307,26.52762066,26.69867234,26.76965858,26.03598357,24.42452888,21.75653948,20.21146425,19.24919488,18.70569854,18.2359023,17.56268631,16.94483374,16.62092332
Jordan,24.56140351,25.85669782,27.31481481,27.42537313,27.31893266,26.24338624,23.04104478,24.82598608,24.98394348,30.49196298,31.79684166,33.25934147,34.83359746,33.80447585,33.27895595,32.19868886,32.05764233,31.769437,30.86419753,29.73469388,28.10959984
Kazakhstan,30.28026582,27.78448901,31.08838286,28.8006483,26.3870493,27.82561159,28.1613654,31.30892617,31.46041056,30.75334143,30.62692703,30.75759486,32.02566897,31.55680224,29.36092791,27.52037513,26.482257,26.46898506,27.47786655,27.33712568,25.54493718
Kenya,26.45204115,26.33246903,25.34653465,23.67424242,23.18197943,23.48507242,24.3292907,25.50709939,26.4075523,27.84580827,28.68914807,29.55115696,30.51585748,30.69921926,30.59471535,30.89864159,31.84776053,32.98599994,33.58333333,33.45346247,32.72530929
"Korea, Dem. Rep.",32.20435194,35.9721954,37.8252628,37.70897833,34.90387219,29.78363351,29.26415734,28.55054302,31.03280444,34.11371237,31.84905012,31.50134048,29.36815224,28.56099343,29.57453615,28.32557038,26.85047388,24.88670105,23.93041843,24.00284338,24.18206543
"Korea, Rep.",28.08545945,28.68589744,29.25931851,28.04644905,27.77317089,28.58713897,31.38366125,34.09371451,36.39118072,37.10683358,34.77048477,32.58913695,29.48335716,27.21085696,25.67443348,23.14105633,21.57169191,19.41030945,17.71423842,17.48105899,17.57388619
Kuwait,29.03225806,30.76923077,31.42857143,30.6010929,30.76923077,30.26315789,31.45299145,34.76510067,35.24324324,40.4657933,40.73226545,42.03168686,40.25869038,36.90647482,33.94018205,32.21957041,31.71538886,31.25,30.29721956,29.11392405,27.83505155
Kyrgyzstan,29.45054945,28.87112887,30,26.35486266,23.43042071,23.41920375,25.22715126,29.3120155,29.91529202,30.36020583,30.54559936,31.08006042,32.95373665,33.40060545,32.86309715,31.13587125,29.80711272,28.99705015,28.48854076,27.98967594,26.23138603
Laos,30.65088757,29.002079,27.68518519,27.08505367,27.21936904,27.92207792,25.72130141,26.48825778,27.43699477,28.25093477,28.32284339,29.33604336,30.99596649,32.6594533,34.09269442,33.43030303,32.3589395,31.20991877,30.19097928,30.19014358,29.72014925
Latvia,27.92384406,28.16651904,30.92436975,30.16129032,28.18110851,27.279578,27.01107011,27.2074659,27.1899089,26.30402385,25.7788162,26.0904685,27.67191384,26.97201018,24.69565217,22.13261649,19.41122355,19.35483871,20.8984375,21.82182182,21.35523614
Lebanon,27.47559275,27.39726027,27.67094017,26.15101289,25.57755776,26.37766348,27.58374911,29.91162475,32.11009174,32.76931754,32.41558442,33.25335893,33.05670816,32.56637168,31.78129005,29.62809917,27.62096774,25.90241967,24.43137255,24.22941865,24.17153996
Lesotho,27.24935733,26.9047619,26.59340659,26.64015905,26.84684685,27.14054927,27.40315638,27.62991128,26.74418605,26.49294245,27.43538767,28.61189802,30.93721565,33.12829525,34.47684391,34.67674223,34.76112026,34.93095045,34.74779824,34.47180302,33.96078431
Liberia,28.53717026,28.4164859,27.42537313,26.4,25.65517241,25.48309179,26.41898865,27.42653606,28.07657247,27.77212614,27.69985975,27.79761905,28.16286961,29.21828279,30.06833713,30.82425068,31.54320988,32.13983648,32.36288017,32.27909223,31.85001129
Libya,28.1124498,28.31215971,28.15829528,27.47111682,26.65964173,26.66091458,25.64821303,24.3902439,27.20659554,31.29074316,35.14252245,38.21052632,37.31060606,34.40736479,31.76,29.4752699,29.60306074,30.32936871,29.94300745,28.22189412,25.82889889
Lithuania,28.05397727,29.11126662,32.09054594,30.74984247,28.64864865,27.31958763,27.40863787,28.42666667,28.56410256,28.51929093,27.28249194,26.58991228,26.14227877,25.87034814,25.26250772,23.35025381,20.87410307,19.61047683,19.81981982,20.74391989,21.09548483
Luxembourg,30.40540541,28.94736842,28.30188679,26.34730539,26.1627907,28.33333333,28.34224599,30.36649215,31.44329897,30.76923077,29.14798206,28.08510638,26.72064777,26.71755725,26.44927536,26.20689655,25.73289902,24.76780186,24.03560831,24.28571429,24.31693989
"Macao, China",35.22727273,31.03448276,25,20.95238095,22.58064516,28,35.24590164,40.52287582,43.45549738,40.47619048,35.2173913,34.50980392,34.61538462,31.77257525,28.4789644,24.76489028,20.48929664,18.23708207,17.62917933,18.65443425,18.63354037
"Macedonia, FYR",27.24306688,29.3768546,30.95930233,30.24523161,30.23255814,30.88057901,31.71557562,31.75824176,31.72268908,30.27522936,30.01988072,30.0589391,29.92202729,29.65853659,28.09756098,26.05288932,23.76237624,22.08835341,21.14989733,21.04712042,20.96774194
Madagascar,25.83249243,26.27309599,26.75210252,26.18374558,25.36434109,25.43103448,25.81324596,26.9459848,27.74422735,28.00791959,28.19273962,27.80542986,28.37370242,29.34460519,30.51872528,31.8454039,32.44096477,32.53032929,32.28128165,31.93431562,31.46657984
