Total 5-9 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Central African Rep.,11.56462585,11.52469578,12.18375499,12.74271845,13.06724986,13.48537432,13.71252205,13.63636364,14.12487206,14.01140114,13.53805073,13.77376889,13.41030195,12.68520398,12.17000562,11.6,11.00813008,10.51101591,9.929078014,9.398651438,8.916359811
Chad,12.09378856,11.98655713,13.24123989,13.38773043,13.47826087,13.64949446,14.12453895,14.70700881,14.91975106,14.93898162,14.87741014,14.89170576,14.96740548,14.64511702,14.3001007,13.88773881,13.35051004,12.67525846,11.90792007,11.16715543,10.51267281
Channel Islands,5.882352941,6.542056075,6.363636364,6.956521739,7.5,7.142857143,6.299212598,5.223880597,5,5.555555556,5.442176871,5.369127517,5.333333333,4.605263158,4.545454545,4.605263158,4.635761589,4.635761589,4.635761589,4.761904762,4.225352113
Chile,12.29454306,12.4057371,12.72560816,13.71256793,13.88134531,12.19886745,11.17868002,9.670493022,9.984836998,10.14019989,9.650431286,8.148739032,7.219563441,6.966755913,6.765384409,6.482923285,6.248736097,5.964894883,5.720297514,5.568772151,5.499080259
China,10.23007531,11.49981529,14.25178736,12.15437217,13.2086363,14.11146365,12.47155755,9.1633451,9.007266509,10.24516689,8.427693507,7.224227682,6.423743933,6.262258255,6.381065377,6.150887045,5.580703304,5.161007967,5.035472837,5.105440791,5.141195333
Colombia,13.41890315,14.68865264,15.49946898,15.35021552,15.43149112,14.98727417,13.09262633,12.84837978,12.20826934,11.59320918,11.0876452,10.25343214,9.544482602,9.069188248,8.466276445,7.971740199,7.505457085,7.075089473,6.691223627,6.335586058,6.086389516
Comoros,12.25806452,11.86440678,14.0625,15.09433962,15.25423729,14.86988848,14.93902439,15.36458333,16.51376147,14.22764228,13.06715064,12.5,12.57225434,12.79373368,11.9047619,10.70640177,9.856262834,9.38697318,9.164420485,8.765957447,8.14995925
"Congo, Dem. Rep.",14.02183729,14.10067707,13.96346616,14.08901331,14.25191028,14.41983528,14.59698197,14.78249793,15.17140773,15.52691332,15.66563711,15.47081027,15.37316073,14.60015242,14.14178296,13.59865471,12.83300336,11.95649431,11.10335358,10.35120014,9.659487638
"Congo, Rep.",12.87128713,12.94642857,13.35311573,13.6915078,14.15730337,14.57124436,14.78212907,14.92678318,14.59525756,14.16756562,14.15870925,13.2942899,13.46102687,12.76343831,11.87739464,11.33150039,10.62237635,9.977789168,9.415741188,8.925846811,8.466919266
Costa Rica,12.11180124,13.20921986,15.06746627,15.36030341,15.82417582,13.791423,11.75468484,11.90652819,12.01298701,12.01494682,10.66157761,9.399538106,8.532643827,7.524712528,7.446200724,6.937149067,6.593787958,6.233243968,5.961883043,5.77076359,5.634023854
Cote d'Ivoire,13.81789137,13.0374957,13.32752613,13.70738636,14.08639144,14.34828576,14.68282252,15.18044682,14.85093562,14.07689227,13.6813473,13.54188318,13.51414001,12.97703618,12.4109528,11.6887484,10.98310292,10.35692064,9.782580188,9.229223834,8.687432274
Croatia,7.736240914,9.579026973,9.347181009,8.323222519,7.552145768,6.916764361,6.94539639,7.085382208,7.060646304,6.145610278,5.661634103,5.425484016,4.716553288,4.830586081,4.931697152,4.890665413,4.76076555,4.637539663,4.56928839,4.674329502,4.835337167
Cuba,12.09663795,11.49847095,12.18316762,10.8777666,13.83820998,12.76888842,11.39575074,7.417691392,7.242681775,8.084326306,6.466450216,6.405217081,5.810424848,5.109684323,4.922279793,4.771300448,4.564428312,4.330125833,4.115578367,3.996849774,3.928020566
Cyprus,10.70707071,12.24105461,11.86736475,11.32075472,10.58631922,8.388157895,7.201309329,7.87037037,8.797653959,8.344733242,7.878017789,6.459330144,5.568181818,5.513513514,5.670103093,5.719921105,5.703422053,5.432780847,5.201793722,5.152838428,5.28109029
Czech Rep.,8.088729554,9.47153159,8.840473447,7.39520033,7.009488828,6.856687263,8.227971212,8.466686063,6.705482775,6.269379845,5.79029734,4.344841114,4.524495677,5.233609287,5.364238411,5.096926714,4.781368821,4.529349804,4.586625554,4.905185759,5.227361057
Denmark,9.201592133,9.439062852,8.100436681,7.732716957,7.954545455,7.686228018,7.103825137,6.141208684,5.194552529,5.682035584,6.484257871,6.313457633,5.986493886,5.77584646,5.417566595,5.385578816,5.575347346,5.690912324,5.615974327,5.465949821,5.335255948
Djibouti,14.51612903,15.94202899,14.28571429,14.52991453,15,15.24663677,14.70588235,14.39205955,14.31127013,14.44622793,13.97260274,12.53101737,11.83162685,11.11111111,10.50583658,10.18018018,9.715242881,9.16271722,8.594917788,8.113879004,7.770961145
Dominican Rep.,15.07413509,14.90112994,15.57743957,16.19433198,16.11570248,15.34954407,14.29535865,13.31927075,12.92553913,12.38458698,11.87591985,10.90012589,10.44498778,9.935602576,9.293388069,8.678583361,8.14159292,7.6706984,7.261078484,6.875328379,6.524812142
Ecuador,12.68810859,12.97927461,14.6429376,14.53838678,14.57774799,14.5193978,14.1745135,13.81015162,13.10438759,12.17886892,11.39631224,11.05496861,10.25994772,9.33753511,8.675858481,8.204777308,7.720896775,7.254730713,6.812097739,6.435865784,6.10440874
Egypt,11.4163529,14.16088936,14.16957445,14.49610439,14.14555983,13.9473219,13.52342801,13.96138508,14.00982903,14.40808018,11.65690508,11.00238478,10.68612828,10.47091896,10.00010138,9.186346705,8.437852216,7.953443259,7.636964619,7.312466271,6.895486899
El Salvador,13.8510445,13.56907895,14.76001444,15.07398274,15.39695269,15.08498584,15.07936508,14.86297259,13.6423344,12.93645251,12.85329744,12.30819997,9.930566769,9.260419931,9.097778449,8.815426997,8.469146121,7.705802969,7.08837454,6.639164625,6.33248731
Equatorial Guinea,11.0619469,10.92436975,12.20472441,12.17712177,12.28668942,15.48117155,14.47963801,9.554140127,12.20159151,15.04424779,14.71698113,13.7704918,13.11239193,13.18822023,13.24200913,12.97631308,12.27741331,11.55172414,10.90764331,10.42128603,9.965397924
Eritrea,14.43569554,14.64766429,13.96491228,14.67324291,15.04329004,14.98817967,15.87044534,16.89237349,14.53451552,15.65814099,14.77832512,13.3273703,13.88356951,13.99800266,13.14183658,11.87035787,10.71119357,10.0068306,9.665858543,9.383298908,8.928240312
Estonia,7.916287534,8.110440035,7.825370675,7.680372382,7.551319648,6.913407821,7.477906186,7.344262295,7.383831954,7.777777778,5.612244898,4.606240713,4.85799701,5.842696629,6.296851574,6.198034769,5.68793236,5.082095387,4.920634921,5.305466238,5.677210057
Ethiopia,13.97884459,14.25826477,13.79662069,13.7669781,14.22847076,14.41537154,14.38052473,14.21680877,14.40167312,14.91523639,15.30489201,14.85132601,14.12382174,13.82420483,13.21736875,12.50865875,11.71869655,10.90485616,10.12164944,9.445455265,8.80951833
Fiji,15.27777778,15.47619048,15.98984772,16.1987041,15.05791506,12.9982669,12.99524564,13.25811001,12.70718232,11.44343303,11.48564295,11.23188406,10.30444965,9.496567506,8.906426156,8.397790055,8.061002179,7.667386609,7.327586207,6.840390879,6.373626374
Finland,9.351620948,11.66469894,9.977426637,8.895705521,8.317046688,7.427843803,6.2748379,6.610895736,6.557048326,6.168004699,6.34061473,5.665776421,5.405910961,5.488029466,5.550500455,5.529454283,5.447330447,5.315494486,5.200945626,5.209285323,5.271858927
France,6.489936415,9.168414019,8.663382594,8.406462725,8.435585843,7.910258112,7.710843373,6.66004694,6.792632079,6.555059396,6.130663465,6.070638368,6.293706294,6.1550259,5.792391807,5.616798698,5.480420622,5.433939755,5.489603249,5.518444077,5.455888872
French Guiana,8,10.71428571,12.5,12.82051282,12.76595745,12.5,11.76470588,11.76470588,12.06896552,10.71428571,12.72727273,11.88118812,11.58798283,10.30534351,9.621993127,9.316770186,9.039548023,8.571428571,7.99031477,7.551487414,7.142857143
French Polynesia,15,15.71428571,15.38461538,15.38461538,15.59633028,14.84375,13.24503311,12.06896552,11.8556701,13.02325581,9.282700422,9.375,8.518518519,8.30449827,7.843137255,7.523510972,6.990881459,6.489675516,6.12244898,6,5.949008499
Gabon,9.14893617,8.9958159,10.08230453,10.2,10.56603774,11.11111111,12.18795888,13.05449937,13.68534483,13.79944802,14.17004049,12.80175567,11.72551632,11.09756098,10.62992126,10.12526096,9.579667644,8.964879852,8.443271768,8.028583438,7.645631068
Gambia,12.79069767,13.16725979,10.97178683,11.62162162,12.58741259,13.2038835,13.65853659,14.14965986,13.96648045,13.94275162,14.18711656,14.26701571,14,13.50125945,12.91479821,12.3132822,11.70446233,11.0406938,10.43264805,9.815078236,9.250398724
Georgia,7.53968254,7.708333333,9.661139149,10.94238499,10.98364139,9.007540249,8.556782334,8.205709964,8.315018315,8.479589824,7.528469,5.375139978,5.286865813,5.901077375,5.879396985,5.656981229,5.236709865,4.971319312,4.971751412,5.164319249,5.201958384
Germany,7.504095004,6.363313189,7.217117822,7.477324487,8.261587074,7.675784229,5.5742186,5.088498423,5.376858485,5.701824241,5.089371657,4.789351065,4.449400409,4.14161903,4.064808137,4.166140957,4.18866325,4.138681918,4.082756768,4.079943725,4.168498688
Ghana,14.41767068,14.84105045,13.75552283,14.28571429,14.78768456,15.08150815,15.05942121,14.83161618,14.55104222,14.21281531,13.73271889,13.0653037,12.54315305,12.22981505,11.87134305,11.28241717,10.71008801,10.12496336,9.680551752,9.318266891,8.962024197
Greece,8.551414222,9.190207156,8.664346574,8.653958601,7.963594994,8.388594164,7.291018461,7.158679017,6.464626587,5.3420806,4.961622807,4.745548224,4.667799338,4.839282543,4.617157037,4.399503282,4.236760125,4.21918298,4.314606742,4.462346126,4.570383912
Grenada,16,15.85365854,15.90909091,18.27956989,18.08510638,13.18681319,13.48314607,11.88118812,13.54166667,14,11.88118812,9.803921569,8.823529412,9.345794393,9.174311927,8.181818182,7.407407407,6.542056075,5.825242718,5.940594059,6.12244898
Guadeloupe,11.9047619,14.40677966,14.23357664,14.52145215,14.15384615,14.32926829,11.34969325,10.16949153,8.831168831,8.641975309,8.391608392,7.472527473,7.692307692,7.157894737,6.597938144,6.36550308,6.109979633,5.679513185,5.714285714,5.555555556,5.450733753
Guam,7.01754386,11.29032258,13.43283582,13.69863014,14.11764706,12.76595745,12.5,10.83333333,9.848484848,10.20408163,10.32258065,10.17964072,9.444444444,8.376963351,7.920792079,7.582938389,7.339449541,7.04845815,6.837606838,6.329113924,6.25
Guatemala,13.6955831,14.86598508,15.06882396,14.4817395,14.5598819,14.59407216,14.90877993,15.17137097,15.22056348,14.67266367,14.7755611,14.35316336,13.94685587,13.21417565,12.43159582,11.56605951,10.67674719,9.805600754,8.980592277,8.215944567,7.528838106
Guinea,12.95376385,12.59207296,13.22446366,13.40086831,13.61270172,13.6307311,13.87808042,14.16366053,14.41353506,14.54934474,14.45955619,14.17263067,14.008913,13.89850545,13.46453769,12.79108121,12.02722699,11.28548473,10.62457238,10.01348921,9.421921922
Guinea-Bissau,12.54826255,12.01413428,15.5143339,12.1869783,12.79069767,10.07194245,16.06714628,13.92818281,12.92850147,13.12178388,13.49693252,13.92663043,13.93791844,13.83036197,13.55932203,13.11546841,12.69716088,12.10923464,11.56126482,10.9896782,10.49521666
Guyana,12.76595745,14.6090535,16.1971831,15.37267081,16.10169492,15.00682128,13.65979381,12.85714286,12.70053476,10.54018445,10.03963012,11.00917431,9.829619921,8.21192053,7.651006711,7.523939808,7.433380084,7.142857143,6.491499227,5.960264901,5.555555556
Haiti,13.00838249,12.20483642,13.31093306,13.6172204,13.93720832,13.62752722,13.02055878,13.57657376,14.94091165,14.18394606,13.37726905,12.77364506,11.87671771,11.32505932,10.75754991,10.24366784,9.708222812,9.109267941,8.542991429,8.027446539,7.58104094
Honduras,13.11365165,13.73690338,15.12730904,15.27009783,15.53325901,15.77084004,15.24490919,15.32467532,15.24178739,14.76642205,14.42106954,13.36331979,12.16695104,11.39859306,10.651341,9.862874556,9.035455585,8.249006144,7.519446845,6.849201065,6.491411983
"Hong Kong, China",6.325910931,13.08186196,13.63044893,14.16960173,13.39081917,9.306029579,8.219178082,7.659886384,7.468443198,6.291230893,5.893821236,4.576492808,3.112179941,3.541976477,4.116348526,4.053206174,3.910068426,3.654007428,3.484114799,3.563500409,3.826530612
Hungary,8.278003855,8.284987277,9.253880821,7.844683158,6.219771716,6.731225672,7.407753386,7.912648894,6.242763412,6.018966518,5.795966321,4.932512902,4.803449659,5.01316589,5.02713218,4.913953971,4.816489641,4.714056654,4.652679639,4.766633565,4.946838276
Iceland,9.79020979,11.39240506,11.36363636,11.97916667,11.33004926,9.677419355,9.210526316,8.67768595,8.235294118,7.835820896,8.214285714,7.094594595,6.363636364,6.798866856,6.469002695,6.266318538,5.897435897,5.569620253,5.223880597,5.185185185,5.15970516
India,11.89647661,11.99404908,13.8659511,13.70898122,13.41699173,13.10624183,12.86261884,12.83934045,12.57998777,12.18812589,11.81852537,10.97903978,10.31227742,9.534814719,8.912584917,8.26166059,7.608990711,6.970652742,6.477977815,6.295255956,6.089919556
Indonesia,12.71808166,11.89644275,12.82519692,13.80471057,13.89912847,13.86985258,13.50293008,12.83177392,12.10749439,10.96750948,10.06732334,9.366275569,9.03374807,8.373329184,7.644650043,6.942993767,6.635701288,6.466271288,6.289572171,6.058936164,5.798112533
Iran,12.18589251,13.76781224,14.47659418,14.41372659,14.54261413,14.77627159,14.26210334,14.39813285,15.67842916,13.67596939,10.51357168,7.591216121,7.87325013,8.318125181,8.036876485,7.363455866,6.34221733,5.852381519,5.842131406,5.906870388,5.769528229
Iraq,12.4322434,11.39412208,16.490994,13.85577034,14.25073457,15.76231691,15.45318405,15.31721867,14.94634362,14.5159752,14.04462475,14.31455183,13.56023771,12.58986792,11.59142886,10.8657224,10.34391102,9.789682165,9.14855868,8.530688363,8.001000125
Ireland,9.498147524,10.20198562,10.19760056,10.36161335,10.62605753,10.25479711,10.40870332,9.830508475,9.473684211,7.954545455,6.990801577,6.593406593,6.951405535,7.265656979,6.956859697,6.219739292,5.652251929,5.422730423,5.513658455,5.663140765,5.65528197
Israel,9.054805401,11.83533448,12.72469253,11.30604288,10.76976182,10.60470658,11.50066401,10.94321228,10.41666667,9.715242881,9.170090386,9.402092676,9.321801208,8.985173824,8.296207104,7.720378606,7.343529667,7.120646766,6.917173328,6.617150574,6.234741784
Italy,8.279773972,8.899968838,8.060997778,7.963639189,8.531054387,8.239068958,7.674137747,6.327022133,5.229916314,4.845645562,4.790419162,4.571496777,4.743918267,4.818163818,4.459674215,4.125291569,4.04534005,4.107895762,4.268407293,4.433693305,4.505388592
Jamaica,11.886121,11.86001296,13.62799263,14.54545455,16.4258962,15.54893194,13.54899203,11.79799739,11.97123519,11.34981759,11.21932217,10.68215892,9.333821376,8.901651113,8.57445307,8.307155323,7.834261838,7.282913165,6.744763933,6.376811594,6.189410887
Japan,11.41256445,12.51445833,9.95632438,7.984620249,7.884306066,7.961906127,8.659617278,7.103748304,6.101144573,5.235885907,4.756004199,4.625415856,4.452108728,4.142585718,3.839435891,3.62195859,3.573375119,3.621640157,3.697463686,3.73456148,3.733105117
Jordan,14.83050847,15.08295626,14.15830546,14.09214092,15.03388786,15.18595041,16.53189578,15.41019956,15.46264986,13.66171004,12.9198434,12.58087707,11.06475042,11.01049303,10.26459247,9.172950921,8.357515961,7.715981534,7.178087942,6.71709531,6.503271165
Kazakhstan,8.533492466,9.996246716,12.08604302,13.41115217,13.40300557,10.90201627,10.82439678,10.50063371,10.46103582,10.79434851,9.435602514,7.233594418,7.541899441,9.023941068,8.627286859,7.829202396,6.923344544,6.414077726,6.397325476,6.538958485,6.460107575
Kenya,11.6359447,13.59598854,15.26406713,15.6476902,15.88585652,16.00890208,16.35614585,16.42148129,16.35587796,15.75731122,14.2389161,13.82622292,14.06651494,14.41462784,13.71026636,12.63808796,11.72365777,11.1412531,10.7172521,10.2265356,9.614799204
"Korea, Dem. Rep.",16.40994044,14.33911328,8.878333942,13.46590909,12.1499263,14.11859872,12.54205824,8.096993003,9.282239651,8.614973754,9.041994751,8.037232234,6.823676532,6.295081967,6.277466436,6.443268198,6.331515295,5.952804459,5.585592749,5.46206675,5.545151046
"Korea, Rep.",13.93993025,13.54466859,15.08636164,15.72032406,14.4156753,12.83085165,11.82893297,9.71755876,8.857196036,6.976015049,7.475447967,6.651949963,5.020411529,4.603991618,4.460748646,4.294317355,4.211939934,4.099460978,3.953989935,3.808796246,3.757061506
Kuwait,11.11111111,11.11111111,11.51079137,12.79317697,14.89932886,15.37698413,13.50762527,12.44186047,12.3306866,9.971014493,8.617594255,7.965913301,7.699868938,7.728753331,7.154471545,6.516290727,6.084717997,5.853873239,5.806451613,5.795950774,5.687022901
Kyrgyzstan,7.590569293,8.627038401,12.0626151,14.38569207,14.70489039,12.60606061,12.40011022,11.86145029,12.49431042,13.09368192,11.90716448,10.32171582,9.028653811,9.70212766,9.338963781,8.450925055,7.42778542,6.703576238,6.578366446,6.526806527,6.307222787
Laos,12.84513806,13.28745368,14.3126177,13.7829912,13.63298663,13.71391076,14.67408094,14.16849015,14.19400856,14.61842379,14.47611996,14.11804729,11.60658794,11.23915208,10.89031246,10.55367505,9.996611318,9.174214172,8.425316456,7.946955764,7.621440536
Latvia,8.363263212,7.493796526,7.311320755,7.546337158,7.46078847,6.634106634,7.040572792,6.780317706,7.065013153,7.942238267,5.693800084,4.193971166,4.504906334,5.14571949,5.529739777,5.476190476,5.126953125,4.570567554,4.376930999,4.744333158,5.183585313
Lebanon,10.46431046,11.53846154,13.49206349,14.56710948,14.19803601,13.40394449,12.99820467,12.42214533,12.17625294,10.45845272,10.28359396,9.703504043,7.880498706,7.250960018,7.172443863,7.053854277,6.814906321,6.432038835,5.983590154,5.711442786,5.643879173
Lesotho,13.09686221,13.88535032,13.83352872,14.22459893,14.45198836,14.52173913,14.67181467,14.77966102,15.10611735,14.86643438,13.77118644,13.52705411,12.70983213,12.18274112,11.83800623,11.48180243,11.01694915,10.49125729,10.04510045,9.683954619,9.321012455
Liberia,13.24422843,13.15789474,12.9489603,14.8538961,15.25542337,14.86238532,13.46254584,14.53068592,14.69500924,14.53518233,14.4121813,14.3757503,14.06973909,13.63051865,13.11881188,12.42957145,11.68469861,10.96683133,10.33810143,9.751087482,9.196832579
Libya,13.60544218,13.76554174,14.01037806,13.93341554,14.28571429,15.37525355,15.6555773,15.61038961,16.0137457,12.12246587,10.17202693,9.945964201,10.13141809,10.01676446,9.403818678,8.263752456,7.080789103,6.333107956,6.220199393,6.417504188,6.416131989
Lithuania,9.07674328,8.133789434,8.960057575,9.562289562,9.487424387,8.239927295,7.969528274,7.44500846,7.598702001,7.745314223,6.773363818,5.357142857,4.517516902,4.739185751,5.034324943,5.160857909,5.122035064,4.846126636,4.489051095,4.518072289,4.804339403
Luxembourg,6.779661017,6.25,7.028753994,7.48502994,7.715133531,6.944444444,6.043956044,5.706521739,5.774278215,5.882352941,6.436781609,6.290672451,5.691056911,5.598455598,5.474452555,5.670103093,5.863192182,5.873261206,5.777777778,5.539772727,5.434782609
"Macao, China",7.894736842,12.29050279,14.45086705,13.94230769,12.94117647,8.300395257,7.90513834,6.229508197,8.870967742,9.685230024,7.692307692,5.133470226,3.649635036,4.042179262,4.266211604,4.15282392,3.927986907,3.425774878,3.099510604,3.161397671,3.367003367
"Macedonia, FYR",10.74043938,12.48153619,12.56281407,11.87584345,10.81424936,10.07751938,9.313998885,9.250136836,8.795811518,8.193384224,7.615729219,6.581532417,5.732484076,5.335291238,5.327468231,5.345757724,5.156172533,4.939516129,4.727646454,4.676826064,4.79267636
