Female 0-4 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Barbados,11.40350877,13.33333333,13.07692308,12.6984127,10.23622047,8.59375,8.461538462,7.633587786,7.462686567,6.766917293,6.201550388,5.303030303,5.263157895,5.303030303,5.223880597,4.47761194,4.511278195,4.580152672,4.651162791,4.724409449,4.918032787
Belarus,7.517927365,9.143518519,10.57435441,9.52991453,7.489257213,7.284636761,7.033816425,7.476110174,7.209686296,5.45154185,4.30228208,4.236641221,4.521535763,4.467491025,4.233128834,3.913317904,3.649000869,3.60198109,3.74619527,3.888481291,3.922071264
Belgium,7.773205304,7.524972253,7.847341338,7.876142976,7.122507123,6.378724255,5.809789097,5.735264934,5.627705628,5.682699767,5.359200922,5.187969925,5.405900678,5.315315315,5.304239844,5.204135272,5.078869821,4.986244842,4.988894584,5.037440436,5.060281881
Belize,14.70588235,20.51282051,19.14893617,16.66666667,17.46031746,17.91044776,17.14285714,17.72151899,17.39130435,15.74074074,14.51612903,12.76595745,11.53846154,10.40462428,9.625668449,9.045226131,7.943925234,7.142857143,6.751054852,6.58436214,6.324110672
Benin,13.69863014,13.43943413,14.51209341,15.57943208,16.40027797,16.87344913,17.38419619,17.67772512,17.64946765,17.48956885,17.1959257,16.71351904,16.45458534,15.77347016,14.70588235,13.62165343,12.63310109,11.79401993,11.00194342,10.23887402,9.511568123
Bhutan,18.75,16.66666667,17.59259259,17.32283465,17.80821918,18.12865497,17.56097561,17.31601732,16.72862454,16,12.94964029,11.68831169,10.17964072,9.944751381,9.230769231,8.212560386,7.373271889,6.85840708,6.56779661,6.378600823,6.18762475
Bolivia,16.69117647,16.85393258,16.90307329,16.72823219,16.73699015,16.80463576,15.77008106,15.34637057,15.16503122,15.05176533,13.94736842,13.17560234,12.11217184,11.14585249,10.20933425,9.371465503,8.597701149,7.8897199,7.259887006,6.741573034,6.311004145
Bosnia and Herzegovina,13.77810007,14.43638761,13.72307692,12.89017341,10.3960396,9.343832021,8.157099698,8.225729316,7.706422018,5.77596266,5.491631799,4.480651731,4.202972834,4.134366925,4.033525406,3.842049093,3.612479475,3.446327684,3.405754551,3.490508267,3.605924018
Botswana,14.55399061,17.91666667,18.38235294,17.94871795,18.05555556,18.05225653,18.36327345,17.76649746,15.84302326,14.04853129,12.54315305,11.48429036,11.35902637,11.08986616,10.56466302,9.921671018,9.312080537,8.861788618,8.602999211,8.269525268,7.795100223
Brazil,16.36517391,17.04837024,17.02710852,16.90334185,15.15706262,14.13432781,13.86632534,13.30631593,11.5483751,10.08200439,9.705398195,8.994018834,7.515394616,6.550721829,6.00414856,5.51255393,5.131644088,4.914212525,4.704093092,4.664493848,4.543316381
Brunei,13.04347826,19.35483871,20,18.75,15.87301587,15.38461538,15.55555556,14.01869159,13.2231405,12.94964029,11.32075472,10.16949153,9.137055838,8.450704225,7.75862069,7.53968254,7.063197026,6.993006993,6.600660066,6.349206349,6.042296073
Bulgaria,9.870416322,9.069148936,8.172588832,7.624847747,7.418747056,7.486263736,7.420733078,6.347092765,6.08365019,4.78424015,3.969800292,4.067285965,4.492641363,4.51767207,4.284537215,3.993154592,3.811792734,3.892868265,4.172099087,4.371584699,4.374327716
Burkina Faso,16.53786708,16.20722433,16.75347222,17.1621086,17.47225206,17.59767517,18.19492503,18.49104859,18.44225604,18.33073323,18.08781149,17.90374021,19.19018405,17.7164525,16.19763498,14.90547746,13.91722949,13.06027821,12.13957011,11.16375639,10.25691408
Burundi,15.91263651,17.51250893,17.1578258,16.84652278,16.78551838,16.83168317,16.9855343,17.93240557,18.40027463,17.16182048,15.81158116,14.30463576,13.89400922,13.73614886,12.82932417,11.51129944,10.35507845,9.633312617,9.265503592,8.902777778,8.352084712
Cambodia,16.55172414,16.57024793,16.78321678,16.94915254,17.05135603,15.34122955,13.36278299,19.25770308,17.43498818,16.09896628,12.99787169,10.82524954,10.65104167,10.66698772,10.31825796,9.408321137,8.421468815,7.773485348,7.459859282,7.196115831,6.792863724
Cameroon,15.5906895,16.00481348,16.08442504,16.70473083,17.16266975,17.64854614,17.91175186,18.10279667,17.56581085,16.77994902,15.59713676,15.6792474,15.50255537,14.51029996,13.28832537,12.24814422,11.48345485,10.86970705,10.23747024,9.560218454,8.905117445
Canada,11.83510638,12.25989429,12.36273067,11.28603558,8.385006941,7.447452643,7.084822879,6.908476139,6.751628839,6.535108468,5.531173357,5.107609295,5.121309559,5.180533752,5.275908479,5.28335148,5.158670477,5.026055618,5.008791522,5.05163271,5.140485313
Cape Verde,10.12658228,13.97849462,18.26923077,16.52892562,15.2173913,15.43624161,16.23376623,16.95906433,16.93121693,15.38461538,13.41991342,12.4,10.86142322,10.1754386,9.933774834,9.119496855,8.13253012,7.26744186,6.798866856,6.406685237,6.043956044
Central African Rep.,14.11589896,14.9506347,15.72739187,16.09058403,16.23655914,16.47173489,16.55112652,16.7291823,16.76727029,16.0188457,15.93291405,15.44715447,14.43523768,13.66906475,12.89726534,12.13058419,11.44694534,10.68401937,10.00286615,9.408235615,8.863399374
Chad,14.61038961,16.40912436,16.45653616,16.47828673,16.77350427,17.49644381,18.11965812,18.32955404,18.32901554,18.28285635,18.31484541,18.29171621,17.73245766,17.13201821,16.39914393,15.51256341,14.47754931,13.39428787,12.4017094,11.5390625,10.77000503
Channel Islands,7.692307692,7.142857143,6.779661017,6.451612903,6.25,6.060606061,4.545454545,5.633802817,5.405405405,5.479452055,5.405405405,5.194805195,3.947368421,3.846153846,3.846153846,3.896103896,3.947368421,3.947368421,4.054054054,4,4
Chile,13.97394137,14.49487555,15.54578376,15.28793419,13.15735203,11.79700814,10.23649841,10.59494703,10.7431825,10.02196595,8.367556468,7.370977535,7.076070645,6.815925885,6.485799067,6.206472757,5.872984272,5.58370688,5.393991746,5.293670405,5.212866604
China,13.42463347,16.71400057,14.19594293,15.34974297,15.90931406,13.62557635,9.977013331,9.857614843,10.76242998,8.51632996,7.124045105,6.225671079,6.099148785,6.240596127,6.009971115,5.425421879,5.001679557,4.87182862,4.930275631,4.951929692,4.847818809
Colombia,17.58752281,18.38087007,18.05624689,17.87247746,16.88141923,14.66799634,14.2,13.31963137,12.48281222,11.79884995,10.79511614,9.960159363,9.368886621,8.661887694,8.080884011,7.537526805,7.040613657,6.598967981,6.199677939,5.919681758,5.747806062
Comoros,13.92405063,17.24137931,18.55670103,17.75700935,17.64705882,18.51851852,18.90243902,19.17098446,16.36363636,14.75409836,14.07942238,14.42622951,14.24418605,13.15789474,11.66666667,10.61946903,10.06160164,9.615384615,9.189189189,8.532423208,7.804878049
"Congo, Dem. Rep.",16.97035207,16.79005448,17.06467662,17.36929004,17.65211577,17.95660487,18.28987178,18.90133267,19.36222317,19.62542865,19.21490819,18.87153011,17.70294367,16.90588477,15.96303678,14.77353185,13.5115871,12.33749979,11.32339594,10.40555039,9.525215781
"Congo, Rep.",15.81508516,16.15044248,16.63405088,17.12328767,17.53343239,17.66965429,17.74370208,17.19924812,16.36807818,15.99713056,15.35433071,15.36214953,14.73404255,13.54166667,12.60110685,11.66077739,10.85526316,10.12658228,9.480812641,8.926933659,8.372228705
Costa Rica,16.06765328,18.41155235,18.6259542,18.53281853,15.57285873,13.55093966,13.51819757,13.51963746,13.30244871,11.53395785,9.989648033,9.018318459,7.921225383,7.736389685,7.142857143,6.73992674,6.306937631,5.971659919,5.730189915,5.52715655,5.400313972
Cote d'Ivoire,17.08502024,18.18181818,18.92371378,19.54302382,19.92110454,20.31984948,20.44103072,19.32655908,17.93899423,16.84895473,16.03435934,15.89023612,15.10947527,14.21154007,13.17387718,12.21529284,11.37683846,10.63213495,9.923222549,9.248810166,8.621484555
Croatia,9.523809524,9.204819277,8.191287879,7.76744186,6.728538283,6.808896959,6.778910058,6.764960971,6.086583798,5.334987593,4.880136986,4.385584021,4.465849387,4.559539619,4.529147982,4.37357631,4.271123491,4.220009483,4.314105671,4.470938897,4.589495156
Cuba,13.23786238,13.77791758,12.51431844,15.47131148,13.9589169,11.93035254,8.046923235,7.667731629,8.073708207,6.866715758,6.268063584,5.826461097,5.011634151,4.804429362,4.631616595,4.410973642,4.146297302,3.906393956,3.762525997,3.672592303,3.60782715
Cyprus,12.8,11.89591078,12.80276817,11.70568562,9.120521173,7.467532468,9.150326797,9.230769231,8.797653959,8.152173913,6.516290727,5.361305361,5.321507761,5.473684211,5.633802817,5.426356589,5.223880597,5.054151625,4.929577465,5.136986301,5.201342282
Czech Rep.,9.459459459,8.630079598,7.161749746,6.717313075,6.64556962,7.977593201,8.092812677,6.390197926,5.958891194,5.447690858,4.11350219,4.364471669,5.023607177,5.133970395,4.866679098,4.53273643,4.292408622,4.347004347,4.665777947,4.975124378,5.038461538
Denmark,9.424326834,8.13589629,7.755632582,7.964970809,7.614826753,6.924882629,5.898226677,5.00770416,5.444785276,6.235827664,6.078576723,5.76852866,5.537459283,5.183585313,5.184125849,5.332385354,5.443619654,5.337575115,5.175469692,5.066000714,5.062836625
Djibouti,19.35483871,17.14285714,18.60465116,18.96551724,18.51851852,17.69911504,17.54385965,17.41293532,17.26618705,16.29392971,14.16893733,13.11881188,12.24489796,11.55462185,10.87378641,10.27027027,9.74789916,9.004739336,8.520179372,7.988587732,7.608695652
Dominican Rep.,18.99159664,19.71223022,20.18237082,19.55738549,18.08134394,16.46741226,15.08723914,14.45121951,13.67123288,12.89440994,11.70698311,11.12048955,10.4694559,9.667896679,8.949484356,8.305537025,7.75765347,7.264824589,6.810958075,6.406064209,6.057042046
Ecuador,15.45667447,17.56198347,17.48535376,17.42010912,17.21008403,16.64242072,15.95959596,14.84426773,13.49237388,12.26215645,11.64573479,10.71538225,9.755742949,8.99122807,8.415584416,7.84216404,7.305718037,6.790837575,6.351000113,5.989554395,5.771133341
Egypt,17.05648516,17.07436799,17.27560414,16.61696593,16.05272051,15.5443038,16.12088408,16.05379031,15.90038314,12.70897735,11.97611666,11.57518522,11.23651689,10.58978006,9.609481409,8.742658836,8.168521921,7.774849398,7.369402985,6.878390312,6.378840322
El Salvador,16.23318386,17.73279352,18.29181495,18.33740831,17.62513312,16.90798692,16.37821866,15.078125,13.9619883,13.29949239,12.1967001,9.751494181,9.063167531,8.868591632,8.555240793,8.145533532,7.361002349,6.729066532,6.270056776,5.957859046,5.779794602
Equatorial Guinea,13.04347826,15.12605042,14.61538462,14.59854015,14.86486486,14.75409836,13.15789474,15.625,18.55670103,17.74891775,16.72862454,15.73770492,15.42857143,15.44303797,14.73922902,13.67346939,12.68656716,12.00686106,11.23417722,10.75110457,10.05509642
Eritrea,18.19757366,17.45283019,17.9916318,18.01470588,17.83029001,18.01125704,19.53748006,16.86494052,16.66666667,16.8395363,15.84582441,15.91407278,15.83113456,14.50180862,12.87566293,11.51580075,10.70989929,10.27846955,9.888958726,9.309602973,8.566691231
Estonia,6.836248013,6.880733945,6.891495601,6.685236769,6.359945873,7.012987013,6.835443038,6.862745098,7.074340528,5.051813472,4.076086957,4.407713499,5.270457698,5.694444444,5.594405594,5.113636364,4.479768786,4.431314623,4.819277108,5.190839695,5.279503106
Ethiopia,18.02450559,17.52466543,17.40659341,17.89662152,18.01740084,17.88510177,17.75947097,17.99680959,18.5308505,18.61754044,17.68381461,16.63293027,16.05687248,15.12272859,14.09007014,13.00138082,11.92944172,10.93309908,10.07909488,9.287073741,8.514025864
Fiji,19.56521739,19.39393939,19.37172775,17.25663717,14.453125,13.33333333,13.73801917,14.24501425,13.03116147,12.20159151,11.89873418,10.75794621,9.976247031,9.302325581,8.71559633,8.295964126,7.912087912,7.391304348,6.798245614,6.387665198,6.013363029
Finland,11.70568562,9.891107078,8.797909408,8.132147395,7.142857143,6.078028747,6.326034063,6.292045904,5.919003115,6.106870229,5.438066465,5.196261682,5.28440367,5.348753162,5.29706514,5.222024867,5.061946903,4.927330734,4.916280727,4.989231874,5.055976887
France,8.944848541,8.425038984,8.311014752,8.300047931,7.76926925,7.462298492,6.458386128,6.605666021,6.356164384,5.925528706,5.892792586,5.986993114,5.840119351,5.476234059,5.29924812,5.166260187,5.120801414,5.164250643,5.179028133,5.108197482,5.018014877
French Guiana,16.66666667,14.28571429,12.5,15.78947368,13.63636364,14.81481481,12.12121212,11.62790698,12.72727273,14.92537313,13.75,12.87128713,11.30434783,10.6870229,10.34482759,9.146341463,8.988764045,8.205128205,7.766990291,7.305936073,6.896551724
French Polynesia,17.24137931,18.75,17.94871795,17.39130435,17.30769231,14.51612903,13.88888889,13.41463415,12.90322581,10.67961165,10.52631579,8.870967742,9.090909091,8.391608392,7.482993197,7.051282051,6.832298137,5.952380952,5.813953488,5.747126437,5.681818182
Gabon,10.37344398,11.47540984,11.69354839,12.06225681,12.86764706,14.05228758,15.27377522,16,16.05995717,16.11721612,14.28571429,12.95487627,12.10106383,11.61369193,10.94808126,10.18907563,9.458128079,8.861940299,8.42945874,7.972858355,7.522485691
Gambia,16.2962963,14.78873239,15.24390244,16.4021164,16.97247706,17.24137931,17.68488746,17.42627346,16.99779249,17.27272727,16.92073171,16.29726206,15.41950113,14.58541459,13.75,12.90064103,12.09268646,11.25827815,10.52311436,9.808342728,9.16271722
Georgia,7.684210526,9.461426492,10.79136691,10.70079731,8.573717949,8.374951978,7.949479941,8.061626657,7.751396648,7.10259301,5.32,4.628450106,5.230219043,5.216989843,5.023696682,4.671532847,4.404404404,4.395036194,4.564983888,4.636871508,4.561403509
Germany,5.986497845,6.674789426,7.119566613,7.820700978,7.079109473,5.153193239,4.767011113,4.974524331,5.218617772,4.778832848,4.522840344,4.196451896,3.89694273,3.819377296,3.904587156,3.912028993,3.850912856,3.782043025,3.765084049,3.832338564,3.987908705
Ghana,18.34415584,17.2425829,17.93575253,18.51851852,18.71534196,18.47738288,18.003663,17.45883815,16.78151601,15.98591549,15.04305426,14.38615968,13.9,13.33785209,12.52658297,11.75508149,11.01098773,10.43107174,9.954089097,9.487495263,9.007920526
Greece,9.33230214,8.756438558,8.562045508,7.944457091,8.424094243,7.235701906,7.067209776,6.579468886,5.200853872,4.683450574,4.594790159,4.473872584,4.630943932,4.386119429,4.169598874,4.018329221,3.983005842,4.076909382,4.228632861,4.311744543,4.35654393
Grenada,18.60465116,15.55555556,18.36734694,17.64705882,12.76595745,12.76595745,13.04347826,13.7254902,14.28571429,12,9.803921569,9.803921569,9.803921569,9.433962264,9.090909091,7.272727273,7.407407407,5.660377358,5.769230769,6.25,6.25
Guadeloupe,16.51376147,15.83333333,15.71428571,15.58441558,14.63414634,13.01775148,9.036144578,8.888888889,7.179487179,6.763285024,6.334841629,7.203389831,6.557377049,6.374501992,5.859375,5.46875,5.363984674,4.980842912,5,5.019305019,4.705882353
Guam,21.05263158,18.18181818,17.85714286,18.75,15.78947368,13.63636364,12.24489796,12.28070175,12.90322581,13.04347826,10.66666667,9.756097561,9.195402299,8.510638298,7.920792079,7.476635514,7.272727273,6.956521739,5.93220339,5.833333333,5.737704918
Guatemala,18.9987163,18.95973154,18.06167401,17.92130026,17.70638775,17.74298761,17.88289588,17.63807585,16.85901788,16.66003976,16.0511115,15.37870641,14.42333786,13.39350181,12.31367466,11.2233886,10.17758947,9.220333305,8.345120226,7.577787703,6.899004267
Guinea,15.99390708,16.46894627,16.6985341,16.926632,17.05668227,17.32869911,17.62152778,17.85168196,17.84191538,17.54385965,17.01974001,16.62650602,16.26223092,15.49752517,14.5045045,13.44537815,12.46109648,11.61052746,10.82122739,10.07998546,9.379740435
Guinea-Bissau,15.47169811,19.23076923,15.18151815,15.18151815,13.1147541,20.17045455,17.06161137,15.73275862,15.9223301,16.44067797,16.86930091,16.7115903,16.46634615,15.84582441,15.20692974,14.44636678,13.6256852,12.84796574,12.09941138,11.43889223,10.83193747
Guyana,18.34862385,19.67871486,20,17.95665635,17.08683473,14.74530831,13.48600509,13.01020408,11.16883117,10.56701031,10.56701031,10.18766756,8.401084011,7.859078591,7.650273224,7.56302521,7.183908046,6.489675516,5.572755418,5.333333333,5.376344086
Haiti,14.3549364,15.55183946,15.83756345,16.0294795,15.46176348,14.82758621,15.64013841,16.84665227,15.77777778,14.68074409,13.80255941,12.74139379,12.03182612,11.36568645,10.7359892,10.06977482,9.393757503,8.752141633,8.16801204,7.66798419,7.19754977
Honduras,17.40890688,19.24882629,19.2346425,19.00684932,19.13303438,18.44660194,18.30752212,17.83681214,16.99426699,16.20652564,14.81719051,13.40474812,12.4671916,11.50632609,10.54362122,9.544159544,8.632543927,7.785623755,7.048839626,6.634439073,6.347924406
"Hong Kong, China",15.50468262,16.26754748,15.97593583,14.05820977,10.68662881,8.90027959,8.250414594,7.727272727,6.503772907,5.886116443,4.701102728,3.145879733,3.008326618,3.60890709,3.504901961,3.350637093,3.088538092,2.90437891,2.961825362,3.183196189,3.3734422
Hungary,8.372860384,8.996062992,7.547900135,5.948522402,6.477656778,7.083563918,7.427536232,5.810341677,5.587525524,5.357804968,4.502989537,4.365079365,4.561068702,4.570877531,4.47265625,4.377104377,4.284852142,4.222176676,4.343286699,4.528061224,4.64463167
Iceland,12.5,12.82051282,12.64367816,11.57894737,9.900990099,9.433962264,9.009009009,9.166666667,8.064516129,8.396946565,7.194244604,6.711409396,6.918238994,7.185628743,6.818181818,6.010928962,5.85106383,5.208333333,5.18134715,5.154639175,5.102040816
India,14.64766828,16.72773112,16.52171889,16.11586404,15.66917441,15.27129423,15.05123164,14.54914066,13.92130585,13.22866531,12.13170127,11.23473989,10.25940545,9.471008403,8.667603754,7.884244724,7.144317846,6.588174138,6.349747193,6.089762859,5.801224098
Indonesia,14.55504115,15.27039848,16.40896047,16.43462063,16.20872541,15.52349873,14.48228696,13.3720284,11.87923027,10.74682763,9.904193834,9.443284684,8.651410416,7.816048757,7.047445742,6.690527176,6.468613481,6.234921269,5.949107599,5.648152625,5.421215242
Iran,16.78674352,17.37464069,17.31057764,17.44862032,17.59410222,17.16143278,17.93150115,18.73992363,16.33350294,11.97173885,9.112490869,8.412803596,8.809988084,8.402481681,7.580738735,6.457744194,5.918207283,5.865466171,5.876367337,5.678509027,5.326881499
Iraq,13.71727749,19.38405797,16.4427727,17.22196152,18.86340977,18.26057415,17.7574171,16.96327149,16.7540435,16.2944503,16.24253334,15.04836976,14.12777992,12.8239878,11.91124559,11.1933521,10.48243249,9.686794906,8.937215262,8.300487675,7.78441222
Ireland,10.49382716,10.2351314,10.4964539,10.77676697,10.33310673,10.70528967,10,9.704880817,7.79294653,6.824435883,6.746861925,7.064439141,7.383136741,6.975789906,6.196414653,5.563853622,5.319913731,5.416666667,5.536912752,5.497722837,5.273189327
Israel,13.95730706,14.03712297,12.33140655,11.59305994,11.75243394,12.35083532,11.73659055,10.94357977,10.49382716,9.621740727,9.808379344,9.680284192,9.264305177,8.494404883,7.853025937,7.457240593,7.207989579,6.982543641,6.64,6.217315514,5.830188679
Italy,8.958736028,7.939844761,7.864816122,8.383640205,8.018661612,7.358849651,6.006616583,5.003244425,4.581347856,4.495294834,4.342225687,4.531902206,4.564611295,4.190555949,3.863452516,3.785951869,3.849190683,3.999867224,4.145720223,4.202392653,4.194025233
Jamaica,13.05555556,14.24968474,16.52892562,17.4291939,16.70146138,14.29961089,12.93900185,12.69430052,11.88694929,11.28,10.59907834,9.3979442,8.823529412,8.509142053,8.229598893,7.650273224,7.070020394,6.497948016,6.089965398,5.857445307,5.74127907
Japan,13.00298592,9.993598093,8.032306362,7.994229729,8.202823892,8.599248558,6.988305079,5.923781331,5.028600564,4.581919402,4.446160976,4.214430209,3.887115585,3.568115763,3.336679949,3.266947591,3.292492394,3.344124477,3.364895669,3.356205522,3.36166266
Jordan,17.98245614,17.13395639,17.12962963,19.02985075,19.31385006,19.68253968,18.65671642,18.0974478,17.98330122,15.2946907,14.42594964,12.763596,12.01267829,11.16018846,9.86949429,8.875441251,8.103000236,7.46201966,6.917837378,6.632653061,6.288192391
Kazakhstan,10.37272465,12.78086494,14.35739097,13.97082658,11.30242826,11.02911029,10.8869925,10.94649198,10.81524927,8.675577157,6.988694758,7.374259423,8.741978448,8.274894811,7.436888788,6.531204644,6.050253471,6.028562084,6.154178363,6.053450682,5.680231934
Kenya,17.45768337,19.61970614,19.92574257,20.11784512,20.18446258,20.49955661,20.3724121,19.96957404,18.79571356,16.62198391,16.13209939,16.45386117,16.70418951,15.64508476,14.21308066,13.04771856,12.28454433,11.69485112,11.03763441,10.27354406,9.531187642
"Korea, Dem. Rep.",14.19110691,9.441977216,14.28571429,13.29721362,15.17736258,12.87320198,8.432236916,9.586466165,8.98471722,9.238000542,8.046075819,6.761058981,6.227860615,6.217027839,6.34996801,6.197205337,5.764862536,5.360212533,5.202946247,5.244451465,5.311575074
"Korea, Rep.",15.04874507,14.04600302,14.20572708,14.70650712,13.33163233,11.91179024,9.896278871,8.917197452,7.103901552,7.241889891,6.387816388,4.881706098,4.406779661,4.248550258,4.068582391,3.965214616,3.83104913,3.658190372,3.492365623,3.409381119,3.453903838
Kuwait,17.74193548,20.51282051,20.95238095,21.8579235,20.92307692,19.51754386,18.11965812,16.51006711,16.10810811,12.80931587,11.78489703,10.62441752,10.26677445,9.28057554,8.257477243,7.577565632,7.170435742,6.967213115,6.855225312,6.600361664,6.271477663
Kyrgyzstan,9.56043956,13.28671329,15.61403509,15.6644395,13.33333333,13.64168618,12.8808124,13.51744186,13.82077575,12.52144082,10.63321386,9.365558912,10,9.552640431,8.496312921,7.397090684,6.660638939,6.489675516,6.411372208,6.137080585,5.756013746
Laos,16.56804734,16.94386694,16.2962963,16.10239472,16.21423331,16.42857143,16.57458564,16.7667941,17.02330005,16.45201496,15.4387264,12.63550136,12.16258145,11.73120729,11.31186174,10.59393939,9.630636755,8.764429243,8.20804551,7.819169577,7.425373134
Latvia,6.527651859,6.820194863,6.806722689,6.693548387,6.088992974,6.556141673,6.199261993,6.748025844,7.147862649,5.067064083,3.660436137,3.957996769,4.556752278,4.91942324,4.869565217,4.569892473,4.047838086,3.889943074,4.296875,4.704704705,4.928131417
Lebanon,13.24965132,15.44209215,16.88034188,16.29834254,15.0990099,13.96032329,13.39985745,12.91638341,11.73001311,10.77270164,10.12987013,7.917466411,7.284462886,7.168141593,7.005553182,6.73553719,6.290322581,5.791352638,5.529411765,5.423332033,5.419103314
Lesotho,15.68123393,15.23809524,15.6043956,15.70576541,15.85585586,15.99353796,16.06886657,15.84283904,15.23255814,14.44082519,13.71769384,12.84230406,12.28389445,11.8629174,11.4922813,10.99916037,10.46128501,9.991876523,9.607686149,9.213661636,8.784313725
Liberia,16.54676259,16.70281996,19.02985075,19.2,18.20689655,16.66666667,18.05985552,18.07658059,17.86690975,17.49745677,17.11079944,16.48809524,15.75375667,14.99359248,14.00911162,13.01089918,12.06790123,11.24894277,10.50168963,9.802028006,9.148407499
Libya,16.66666667,17.60435572,17.80821918,18.48523748,19.70495258,20.44866264,19.69166083,19.12416851,13.96702231,11.56019122,11.24560718,11.36842105,11.0479798,10.15535098,8.746666667,7.381370826,6.551889048,6.381518756,6.55414292,6.475427125,6.119525174
Lithuania,7.883522727,9.097270819,8.78828229,8.884688091,7.927927928,7.731958763,7.032115172,7.2,7.282051282,6.100104275,4.833512352,4.111842105,4.279930596,4.56182473,4.632489191,4.631979695,4.370515329,4.029550034,4.019404019,4.291845494,4.58919319
Luxembourg,6.081081081,6.578947368,7.547169811,7.784431138,6.976744186,5.555555556,5.347593583,5.235602094,5.670103093,6.25,6.278026906,5.531914894,5.263157895,5.34351145,5.434782609,5.862068966,5.863192182,5.572755418,5.341246291,5.428571429,5.464480874
"Macao, China",12.5,14.94252874,12.5,13.33333333,8.870967742,9.6,7.37704918,11.76470588,9.947643979,7.619047619,5.217391304,3.529411765,3.846153846,4.013377926,3.883495146,3.448275862,3.058103976,2.73556231,2.73556231,3.058103976,3.105590062
"Macedonia, FYR",14.02936378,13.94658754,13.08139535,12.39782016,10.85271318,10.49457177,9.593679458,9.010989011,8.298319328,7.645259939,6.461232604,5.599214145,5.165692008,5.170731707,5.073170732,4.897159647,4.653465347,4.417670683,4.414784394,4.502617801,4.623655914
