Male 10-14 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Bosnia and Herzegovina,13.46303502,9.370629371,11.60541586,12.21556886,12.30681168,11.40684411,10.13513514,8.796068796,8.399812295,8.477722772,8.26306914,6.432105553,6.246545053,5.183946488,4.923599321,4.904789383,4.843473125,4.634146341,4.421983575,4.287598945,4.261168385
Botswana,13.13131313,12,11.50793651,14.13427562,14.15662651,13.41772152,13.0977131,13.20422535,13.55421687,13.59477124,12.76346604,11.89956332,10.93117409,9.896324222,10.04444444,9.848484848,9.500805153,8.921644686,8.408408408,8.084486526,7.866761162
Brazil,12.06349206,11.17177522,11.79195852,12.31196977,12.5579066,12.90860574,11.76945644,11.09177262,11.36247409,11.57394116,10.31490667,9.192634561,9.16140836,8.792984076,7.528266362,6.694764608,6.256423796,5.846136572,5.534848527,5.383375806,5.232426304
Brunei,12.5,9.090909091,9.756097561,12.72727273,12.12121212,11.76470588,10.57692308,11.01694915,9.62962963,9.150326797,9.248554913,9.375,8.653846154,7.826086957,7.317073171,6.923076923,6.474820144,6.551724138,6.578947368,6.349206349,6.134969325
Bulgaria,8.333333333,8.023535705,9.118695874,8.536585366,7.940622055,7.305306685,7.269021739,7.593799146,7.660455487,6.985832926,6.738406354,5.51558753,4.610712314,4.824436198,5.358200118,5.481983369,5.241157556,4.912516824,4.711673699,4.805575935,5.147906262
Burkina Faso,11.35514019,11.77512174,11.33167907,11.25674634,12.07815275,12.64629389,13.05244549,13.31399947,13.45002303,13.49730054,13.36565097,12.97431407,12.53379209,12.49474569,13.87393962,13.23541215,12.43671112,11.70906302,11.19463398,10.78094432,10.29260906
Burundi,11.63976211,11.57731158,11.70212766,13.39805825,13.18746304,13.66988088,13.22272499,12.13017751,11.88154568,13.45769487,14.99522445,13.52026652,11.7492223,10.95268957,11.0608148,11.23840698,10.81448733,9.961563101,9.12668382,8.627619868,8.464809988
Cambodia,12.01104464,11.98842497,11.95292387,11.9140625,12.06102476,12.56338028,13.76,11.97589099,9.945828819,14.74511237,14.14239482,14.00651466,11.66259832,9.711872827,9.53033939,9.645857705,9.494241362,8.820171265,7.989456462,7.441332984,7.218755271
Cameroon,11.28369118,11.22194514,11.17802032,11.4842176,11.43703704,11.75406872,12.02222222,12.32509105,12.59868421,13.00429185,12.94281377,12.59134345,11.75350701,11.95172476,12.08818227,11.61091019,10.8584978,10.18818949,9.722306617,9.384130622,9.019202524
Canada,8.194603904,8.775228783,9.828118114,10.55982215,10.94208211,10.38949823,8.271908272,7.341022444,7.012816778,7.068478036,6.928543229,6.84375,5.909686644,5.397904276,5.328222846,5.383503665,5.494069185,5.518731988,5.411588925,5.29192094,5.265498532
Cape Verde,14.92537313,11.53846154,8.695652174,12.03703704,15.7480315,16.40625,15.78947368,13.51351351,13.93939394,14.81481481,14.97584541,13.91304348,12.60162602,11.36363636,10.3202847,9.830508475,9.615384615,9.00621118,8.157099698,7.715133531,7.058823529
Central African Rep.,10.39755352,10.46511628,10.41948579,10.72749692,11.13585746,11.51515152,11.73835125,11.73271173,12.02223767,12.27106227,12.29597388,12.16484608,12.34177215,12.09244738,11.54576529,11.16590349,10.72368421,10.26592455,9.848042081,9.388888889,8.946110964
Chad,10.91666667,11.00151745,10.83676269,11.62361624,11.71270718,11.63814181,11.71806167,12.03883495,12.5331565,12.73036575,12.74603937,12.72873517,12.81468531,12.9229827,12.70718232,12.51334361,12.28791232,11.9443919,11.46529563,10.88403414,10.30206906
Channel Islands,8.333333333,8,7.407407407,7.272727273,6.779661017,8.064516129,8.196721311,6.153846154,5.970149254,5.797101449,5.797101449,5.714285714,5.479452055,5.405405405,5.479452055,4.109589041,4.166666667,4.166666667,5.479452055,4.225352113,4.225352113
Chile,10.35512778,11.12768496,11.08758931,11.39447824,12.56876851,12.92331647,11.56635243,10.54216867,9.083934326,9.432902864,9.754818408,9.38856505,7.97640118,7.111412123,6.911540969,6.757183454,6.531785971,6.35978195,6.118375087,5.915632754,5.798969072
China,9.975132813,9.289845509,10.79851343,12.64230355,10.63058502,11.82460542,13.07294933,11.5525168,8.416650685,8.462951721,9.887031055,8.390468829,7.311732492,6.588357367,6.436321571,6.57520533,6.349382501,5.780795781,5.356479453,5.236330434,5.322650682
Colombia,11.4682739,11.56136529,12.65838665,13.36435451,13.40109166,13.82978723,13.48121592,11.88464118,11.80719966,11.37309293,10.92484076,10.55956253,9.844627809,9.256055363,8.874172185,8.363339396,7.943125935,7.550162035,7.177178186,6.839016026,6.515304297
Comoros,11.53846154,10.34482759,10.52631579,12.38095238,12.82051282,12.5,12.72727273,12.5,13.3640553,14.57489879,12.40875912,11.29032258,10.98265896,11.22715405,11.69451074,11.03752759,10.04098361,9.142857143,8.828828829,8.717948718,8.496732026
"Congo, Dem. Rep.",12.19982472,12.41250583,12.40299523,12.28320266,12.27712685,12.3016221,12.34948826,12.36866001,12.4334997,12.71587681,13.09504856,13.2077407,13.19750149,13.234375,12.68713349,12.45045082,12.14269805,11.61934805,10.96696452,10.30864737,9.729640891
"Congo, Rep.",11.36363636,11.31221719,11.17764471,11.53846154,11.80030257,12.06225681,12.43063263,12.6305793,12.88998358,12.78901734,12.82220753,12.5,11.93393713,11.91489362,11.40425532,10.87127159,10.43414812,9.900990099,9.353905497,8.932926829,8.532323821
Costa Rica,10.14198783,10.08695652,11.07828656,12.56218905,13.32611051,14.03846154,12.5,10.40756914,10.53639847,10.91011871,11.11111111,9.995456611,8.955857385,8.157580581,7.252912439,7.237549265,6.811145511,6.522462562,6.225680934,6.009538951,5.86574655
Cote d'Ivoire,12.1355398,11.66101695,10.7815174,10.383018,10.52241571,10.62900408,10.79415792,11.28825362,12.09714373,12.02784582,11.81164307,11.91830929,11.80973209,11.84189079,11.51586369,11.14966304,10.62438905,10.07887324,9.594057334,9.151862184,8.712697754
Croatia,9.526401742,7.769556025,9.777547853,9.559939302,8.589870904,7.759456838,7.267579047,7.215541166,7.410795974,7.288888889,6.497695853,6.165343298,5.832549389,5.075901328,5.172413793,5.339805825,5.286561265,5.143721634,5.043746783,4.944765913,5.048335124
Cuba,10.95487247,10.75044669,10.413812,10.70192783,9.724729242,12.68812709,12.23382885,10.78044935,7.134810364,7.228915663,7.893314111,7.108498129,6.463675214,5.89492431,5.232142857,5.083527932,4.970866715,4.777839747,4.571537873,4.383181277,4.295496991
Cyprus,10.69958848,10.11673152,12.14285714,11.53846154,11.62790698,10.16393443,8.196721311,7.8125,8.235294118,8.743169399,8.29015544,8.108108108,6.542056075,5.777777778,5.696202532,5.656565657,5.825242718,5.838041431,5.636363636,5.309734513,5.344827586
Czech Rep.,6.523743661,8.102723046,9.695530123,9.154630416,7.708508846,7.222222222,7.06401766,8.636545382,8.878224355,7.057416268,6.672025723,6.111781263,4.494821184,4.69837587,5.455243949,5.602455871,5.358519661,5.029126214,4.761904762,4.795458994,5.144315727
Denmark,7.557864903,8.900999092,9.375,8.05426028,7.73006135,8.02715655,7.90513834,7.383882493,6.393054459,5.387596899,5.913570887,6.721433906,6.507352941,6.240875912,6.04853314,5.649514214,5.659025788,5.871822413,5.994256999,5.939524838,5.780346821
Djibouti,12.90322581,14.28571429,13.95348837,12.28070175,12.5,12.38938053,13.17365269,13,12.54480287,12.62135922,12.9476584,12.75,11.64383562,10.94736842,10.31128405,9.856630824,9.547738693,9.291338583,8.766716196,8.368794326,7.869742198
Dominican Rep.,12.47974068,12.25761773,11.97183099,12.59333001,13.39055794,13.62101313,13.19560147,12.41440905,11.72839506,11.54503295,11.26602204,10.92349385,10.12855473,9.820117474,9.465595529,8.93424795,8.428871306,7.977386935,7.591824189,7.246816252,6.911609697
Ecuador,11.22327791,11.00726895,11.22633003,12.55813953,12.46666667,12.55398791,12.58426966,12.41258741,12.26780186,11.86115472,11.32869396,10.8075103,10.58584687,9.821917808,9.015112038,8.460194659,8.084337349,7.676081097,7.292982658,6.901631913,6.568439996
Egypt,10.7132841,9.995886466,12.36593968,12.41462181,12.82684323,12.69209452,12.46462741,11.89325158,12.29277017,12.77482352,13.254103,10.74363135,10.18928336,9.988499013,9.913644913,9.581556503,8.884916766,8.227433964,7.824506321,7.589435506,7.339549509
El Salvador,12.53456221,11.58333333,11.76040906,12.61653201,13.06451613,12.93556086,12.92012222,13.43711594,13.04012346,12.01298701,12.09253417,13.2245748,12.77834875,10.30444965,9.620991254,9.461562403,9.175134489,8.880532253,8.110391439,7.49724366,7.042253521
Equatorial Guinea,10.09174312,9.482758621,9.836065574,11.36363636,11.26760563,14.03508772,16.03773585,10.38961039,7.52688172,9.865470852,12.74131274,12.58278146,11.91860465,11.56812339,11.69724771,12.00828157,11.88679245,11.24567474,10.54313099,10.11904762,9.735744089
Eritrea,12.38938053,12.59968102,12.57062147,11.83063512,12.06521739,12.16730038,11.24794745,14.17151163,15.22580645,14.14852753,13.87024609,12.39744758,11.58631415,12.27655987,12.71797956,12.1253406,11.02813045,10.01374885,9.416755037,9.17721519,9.016240433
Estonia,10.87420043,9.145129225,7.90960452,8.756567426,8.34670947,8.018154312,7.36377025,8.016877637,7.755102041,8.095952024,8.832807571,6.290322581,5.194805195,5.483870968,6.493506494,6.957928803,6.873977087,6.322795341,5.546218487,5.414551607,5.782312925
Ethiopia,11.93474214,12.22155927,12.43847875,11.76051319,11.70650129,12.11972822,12.30856818,12.27165586,12.03054582,12.14831048,12.7319651,13.22071344,12.89170589,12.39200301,12.2710793,11.88035906,11.38595742,10.79287118,10.15212545,9.522122164,8.982243596
Fiji,11.9205298,12.28070175,12.31527094,13.13559322,14.01515152,13.65187713,12.38390093,11.14206128,12.05479452,12.05128205,10.81081081,10.95238095,10.8045977,9.977324263,9.312638581,8.75273523,8.35117773,7.872340426,7.675906183,7.280513919,6.911447084
Finland,8.66388309,9.014778325,11.76194939,10.12256015,9.209344115,8.611599297,7.742214533,6.529064869,6.856670797,6.798069187,6.408227848,6.544604597,5.837466616,5.58680165,5.699481865,5.776306107,5.776306107,5.754334194,5.592592593,5.478941483,5.495327103
France,7.066136251,6.648212666,9.331828442,8.813987782,8.530384957,8.57652211,8.22349679,8.021945433,6.917010347,7.05915773,6.839721254,6.368696239,6.290010177,6.528304312,6.382172843,6.016113479,5.840044261,5.705760565,5.66779579,5.739334779,5.776922383
French Guiana,8.333333333,7.142857143,12.5,10,12.5,10.71428571,11.76470588,10.86956522,9.836065574,10.95890411,10.46511628,10.78431373,10.52631579,10.6870229,9.722222222,9.375,8.474576271,8.376963351,8.252427184,7.798165138,7.456140351
French Polynesia,13.33333333,11.76470588,12.19512195,13.04347826,14.03508772,13.43283582,12.65822785,12.08791209,10.57692308,10.71428571,12.19512195,9.022556391,8.695652174,8.108108108,7.792207792,7.547169811,7.185628743,7.01754386,6.358381503,6.214689266,6.179775281
Gabon,8.658008658,8.620689655,8.403361345,9.71659919,9.338521401,9.655172414,9.880239521,10.74168798,11.35371179,11.96261682,12.25490196,12.75659824,11.61548732,10.70559611,10.19036954,9.865005192,9.514563107,8.982584785,8.529155788,8.083333333,7.692307692
Gambia,11.38211382,11.67883212,11.68831169,9.289617486,9.952606635,10.62992126,10.92715232,11.35734072,11.73814898,11.50278293,11.60990712,12.15323646,12.4567474,12.37322515,12.15970962,11.71684296,11.27487104,10.7599193,10.29138252,9.821941413,9.334763948
Georgia,11.67076167,7.195053401,7.585139319,9.775870291,11.29688206,11.19791667,9.319899244,8.890668803,8.481110254,8.558371417,9.252669039,8.250355619,6.246851385,6.155451226,6.734366649,6.663025669,6.442577031,5.953757225,5.615292712,5.620753552,5.837075048
Germany,10.01206656,8.215393117,6.844420823,7.490772844,7.924732638,8.96034298,8.388135821,5.982352465,5.489428348,5.810205007,6.067640085,5.379519119,5.04285182,4.700085047,4.384545363,4.318928351,4.443979715,4.487265147,4.454251412,4.411930537,4.424187883
Ghana,12.23678983,12.44870041,12.68961494,11.57629256,12.01541601,12.45791246,12.74685817,12.80060883,12.71477663,12.57450711,12.44691608,12.19270599,11.68694242,11.27555132,11.08072048,10.84256257,10.39533963,9.938998738,9.459193707,9.102255917,8.829317357
Greece,10.71331706,8.487654321,9.178149606,8.898508899,8.59338612,8.261851016,8.495350803,7.550644567,7.669263032,6.86646434,5.758582503,5.130545919,4.903551469,4.852282901,5.035714286,4.822289695,4.60243553,4.438454627,4.42318108,4.523160763,4.696385984
Grenada,14.70588235,13.15789474,14.28571429,13.95348837,18.18181818,15.90909091,13.95348837,12.24489796,10.20408163,12.5,14,11.53846154,9.615384615,9.090909091,9.433962264,9.259259259,8.928571429,7.272727273,7.547169811,5.769230769,6.12244898
Guadeloupe,10.89108911,10.43478261,12.68656716,13.42281879,13.20754717,14.19753086,13.125,11.11111111,8.90052356,8.717948718,8.780487805,8.219178082,7.555555556,7.96460177,7.423580786,6.986899563,6.956521739,6.52173913,6.550218341,6.222222222,6.278026906
Guam,5,7.692307692,10,9.302325581,10.63829787,12,10.90909091,9.677419355,8.450704225,7.894736842,8.860759494,9.523809524,10,9.375,7.920792079,7.619047619,7.407407407,7.01754386,6.896551724,6.779661017,6.779661017
Guatemala,11.83134047,11.53005464,12.62505955,12.78633903,12.31778426,12.36456342,12.4929498,12.8243513,13.23234573,13.3413703,12.98042059,13.15916788,12.93177277,12.7304875,12.24813222,11.66803615,11,10.26719229,9.538689253,8.828112825,8.159463487
Guinea,9.961685824,11.35401975,11.05398458,11.73054588,11.875,11.96834817,11.9242359,12.04228011,12.22975153,12.4536301,12.57683215,12.50537172,12.25311601,12.2032765,12.23560517,12.00417537,11.52990753,10.95571096,10.3741661,9.860282994,9.392037006
Guinea-Bissau,10.50583658,10.79136691,10.92150171,13.94557823,11.11111111,10.72463768,8.958837772,14.12803532,12.22879684,11.28472222,11.33540373,11.76470588,12.11750306,12.20043573,12.20703125,12.02809482,11.76470588,11.51339609,11.08161911,10.62919976,10.18675722
Guyana,9.661835749,10.54852321,11.8705036,13.70716511,14.44759207,14.28571429,13.87434555,13.22751323,12.67217631,12.22826087,10.08174387,9.536082474,10.76923077,9.793814433,8.157894737,7.547169811,7.541899441,7.803468208,7.384615385,6.930693069,6.498194946
Haiti,12.07883026,11.737362,10.91196626,11.88212928,12.24137931,12.60869565,12.28571429,11.51399491,12.12553495,13.59423275,13.01193541,12.4219591,11.93644489,11.15420129,10.72968777,10.24145195,9.816232772,9.375911344,8.853512079,8.367016977,7.918463348
Honduras,11.63101604,11.20092379,11.70634921,12.76415892,12.89844329,13.14945478,13.31506849,12.90626472,13.05939788,13.15225161,13.01413882,12.91824265,12.10927239,11.15082202,10.58154788,9.981740718,9.343482398,8.65644725,7.986889771,7.332889924,6.717139175
"Hong Kong, China",8.267716535,6.176700547,11.59695817,12.32,13.11720698,12.04444444,9.028571429,8.129215477,7.563312799,7.283910651,6.333436821,6.867213613,5.704898447,3.577561534,3.920485919,4.530831099,4.479958082,4.397309881,4.168797954,3.983760467,4.085750315
Hungary,8.307349666,8.198103267,8.492524917,9.528667619,8.158787153,6.457925636,7.074016962,7.91380999,8.579465541,6.865127582,6.607657472,6.330965316,5.386565272,5.264279625,5.488592337,5.504786771,5.398854121,5.27492177,5.170068027,5.075792375,5.178820251
Iceland,8.450704225,8.75,10.11235955,10.30927835,11.42857143,10.81081081,9.401709402,9.016393443,8.59375,8.02919708,7.692307692,8.053691275,6.50887574,5.97826087,6.18556701,6.5,5.882352941,5.825242718,5.263157895,5.238095238,5.238095238
India,11.03510416,10.3700972,10.42419623,12.14970587,12.00649281,11.7690197,11.4984869,11.33757298,11.39085678,11.27218271,11.0793289,10.91034016,10.25827446,9.728944603,9.092705394,8.590802537,8.05044705,7.485933723,6.903299226,6.460939809,6.327957179
Indonesia,11.96759864,11.09032475,10.27759205,11.43820441,12.24259424,12.3587474,12.4305858,12.21535399,11.78826574,11.26600492,10.32968103,9.550377121,8.97020558,8.752771163,8.19806668,7.535385272,6.88889218,6.6401024,6.532502454,6.415205997,6.229906358
Iran,10.20265549,10.55887812,11.87392446,12.56313131,12.41154056,12.53594695,12.54597873,11.63118284,13.0716046,14.37513831,12.32084117,10.44399456,7.139300223,7.441421763,7.98461139,7.826245084,7.246280846,6.284300011,5.840077559,5.885530279,6.015161843
Iraq,10.65918654,10.66586321,10.20678685,14.22689844,11.65478713,12.04308094,13.46207669,13.46389229,13.68224709,13.03976464,12.50703772,12.36961848,12.93607392,12.04335387,11.35784314,10.55580062,10.04475987,9.662770788,9.240695133,8.729692699,8.221507637
Ireland,8.80794702,9.559322034,10.46348315,10.03460208,10.16835017,10.19509125,10.18735363,10.08450704,10.07972665,9.547738693,7.887771308,6.739961759,6.356116674,6.778276848,7.170542636,6.943928704,6.270154067,5.715275372,5.492297388,5.589860253,5.788804071
Israel,8.655332303,8.455467869,11.00746269,11.72839506,10.54794521,9.851632047,9.888357257,10.55202736,10.36016007,9.890524726,9.224109224,8.750754375,9.020475927,9.018499486,8.757539204,8.122290668,7.562296858,7.21820062,7.053447248,6.874039939,6.61682243
Italy,9.361155414,8.192307692,9.018203024,7.971971972,8.061405539,8.688836636,8.619489134,8.115942029,6.677046747,5.57683967,5.199884125,5.116491549,4.881717489,5.061406773,5.154883752,4.793540474,4.44581661,4.358194512,4.427401081,4.606492088,4.79662592
Jamaica,10.99706745,10.78561917,11.11111111,10.46373365,13.72118551,15.36113937,13.75711575,12.74165202,11.13028473,11.19341564,10.82148499,11.34969325,10.63670412,9.384164223,9.018759019,8.791994282,8.618233618,8.195542775,7.647487254,7.148175726,6.804281346
Japan,10.78453093,10.9231789,12.39512323,9.76962546,7.916812985,7.683344258,7.953002611,8.731574342,7.279496939,6.264127624,5.432835821,4.960445073,4.879034866,4.753878379,4.466327297,4.177729056,3.970328506,3.938906752,4.009474183,4.106703416,4.155487742
Jordan,12.19512195,12.71676301,13.14655172,12.08406305,12.00480192,12.31079717,14.31049436,14.35643564,13.51829988,12.39449134,12.10191083,11.91474493,10.84990958,10.22759202,10.15360583,9.553831232,8.647045403,7.965367965,7.434251398,6.979062812,6.599574221
Kazakhstan,15.84463625,8.274967575,9.51391774,11.50627615,12.95533735,12.76595745,10.61786808,10.51110235,10.06744941,10.252079,11.41622526,9.779614325,7.445956765,7.785825142,9.419924338,9.097669807,8.298653611,7.336233986,6.79704269,6.775866132,6.947861746
Kenya,10.66884176,9.72063854,11.29429134,12.59477675,12.86758154,12.97096054,13.06334115,13.40690783,13.67374914,13.92053754,13.7274933,12.40843259,11.98727362,12.25323642,12.74882062,12.28738698,11.4259569,10.67761807,10.23045905,9.938073566,9.574194754
"Korea, Dem. Rep.",16.86503481,16.61801033,13.59128913,8.353221957,12.26305045,11.28494486,13.76310772,12.02711568,7.811550152,8.943318318,8.486953424,9.074441473,8.135021097,6.929955291,6.399934943,6.40141184,6.628908743,6.584,6.253530219,5.906862745,5.804793101
"Korea, Rep.",13.38977736,12.99488539,11.77781315,12.38609281,14.42801853,13.46517627,12.23075283,11.43534291,9.499256782,8.620612564,7.05851823,7.67369806,6.820737039,5.196300103,4.841545696,4.71860408,4.57551459,4.527666737,4.453476306,4.336528985,4.208707025
Kuwait,8.695652174,7.37704918,6.936416185,7.266435986,9.219858156,10.2003643,9.885931559,9.118852459,9.038619556,7.039537126,6.710914454,6.203931204,6.077348066,6.036217304,6.17455896,5.834053587,5.408702725,5.090628616,4.992657856,5.019441499,5.118515974
Kyrgyzstan,12.40963855,7.461024499,7.669902913,11.02040816,13.69089626,13.62209667,11.72453045,11.48129165,11.07491857,11.78555605,12.36691237,11.60714286,9.967141292,8.752584425,9.536336731,9.301587302,8.524488531,7.526555387,6.816143498,6.739580254,6.755162242
Laos,11.32764921,10.99137931,11.39846743,12.67006803,12.19879518,12.05298013,12.60869565,12.94569391,12.31573942,12.44796003,13.03221029,13.38340731,13.03671437,10.74779642,10.43296818,10.17357763,9.95944119,9.538984491,8.826499697,8.148291176,7.746609697
Latvia,10.67615658,9.399773499,7.956989247,8.203125,8.240740741,7.978723404,7.179930796,7.711651299,7.194826192,7.919930374,8.990825688,6.546489564,4.743465634,5.019685039,5.794205794,6.12244898,6.145833333,5.756929638,5.136612022,4.899777283,5.197740113
Lebanon,10.04126547,9.012345679,10.1997897,11.88747731,12.76422764,12.69956459,12.51808973,12.12121212,11.81755356,10.76833527,10.01624256,9.954977489,9.649543927,7.852193995,7.263814617,7.216940363,7.151872108,6.986357999,6.620351451,6.211936663,5.953827461
Lesotho,11.84971098,12.43243243,13.09823678,13.45707657,13.65546218,13.79962193,13.90284757,14.01179941,14.55525606,14.86988848,14.49603624,13.79679144,13.60406091,12.74131274,12.14087118,11.8491921,11.51832461,11.04452055,10.59714045,10.20746888,9.860312243
Liberia,11.54791155,11.69977925,11.30268199,10.85526316,12.60623229,13.27543424,12.72534464,11.51736746,12.44153414,12.70833333,12.52684324,12.53026634,12.5551741,12.39776152,12.10847976,11.81102362,11.29681213,10.72135785,10.15625,9.651669086,9.19592299
Libya,11.11111111,11.8466899,11.84971098,11.19047619,11.45038168,11.24713083,12.21747098,12.75659824,13.25510648,14.00947119,10.73223259,9.05242592,8.929627439,9.209453953,9.300557527,8.911842421,7.956642066,6.86514108,6.17893156,6.109725686,6.386861314
Lithuania,10.34482759,9.333333333,9.012539185,9.090909091,9.708078751,9.658725048,8.587429994,8.448172558,7.60434534,8.011695906,8.592321755,7.595731325,5.909389363,5.016949153,5.211952745,5.539772727,5.753823744,5.680119581,5.397070162,5.007949126,4.979591837
Luxembourg,6.802721088,6.578947368,6.451612903,7.36196319,7.784431138,7.262569832,7.344632768,6.145251397,5.882352941,6,6.132075472,6.52173913,6.557377049,5.836575875,5.494505495,5.517241379,5.537459283,5.882352941,5.882352941,5.698005698,5.737704918
"Macao, China",8,7.52688172,14.11764706,15.23809524,16.79389313,11.62790698,8.661417323,7.284768212,6.593406593,8.542713568,9.952606635,7.75862069,4.980842912,3.717472119,4.285714286,4.593639576,4.561403509,4.225352113,3.886925795,3.597122302,3.703703704
"Macedonia, FYR",10.55194805,9.80966325,11.50568182,11.58455393,10.95717884,10.11764706,9.680968097,8.913043478,8.9958159,8.76656473,8.234126984,7.783251232,6.764705882,5.97453477,5.495583906,5.615763547,5.572139303,5.465587045,5.274043433,5.063291139,4.978354978
Madagascar,10.52380952,9.729961423,10.01919386,11.86903138,12.10843373,12.17001056,12.30662665,12.85394174,12.84777601,11.61122978,12.40971766,12.82051282,12.86269818,12.35609456,11.90867151,11.48658142,11.00630935,10.49036778,9.973569232,9.473790019,9.012409758
