Total 15-19 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Barbados,9.478672986,8.849557522,8.620689655,10.16949153,10.92436975,11.38211382,11.29032258,10.19607843,9.652509653,7.722007722,7.90513834,7.53968254,6.640625,5.813953488,5.363984674,5.34351145,5.384615385,5.118110236,5.158730159,4.897959184,5.042016807
Belarus,10.14979339,9.970524157,6.363747404,6.912977809,8.605242783,9.683963271,8.83114194,7.31,7.105263158,7.236778027,8.075584286,8.178022202,6.338615513,5.023514322,4.982440737,5.367231638,5.360270933,5.121685434,4.797884397,4.518586628,4.507971413
Belgium,7.220676866,6.453068592,5.942757265,7.511637749,7.48701973,8.058083649,8.11965812,7.447784004,6.664653176,6.098165592,5.984499166,5.99078341,5.981308411,5.607648465,5.430847212,5.63002681,5.565386657,5.597047711,5.533700498,5.455813143,5.403759137
Belize,10.14492754,8.974358974,8.510638298,9.523809524,10.6557377,12.68656716,11.80555556,11.65644172,10.9947644,10.0456621,11.11111111,10.9929078,10.82802548,10.49562682,9.625668449,8.933002481,8.604651163,8.167770419,7.627118644,6.924643585,6.52173913
Benin,8.540751586,9.133709981,9.916262671,9.329563813,9.318346628,9.652509653,10.08426966,10.33729677,10.34195163,10.44723969,10.48205436,10.52364006,10.5720178,10.51840721,10.53798768,10.76643661,10.71428571,10.34280691,9.894332373,9.457934756,9.089254845
Bhutan,10.11904762,10.20408163,9.777777778,9.765625,9.121621622,9.470752089,9.219858156,9.355509356,9.87202925,10.25641026,11.40819964,11.71032357,11.01694915,9.090909091,8.647990256,7.861271676,7.991120977,7.815845824,7.150259067,6.445115811,6.120434353
Bolivia,10.21009952,10.07648819,9.791044776,10.23727006,10.30634054,10.40134482,10.37700635,10.49279249,10.7946027,10.29136594,10.25486896,10.4248366,10.7399282,10.26444301,10.01117126,9.490703314,8.98212779,8.47706422,7.979626486,7.504806372,7.04272587
Bosnia and Herzegovina,12.09162599,11.40529532,8.081761006,9.832204887,11.02693603,10.99546304,10.6056734,9.214354995,8.522991175,7.95079508,7.848443843,7.777777778,6.012237297,5.87603971,4.896626768,4.685334073,4.688832055,4.633431085,4.472163067,4.31609013,4.187437687
Botswana,10.9223301,10.66098081,9.770114943,9.228187919,11.41618497,11.26070991,10.78331638,10.60344828,10.95484826,11.62040026,12.07897793,11.84782609,10.97067745,10.07125891,9.339919174,9.623609923,9.572719803,9.293089754,8.807692308,8.314690529,7.976794779
Brazil,10.01352428,10.17698411,9.471571539,9.99774692,10.65308206,10.99335054,11.31731062,10.38421142,9.975864305,10.31170759,10.42285058,9.345894847,8.447785328,8.494360754,8.190785068,7.050382593,6.299908817,5.907807919,5.540489591,5.256960483,5.131983598
Brunei,10.20408163,7.8125,7.317073171,6.796116505,10,10.55900621,10.30927835,9.777777778,8.560311284,9.152542373,8.682634731,8.672086721,8.823529412,8.163265306,7.291666667,7.045009785,6.605504587,6.228373702,6.280991736,6.161137441,5.945121951
Bulgaria,9.405599228,7.747699693,7.513348589,8.53450378,8.023091423,7.45412844,7.018731663,6.784957036,7.268397778,7.348013404,6.779872643,6.61498708,5.321419045,4.405892882,4.632269099,5.183649289,5.287569573,5.060630558,4.750633981,4.526166902,4.65504451
Burkina Faso,10.2670914,10.36459528,10.59322034,10.04494821,9.898341359,10.46323291,10.75801749,10.95819268,11.01406534,11.08807267,11.15203426,10.95272727,10.59936134,10.42499474,10.57564812,11.92575593,11.51120338,10.92542101,10.39786413,10.04854498,9.776406338
Burundi,10.13843648,9.947839046,9.931972789,9.99377335,11.31968146,11.3920609,11.31024461,10.66967028,9.910227073,10.16536965,11.82014833,12.65925725,11.44231898,10.23270641,9.653969177,9.917577495,10.20698902,9.913249211,9.159964254,8.429226968,8.022362926
Cambodia,10.4027618,10.3861243,10.32388664,10.24096386,10.17437671,10.58193603,11.64962205,10.76676133,9.391124871,8.118794482,12.45395407,12.32244574,12.26170707,10.24700416,8.601603976,8.580614558,8.825431571,8.791781081,8.222031059,7.488584475,7.022188603
Cameroon,9.896999552,9.795918367,9.728130202,9.62619914,9.768938286,9.6485623,9.868928296,10.02949853,10.31635739,10.67159932,11.21194933,11.22271477,10.96302235,10.33471671,10.65795959,10.93024134,10.59716104,9.985683608,9.437237347,9.07369146,8.814722056
Canada,7.847419378,7.244995234,7.72280545,8.98927791,9.771596979,10.14605479,9.862544357,7.808993112,6.996137324,6.756987339,6.735970801,6.682555404,6.603523059,5.728051392,5.269541779,5.209653638,5.287574201,5.431418069,5.480581267,5.400492418,5.295627505
Cape Verde,13.01369863,10.0591716,7.106598985,9.170305677,11.23595506,12.23021583,13.44827586,12.53918495,10.14084507,11.27819549,12.10045662,12.5,11.89083821,10.94890511,9.965635739,8.957654723,8.66873065,8.421052632,8.017492711,7.449856734,6.837606838
Central African Rep.,9.448223734,9.448818898,9.320905459,9.041262136,9.294696555,9.6678235,9.920634921,10.00763942,10.06482429,10.2910291,10.60080107,10.8239883,10.72380107,10.96001624,10.85938963,10.46956522,10.22764228,9.914320685,9.552757273,9.247282235,8.850604945
Chad,9.543397779,9.447348768,9.400269542,9.217286189,10.08152174,9.990370727,9.850292905,9.82382229,10.0884376,10.46430074,10.6284218,10.67970855,10.74315515,10.87901197,11.06411547,10.98361625,10.9475234,10.8719256,10.68846006,10.34995112,9.89703341
Channel Islands,6.862745098,6.542056075,5.454545455,6.086956522,5.833333333,7.142857143,7.874015748,7.462686567,6.428571429,5.555555556,5.442176871,6.040268456,6,5.263157895,5.194805195,4.605263158,4.635761589,4.635761589,4.635761589,4.761904762,4.929577465
Chile,9.467455621,8.990093154,9.521318336,9.49242687,9.974932108,11.17189749,11.661599,10.33115864,9.370735406,8.120488617,8.580322978,8.977112352,8.684486985,7.412985274,6.647352326,6.488113776,6.385237614,6.202895676,6.057936974,5.850366558,5.673346887
China,9.79664264,8.604091758,8.279276573,9.286734453,10.97921321,9.4077156,10.83402655,12.08496247,10.60171318,7.899198247,8.060040065,9.391648397,7.83644033,6.754236038,6.047139515,5.989099467,6.22037542,6.090470818,5.590021559,5.222847946,5.15425068
Colombia,9.88498083,9.539307153,9.602049104,10.52801724,11.24080064,11.54086869,11.93247313,11.71489532,10.39238715,10.36724171,10.0367074,9.700573765,9.421369792,8.84645757,8.372546769,8.08281287,7.664367415,7.331690188,7.013533736,6.709785642,6.423550367
Comoros,10.32258065,9.604519774,9.375,8.490566038,10.16949153,10.78066914,10.67073171,10.41666667,10.77981651,11.58536585,12.70417423,10.71428571,9.826589595,9.660574413,10,10.48565121,9.958932238,9.099616858,8.445642408,8.170212766,8.14995925
"Congo, Dem. Rep.",10.14695017,10.28848984,10.38159007,10.30680455,10.11584915,10.11394188,10.13986014,10.12355901,10.11157036,10.16428476,10.50343294,10.82787454,11.10636039,11.2132994,11.3462877,11.02935181,10.97472259,10.84025202,10.48352688,9.987366901,9.476452923
"Congo, Rep.",9.900990099,9.821428571,9.693372898,9.618717504,9.662921348,9.864603482,10.09376724,10.39206424,10.71136549,11.07515282,11.26111294,11.15666179,10.98696462,10.49017286,10.57896977,10.3299293,9.947070633,9.636084059,9.190407211,8.758010375,8.408627222
Costa Rica,8.902691511,8.776595745,8.620689655,9.292035398,10.93406593,11.74463938,12.26575809,10.97922849,9.220779221,9.57171601,10.12722646,10.30023095,9.3298858,8.351825701,7.693772615,6.900923746,6.923477356,6.551608579,6.320247597,6.057707636,5.869428751
Cote d'Ivoire,10.50319489,10.38871689,9.87224158,9.114583333,9.021406728,9.092282133,9.158945118,9.413786519,9.974627339,10.75957816,10.8339603,10.63708169,10.69541029,10.59805055,10.693084,10.46808797,10.20276498,9.774308502,9.331479976,8.935221482,8.569847601
Croatia,9.501557632,8.495084447,7.047477745,8.832807571,8.894749461,7.924970692,7.310943569,6.817165847,6.750774679,6.937901499,6.860568384,6.21341738,5.850340136,5.517399267,4.839083121,4.961203856,5.119617225,5.076885526,4.993757803,4.853128991,4.809200209
Cuba,9.630005068,9.96941896,9.76053774,9.054325956,9.466437177,8.742185016,11.91420148,11.48353828,9.971671388,6.791934005,7.251082251,7.548686796,6.801142449,6.188692706,5.65481508,5.013452915,4.872958258,4.792746114,4.638342363,4.469383737,4.30848329
Cyprus,9.292929293,8.851224105,8.376963351,10.12006861,9.446254072,10.85526316,9.165302782,8.179012346,7.331378299,7.660738714,8.005082592,7.655502392,7.386363636,6.054054054,5.360824742,5.226824458,5.418250951,5.524861878,5.560538117,5.327510917,5.110732538
Czech Rep.,6.968406901,6.081153805,7.5730596,9.022556391,8.529741863,7.105840144,6.632950788,6.653088934,8.170790878,8.410852713,6.768388106,6.473126716,5.840537944,4.367684842,4.5884579,5.333333333,5.513307985,5.285837403,4.972056273,4.711687307,4.751263117
Denmark,6.836806369,7.006082451,8.318777293,8.720319395,7.568993506,7.310808141,7.728337237,7.66673186,7.159533074,6.160321408,5.247376312,5.704264353,6.461033035,6.319029513,6.029517639,5.832886026,5.486284289,5.477503112,5.705116777,5.860215054,5.821917808
Djibouti,9.677419355,11.5942029,10.71428571,11.11111111,10,10.31390135,10.88235294,10.91811414,10.73345259,10.59390048,10.95890411,11.41439206,11.37656428,10.37735849,9.922178988,9.459459459,9.128978224,8.925750395,8.669656203,8.327402135,7.907293797
Dominican Rep.,10.70840198,10.27542373,9.997015816,9.817813765,10.48281862,11.34118541,11.74683544,11.48109085,10.86396311,10.32869629,10.27963319,10.08182963,9.828850856,9.172033119,8.961481352,8.678583361,8.230088496,7.795552087,7.405994966,7.085491256,6.792649356
Ecuador,9.530835055,9.507772021,9.303897274,9.44606414,10.64008043,10.61088593,10.72190835,10.8547572,10.85708727,10.86365629,10.54341646,10.12861736,9.744408946,9.632116188,8.994536941,8.291863648,7.822803021,7.516739447,7.176624708,6.845471889,6.504697837
Egypt,9.919583508,9.156171801,8.496708515,10.55932096,10.69631462,11.01542968,10.77778278,10.59541201,9.872291825,10.85812715,11.35051943,11.82409664,9.563889481,9.131818083,9.047131459,9.060597689,8.808439656,8.1989305,7.62298654,7.286276626,7.107014375
El Salvador,10.39963669,10.11513158,9.527246481,9.710234279,10.47848169,10.64683664,10.44616045,10.40208042,11.0339651,10.38756983,9.858681023,10.31182973,11.2707896,10.84299593,8.674625963,8.148470349,8.134837721,7.962213225,7.759074171,7.129044734,6.611675127
Equatorial Guinea,9.292035398,8.823529412,9.05511811,8.856088561,9.897610922,10.87866109,13.57466063,12.10191083,8.48806366,6.415929204,8.490566038,10.81967213,10.80691643,10.37131882,10.0456621,10.19567456,10.59044049,10.60344828,10.1910828,9.682187731,9.342560554
Eritrea,10.4111986,10.53048298,10.45614035,10.41923551,9.848484848,10.16548463,8.097165992,9.622238061,11.9379354,13.56830942,12.01423098,11.35957066,10.37916507,9.870173103,10.70099717,11.24915598,10.83487941,9.93852459,9.075577106,8.606275204,8.464676432
Estonia,8.826205641,8.973252804,7.166392092,7.137315749,7.404692082,7.472067039,7.002039429,6.754098361,7.065563335,6.944444444,7.50728863,8.023774146,5.754857997,4.644194757,4.872563718,5.89569161,6.456571868,6.333072713,5.873015873,5.225080386,5.02838605
Ethiopia,10.1437483,10.27738089,10.44835691,10.49305174,10.00725414,9.950218553,10.29399305,10.42387333,10.27271033,10.03299287,10.23887659,10.84382534,11.30188169,11.12046302,10.8063799,10.83532937,10.62109016,10.29565023,9.858606065,9.360262394,8.863024417
Fiji,10.41666667,10.71428571,10.40609137,10.79913607,11.58301158,12.65164645,11.56893819,10.29619182,9.806629834,10.79323797,10.98626717,9.903381643,10.07025761,10.06864989,9.357384442,8.729281768,8.278867102,7.88336933,7.543103448,7.383279045,7.142857143
Finland,7.730673317,7.72136954,8.058690745,10.60473269,9.250814332,8.467741935,7.989960259,7.161803714,6.055744937,6.422557274,6.4179393,6.085463564,6.266367377,5.61694291,5.386715196,5.493314059,5.591630592,5.62285301,5.582833242,5.46518004,5.345334313
France,7.49629488,6.53010438,6.097427477,8.572541622,8.179544246,8.012668551,8.074142725,7.712583499,7.499868053,6.460233444,6.631263847,6.404982381,5.942459367,5.896805897,6.171261358,6.079036599,5.757224738,5.606919177,5.49701362,5.484452589,5.57263189
French Guiana,8,7.142857143,6.25,7.692307692,10.63829787,10.71428571,10.29411765,9.411764706,9.482758621,8.571428571,9.090909091,8.910891089,9.871244635,9.541984733,9.278350515,8.695652174,8.192090395,8.051948052,7.748184019,7.551487414,7.142857143
French Polynesia,10,10,10.25641026,9.89010989,10.09174312,10.9375,11.25827815,11.49425287,10.82474227,9.302325581,9.70464135,10.9375,8.518518519,8.30449827,7.516339869,7.523510972,7.294832827,6.784660767,6.705539359,6.285714286,5.949008499
Gabon,8.29787234,8.368200837,8.230452675,8,8.679245283,8.754208754,8.810572687,8.871989861,9.375,9.935602576,10.44534413,10.82662765,11.39240506,10.48780488,9.786276715,9.342379958,9.139784946,8.918669131,8.531222515,8.112652375,7.726537217
Gambia,10.07751938,10.3202847,10.34482759,9.72972973,8.158508159,8.54368932,8.943089431,9.25170068,9.497206704,9.695290859,9.662576687,9.882198953,10.45714286,10.83123426,10.85201794,10.6580541,10.42428676,10.07338225,9.726910095,9.359886202,8.984582669
Georgia,9.637188209,10.65104167,6.729151646,6.699419384,8.540471638,9.70042796,9.463722397,7.959916808,7.564102564,7.513310984,7.908055673,8.801791713,7.871028924,5.533790402,5.40201005,6.068398046,6.056598783,5.872712374,5.480225989,5.193661972,5.263157895
Germany,7.215982216,8.782083185,7.300894071,6.052946829,6.823676905,7.424119172,8.48522781,7.890841218,5.62990193,5.297526433,5.659595726,5.870504295,5.190357804,4.906263446,4.59575738,4.308713316,4.258024739,4.393168223,4.444145899,4.417870098,4.376994539
Ghana,10.36144578,10.43538355,10.4712813,10.58059587,9.694403113,10.0510051,10.45087544,10.74888513,10.86985569,10.8495216,10.86533538,10.87482316,10.70606609,10.3097378,10.05174688,9.979525996,9.861537138,9.52279449,9.162662152,8.775500655,8.501979519
Greece,10.36214644,9.642184557,7.512300492,8.455151444,7.508532423,7.791777188,7.519186891,7.803060814,7.468267244,7.55388941,6.743421053,5.4957968,4.971832245,4.768247203,4.741226515,4.940571226,4.744103249,4.549924019,4.395505618,4.38993483,4.506398537
Grenada,9.333333333,9.756097561,7.954545455,9.677419355,10.63829787,13.18681319,13.48314607,11.88118812,10.41666667,10,11.88118812,12.74509804,10.78431373,8.411214953,8.256880734,8.181818182,8.333333333,8.411214953,7.766990291,6.930693069,6.12244898
Guadeloupe,9.047619048,8.474576271,8.394160584,10.89108911,11.07692308,11.2804878,12.26993865,11.5819209,10.90909091,9.382716049,8.158508159,7.912087912,7.051282051,6.526315789,6.804123711,6.36550308,6.109979633,5.882352941,5.510204082,5.349794239,5.241090147
Guam,12.28070175,9.677419355,7.462686567,8.219178082,9.411764706,9.574468085,10.57692308,10,9.090909091,8.163265306,8.387096774,8.383233533,8.888888889,8.90052356,7.920792079,7.582938389,7.339449541,7.04845815,6.837606838,6.751054852,6.666666667
Guatemala,10.77216397,9.975131252,9.82854383,10.72408697,10.85071046,10.40592784,10.44754846,10.546875,10.8878662,11.14442779,11.21303883,10.85930123,11.06010017,10.97072419,10.90044774,10.59762156,10.22035774,9.737090006,9.189536706,8.6080865,8.034642116
Guinea,8.903324417,9.154682568,10.18251681,9.725036179,10.07287871,10.11152416,10.13834847,10.02468198,10.11875712,10.31024338,10.53447864,10.67013663,10.65684945,10.53787047,10.59041961,10.73949469,10.63628292,10.31065881,9.871957775,9.424460432,9.029863197
Guinea-Bissau,9.652509653,8.833922261,9.612141653,9.515859766,12.62458472,9.208633094,9.232613909,7.834602829,12.34084231,10.54888508,9.662576687,9.714673913,10.10346926,10.48082118,10.60532688,10.67538126,10.60725552,10.45634208,10.27667984,9.987856709,9.651097355
Guyana,9.456264775,8.436213992,8.802816901,10.40372671,11.29943503,12.00545703,12.75773196,12.20779221,11.76470588,11.46245059,10.96433289,8.519003932,9.436435125,10.59602649,9.530201342,7.934336525,7.433380084,7.434402332,7.573415765,7.450331126,6.989247312
Haiti,10.05898789,10.35561878,10.05427759,9.33551708,10.22486211,10.57542768,10.78896503,10.28813028,9.74957794,10.44396387,11.75858481,11.38150903,10.9246172,10.57674758,9.964169937,9.634498237,9.283819629,8.965019834,8.605197678,8.174005729,7.742477076
Honduras,10.15467384,9.778812573,9.435846231,9.783071034,10.59085842,10.78210492,10.97963676,11.09799292,10.81411957,11.04349382,11.25742733,11.28845038,11.31382071,10.68320019,9.939792009,9.527679025,9.102173084,8.610408385,8.046672429,7.465046605,6.894605274
"Hong Kong, China",10.82995951,6.942215088,5.237475602,10.32240585,10.88004058,11.96814562,11.17728807,8.631115998,7.608695652,7.127916331,6.808638272,6.174633154,6.578016693,5.164255779,3.311258278,3.7269419,4.313294233,4.288966096,4.204558876,3.984110293,3.826530612
Hungary,8.192332405,7.460559796,7.5112669,7.913669065,8.966918166,7.528719263,6.025221859,6.66477595,7.62253956,8.041416683,6.569414529,6.27233029,5.986762936,5.084059145,4.965700829,5.193862741,5.226627406,5.141635489,5.044026525,4.932141675,4.868494684
Iceland,8.391608392,7.594936709,7.954545455,9.375,9.852216749,10.13824885,10.0877193,9.090909091,8.235294118,7.835820896,7.5,7.432432432,7.272727273,6.232294618,5.929919137,6.266318538,6.153846154,6.075949367,5.721393035,5.432098765,5.15970516
India,10.22003023,9.859341956,9.180395883,9.236985775,10.67973807,10.58272098,10.36592144,10.16553193,10.08382406,10.20165787,10.18452089,10.08218514,9.98324365,9.459864595,9.047383604,8.526808983,8.127716643,7.670578194,7.159742402,6.630356288,6.234857151
Indonesia,10.79066753,10.81841707,9.961422323,9.11241693,9.758725977,10.52022417,10.73521486,10.9284434,10.91010565,10.64845276,10.29822972,9.453405835,8.79677615,8.334015856,8.201654492,7.714775131,7.113810657,6.526260583,6.316027104,6.241345996,6.153878193
Iran,9.164547981,8.927074602,9.178031699,10.24270674,10.61968408,10.44265835,10.47853946,10.21769663,10.47872528,11.97672175,13.5507593,13.04157364,9.66341223,6.588800926,6.972856136,7.557412232,7.458554321,6.9190078,6.009109836,5.606485812,5.684970353
Iraq,9.319811156,8.967596081,9.086057372,8.461627503,11.78256611,9.73701731,10.15474577,11.48325359,11.54441863,11.47353362,10.81947262,10.62789956,10.76047923,11.20214011,10.58963906,10.09151731,9.489245113,9.112515326,8.849930613,8.533989075,8.113514189
Ireland,8.150892556,8.010955152,8.292166549,9.005563282,8.730964467,9.185278389,9.43840047,9.293785311,9.473684211,9.368070953,8.567674113,7.142857143,6.166920898,5.894392141,6.354450058,6.759776536,6.567378432,5.925155925,5.413105413,5.207485761,5.353455123
Israel,8.657664813,7.947398513,7.663197729,10.29239766,10.49361408,9.413166518,8.658698539,8.847184987,9.441489362,9.287176624,8.66064092,8.191330344,7.839099396,8.154396728,8.248043347,8.062492873,7.517084282,7.058457711,6.787600917,6.665380534,6.55399061
Italy,8.68740025,8.384751221,7.41264391,7.986947401,7.099216612,7.325429628,8.07729194,8.120176503,7.740486675,6.333251757,5.343698568,4.895474542,4.830443609,4.649858095,4.870215865,4.985004998,4.646515533,4.316169125,4.241067614,4.319654428,4.50714098
Jamaica,10.17793594,9.656513286,8.962553714,9.659090909,8.828250401,11.72379533,11.62681669,12.10274271,10.91370558,9.89055533,9.777950915,9.632683658,10.46852123,9.870782484,8.6450247,8.307155323,8.11281337,7.983193277,7.667731629,7.173913043,6.748695004
Japan,10.34158003,9.6497434,9.912326827,11.16153838,8.839805453,7.10721293,7.053384135,7.386607999,8.18735287,6.867715757,5.948556861,5.159751428,4.75369303,4.707014015,4.59713417,4.339727298,4.070718081,3.875744067,3.851372888,3.926538178,4.027228551
Jordan,9.745762712,10.70889894,10.81382386,10.74977416,10.04313001,9.814049587,11.36567835,11.86252772,12.01967415,11.54739777,11.18895529,10.94536305,10.46206151,9.946816156,9.400345699,9.43256274,8.937899013,8.144647175,7.545387764,7.060010086,6.669270579
Kazakhstan,8.533492466,13.18653822,7.243621811,7.969432314,9.840567549,11.17085249,10.61662198,9.043092522,8.730638916,8.960753532,9.475725558,10.39294412,8.722701879,6.593001842,6.953246443,8.481146482,8.227994897,7.508884558,6.635312783,6.162575136,6.207978485
Kenya,10.25345622,9.097421203,8.193484699,9.428601494,10.46315228,10.57121662,10.6068991,10.66429117,11.06037977,11.50516514,11.93308314,11.81874023,10.61840785,10.33339076,10.75835031,11.38226916,11.09388104,10.39995358,9.800927042,9.476822514,9.2799438
"Korea, Dem. Rep.",12.33312795,14.5363929,13.25356229,10.98214286,6.7101846,10.20471657,9.960552268,12.04935107,10.68202124,6.952758081,8.140857393,7.905474328,8.561900792,7.709016393,6.567753901,6.089067537,6.129950202,6.375746077,6.348890832,6.028354552,5.708004234
"Korea, Rep.",9.348810577,11.31478244,9.505764091,9.337794998,9.822507793,11.94378042,11.31904215,10.6582066,10.38108976,8.725057667,8.091402481,6.601492694,7.125479362,6.420767807,4.907429865,4.561070245,4.478492655,4.378265629,4.364189961,4.321728691,4.231231708
Kuwait,10.45751634,9.090909091,7.913669065,8.528784648,8.322147651,8.73015873,8.859840232,8.488372093,8.500700607,7.072463768,6.912028725,7.039644313,6.684141547,6.603494226,6.558265583,6.71679198,6.342148374,5.875880282,5.556711759,5.418816991,5.458015267
Kyrgyzstan,10.00575043,10.73119411,6.169429098,6.726283048,9.477234401,11.24242424,11.2703224,9.693496138,9.786071916,9.847494553,10.55499495,11.31750287,10.45233375,9.021276596,7.990904661,8.795860771,8.665749656,7.930570103,7.034584253,6.41025641,6.379886644
Laos,10.0240096,9.687665431,9.604519774,10.05446167,10.80980684,10.36745407,10.50355267,10.74945295,10.91298146,10.459555,10.69974084,11.56659296,11.83965196,11.58059468,9.58295202,9.393133462,9.262396928,9.174214172,8.850632911,8.227664311,7.649357901
Latvia,8.568496665,9.032258065,8.018867925,7.105030891,7.036880034,7.57020757,7.478122514,6.586594343,6.914693724,6.618531889,7.380851961,8.213193534,5.976806423,4.326047359,4.600371747,5.285714286,5.76171875,5.775991964,5.406797116,4.79704797,4.589632829
Lebanon,9.90990991,8.995037221,7.989417989,8.657810353,10.14729951,11.21256392,11.20287253,10.96885813,10.59535822,9.885386819,9.541478929,9.286939476,9.174311927,8.877343574,7.237846087,6.71594509,6.711962117,6.694983819,6.58395037,6.288557214,5.902225755
Lesotho,9.822646658,9.936305732,10.31652989,10.90909091,10.76624636,10.86956522,10.96525097,10.91525424,11.23595506,11.8466899,12.3940678,12.4248497,12.0383693,11.90586064,11.34846462,11.04852686,10.93220339,10.74104913,10.37310373,9.967585089,9.6022499
Liberia,10.08505468,10.0877193,9.829867675,9.415584416,9.307207838,10.94801223,11.15767417,10.69494585,9.611829945,10.58038007,10.65864023,10.6542617,10.65593758,10.78011144,10.73876618,10.6368448,10.46367852,10.1340861,9.700910273,9.279845336,8.891402715
Libya,10.00971817,10.03552398,10.0074129,9.741060419,10.02506266,9.695740365,9.71950424,10.54545455,11.77548683,12.39139429,13.05160808,9.89530564,8.328239609,8.256496228,8.624496688,8.828585462,8.513386566,7.606490872,6.556133507,5.904522613,5.866177819
Lithuania,9.544215037,9.08399848,8.708168406,7.272727273,7.513530723,8.512571948,8.584822737,7.811618725,7.436452136,7.001102536,7.459274078,7.991803279,7.00676091,5.470737913,4.609349461,4.892761394,5.225163286,5.41209763,5.401459854,5.120481928,4.765594731
Luxembourg,8.13559322,6.578947368,6.389776358,6.586826347,7.121661721,7.5,7.692307692,7.065217391,5.774278215,5.637254902,5.517241379,5.856832972,6.300813008,6.177606178,5.656934307,5.326460481,5.374592834,5.564142195,5.62962963,5.823863636,5.706521739
"Macao, China",10.52631579,6.703910615,6.936416185,11.05769231,15.68627451,14.62450593,11.06719368,8.524590164,6.720430108,5.811138015,7.918552036,8.829568789,6.934306569,4.74516696,3.583617747,3.986710963,4.255319149,4.241435563,4.078303426,3.660565724,3.367003367
"Macedonia, FYR",10.41497152,9.453471196,8.758076095,10.18893387,10.49618321,9.898628503,9.369771333,8.812260536,8.272251309,8.396946565,8.31259333,7.858546169,7.44732974,6.461086637,5.718475073,5.296714076,5.404065444,5.443548387,5.344295992,5.149763531,4.900376952
