Total 0-4 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Bahrain,17.39130435,17.77777778,17.8343949,20.94240838,17.51152074,14.90909091,12.68011527,11.86440678,11.78861789,11.5916955,9.509202454,9.340659341,8.652657602,7.945516459,7.150368034,6.66013712,6.451612903,6.206293706,5.92654424,5.640612409,5.485893417
Bangladesh,15.46507627,17.2205937,17.39258931,17.65574739,17.84671427,18.0700334,18.00210189,17.11508773,15.37463678,13.7493559,12.5796529,11.39338053,9.902507557,9.23592325,8.669947022,8.050786618,7.398075929,6.802711367,6.412244936,6.196576331,5.984404144
Barbados,12.32227488,13.71681416,13.79310345,13.98305085,10.92436975,8.943089431,8.467741935,8.235294118,7.722007722,6.94980695,5.928853755,5.555555556,5.46875,5.426356589,5.363984674,4.961832061,4.615384615,4.724409449,4.761904762,4.897959184,4.621848739
Belarus,8.50981405,10.406254,11.84805179,10.60764494,8.273421082,7.97565663,7.71301377,8.13,7.865497076,5.951105484,4.7041273,4.654241776,4.993744787,4.938007696,4.675153644,4.338983051,4.040639963,3.995641119,4.155647903,4.308419808,4.329301814
Belgium,8.031988873,7.829422383,8.193139611,8.241641981,7.455867082,6.677574394,6.105006105,6.03158431,5.909594282,5.949429846,5.592072991,5.424347158,5.654205607,5.552491267,5.539464156,5.433422699,5.308794904,5.228011598,5.23647172,5.281506014,5.308040376
Belize,15.94202899,20.51282051,19.14893617,18.0952381,18.03278689,17.91044776,16.66666667,17.79141104,16.7539267,15.98173516,14.28571429,12.76595745,11.46496815,10.78717201,9.893048128,8.933002481,8.139534884,7.284768212,6.779661017,6.720977597,6.324110672
Benin,13.71400683,14.35969868,15.42529749,16.55896607,17.29514141,17.6962677,18.14606742,18.32079592,18.24437031,17.8895877,17.55518847,16.92933401,16.58525996,15.8809166,14.80082136,13.70141664,12.70779221,11.86053326,11.07909062,10.31640912,9.598762624
Bhutan,17.85714286,16.83673469,17.33333333,17.578125,17.56756757,17.27019499,17.25768322,17.04781705,16.8190128,15.97633136,12.8342246,11.24807396,9.745762712,9.480519481,9.013398295,8.092485549,7.103218646,6.638115632,6.528497409,6.344410876,6.120434353
Bolivia,16.8816808,17.02693715,17.1641791,17.00879765,17.02683448,17.16747216,16.14408361,15.75595039,15.56221889,15.46377974,14.30632364,13.49673203,12.39529318,11.3977702,10.44942855,9.587712207,8.798036358,8.073394495,7.441992077,6.914309256,6.486015159
Bosnia and Herzegovina,14.4573789,15.10522743,14.3081761,13.65911098,10.85858586,9.821190286,8.535650396,8.60814743,7.919182536,6.150615062,5.872801083,4.814814815,4.522479383,4.453984438,4.325353645,4.103132797,3.893151463,3.724340176,3.681168239,3.744842907,3.855101363
Botswana,15.04854369,18.55010661,19.15708812,18.95973154,18.78612717,18.72705018,18.81993896,18.18965517,16.2842339,14.26726921,12.77584204,11.63043478,11.42568251,11.11638955,10.50740907,9.837467921,9.161873459,8.737092931,8.461538462,8.128262491,7.686729514
Brazil,16.6441262,17.28179115,17.24403387,17.11985201,15.34727214,14.26536822,14.00850196,13.59466467,11.82649043,10.35747418,10.0088991,9.302900506,7.792287539,6.807516366,6.252511337,5.752464874,5.367356525,5.151320319,4.943150588,4.912800742,4.79424471
Brunei,14.28571429,20.3125,19.51219512,18.44660194,16.15384615,15.52795031,14.94845361,13.77777778,13.22957198,12.54237288,11.37724551,9.756097561,9.068627451,8.390022676,7.916666667,7.632093933,7.339449541,7.093425606,6.776859504,6.477093207,6.402439024
Bulgaria,10.10895049,9.29457261,8.37782863,7.827359181,7.610744581,7.706422018,7.639359061,6.56176766,6.315908833,5.014360938,4.182794356,4.302325581,4.774606562,4.818945339,4.575256556,4.265402844,4.066171923,4.187550525,4.463229079,4.667609618,4.65504451
Burkina Faso,16.14800294,15.8679202,16.58898305,17.178034,17.67433565,17.94622611,18.70262391,19.09893534,19.01088929,18.89810427,18.62098501,18.29090909,19.57135839,18.03071744,16.46929724,15.1346781,14.12413201,13.2542101,12.32769378,11.34042497,10.42294223
Burundi,16.36807818,18.25633383,17.78911565,17.52801993,17.40614334,17.56389342,17.70404456,18.51320909,18.94032741,17.65564202,16.3473424,14.70588235,14.21194695,14.02613962,13.08519919,11.72728902,10.55895416,9.834384858,9.472743521,9.106953759,8.561228614
Cambodia,16.6858458,16.70452199,16.93043798,17.09540866,17.20709036,15.47132591,14.36193864,20.61982961,18.52425181,16.98444776,13.65310761,11.34184152,11.09266025,11.05404744,10.64046086,9.676909292,8.641361126,7.967995455,7.637977091,7.371167645,6.963355186
Cameroon,15.8531124,16.30612245,16.38616608,16.98643731,17.46124598,17.92971246,18.18482212,18.35569512,17.81247445,16.99630051,15.78748346,15.8408619,15.6228079,14.59761819,13.35222606,12.30124259,11.53415845,10.91950283,10.29295329,9.618916437,8.969891654
Canada,11.90944165,12.35462345,12.48603976,11.50973119,8.528274084,7.644110276,7.309214015,7.147279622,6.970867478,6.770637819,5.732255752,5.286616318,5.299342008,5.353319058,5.428571429,5.41917794,5.277597646,5.129135229,5.101391931,5.135875193,5.216823524
Cape Verde,10.2739726,14.79289941,19.2893401,17.46724891,15.73033708,16.18705036,16.89655172,17.86833856,18.02816901,16.29072682,14.38356164,12.91666667,11.30604288,10.76642336,10.30927835,9.446254072,8.513931889,7.819548872,7.142857143,6.733524355,6.267806268
Central African Rep.,14.36130008,15.10379384,15.91211718,16.32281553,16.51175506,16.75756073,16.84303351,17.07410237,17.05902422,16.32163216,16.23497997,15.72403706,14.69804618,13.90298356,13.08743681,12.27826087,11.57723577,10.81701346,10.13171226,9.522498968,8.982114676
Chad,15.01439737,16.54219567,16.64420485,16.71199758,17.01086957,17.76600867,18.44217835,18.63270777,18.6210285,18.54397531,18.56700786,18.51482184,17.9313342,17.29816269,16.55589124,15.65623706,14.61773057,13.52499646,12.51551068,11.64809384,10.88349654
Channel Islands,8.823529412,7.476635514,7.272727273,6.956521739,7.5,5.555555556,5.511811024,5.223880597,5.714285714,5.555555556,5.442176871,5.369127517,4.666666667,4.605263158,4.545454545,4.605263158,4.635761589,4.635761589,4.635761589,4.081632653,4.225352113
Chile,14.2504931,14.8159101,15.90374052,15.63186496,13.48443702,12.12208465,10.53478805,10.9257577,11.06141016,10.32759578,8.612750503,7.590354053,7.283763278,7.02811245,6.695638178,6.41025641,6.076845298,5.791352638,5.607751028,5.51051124,5.436150644
China,13.684875,16.4945748,14.20131718,15.39714828,15.94666837,13.62768845,9.994719286,9.888361194,10.95930352,8.877421507,7.527581901,6.664731061,6.489172528,6.571141219,6.268219537,5.63496979,5.176318388,5.024378569,5.066605638,5.070100612,4.943177488
Colombia,17.93632272,18.70977074,18.41069532,18.23814655,17.24558196,14.97475696,14.52422563,13.65515402,12.8346433,12.18288034,11.16809976,10.3254431,9.723752133,9.004393869,8.408890929,7.855204938,7.344800489,6.891079749,6.479090954,6.188809497,6.011641592
Comoros,14.19354839,17.51412429,18.22916667,18.39622642,18.22033898,18.58736059,19.20731707,19.79166667,16.51376147,15.04065041,14.51905626,14.61038961,14.59537572,13.31592689,11.78571429,10.70640177,10.16427105,9.865900383,9.344115004,8.595744681,7.986960065
"Congo, Dem. Rep.",17.81462934,17.67000294,17.83137229,18.03690796,18.23514912,18.47821448,18.75230033,19.30768741,19.72877327,19.95236187,19.48614035,19.13031703,17.92085631,17.10347856,16.14769343,14.95108031,13.68295041,12.50578309,11.4881271,10.56921133,9.686603893
"Congo, Rep.",15.96534653,16.40625,16.81503462,17.33102253,17.75280899,17.92392005,17.98124655,17.38308928,16.63941128,16.18122977,15.57458018,15.54904832,14.87097632,13.63959271,12.68624947,11.76355067,10.91440044,10.21698274,9.576694029,9.0021361,8.452346255
Costa Rica,16.04554865,18.35106383,18.66566717,18.52085967,15.65934066,13.59649123,13.54344123,13.61275964,13.34415584,11.61253234,10.10178117,9.076212471,7.972419737,7.827314908,7.217672824,6.810360442,6.385563075,6.065683646,5.831568659,5.659174239,5.524168236
Cote d'Ivoire,17.21246006,17.750258,18.52497096,19.01041667,19.2851682,19.58918592,19.66025184,18.56979187,17.30891215,16.31290882,15.63169165,15.61006028,14.9188688,14.08392533,13.10106857,12.17970274,11.37634409,10.64822671,9.958299457,9.295374363,8.675904364
Croatia,10.09865005,9.780690698,8.704253215,8.371754429,7.096619516,7.221570926,7.219556774,7.152436299,6.418769367,5.653104925,5.195381883,4.682575416,4.761904762,4.876373626,4.792776106,4.679050082,4.5215311,4.466682939,4.5443196,4.72541507,4.835337167
Cuba,13.11032269,13.63914373,12.46324044,15.48038229,14.03327596,12.02712727,8.163057843,7.794525982,8.271954674,7.057745188,6.439393939,5.976415937,5.176722599,4.958088104,4.797212793,4.556053812,4.292196007,4.052553664,3.906472769,3.80980508,3.763496144
Cyprus,13.53535354,12.24105461,13.08900524,12.00686106,9.609120521,7.730263158,9.328968903,9.567901235,9.090909091,8.344733242,6.734434562,5.741626794,5.681818182,5.837837838,5.87628866,5.818540434,5.513307985,5.248618785,5.201793722,5.327510917,5.451448041
Czech Rep.,9.948465158,9.105586051,7.552110611,7.117107838,7.040097949,8.441299581,8.539194709,6.740374357,6.27850558,5.746124031,4.332942097,4.590035308,5.264169068,5.366828433,5.070955535,4.728132388,4.477186312,4.529349804,4.866062825,5.176083591,5.237077342
Denmark,9.740107703,8.447848615,8.034934498,8.237024585,7.873376623,7.152736613,6.12802498,5.182867201,5.661478599,6.485555768,6.315592204,5.999630792,5.749224311,5.377512222,5.363570914,5.546609411,5.62878518,5.548639516,5.384203958,5.250896057,5.227108868
Djibouti,19.35483871,17.39130435,17.85714286,18.8034188,18.75,18.38565022,17.64705882,17.36972705,17.35241503,16.37239165,14.38356164,13.27543424,12.40045506,11.63522013,11.08949416,10.45045045,9.798994975,9.083728278,8.520179372,8.113879004,7.770961145
Dominican Rep.,18.86326194,19.6680791,20.11339899,19.53441296,18.09482384,16.47036474,15.15611814,14.53970167,13.78000814,13.01243383,11.85327748,11.27780109,10.63080685,9.852805888,9.12743471,8.49482125,7.956556718,7.475614514,7.024635802,6.620130601,6.279294695
Ecuador,15.78636766,17.8238342,17.7066907,17.62876579,17.40951743,16.82107701,16.12052731,15.01867721,13.65891624,12.43314336,11.84306718,10.91716429,9.954981121,9.193669932,8.623829344,8.049265987,7.511089797,6.998544396,6.561485447,6.188979912,5.982098182
Egypt,17.34300191,17.31550232,17.50062952,16.82396909,16.28482276,15.78575217,16.38610073,16.30670826,16.14868139,12.91731914,12.172773,11.76966147,11.43191988,10.79125716,9.808493598,8.941517181,8.376538479,7.991210527,7.592563662,7.102949113,6.59672364
El Salvador,16.57584015,18.17434211,18.76578852,18.71146732,17.93638065,17.30406043,16.88116688,15.68313663,14.59936198,14.00139665,12.97106326,10.47681901,9.801388665,9.636477593,9.324467281,8.902421343,8.037331105,7.341430499,6.838506049,6.497357226,6.281725888
Equatorial Guinea,13.27433628,15.12605042,14.96062992,15.12915129,15.35836177,15.48117155,13.57466063,15.92356688,19.09814324,18.36283186,16.98113208,15.90163934,15.56195965,15.62099872,14.9543379,13.90319258,12.83973758,12.06896552,11.46496815,10.86474501,10.17301038
Eritrea,18.6351706,17.8939034,18.38596491,18.3107275,18.23593074,18.34515366,20.16194332,17.21311475,17.0360988,17.34248284,16.33825944,16.43559928,16.25813864,14.86351531,13.20136925,11.78933153,10.94619666,10.49635701,10.09802888,9.511163568,8.761357315
Estonia,8.371246588,7.851596204,7.990115321,7.602792863,7.11143695,7.751396648,7.477906186,7.475409836,7.638446849,5.555555556,4.591836735,4.829123328,5.829596413,6.292134831,6.146926537,5.59334845,4.996156802,4.847537138,5.238095238,5.627009646,5.758313058
Ethiopia,18.3726607,17.63314776,17.53514568,18.04585067,18.18715672,18.07309373,17.95306278,18.19001218,18.74184664,18.84279246,17.91192857,16.85373694,16.26204738,15.31011981,14.26123523,13.1587952,12.07215014,11.06642513,10.20478414,9.408335514,8.631740041
Fiji,19.09722222,19.3452381,19.2893401,17.27861771,14.47876448,13.34488735,13.78763867,14.3864598,13.12154696,12.35370611,11.98501873,10.99033816,10.07025761,9.38215103,8.793686584,8.397790055,7.952069717,7.559395248,7.004310345,6.406080347,6.043956044
Finland,12.46882793,10.50767414,9.322799097,8.588957055,7.557003257,6.409168081,6.693160427,6.631299735,6.236214157,6.38339534,5.702687029,5.436856162,5.518144407,5.580110497,5.532302093,5.42103361,5.266955267,5.134695353,5.146390253,5.209285323,5.271858927
France,9.468375006,8.889605751,8.735632184,8.703764455,8.134244579,7.800261716,6.774791474,6.941686225,6.690593058,6.244719919,6.218606775,6.308284848,6.129258869,5.738743955,5.544432466,5.394802865,5.340514194,5.383238891,5.394750493,5.315973043,5.215014039
French Guiana,16,14.28571429,15.625,15.38461538,14.89361702,14.28571429,11.76470588,10.58823529,12.93103448,14.28571429,13.33333333,13.36633663,11.58798283,10.6870229,10.30927835,9.627329193,9.039548023,8.571428571,7.99031477,7.551487414,7.142857143
French Polynesia,18.33333333,17.14285714,17.94871795,17.58241758,17.43119266,14.0625,13.90728477,13.79310345,12.88659794,10.23255814,10.12658228,8.984375,8.888888889,8.30449827,7.843137255,7.210031348,6.686930091,6.194690265,6.12244898,6,5.66572238
Gabon,10.42553191,11.71548117,11.72839506,12.4,13.01886792,14.47811448,15.56534508,16.34980989,16.37931034,16.37534499,14.57489879,13.16752012,12.32511659,11.64634146,11.02362205,10.28183716,9.530791789,8.918669131,8.443271768,7.944514502,7.48381877
Gambia,16.66666667,14.59074733,15.36050157,16.48648649,17.24941725,17.47572816,17.88617886,17.68707483,17.4301676,17.54385965,17.25460123,16.55759162,15.71428571,14.86146096,13.99103139,13.16108195,12.28968544,11.47431621,10.70880638,9.985775249,9.330143541
Georgia,8.134920635,10.390625,11.80004807,11.61232693,9.262800085,9.027919299,8.537066246,8.678389109,8.36996337,7.671070795,5.820328975,5.240761478,5.855855856,5.803134182,5.577889447,5.168423759,4.86643745,4.862059547,5.028248588,5.046948357,4.957160343
Germany,6.623669124,7.365801635,7.825525662,8.497558022,7.660325705,5.550612639,5.128434391,5.335650383,5.550589805,5.040246009,4.755522523,4.403484929,4.077703032,3.990411212,4.078485986,4.086653713,4.024250832,3.956343793,3.94303755,4.020634198,4.188355436
Ghana,18.57429719,17.29440221,18.02650957,18.61471861,18.83941856,18.61186119,18.16202486,17.61494695,16.93613041,16.15540736,15.20225294,14.52106056,14.01857636,13.44054074,12.61879798,11.84079911,11.08849583,10.50864619,10.03162114,9.566254913,9.088094132
Greece,9.833465504,9.22787194,9.060362414,8.420067828,8.759954494,7.625994695,7.446587845,6.927104309,5.431467086,4.901593252,4.797149123,4.664195969,4.819815792,4.572900018,4.342431762,4.177754125,4.147752559,4.237060874,4.37752809,4.471397538,4.515539305
Grenada,20,18.29268293,20.45454545,19.35483871,13.82978723,14.28571429,13.48314607,14.85148515,15.625,12,9.900990099,8.823529412,9.803921569,9.345794393,9.174311927,7.272727273,6.481481481,5.607476636,5.825242718,5.940594059,6.12244898
Guadeloupe,17.14285714,16.52542373,16.42335766,16.17161716,15.38461538,13.7195122,9.202453988,9.039548023,7.532467532,7.160493827,6.75990676,7.692307692,7.051282051,6.736842105,6.391752577,5.954825462,5.702647658,5.476673428,5.510204082,5.349794239,5.031446541
Guam,14.03508772,14.51612903,16.41791045,15.06849315,14.11764706,12.76595745,12.5,11.66666667,11.36363636,12.24489796,10.96774194,10.17964072,8.888888889,8.376963351,7.920792079,7.582938389,7.339449541,7.04845815,6.41025641,6.329113924,5.833333333
Guatemala,19.12932952,19.0384084,18.11156725,17.96495672,17.77080642,17.86404639,18.03021665,17.81754032,17.06139859,17.06146927,16.59244745,16.02140384,15.06677796,13.99075501,12.85169421,11.71659391,10.63525724,9.638605806,8.727448065,7.930404325,7.226811251
Guinea,15.93427589,16.766047,17.06692283,17.27930535,17.41280583,17.67038414,17.94206658,18.13176381,18.09012526,17.75875903,17.2154617,16.81847755,16.45030033,15.68014861,14.67508355,13.60907712,12.61911808,11.75682914,10.96666992,10.22032374,9.50950951
Guinea-Bissau,15.83011583,19.25795053,15.34569983,15.35893155,13.28903654,20.28776978,17.26618705,15.88683351,16.16062684,16.7238422,17.10122699,16.98369565,16.67681071,16.09940573,15.39951574,14.68409586,13.84069401,13.04347826,12.2859025,11.59684274,10.97355093
Guyana,18.20330969,19.95884774,20.24647887,18.16770186,17.23163842,15.00682128,13.78865979,13.37662338,11.4973262,10.93544137,10.8322325,10.22280472,8.387942333,7.814569536,7.651006711,7.523939808,7.152875175,6.413994169,5.873261206,5.463576159,5.376344086
Haiti,14.80906551,16.0170697,16.25743086,16.42489471,15.86762834,15.22161742,16.06044632,17.39743188,16.26336522,15.13802315,14.23285929,13.13496281,12.41656851,11.70834094,11.03907183,10.37191408,9.67032967,9.015506671,8.432402544,7.927519819,7.451892032
Honduras,17.75386685,19.38300349,19.37094358,19.22586134,19.3236715,18.63533956,18.49201981,18.06375443,17.24137931,16.50259531,15.12766982,13.71154962,12.71820449,11.74436628,10.74986316,9.740985272,8.797178803,7.941814239,7.182368194,6.765978695,6.475284251
"Hong Kong, China",15.99190283,16.45264848,16.00520494,14.27797345,10.80395638,8.964732651,8.179471908,7.733186733,6.591865358,6.065969429,4.964007199,3.414208921,3.310227755,3.90698932,3.817686015,3.66419877,3.384652981,3.186773691,3.271524743,3.516765977,3.722170686
Hungary,8.909830799,9.547073791,8.012018027,6.33684833,6.887212227,7.500237349,7.884166277,6.14482889,5.9436511,5.728662667,4.85607989,4.724096864,4.94384276,4.942272635,4.822361012,4.716981132,4.606162583,4.54302512,4.663550386,4.843870683,4.958030218
Iceland,12.58741259,13.29113924,13.06818182,11.97916667,10.34482759,9.677419355,9.210526316,9.090909091,8.235294118,8.582089552,7.5,7.094594595,6.96969697,6.798866856,6.469002695,6.005221932,5.641025641,5.316455696,5.223880597,5.185185185,5.15970516
India,14.39151504,16.60305907,16.37468382,15.95916585,15.51496212,15.12671052,14.92748706,14.47555742,13.88646926,13.27106255,12.1862627,11.30576375,10.3459548,9.56556745,8.768058489,7.988896605,7.252194027,6.700081224,6.4701172,6.216515847,5.931721318
Indonesia,14.32404407,15.58844223,16.7141276,16.71587532,16.4658188,15.74607091,14.69747515,13.5499886,12.062395,10.92938977,10.09216769,9.641351751,8.842364214,7.996576464,7.219422777,6.867410848,6.653013415,6.426038946,6.146362799,5.844787718,5.616585274
Iran,16.64991427,17.48218776,17.42075194,17.56811058,17.71567436,17.28047025,17.99989829,18.67770985,16.21426305,12.06031766,9.172844673,8.450385778,8.889540072,8.49181277,7.677426289,6.557790963,6.025328841,5.988684675,6.014393963,5.823718948,5.47254447
Iraq,14.28571429,19.74378297,16.69112742,17.4209978,19.02056807,18.39214381,17.9062968,17.18759709,17.09259874,16.68097282,16.56795132,15.31324149,14.38650014,13.03572424,12.09853833,11.36022913,10.64243069,9.846269924,9.099372881,8.463023782,7.949431179
Ireland,10.5759515,10.27045532,10.65631616,10.9527121,10.52453469,10.94683863,10.20288151,9.971751412,8.051209104,7.067627494,6.990801577,7.310081223,7.605142733,7.204257061,6.373882627,5.754189944,5.490759017,5.578655579,5.731523379,5.695687551,5.448768864
Israel,13.97934869,14.29388222,12.48817408,11.8128655,12.01242665,12.6601132,12.08499336,11.30879844,10.81560284,10.0130281,10.20542317,10.05979073,9.596375618,8.780674847,8.127633955,7.68616718,7.430306975,7.172470978,6.817502243,6.385646764,5.981220657
Italy,9.422852953,8.349433884,8.303373056,8.847408904,8.452340792,7.780436517,6.366994636,5.295079373,4.861488798,4.784463168,4.615330742,4.789755482,4.81380412,4.415550129,4.068997484,3.982005998,4.043660789,4.199332848,4.352135058,4.40950324,4.400245334
Jamaica,13.4519573,14.71160078,17.37262124,18.125,17.22846442,14.75409836,13.26769808,13.10404876,12.30964467,11.71463316,11.02454227,9.745127436,9.260614934,8.901651113,8.57445307,8.027923211,7.381615599,6.827731092,6.425275115,6.195652174,6.002982849
Japan,13.52917738,10.39876922,8.368120017,8.307921388,8.567899816,8.963527715,7.286270816,6.172461706,5.252049679,4.78707291,4.654980545,4.43710376,4.100129138,3.771334992,3.534577565,3.46962936,3.502691102,3.565368011,3.591821866,3.583249797,3.590470007
Jordan,18.6440678,17.49622926,17.39130435,18.78952123,18.97720271,19.57644628,18.68823001,17.7383592,17.79895481,14.96282528,14.23861529,12.70668584,11.99196415,11.13985913,9.879005451,8.913339102,8.148578062,7.518135854,6.999685172,6.727181039,6.395859779
Kazakhstan,11.0547516,13.711998,15.2176088,14.74638898,11.89259288,11.59533074,11.45442359,11.52724968,11.35043562,9.180533752,7.469573358,7.891792273,9.401980701,8.925721301,8.029415282,7.065664278,6.540647107,6.517253239,6.640979148,6.5221055,6.107126849
Kenya,17.37985517,19.49856734,19.87907206,20.11996212,20.28624767,20.66023739,20.58045871,20.20361415,19.00576061,16.82671323,16.31893645,16.60710297,16.83429998,15.73699173,14.28489065,13.10532898,12.3328639,11.74473764,11.08565764,10.32383614,9.58669945
"Korea, Dem. Rep.",15.78352845,10.36237151,15.48227987,14.2775974,16.10163543,13.5523614,8.840932823,10.03044384,9.381514941,9.6233539,8.372703412,7.038422305,6.473530638,6.442622951,6.583880982,6.427349067,5.995573472,5.589153721,5.438498847,5.49821278,5.569579025
"Korea, Rep.",15.8398834,14.35252988,14.54385895,15.1391335,13.74451301,12.29515279,10.24052965,9.275627099,7.540365734,7.647862406,6.687198484,5.125617576,4.67197229,4.494130572,4.299054087,4.187212028,4.043055386,3.864025939,3.691800228,3.616719415,3.675386256
Kuwait,15.03267974,17.17171717,15.82733813,17.27078891,18.52348993,18.05555556,15.61365287,14.53488372,14.19897244,10.55072464,9.380610413,8.521674694,8.453473132,7.728753331,6.964769648,6.441102757,6.154926281,6.073943662,6.014568158,5.855498214,5.667938931
Kyrgyzstan,9.603220242,13.88742767,16.66666667,16.6407465,14.06408094,14.24242424,13.44723064,14.07924246,14.31497497,13.00653595,11.01917255,9.708923784,10.38024869,9.889361702,8.835471821,7.698338037,6.90814611,6.748466258,6.666666667,6.381118881,6.002034588
Laos,16.32653061,17.36368449,16.66666667,16.46418098,16.56760773,16.83070866,16.92925548,17.095186,17.30860675,16.76024121,15.75342466,12.9443783,12.4456184,11.97894437,11.51784547,10.78336557,9.79329041,8.929142248,8.364556962,7.975994579,7.584217383
Latvia,7.696254489,7.692307692,7.783018868,7.502206531,6.782534972,7.244607245,6.881463803,7.438977141,7.816610297,5.575611713,4.048924504,4.412407165,5.084745763,5.418943534,5.390334572,5,4.443359375,4.269211452,4.634397528,5.060622035,5.345572354
Lebanon,13.58281358,15.81885856,17.03703704,16.49106734,15.26186579,14.17092768,13.75224417,13.32179931,12.24352506,11.1747851,10.54863504,8.257779956,7.574688309,7.454257963,7.30324831,7.032734952,6.567840231,6.067961165,5.763458075,5.671641791,5.663751987
Lesotho,16.23465211,16.17834395,16.64712778,16.89839572,17.07080504,17.30434783,17.37451737,17.01694915,16.47940075,15.50522648,14.72457627,13.72745491,12.99760192,12.55191509,12.01602136,11.43847487,10.84745763,10.32472939,9.922099221,9.481361426,9.03977501
Liberia,16.76792224,16.77631579,19.18714556,19.31818182,18.47445766,16.88073394,18.28182294,18.36642599,18.11460259,17.71956857,17.42209632,16.77671068,16.02048281,15.19502786,14.20411272,13.18080929,12.22565688,11.39026112,10.63719116,9.932334461,9.264705882
Libya,16.71525753,17.40674956,17.6426983,18.00246609,19.14786967,19.51318458,18.6888454,18.25974026,13.47079038,11.27430699,11.03216156,11.19554205,10.95660147,10.10058676,8.741394986,7.39194499,6.587599812,6.457065585,6.631989597,6.585008375,6.242998269
Lithuania,8.648227503,9.958190802,9.715725081,9.62962963,8.564151544,8.300514995,7.588631702,7.811618725,7.842076798,6.615214994,5.315804516,4.508196721,4.701905347,4.961832061,5.067015364,4.993297587,4.709522173,4.350902016,4.379562044,4.668674699,4.998062766
Luxembourg,6.440677966,6.907894737,7.987220447,7.784431138,7.121661721,5.833333333,5.494505495,5.706521739,6.036745407,6.617647059,6.436781609,5.856832972,5.691056911,5.598455598,5.839416058,6.013745704,6.026058632,5.873261206,5.62962963,5.539772727,5.570652174
"Macao, China",12.63157895,16.75977654,13.29479769,13.94230769,9.411764706,9.486166008,7.90513834,11.80327869,10.75268817,8.232445521,5.429864253,3.696098563,4.197080292,4.217926186,4.266211604,3.820598007,3.273322422,3.099510604,3.099510604,3.327787022,3.535353535
"Macedonia, FYR",14.23921888,14.25406204,13.35247667,12.75303644,11.00508906,10.6738223,9.81595092,9.250136836,8.586387435,7.837150127,6.669985067,5.7956778,5.340519353,5.384238864,5.327468231,5.149583129,4.908279623,4.637096774,4.57348407,4.676826064,4.79267636
