Male 0-4 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Central African Rep.,14.52599388,15.26162791,16.10284168,16.52281134,16.81514477,17.07070707,17.11469534,17.32711733,17.37317582,16.60561661,16.53971708,16.03773585,14.96383363,14.1147338,13.25484239,12.43395562,11.71052632,10.94619666,10.25715956,9.638888889,9.105388904
Chad,15.41666667,16.69195751,16.80384088,16.91266913,17.23756906,18.04400978,18.72246696,18.95145631,18.93236074,18.85455061,18.81901104,18.74120249,18.12937063,17.4552136,16.70933836,15.79883762,14.7539256,13.6561377,12.63924593,11.76102106,10.98695119
Channel Islands,8.333333333,8,7.407407407,7.272727273,6.779661017,6.451612903,4.918032787,6.153846154,5.970149254,5.797101449,5.797101449,5.714285714,5.479452055,4.054054054,4.109589041,4.109589041,4.166666667,4.166666667,4.109589041,4.225352113,4.225352113
Chile,14.53700631,15.12529833,16.24768457,15.98034628,13.81718155,12.45620864,10.84118927,11.26171352,11.40095136,10.62605278,8.863248984,7.813468932,7.504424779,7.246867592,6.911540969,6.620355752,6.285303482,6.006460731,5.828925042,5.736972705,5.670103093
China,13.92562451,16.28949616,14.20663983,15.44220004,15.98217569,13.62971117,10.01141595,9.917260993,11.14401753,9.214940729,7.903405531,7.072262566,6.850605327,6.877291361,6.507695602,5.829697628,5.339109343,5.167109708,5.194561363,5.18111619,5.032936957
Colombia,18.28227022,19.04139434,18.76803412,18.61270425,17.60775456,15.28731781,14.85547838,14.00402414,13.19735324,12.57697642,11.55159236,10.69627115,10.09041433,9.359037733,8.74951305,8.185159063,7.661606443,7.19506309,6.767245724,6.46969597,6.287610188
Comoros,14.1025641,17.24137931,18.94736842,19.04761905,18.8034188,18.38235294,19.39393939,19.79166667,16.58986175,15.38461538,14.59854015,14.83870968,14.73988439,13.5770235,11.93317422,11.03752759,10.45081967,9.904761905,9.54954955,8.888888889,8.169934641
"Congo, Dem. Rep.",18.77300613,18.64986779,18.66575902,18.75742457,18.85888945,19.02674266,19.22787477,19.7301855,20.10640048,20.29129278,19.76596083,19.39619803,18.14098751,17.3046875,16.33666782,15.13072768,13.85774742,12.67596079,11.65552965,10.73562414,9.850165722
"Congo, Rep.",16.16161616,16.74208145,17.16566866,17.65734266,18.00302572,18.15823606,18.31298557,17.66381766,16.83087028,16.4017341,15.79643093,15.72769953,15.02397443,13.75886525,12.76595745,11.85243328,11.01787669,10.31068624,9.675345548,9.085365854,8.56144438
Costa Rica,16.02434077,18.26086957,18.75923191,18.53233831,15.70964247,13.65384615,13.58333333,13.68267831,13.47381865,11.70152629,10.16016016,9.132212631,8.022071307,7.879029049,7.290492296,6.915084199,6.501547988,6.15640599,5.93385214,5.786963434,5.646173149
Cote d'Ivoire,17.33648542,17.42372881,18.14033086,18.45869866,18.67358281,18.89924287,18.94112277,17.86695987,16.72521766,15.81797087,15.25061812,15.34241008,14.73482777,13.96903015,13.03613396,12.15053046,11.37585533,10.66478873,9.991630048,9.342729898,8.735759421
Croatia,10.72400653,10.41226216,9.260217279,9.003540718,7.447864945,7.662463628,7.645115621,7.585568918,6.81610247,6,5.529953917,4.997664643,5.079962371,5.170777989,5.124521073,4.951456311,4.792490119,4.740292486,4.837879568,4.997369805,5.102040816
Cuba,12.9823414,13.49017272,12.4143601,15.52150272,14.10198556,12.14464883,8.276416231,7.942451715,8.48666917,7.2471705,6.595783024,6.128629966,5.341880342,5.129118433,4.964285714,4.688342015,4.424617626,4.201524447,4.055087988,3.966679889,3.921975514
Cyprus,13.99176955,12.84046693,13.57142857,12.58741259,9.966777409,7.868852459,9.508196721,10,9.411764706,8.743169399,6.994818653,6.142506143,6.074766355,6.222222222,6.329113924,6.060606061,5.825242718,5.461393597,5.454545455,5.663716814,5.689655172
Czech Rep.,10.44260028,9.608147,7.96804146,7.519116398,7.455770851,8.930041152,9.010636163,7.117153139,6.618676265,6.080542265,4.581993569,4.845195014,5.511041626,5.607115236,5.301575106,4.930928626,4.66461064,4.718446602,5.054644809,5.382658054,5.43883762
Denmark,10.06140765,8.76475931,8.318661972,8.520559559,8.139059305,7.388178914,6.363636364,5.359269551,5.91949487,6.744186047,6.557998484,6.198655713,5.955882353,5.583941606,5.541470482,5.721482548,5.838108883,5.728607232,5.563531945,5.435565155,5.382947977
Djibouti,19.35483871,17.14285714,18.60465116,19.29824561,18.75,17.69911504,17.96407186,17.5,17.56272401,16.50485437,14.60055096,13.5,12.55707763,11.78947368,11.08949416,10.5734767,9.882747069,9.133858268,8.618127786,8.226950355,7.869742198
Dominican Rep.,18.8006483,19.59833795,20.07042254,19.51219512,18.11158798,16.51031895,15.22825725,14.61744567,13.87546967,13.15596778,11.98560828,11.42380655,10.79080639,10.02202643,9.325881942,8.700016731,8.154367835,7.679020101,7.238358691,6.837477259,6.489986448
Ecuador,16.09263658,18.06853583,17.94409378,17.82945736,17.56666667,16.98819464,16.27965044,15.18793706,13.83513932,12.59375545,12.0407833,11.09754236,10.15081206,9.383561644,8.832725378,8.260544048,7.722891566,7.207312786,6.764672103,6.40299184,6.197278146
Egypt,17.63111153,17.55656109,17.72835241,17.03136858,16.51329817,16.02257268,16.65094551,16.55858193,16.39265323,13.12000498,12.3655914,11.9619813,11.62538845,10.99103791,10.00667381,9.139887298,8.585202037,8.210214554,7.817896389,7.330595811,6.818075684
El Salvador,16.95852535,18.58333333,19.21110299,19.08017402,18.27956989,17.70883055,17.37232649,16.30479312,15.27777778,14.75468975,13.81002454,11.28080528,10.62007537,10.50518568,10.20408163,9.772798008,8.81649731,8.041654614,7.490847649,7.111356119,6.852654388
Equatorial Guinea,13.76146789,15.51724138,15.57377049,15.15151515,15.49295775,15.78947368,14.1509434,16.23376623,19.35483871,18.38565022,17.37451737,16.22516556,15.98837209,15.68123393,15.13761468,14.07867495,13.01886792,12.28373702,11.50159744,11.01190476,10.29207232
Eritrea,19.2920354,18.34130781,18.78531073,18.67995019,18.58695652,18.63117871,20.85385878,17.5872093,17.41935484,17.92573624,16.8344519,16.90975387,16.718507,15.24451939,13.49969934,12.04359673,11.17749564,10.70119157,10.30752916,9.711234177,8.96023894
Estonia,10.44776119,9.145129225,9.416195857,8.756567426,7.865168539,8.623298033,8.24742268,8.298171589,8.299319728,6.146926537,5.047318612,5.483870968,6.493506494,6.935483871,6.818181818,6.148867314,5.400981997,5.324459235,5.714285714,6.091370558,6.12244898
Ethiopia,18.72331107,17.75059666,17.66442953,18.19909717,18.36108982,18.25916631,18.14403644,18.38047535,18.95760307,19.06899477,18.14243579,17.07619356,16.46997611,15.4993948,14.43339221,13.31558146,12.21557982,11.1998316,10.33201674,9.530675334,8.751040414
Fiji,18.54304636,19.29824561,19.21182266,17.37288136,14.39393939,13.3105802,13.93188854,14.7632312,13.42465753,12.56410256,12.03931204,11.19047619,10.11494253,9.523809524,8.869179601,8.533916849,8.137044968,7.659574468,7.036247335,6.638115632,6.047516199
Finland,13.30897704,11.18226601,9.887535145,9.078529278,7.99640611,6.810193322,7.093425606,6.99241786,6.567534077,6.677393403,5.973101266,5.687573042,5.761159863,5.811773528,5.736491488,5.629139073,5.481972038,5.34857986,5.37037037,5.441669773,5.495327103
France,10.03480855,9.382904596,9.187358916,9.129976827,8.518279396,8.157966128,7.106772515,7.295373665,7.04362926,6.583339251,6.56445993,6.648675999,6.434457175,6.014264602,5.801401427,5.633496127,5.569558001,5.611374985,5.619404791,5.531453362,5.416052687
French Guiana,16.66666667,14.28571429,12.5,15,12.5,14.28571429,11.76470588,10.86956522,13.1147541,13.69863014,12.79069767,13.7254902,12.28070175,10.6870229,10.41666667,10,9.604519774,8.90052356,8.252427184,7.798165138,7.456140351
French Polynesia,16.66666667,17.64705882,17.07317073,17.39130435,17.54385965,13.43283582,13.92405063,13.18681319,12.5,9.821428571,9.756097561,9.022556391,8.695652174,8.108108108,7.792207792,7.547169811,6.586826347,6.432748538,6.358381503,6.214689266,5.617977528
Gabon,10.82251082,12.06896552,12.18487395,12.55060729,13.61867704,14.82758621,15.86826347,16.62404092,16.81222707,16.82242991,14.86928105,13.3431085,12.41655541,11.80048662,11.0862262,10.38421599,9.611650485,8.982584785,8.442123586,8,7.532051282
Gambia,17.07317073,14.59854015,15.58441558,16.39344262,17.53554502,17.71653543,18.21192053,18.00554017,17.60722348,17.81076067,17.49226006,16.77675033,16.03229527,15.11156187,14.24682396,13.34418226,12.52763449,11.70141224,10.91134532,10.22400919,9.549356223
Georgia,8.660933661,11.46711636,12.95149639,12.63710062,10.03163127,9.809027778,9.235936188,9.371245495,9.059367772,8.309098463,6.40569395,5.926979611,6.549118388,6.468440271,6.199893105,5.734571273,5.378151261,5.375722543,5.555555556,5.558987029,5.388069275
Germany,7.370125746,8.16627268,8.636726016,9.257912985,8.309191823,5.991425509,5.52677493,5.731401279,5.907073871,5.31657684,4.999376014,4.620232749,4.265308657,4.167292011,4.255588146,4.26503798,4.203481989,4.137156907,4.128063154,4.217410916,4.400963799
Ghana,18.79221295,17.37346101,18.11551925,18.73896595,18.95261845,18.73638344,18.29443447,17.76255708,17.08961142,16.32278771,15.35894843,14.65105808,14.13625304,13.53945344,12.70847231,11.91947623,11.16452689,10.58056374,10.10816126,9.643121302,9.166047142
Greece,10.36072688,9.722222222,9.571850394,8.922558923,9.105728924,8.036117381,7.840236686,7.284632699,5.652087078,5.121396055,4.983388704,4.856673361,5.011718046,4.762757386,4.517857143,4.340060725,4.297994269,4.384546271,4.531503882,4.632152589,4.678040726
Grenada,23.52941176,18.42105263,21.42857143,20.93023256,15.90909091,13.63636364,13.95348837,14.28571429,16.32653061,12.5,10,9.615384615,9.615384615,9.090909091,9.433962264,7.407407407,7.142857143,5.454545455,5.660377358,5.769230769,6.12244898
Guadeloupe,17.82178218,17.39130435,17.1641791,16.77852349,15.72327044,14.19753086,9.375,9.356725146,7.853403141,7.692307692,7.317073171,8.219178082,7.555555556,7.079646018,6.986899563,6.550218341,6.086956522,6.086956522,6.113537118,5.777777778,5.381165919
Guam,10,12.82051282,15,13.95348837,12.76595745,12,12.72727273,11.29032258,11.26760563,11.84210526,11.39240506,10.71428571,8.888888889,8.333333333,7.920792079,7.619047619,7.407407407,7.01754386,6.896551724,6.779661017,5.93220339
Guatemala,19.19446193,19.12568306,18.15150071,17.99250312,17.85714286,17.97323136,18.18950931,18.01397206,17.26442415,17.46031746,17.16823785,16.70698274,15.7436483,14.61227583,13.41408196,12.23294988,11.11320755,10.07446343,9.127538854,8.29827022,7.570789866
Guinea,15.86206897,17.06629055,17.35218509,17.65389082,17.76041667,18.00197824,18.25226001,18.42204606,18.32849306,17.96502385,17.39952719,16.99613236,16.62511985,15.86425945,14.83548766,13.76565762,12.77068945,11.89870735,11.10896258,10.35863665,9.639848009
Guinea-Bissau,15.95330739,19.42446043,15.35836177,15.6462585,13.46801347,20.57971014,17.43341404,16.11479029,16.37080868,17.01388889,17.39130435,17.0998632,16.89106487,16.33986928,15.625,14.83757682,14.06995231,13.2512672,12.47511612,11.7898595,11.14883984
Guyana,17.87439614,20.25316456,20.50359712,18.38006231,17.56373938,15.10989011,13.87434555,13.75661376,12.12121212,11.41304348,11.44414169,10.30927835,8.205128205,7.731958763,7.631578947,7.547169811,7.262569832,6.647398844,5.846153846,5.610561056,5.415162455
Haiti,15.32104259,16.5020337,16.71059568,16.82509506,16.29310345,15.65217391,16.53571429,17.97073791,16.77603424,15.60247168,14.67353148,13.54144241,12.81032771,12.05909511,11.36794894,10.67898234,9.954058193,9.288422281,8.699902248,8.191862032,7.72246178
Honduras,18.04812834,19.63048499,19.54365079,19.35756551,19.57005189,18.79409878,18.68493151,18.32312765,17.49389748,16.79771265,15.42416452,14.02385802,13.00236407,11.98475101,10.95321382,9.920876446,8.962892483,8.097385032,7.331378299,6.900565348,6.604381443
"Hong Kong, China",16.43700787,16.57544957,16.03295311,14.45333333,10.92269327,9.022222222,8.114285714,7.774227902,6.673511294,6.247976691,5.246817758,3.707079915,3.614097969,4.235832856,4.168967421,3.99463807,3.720199109,3.517847905,3.631713555,3.907637655,4.161412358
Hungary,9.487750557,10.1369863,8.513289037,6.75372373,7.32096549,7.945205479,8.365458751,6.503428012,6.329113924,6.136087485,5.249073693,5.119097367,5.344317702,5.349531117,5.230305639,5.091383812,4.958131335,4.894948592,5.011337868,5.190629306,5.294937297
Iceland,12.67605634,13.75,13.48314607,12.37113402,10.47619048,9.90990991,9.401709402,9.016393443,8.59375,8.759124088,7.692307692,7.382550336,7.100591716,6.52173913,6.18556701,6,5.392156863,5.339805825,5.263157895,5.238095238,5.238095238
India,14.15351792,16.4879534,16.23987256,15.81553878,15.37324977,14.99420467,14.81344846,14.40759164,13.85432988,13.31053675,12.23699499,11.37198801,10.42711985,9.654446715,8.862843212,8.088086236,7.354802419,6.806964742,6.585557919,6.338414934,6.057829499
Indonesia,14.08936504,15.90876385,17.02219442,16.99836239,16.72196757,15.96781798,14.91180314,13.72691187,12.24503572,11.11169037,10.28000974,9.839837829,9.033964605,8.178832416,7.392385086,7.045787322,6.838543441,6.619853776,6.347546488,6.045341825,5.816451165
Iran,16.5152574,17.58094452,17.5346436,17.67676768,17.83478498,17.40125594,18.06342579,18.6179418,16.10418949,12.14631216,9.231085526,8.486092238,8.966059494,8.578236696,7.772191933,6.655604301,6.131638194,6.10997525,6.149890406,5.968629895,5.620623412
Iraq,14.86676017,20.12654414,16.94061506,17.61207685,19.18705452,18.50522193,18.05205709,17.40514076,17.43471582,17.06368036,16.89053326,15.57577879,14.64579798,13.24273768,12.27941176,11.52624614,10.79882253,10.00521105,9.25803878,8.622039538,8.113289221
Ireland,10.66225166,10.30508475,10.81460674,11.14186851,10.70707071,11.20201385,10.42154567,10.1971831,8.257403189,7.370184255,7.252514558,7.552581262,7.836308228,7.431604737,6.589147287,5.941329372,5.661053386,5.784551437,5.927662425,5.882352941,5.629770992
Israel,14.06491499,14.54340474,12.68656716,12.03703704,12.26027397,12.93768546,12.38702818,11.67562286,11.11605158,10.41902605,10.62271062,10.44055522,9.96126176,9.069886948,8.371531966,7.916951859,7.627302275,7.362978283,6.993840652,6.547619048,6.130841121
Italy,9.910508595,8.786324786,8.76827592,9.337337337,8.913831675,8.222296869,6.750467255,5.605072464,5.1598653,5.092525661,4.906575898,5.063780441,5.076575961,4.652028284,4.283874466,4.187108204,4.246852595,4.406580494,4.566846784,4.627638953,4.614339838
Jamaica,13.92961877,15.17976032,18.26309068,18.90606421,17.78265642,15.25940997,13.56736243,13.53251318,12.76962899,12.09876543,11.45339652,10.12269939,9.737827715,9.31085044,9.018759019,8.43459614,7.763532764,7.18907261,6.773488711,6.552494415,6.345565749
Japan,14.07576988,10.81803844,8.715696557,8.633332641,8.946896094,9.338358459,7.594429939,6.429629131,5.48403111,5.00056917,4.87131908,4.671018781,4.324341807,3.986384761,3.74530585,3.686130762,3.730130696,3.803712365,3.837044055,3.829117039,3.838040428
Jordan,19.10569106,17.6300578,17.45689655,18.56392294,18.84753902,19.4752775,18.64700781,17.39745403,17.65053129,14.66015104,14.09235669,12.64849755,11.93490054,11.12672099,9.893256964,8.947623666,8.213552361,7.597402597,7.082211638,6.819541376,6.48345268
Kazakhstan,11.7755857,14.73411154,16.14042376,15.56834031,12.52771619,12.2083639,12.05121069,12.15346209,11.92855358,9.719334719,8.001115138,8.457300275,10.12810248,9.64821521,8.68852459,7.659890927,7.086903305,7.058254774,7.178631052,7.035116663,6.572934974
Kenya,17.29200653,19.35575827,19.83267717,20.1347936,20.37070041,20.8190618,20.78034325,20.43735949,19.22549692,17.02453988,16.51130124,16.75893306,16.96035242,15.82727625,14.35584704,13.16035612,12.38521978,11.79107499,11.13306807,10.3708125,9.641931189
"Korea, Dem. Rep.",17.67347855,11.43049629,16.83842115,15.34265257,17.10411199,14.27289048,9.282650143,10.49639187,9.797365755,10.03190691,8.709591237,7.323384801,6.725738397,6.681569796,6.82280231,6.666131879,6.230057435,5.824,5.68062616,5.751633987,5.837963347
"Korea, Rep.",16.64053517,14.66186778,14.88142607,15.56848451,14.1551932,12.67411866,10.58328002,9.633140769,7.975659606,8.052761011,6.989317071,5.377530665,4.942744118,4.748201439,4.534859947,4.415499304,4.265520377,4.077424784,3.904358354,3.839261715,3.909753363
Kuwait,13.04347826,14.75409836,12.71676301,14.18685121,16.54846336,16.93989071,13.94169835,13.01229508,12.65406738,8.968177435,7.817109145,7.186732187,7.237569061,6.639839034,6.035283194,5.617977528,5.408702725,5.399151562,5.396475771,5.302226935,5.187220886
Kyrgyzstan,9.638554217,14.58797327,17.86407767,17.71428571,14.89061397,14.87758945,14.0580535,14.71040492,14.84411354,13.46920691,11.42506143,10.05434783,10.77035414,10.26878015,9.174613614,8,7.191568506,7.010622155,6.935724963,6.650901567,6.253687316
Laos,16.07795371,17.78017241,17.04980843,16.83673469,17.01807229,17.21854305,17.26708075,17.38891936,17.59391346,17.06910908,16.06812292,13.24684193,12.72557561,12.22632926,11.7370892,10.96914176,9.95944119,9.071595496,8.5235306,8.128982429,7.746609697
Latvia,9.252669039,8.833522084,9.032258065,8.3984375,7.592592593,8.067375887,7.612456747,8.21458508,8.569118836,6.179286336,4.495412844,4.933586338,5.614714424,6.003937008,5.894105894,5.510204082,4.895833333,4.690831557,5.027322404,5.567928731,5.762711864
Lebanon,13.75515818,16.17283951,17.24500526,16.6061706,15.44715447,14.29608128,14.10998553,13.81254405,12.78507256,11.58323632,10.99079589,8.604302151,7.873259722,7.806004619,7.620320856,7.346585998,6.857383256,6.366267053,6.007355946,5.92773041,5.913325233
Lesotho,17.05202312,17.2972973,17.88413098,18.32946636,18.48739496,18.90359168,18.9279732,18.5840708,17.9245283,16.72862454,15.85503964,14.75935829,13.90862944,13.22393822,12.60426321,11.93895871,11.2565445,10.70205479,10.2607233,9.79253112,9.367296631
Liberia,16.95331695,16.77704194,19.348659,19.57236842,18.69688385,17.12158809,18.55779427,18.64716636,18.33489242,18.02083333,17.68074445,17.07021792,16.28249142,15.41110633,14.40030558,13.35159192,12.38006809,11.5417256,10.75520833,10.03870343,9.377123443
Libya,16.94915254,17.24738676,17.48554913,17.73809524,18.60687023,18.74521806,17.77642028,17.49755621,13.03780965,10.97079716,10.83991385,11.03874959,10.85156712,10.05161641,8.743030917,7.422531828,6.61900369,6.531881804,6.73675177,6.691604323,6.366585564
Lithuania,9.655172414,11.08333333,10.73667712,10.53391053,9.300746775,8.950418545,8.214063472,8.508088676,8.461978273,7.192982456,5.789152956,4.959196485,5.121470781,5.423728814,5.489923558,5.46875,5.098324836,4.708520179,4.780262143,5.087440382,5.387755102
Luxembourg,6.802721088,7.236842105,8.387096774,7.975460123,7.185628743,6.145251397,5.649717514,6.145251397,6.417112299,7,7.075471698,6.086956522,5.737704918,5.836575875,5.860805861,6.206896552,6.188925081,5.882352941,5.882352941,5.698005698,5.737704918
"Macao, China",13,17.20430108,14.11764706,14.28571429,9.923664122,9.302325581,7.874015748,11.9205298,11.53846154,8.542713568,5.687203791,3.879310345,4.597701149,4.460966543,4.642857143,4.240282686,3.50877193,3.521126761,3.533568905,3.597122302,4.074074074
"Macedonia, FYR",14.61038961,14.49487555,13.63636364,13.04926764,11.20906801,10.82352941,10.0110011,9.456521739,8.786610879,8.053007136,6.944444444,6.009852217,5.588235294,5.582761998,5.593719333,5.320197044,5.074626866,4.858299595,4.756980352,4.852320675,4.978354978
