External debt stocks (% of GNI),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,20.22136396,23.99194226,23.46500805,23.99134414,24.18684433,24.20063081,30.41865328,32.12744308,54.88079403,46.26500249,45.27016983,50.8841439,54.49478903,56.09930568,50.98112501,59.46224899,64.0087617,71.40850602,74.8046767,74.69597195,73.53422981,73.7138355,66.8860842,66.74937075,68.35124118,65.28257738,60.56476759,54.32668868,58.10880573,63.74609037,56.73677684,56.03898969,57.4802547,55.58491053,53.9759465,47.17336966,42.63800677,44.90466634,39.28670547,41.3944375,41.81061042,
Sudan,,,,,,,,,,,18.45797972,17.53160951,18.46470571,18.58655401,29.16078389,33.68678913,35.18871312,35.37767337,39.39017127,48.98844668,68.38540802,67.42411186,78.83811396,90.66710549,87.86809221,74.29404308,62.35676939,56.23701071,77.27957845,91.99820948,129.3926843,155.705102,249.5461753,197.3536454,142.2384346,136.2414418,195.86021,143.878363,154.5494672,157.5179234,141.4085303,123.4625358,117.0789912,104.6235391,91.25568175,67.07431053,54.02366086,45.66625403,37.8411129,41.47749117,39.05302561,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,38.00671127,27.95737815,24.74803836,19.25836981,,,,,,,,,,,,,,,,,21.87108516,21.20889481,17.37496942,16.21179496,17.14477511,14.01834824,13.43182299,22.02367858,18.6067057,20.50913275,17.37600385,18.8938689,26.94531805,20.9472792,18.53317903,16.36723702,15.41955321,13.51109205,13.07768373,15.42775177,17.17243273,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.9108721,160.2435406,156.8310506,158.5002972,149.9174774,120.1069206,103.5086679,,,,,,,10.09291904,9.67677752,8.155283785,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5096774713,23.62222217,44.3078065,53.55569384,72.27823112,118.5674569,96.58505261,120.5900943,125.3857295,102.7297796,98.05146166,78.47258509,51.93248659,45.03031214,34.81158463,33.63042841,46.51598451,51.94983219,53.05228585,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.020202,137.8006687,158.2922946,137.3221676,150.9135726,165.1795521,165.7337342,143.680198,114.2083201,93.87255956,81.16361509,81.83676421,70.94809908,62.79316492,66.03761868,62.69324551,67.14594856,59.19525808,28.25116411,29.73855026,28.7658036,34.24817268,37.6505991,
Thailand,,,,,,,,,,,14.10018765,14.64181676,15.08659883,11.53988557,11.68699405,12.5334126,13.72776995,16.95928512,21.10462818,24.55288736,25.8555754,31.64248242,33.96013995,34.94057241,36.28352638,45.7709128,43.77533799,40.93442794,35.7726189,32.92995817,33.33832592,38.95381984,38.34303366,42.72681101,46.1209995,60.5262755,63.4205965,74.64644502,97.15444699,81.12402928,65.98852654,59.70866799,48.47780428,37.29133181,32.07800735,27.62948943,23.09748124,19.03926675,18.9598313,22.84131696,23.3581592,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,,,,,,,,,,,16.02922113,16.88042289,14.35648306,17.65523717,22.5851758,27.40042745,39.36095619,56.82778542,102.018164,126.8188671,102.3591621,109.3166432,121.5415917,126.8928558,118.903009,128.9285208,104.5846563,102.8593199,91.8694812,89.55576456,80.13782051,85.98188571,81.22002403,107.1527675,156.3370122,116.6735948,103.4193262,91.54236427,94.1091463,99.07038149,109.9742158,108.3674661,108.9423117,98.67174796,89.74270911,91.39150143,89.08209701,89.0074257,58.02809025,58.07222878,61.14692583,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,38.00272328,39.52951758,41.81081341,32.43483072,34.41268832,38.15720588,32.88520279,30.76502298,31.29335701,28.44899097,30.45027498,27.82069552,26.55468345,32.68882907,34.23595863,34.15092926,38.03025828,39.23920238,40.41633759,35.15174974,30.67472794,27.22797903,27.69238105,24.98451971,31.43699685,39.67451234,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,,43.37256417,41.28071465,34.66422117,33.53286731,29.25038071,26.44176419,29.62279498,45.46802802,51.1283471,49.09637231,41.7103944,44.3710071,48.10788312,50.19784115,51.16530941,60.59292984,69.12415276,73.99679204,70.82896773,72.46136897,64.70341701,65.90355765,57.82941878,63.51941003,65.19785162,62.99419668,61.33865313,62.41089211,57.1277842,59.47662085,61.02995626,67.46395792,76.83707079,76.56366646,72.51617191,65.45712493,63.05292398,60.79112175,53.99522425,52.64691329,51.09572882,
Turkey,,,,,,,,,,,16.14709284,20.3335639,17.49829084,16.42932906,13.07859941,11.36569596,11.75266276,19.62455843,22.97466645,18.02184056,28.27897461,27.63846349,31.24985825,33.73383765,36.94609478,39.60392419,44.59479568,48.11920867,46.40360234,39.66663934,33.35676995,34.2863463,36.14357567,38.61178097,51.99024722,44.3713522,44.71020663,45.34801368,36.40713234,41.27595167,44.42562286,59.05362395,56.74861029,48.39145984,41.25943018,35.38113909,39.06356565,39.52046959,39.3476079,44.7295957,40.3979108,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.633936959,16.25044208,16.08583641,31.55831366,73.63158573,90.86955605,107.828073,92.33566994,66.20227295,45.50758826,29.54775077,22.61586092,14.02945359,9.180003001,6.238220194,4.023556785,3.213570113,2.132102761,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,12.18814809,12.35770544,12.05535321,10.40182012,9.701001329,8.881251429,9.994128455,10.28000069,17.688043,27.64426891,55.81146289,53.37602838,40.64735961,45.97774875,30.10232899,35.72748475,36.68003218,31.10639133,30.08030935,42.14902671,61.64129958,85.89749996,106.5292536,96.25733212,86.46667215,63.33959483,61.85474197,62.49716814,59.9408102,58.44352962,57.46107629,64.9453066,65.56551473,72.70740028,60.42186615,49.01722623,12.6641823,13.53683888,15.68798352,15.88777589,17.90459571,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7454553162,6.017338717,10.79528359,17.7691446,21.6844484,22.48624404,31.86016964,45.41771599,40.1884595,54.91835939,51.82981762,48.19114367,45.80054331,38.15055968,48.30753697,55.10694695,54.07594416,90.1093646,85.8963711,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,,,,,,,,,,,15.26809974,14.48357744,21.46070814,13.04635848,20.39703205,26.18453419,28.6374183,27.3028963,20.65557896,18.57314604,16.96892779,19.81345535,29.43839597,68.37027663,72.93406803,89.47769846,69.90906268,60.84404201,48.45784267,55.11243053,49.27363243,38.27860987,36.14461252,32.8492876,29.58397658,27.99629011,29.07307343,28.06836903,30.06018056,32.95938234,36.94894128,44.27291811,74.09193056,94.63792575,89.38108615,65.82944399,49.62703243,42.11336033,31.67213544,36.31669789,28.97520601,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4612757469,7.887047143,9.685274515,13.50248935,17.132592,20.01759997,22.58834298,29.21071486,34.21132031,43.4721171,50.28118631,49.11515566,40.25367477,29.98011685,24.04619855,18.81185122,17.04680596,20.06911871,18.97932972,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,3.661190046,4.937842119,10.93348184,10.75241048,12.92039615,15.38721742,20.71966437,19.17783045,20.81053793,23.50055927,20.19483521,20.7540637,22.20256419,23.90025282,22.57208138,21.67033694,21.37374812,24.42065466,24.1513126,27.81274986,27.21975146,34.77879711,31.3273633,33.73870669,21.58019784,19.40634722,18.9978577,20.52012065,21.86019056,20.92476664,
Venezuela,,,,,,,,,,,11.43263542,14.04493292,16.45957949,14.98865051,9.347204425,7.08682247,13.56319677,25.32690293,35.64412675,43.17410529,43.51304924,42.23822788,42.7975157,50.09688491,68.45981976,63.44314943,59.92552514,79.0711244,61.31653457,81.40566134,71.71543988,66.72664418,66.72308514,66.56760418,67.62773178,49.00045284,52.24918661,42.86274801,42.52306123,42.52796798,36.57428643,32.38450488,40.71184253,46.9433575,35.65979581,31.32127216,23.97986026,21.09856248,16.91672393,17.07507817,14.33873741,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0617544,384.0116622,257.0555153,255.3182782,190.6165726,156.222834,123.9800631,108.189282,82.63791208,84.08564226,82.00631676,41.73061328,39.22097199,38.5488564,40.88213604,40.23468022,36.61332477,31.21817647,32.94673471,28.56780606,31.2742197,36.48122529,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.5979698,129.926299,123.1402161,132.3220016,188.6117097,169.944222,124.0311332,61.82934199,94.06445038,89.28864442,58.01305977,59.35463932,58.64310025,55.3161512,44.47840321,36.09562088,31.72758629,30.07482333,25.32136496,25.58900679,,
Zambia,,,,,,,,,,,46.70073955,53.48241835,52.89666228,45.88413206,43.93485029,73.88373605,78.0328394,96.93245922,97.64137634,98.97116643,90.26917979,92.50569823,100.6290517,122.0605045,153.6333177,225.9529608,414.9450181,337.2827961,201.7415247,182.6642052,229.5382392,232.499654,233.671797,214.6064833,218.9112492,215.0713008,230.3853338,181.9836311,227.9127585,197.45781,185.6916402,175.808086,184.6325452,160.4833493,146.0947527,81.58183079,23.8398914,27.34124793,22.46335862,26.55835512,25.79581702,
Zimbabwe,,,,,,,,,,,12.47113612,11.10143809,8.28050261,6.649028862,5.533251897,4.337092804,3.389596951,4.650133661,10.39264048,10.96774763,12.03110037,15.98518267,22.51164365,28.96543329,34.99150591,43.7952535,43.4473309,44.18987207,35.58234772,34.92900142,38.52051995,41.66062517,63.74297397,67.28379706,68.02206337,73.52991861,60.53778544,60.07915563,76.42624781,67.36188677,60.95458405,55.29114871,63.58280396,80.47150431,86.50246439,77.49066272,91.93135719,111.6883879,128.8681391,89.00671116,71.78331425,
