"Industry, value added (% of GDP)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Mauritius,,,,,,,,,,,,,,,,,25.29923026,25.67456839,26.39276449,26.22730608,26.206689,25.12008778,24.94434452,24.84794346,26.92982395,29.77367485,32.21951506,33.04437852,33.11096913,32.8787201,32.79365554,33.07062866,33.17746333,33.00046043,32.276521,32.03395472,31.85042761,30.8878353,30.87635967,31.23450027,30.97125944,31.18606321,30.60039225,30.28263069,29.13542457,27.58116601,27.57178174,26.96270085,28.09323616,27.97714044,26.94285613,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,,,,,26.80572383,27.33076298,28.21644057,28.73437558,29.24972832,32.15222113,31.1461971,31.34962176,31.23742133,32.35269167,32.38320302,32.06752819,32.86361741,32.74086667,33.43649279,33.64895437,33.17415729,33.41125399,35.22961141,34.94279393,35.26713126,34.9072629,37.99545997,32.10693824,29.37176379,28.41850191,28.03261299,28.09935729,26.82784498,26.78701127,27.87442979,28.36223059,28.55212264,28.61157072,28.68368222,28.02124016,27.2555347,26.48326832,32.86626792,34.06905451,33.96759334,35.82019691,34.94766583,36.73897928,33.62792972,34.30981973,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.19857114,36.65277961,33.33333333,31.48671566,43.9784895,38.3801851,32.15125174,30.71389839,29.03049079,24.46390206,19.0306039,21.72272144,24.09307582,23.19030685,24.52711991,17.28641795,16.33723092,15.59667763,14.77686446,14.31057364,13.05277608,13.15979965,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,24.97615756,25.69472026,26.31189198,26.97181217,27.17756345,28.27573139,28.39309582,28.81726981,38.79450793,42.4799327,38.0942585,36.91112984,32.54561937,33.48327363,34.68250053,25.19460953,30.72788833,24.45973065,24.46244925,24.99098483,25.17228788,25.55127273,28.39643797,31.97975496,36.20771819,43.0214329,41.8918562,34.37950311,33.02153455,37.5189721,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.42904595,24.66191682,24.10690401,22.62597763,22.28671564,20.70669658,20.41587956,20.87284435,21.14853799,20.08131696,19.54567749,
Morocco,,,,,,,,,,,,,,,,,,,,,31.03060741,34.06341118,32.16216393,33.51174388,33.17933403,33.08045739,32.60694737,33.74593276,34.5388586,34.15818603,33.41976621,31.82459058,33.83946859,33.82000388,31.75052917,34.06002837,31.5183502,33.75090985,27.70937262,28.20459351,29.1053422,27.56814137,27.33350008,27.93004975,28.52218245,28.21970816,27.15156734,27.31425912,30.31896351,28.59067575,29.66236575,
Mozambique,,,,,,,,,,,,,,,,,,,,,34.42097464,33.7999986,32.60000119,27.49999869,20.0233097,13.21942402,14.98963415,21.44441594,25.38677914,24.28488055,18.41055047,14.62085519,16.70852215,13.10470697,15.20794956,14.53430124,16.32141452,17.76002696,21.95652616,22.65821588,24.51863031,25.81899924,23.14953768,26.10153853,27.4173798,25.34127322,26.42085836,25.87902157,23.6606006,23.61903172,23.391312,
Myanmar,,,,,,12.69674882,14.20394423,13.80992841,13.41397821,14.51336602,14.18128753,14.34320119,14.09209094,12.99531255,10.26409623,10.77224482,11.50690912,12.74562793,12.59433922,12.45860731,12.67062203,12.35541015,12.59105989,12.80131267,13.12387253,13.07042521,12.194723,10.29869965,9.691380544,10.98294633,10.53649631,9.848909864,9.443624905,8.932376075,8.648950947,9.87103314,10.44256168,10.17553231,9.858141754,8.997269805,9.692239651,10.58049775,13.0068948,14.25824481,16.20590931,17.51220928,19.23729635,20.40913155,22.66581508,24.54973455,25.99506043,
Namibia,,,,,,,,,,,,,,,,,,,,,55.79937304,47.18137255,43.97849462,42.29636899,40.23904382,45.86439475,44.22779325,38.25944171,41.81859104,42.80749179,38.03613798,34.70994697,34.34511435,28.98341745,30.50798258,27.89974225,27.1221841,27.91973244,28.98334428,27.68361582,27.95903497,30.92044567,32.31761909,28.34645669,29.41521811,29.17543072,34.64274977,35.59696943,37.82282699,32.67860877,19.61326523,
Nepal,,,,,,11.00651727,9.270539031,9.962049235,10.23354537,10.57004099,11.5344887,9.310540903,9.308982806,9.790066115,8.973843943,8.176456323,8.85526522,11.20270647,11.93422323,11.97843943,11.91629401,12.36158021,12.85601144,12.7958788,12.59593635,15.10621379,15.8544682,15.82687339,16.16860996,16.53630888,16.23664934,17.3634976,20.39835458,20.66152548,21.71566296,22.75442381,22.91609554,22.86363931,22.49221361,21.80922079,22.13206279,17.79294097,18.09050714,18.1476131,17.85663642,17.69583489,17.19766068,17.09365415,17.3335699,16.3509874,15.43427014,
Netherlands,,,,,,,,,,,37.66635426,37.23676769,36.78137082,36.35192414,36.34757161,34.89757536,35.11291982,34.08889735,32.74960374,32.5845607,33.07752879,33.46274075,32.41441858,31.82005075,33.15463872,33.27126543,30.87522634,29.42274198,29.55148534,29.43263746,29.40374924,28.93904925,27.93696566,27.5335145,27.2072474,27.3590244,26.87239401,25.8404314,25.25746311,24.5269868,24.94356145,24.65790983,24.08910791,23.85762929,23.84577704,24.16732795,24.58894558,24.68432975,25.62400731,23.91033648,23.89123081,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.30978725,24.09315508,20.64052299,20.29284315,19.48993938,20.20947744,19.11846321,19.61117857,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,,32.04007157,30.67621147,30.27727801,32.57493067,31.02373616,31.71561931,31.65113899,31.14416583,31.17066996,30.78520781,32.44226527,33.12273188,31.98104201,32.62013404,31.53133255,31.72155869,30.03265965,28.35108749,29.01005619,27.66075541,27.08095564,26.87743819,26.77010117,27.41762857,26.70259353,26.41393053,26.12630728,24.89886099,25.17949688,25.03657061,24.35788003,24.91422322,24.40746814,24.82346034,25.12262189,24.82135528,,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.16114919,27.30524494,27.13704531,26.76423225,26.87029939,28.31069664,28.22454769,29.44078515,29.60363752,28.71647558,29.94335867,29.81645087,30.12691052,29.02898854,29.28795391,29.1633704,29.78167863,
Niger,3.885888087,3.446358453,3.519691623,3.613644216,3.599343872,3.471823083,3.720608644,4.43374909,4.854985975,5.244528815,6.94147749,7.397423702,8.101612993,9.377782347,7.734983704,11.01340209,12.87957889,13.98764506,14.95716527,18.74053068,22.9433968,19.15578798,17.25490252,20.24450527,21.5974936,20.92089019,21.83803227,18.70064109,17.35865665,17.54638277,16.15339068,17.64774891,17.86605115,17.89712985,17.29461932,17.26672398,17.80008635,17.91648847,16.71598015,17.15757219,17.76007498,16.99158485,16.98836594,17.12125984,,,,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5180869,36.75029474,42.0906464,43.50782905,41.9168355,40.65204685,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,31.60025731,31.16729705,31.39042724,31.38055824,32.09062034,33.67587612,33.24114493,33.07913639,34.33440189,37.0524298,39.07120258,39.20973404,39.21216236,40.35429917,41.97512201,41.45864178,34.6345454,33.80664204,32.21321421,33.7362212,33.95333377,33.06229273,32.70896222,32.39627045,32.99655499,34.19160384,36.64481623,37.13226634,32.66078466,34.66886356,41.95083085,40.17886813,37.92154348,37.82054288,39.59983388,42.56081468,44.3467787,41.74383937,44.58634877,38.69153865,40.20970642,
Oman,,7.975458655,23.38308458,24.29906542,23.98190045,23.45132743,25.61983471,52.57731959,73.82465057,77.2,77.24719101,75.7793765,71.02272727,70.83825266,82.51539603,77.53387507,69.73876305,66.19137593,61.78550583,64.21868534,69.36256978,67.12798499,63.29807341,60.69929889,59.09284804,59.2899098,51.34932318,56.76899422,46.42580047,49.114775,54.09646331,49.40377911,48.78756864,45.70530433,45.10699974,46.48489755,49.36588184,48.6230396,40.79894762,47.2887247,57.2456945,54.27142866,53.44653414,53.89593143,55.10716096,,,,,,,
Pakistan,15.59671003,16.78682795,17.92193388,19.64372743,20.38399906,20.04701505,20.6093753,19.68327797,19.67628098,21.86950776,22.32091398,23.13684298,21.61321293,21.93272454,21.93160254,23.44418942,24.27381963,22.8699396,22.79943688,23.59721005,24.92236539,22.60128878,22.25546143,22.07349253,22.7060851,22.46720494,23.3531115,24.01873404,24.37502685,23.88975379,25.18914941,25.44582741,25.01833429,24.71773947,24.26472215,23.79673883,24.16297086,23.51040609,23.80216084,23.7386159,23.32566914,24.01744577,23.86177402,23.90520262,26.98750049,27.10112815,26.87281895,26.8923543,26.79214327,24.73047684,25.43386901,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5759542,8.701437285,8.024728993,9.427028409,9.057520677,8.959200517,12.70907369,12.14550439,15.26481327,16.23054905,17.91235586,17.06443324,17.74182564,16.13732177,17.69391151,20.70383541,,,,
Panama,,,,,,,,,,,,,,,,,,,,,19.53425764,19.02089921,19.04209123,17.78234345,18.15985504,20.02705071,16.08000442,18.89187657,16.65796236,16.0758726,15.10345899,16.77268162,16.71272005,17.80873008,17.38230034,17.74119318,20.2454129,19.06986599,18.82280329,20.12063967,19.14843028,17.03468047,16.04880297,13.71962149,18.42368457,16.56462986,16.49474921,16.5086609,16.94876087,17.11397546,16.78822333,
Papua New Guinea,,13.79633975,14.61911052,15.83124478,16.18759455,18.51851852,21.14353782,20.68691681,19.33076106,19.32398748,23.25240882,25.82473335,29.73886373,37.73132834,36.58010039,30.14397744,26.61361476,27.86966255,27.04160247,30.88531906,28.69032033,24.93936014,25.16720337,30.01607813,25.55686962,28.45954601,31.15076148,34.9096539,37.51775413,31.6565136,32.38928809,36.45655219,41.68260515,40.54071479,33.81078524,33.65355291,36.64007436,31.44692521,33.01400545,37.02309237,41.41967029,40.56648723,36.70714763,36.82245156,38.87021493,41.44538716,45.09194069,44.75744645,47.94674615,44.51617307,44.75383278,
Paraguay,19.89648621,19.59729698,18.74440883,18.65509969,19.00769792,18.77839172,19.39320079,20.27726687,19.67226969,19.97831504,20.68184117,20.77600991,20.3903038,20.40147539,22.64935756,21.01775467,22.19985137,23.07406337,23.76899801,23.72742707,27.4438537,27.89082095,26.00379783,23.5668015,22.71962954,22.56992947,22.6033366,22.52165584,22.15045005,23.13167355,25.2316817,25.27623809,25.89191537,25.81869126,21.32299298,22.80992168,23.26475921,22.70050144,22.68935472,23.48301013,22.47849495,23.04751729,22.22652019,22.54332322,21.19672083,20.67122606,20.44976933,19.97694798,20.22039775,21.21774936,20.41254442,
Peru,30.81036047,30.44866928,30.41060287,28.70470189,29.74878306,29.45103847,29.65517194,30.81140496,30.81906367,31.83133607,31.57142912,31.76432944,32.12015974,33.48623681,34.6676898,31.74030496,34.19369601,34.64408729,38.28433207,42.82398595,,,,,,,27.44393372,33.38774395,33.38774395,36.18466961,27.3776724,27.12453249,27.88926235,29.44416088,31.15870605,30.9732219,30.2442038,30.67250659,29.69337421,29.55518174,29.89408053,29.57879003,30.38613021,30.8311339,32.97902398,34.32449785,37.01676357,37.06153396,36.91828598,35.11533059,34.25212292,
Philippines,31.26820546,31.64851087,31.07943937,31.57307181,31.33151922,31.10934253,30.94300185,31.50428566,30.5982906,30.2008348,31.88629575,32.36022498,33.51957395,34.12063473,34.49355925,34.99953682,36.15096179,36.83577287,36.87914427,37.47116806,38.78785144,39.17278655,38.82816219,39.23327652,37.90776024,35.06801216,34.57587368,34.43268831,35.15557157,34.89827585,34.47217279,34.01444378,32.83711625,32.6832183,32.52989488,32.06257663,32.08591285,32.13302768,34.39020334,33.05587821,34.45606899,34.49931479,34.58374515,34.56093062,33.75261962,33.83416053,33.49273232,33.05304306,32.87777203,31.71017886,32.56828478,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1096795,47.26339009,39.71327918,38.76394164,34.54651171,35.16843539,33.57655589,33.37494286,32.85894902,32.72787718,31.70754911,29.46458494,28.687321,29.56041254,30.7552348,30.70923402,31.10894898,31.6370422,31.53753417,31.73719162,31.63402269,
Portugal,,,,,,,,,,,30.37701993,31.40333051,32.13931194,32.17260971,33.67290254,31.56275836,31.02947486,31.02947486,29.80547304,28.79820841,29.64428998,30.53116718,30.29007227,30.9639514,29.52746842,29.48366109,27.59205113,27.34558428,29.25168721,29.1182914,28.56750819,27.28625664,27.25520861,26.68101616,27.58592735,28.36672213,29.13979862,29.36713133,29.05272957,28.66788907,27.95855084,27.58651684,27.03455529,26.1127767,25.69187275,24.91058427,24.79192311,24.76473698,24.01929661,22.79078244,23.06514221,
Puerto Rico,,,,,,,33.85702636,,,33.99690438,34.40591026,32.20287938,32.93727422,33.7531963,35.2123656,34.54332553,37.5710832,36.57084698,38.03224385,37.6611776,39.31671314,39.06315842,38.77250289,38.81955739,40.16365265,40.62949816,40.41894816,41.46452838,42.26499485,41.7284614,41.97419881,41.60033306,43.26054565,44.15031485,44.53371831,44.25317964,43.10356235,42.66586424,45.25462963,43.1866669,42.06279233,48.33306309,49.24577967,49.00339849,48.61701999,47.86269525,47.46838639,47.37067867,47.92728741,50.21310473,50.11775339,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,56.59152664,55.16304348,,,,,,,,49.94290065,45.05372181,43.97146605,42.09738714,46.28362491,42.74330157,42.46157946,39.22547118,35.3620384,33.86658402,36.37812966,36.9549985,37.89928797,34.76178817,34.9531032,34.96976774,37.42179715,35.30026145,25.230687,25.96222891,26.1958376,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.21628914,48.35106942,47.60427256,43.00748358,44.56821754,44.72268628,36.95603326,38.70950147,38.05554255,37.35353197,37.23181158,37.94560823,35.70049399,32.76567117,32.57017537,36.32870687,38.07769631,37.22952858,36.44284661,36.11961374,33.70833524,36.67729942,
Rwanda,,,,,,6.853492986,6.77037303,9.746802616,9.494772903,9.386325658,8.594815575,8.681961464,9.427313094,8.729508563,9.205020428,18.96911164,18.89445732,21.20619916,22.12214468,18.73765173,21.54829218,20.79256398,21.73429715,24.08385961,23.23818021,22.68580913,23.08390997,17.83143024,17.13684295,17.42015057,24.62417178,20.94004964,18.70343817,18.33482856,21.1700844,15.97118691,18.08581335,18.61006544,18.70271899,19.36734387,13.58188441,14.15668632,13.9248475,12.30265702,13.8786466,14.06190786,13.75804763,13.93991615,14.83790488,14.39295329,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,28.9017341,25.48764629,24.91467577,26.57004831,24.37449556,24.11598303,24.7666906,23.02955665,21.71270718,24.70643495,24.75369458,28.62092862,27.78469197,28.94998978,26.47912213,26.15647983,25.18121963,23.19574449,25.2529914,24.64106943,23.83412997,24.39875806,26.17536775,26.56132242,27.8273394,26.17449395,24.14393233,22.67351755,21.98671023,21.89385225,22.45859085,22.11250267,19.95804691,16.43137966,
Saint Lucia,,,,,,,,,,,,,,,,,,,,22.78481013,23.62103366,22.86366954,20.79238653,18.34068463,18.19091823,18.18110565,17.19980315,17.55393925,18.82282883,20.49983355,18.12619588,18.93729457,19.95036825,21.02371,19.78264039,19.4813392,18.76058414,17.66299507,18.21973557,19.44332185,19.15289392,17.90595849,17.34666281,17.63561845,19.31148047,20.69999593,22.67539019,18.58604328,18.38935879,16.6989741,16.58924735,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,22.39428231,22.43649175,24.91017964,26.53782361,25.66315668,25.3223311,24.8015873,23.08544169,23.44554455,24.31960921,24.66810911,24.68257335,24.74170065,22.86414411,23.54444994,24.29802272,25.34241424,26.21989756,24.95692512,24.34019843,26.58155624,26.88602424,25.29519951,19.66553306,19.40920974,18.00004247,18.7794972,19.38675476,18.80431897,19.10280241,20.8819345,19.52441684,18.85403653,18.23858786,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.84990839,29.57054992,28.25815766,26.15957906,24.34610356,24.35636582,25.95982577,27.09564537,28.47488929,30.58116836,30.70322311,30.5752641,30.06488727,31.15649015,28.81031985,26.25461281,28.24796684,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8576969,17.07988087,17.78108314,21.04682187,20.53022438,,,,,,
Saudi Arabia,,,,,,,,,62.04298464,61.11166349,62.57921762,69.12483305,70.50367129,72.18568921,83.90726265,72.22521088,70.7369474,67.19408416,60.35017395,64.96062061,71.5960765,70.89468451,59.92785123,49.54066582,46.22694741,41.43862228,37.82062945,40.13978097,38.55270323,42.40348438,48.78513829,48.48948999,51.28717653,47.62167538,47.48268306,48.85080384,51.88252869,50.52969549,43.56240266,47.37942421,53.90564356,51.22701906,51.47220971,54.35730903,57.71822947,63.22821794,64.62625629,65.61883913,70.2203575,59.64566422,61.96989199,
Senegal,,,,,,,,,,,,,,,,,,,,,20.06813094,19.34094583,20.58750905,21.45709038,21.47480456,20.54247036,20.17921419,20.37551195,21.7157297,20.86191277,22.17638172,22.20700857,24.2485639,23.49616185,23.98086079,23.78209679,24.34144832,23.48027473,23.68732384,23.48239395,23.23078372,24.52520292,25.46853094,24.28560551,24.9337839,23.80460139,23.04576736,23.56955276,22.1802342,21.74926281,22.35421469,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4808612,28.48299811,28.70617309,28.11919335,29.63401981,29.0420443,29.03829741,28.28188669,28.1742573,27.94017875,26.64476223,
Seychelles,,,,,,,,,,,,,,,,,16.21991247,13.8336714,13.80063876,15.0955098,15.63860282,17.15373534,15.51332369,15.78205257,16.52466997,18.35836999,17.89859023,15.69596676,16.47251309,15.63469271,16.2574348,18.0849452,18.15235008,18.78970516,19.50882329,22.66754814,23.75009999,24.34973141,25.83637897,27.13096776,29.01830188,28.08581854,30.26632482,27.40272348,28.21325574,21.94054025,20.4541356,20.31633741,20.27534638,19.11193007,,
Sierra Leone,,,,,27.94174472,28.51821192,27.16751269,25.98347758,27.22569135,29.02597403,28.92873997,27.90413677,27.62795817,26.51453724,23.59617093,20.81742451,19.48228883,19.89677419,21.25183534,21.27327725,21.9294111,19.68973693,17.02693678,14.78517063,13.64069363,13.67215524,16.03925672,19,12,11,19.15716701,35.70285232,41.01292138,33.23662627,40.39914486,38.71789765,38.11303712,27.68556738,24.71217618,25.15967513,28.38758347,25.72732123,24.72864101,24.6886535,24.20270363,23.61945531,23.1759129,24.2705602,23.49436281,22.50241169,20.66399088,
Singapore,,,,,,,,,,,,,,,,32.34020689,33.10731336,32.89385816,32.53482021,34.31563481,36.163598,35.67742887,34.48825072,35.74413742,36.50505379,33.30851442,34.192097,33.75641682,34.82382801,33.63241828,31.88595367,33.63064149,33.45820118,33.54100898,33.05019927,33.30643591,33.22503749,32.71316316,33.51949513,32.514399,34.54509535,31.79237951,31.86407369,31.12701365,32.81870367,31.60421885,31.29416406,28.93575944,26.66680856,28.33447147,28.26657508,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,61.59482989,61.19156353,60.71861535,60.14013326,58.47362657,59.13669053,60.11885959,37.94763668,35.01436503,38.01976564,37.76515937,38.98812372,35.20676341,34.60276524,35.29681232,36.18307449,34.85663882,33.99536904,34.94577081,36.542084,36.47097479,39.02656572,38.47447046,38.70679329,35.24750266,34.94274653,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.43088545,44.99258892,40.92434749,38.83384549,40.1963975,34.85452103,35.16679039,35.48804756,36.08864607,35.85589655,35.6292856,35.28365331,34.65546717,35.00440234,34.40898886,34.10892587,34.38681432,34.59641495,33.85531375,31.17442718,31.60267907,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.993775073,15.74851028,13.35771341,12.20809441,14.61923291,14.3718653,15.787825,14.41329076,13.95046842,14.51926996,12.71818096,12.29319569,12.18426594,10.78347053,9.459311851,8.104305719,6.752957713,5.860823049,6.058607678,6.058069193,,
Somalia,7.688355322,7.239600129,6.816973617,6.418869741,6.420782587,5.73508773,8.121673924,8.863948694,13.40772886,14.86577993,15.91760153,17.11516204,14.64992777,13.18728836,20.40105354,12.50745401,13.89377978,12.03234342,7.919405166,10.13530647,7.985558479,7.671435886,8.101415396,7.440513246,7.271419092,7.681958612,10.11820913,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,37.81741511,37.95910876,37.93825998,38.01356286,39.10608302,39.83957236,39.28658907,37.52611369,37.65916431,38.25191413,38.18121394,36.50542403,37.72052347,39.66552227,40.39120296,41.17646912,41.56671855,40.742698,42.48344602,45.63274665,48.37550084,45.65629854,44.2488676,44.722866,43.18647538,43.61620387,43.94597361,41.65712114,41.54558583,40.72037799,40.09713289,38.35936521,36.42346422,35.54940458,34.97717815,34.81375121,33.44562824,32.6684931,32.18230498,31.21619027,31.7818275,32.27269368,32.61320995,31.68307146,31.27498819,31.16631824,31.15824461,31.19654996,32.61970029,31.29555174,30.79522055,
Spain,,,,,,,,,,,39.51579066,38.57791228,39.55118272,40.06177761,40.95495355,39.92253924,39.26028378,38.44238309,37.41073789,36.96709438,36.58943451,35.73978444,35.15967713,34.90520705,34.07643246,34.34808665,34.76787395,34.23637366,34.08203067,34.35298809,33.6494584,32.90186638,31.1688165,29.56418716,28.97781264,29.38786993,29.11806201,29.27664496,29.10277477,29.20001904,29.23461161,29.18599535,28.94725306,28.92880786,29.12303795,29.69023417,29.8434353,29.18204872,28.43151331,26.09444329,25.66908987,
Sri Lanka,20.39814979,20.2430834,20.76162136,20.35765226,20.07511401,21.28062509,20.05043989,19.69696916,21.13871997,22.92127657,23.7885786,24.68187779,24.1983687,25.38504571,25.06651693,26.42948857,27.09046758,28.67316472,27.2486969,28.21702439,29.64045929,27.98953201,26.28565922,26.33695673,26.31838386,26.19925946,26.60020782,27.43640692,26.68094874,26.75617501,25.96686315,25.57328352,25.63004072,25.6029574,26.1758068,26.53448764,26.44733552,26.89778997,27.54056301,27.28257919,27.28056385,26.80351587,28.01067458,28.42458688,28.61810152,30.18808846,30.64229518,29.91981978,29.37118809,29.67144487,29.43674595,
Sudan,13.53799374,12.85267874,12.86304115,14.26510457,14.28540635,13.11207835,16.79340938,16.20771046,16.26488527,15.58789394,14.35717077,13.71333862,13.51315528,13.62107034,13.76027342,13.98596681,13.49863746,12.36564907,12.41093288,,,,14.64697689,15.31139451,15.97772924,16.50897591,16.28683816,16.30942699,13.7151988,14.42366279,15.26117038,12.60736101,12.21702679,12.62622058,10.36014328,10.54237879,15.04802856,14.57944404,15.20569779,16.23676056,21.50963265,19.15677239,20.55906556,21.96986575,25.82637057,28.33972924,29.17303055,31.18418543,34.03490641,26.01131625,33.04234013,
Suriname,46.08985025,43.37539432,41.72482552,41.36150235,41.61304161,42.61744966,49.4348602,50.9049197,50.93650069,51.13907572,47.09995886,48.92140311,46.94021931,49.15643419,54.28491846,40.7245982,40.5912717,42.44597303,39.6067643,39.50884526,38.86446614,38.1173351,33.97047297,31.38629283,32.00369568,30.13751199,28.31376865,25.06042628,28.13478525,27.44554045,24.20293873,18.24735301,16.95789649,16.40864714,28.4497926,31.83355429,28.94107923,29.02314115,24.21751355,24.93926208,25.16288104,22.81567381,31.0149672,30.82189287,35.27543238,37.28356195,39.42454268,40.99482557,42.20147291,38.51192683,,
Swaziland,,,,,,32.98538622,31.48854962,35.77075099,34.06593407,30.75780089,28.57142857,24.71655329,26.94965449,32.31884058,32.65306122,32.91925466,34.04255319,35.34883721,36.25954198,36,30.18335571,30.18335684,29.66029926,27.93295911,27.42150822,26.01366869,29.45462719,37.12358348,41.13417444,43.83500154,43.15318256,42.17000877,42.07369579,42.3232332,42.2084157,44.98324667,43.14703723,44.99229168,45.03347722,44.28883406,43.91476862,45.42227202,44.66439804,46.82891561,46.43628606,44.67692498,46.68598876,46.53902798,46.43903124,50.64484505,46.53902798,
Sweden,,,,,,,,,,,36.76657479,35.62780725,35.19982379,35.74572186,36.77095261,36.26035193,35.12262345,32.80566471,31.78871174,32.18446832,31.56702484,30.56631839,30.64466706,30.78700052,31.67975733,31.67766439,31.85534835,31.77256856,31.65410871,31.56284768,30.86718759,29.24617695,27.71749292,27.69616272,28.6632486,30.48756391,29.31245119,29.16321796,29.28723614,28.82864145,28.8231063,28.16474775,27.96759816,27.61494641,27.9638885,28.1147833,28.21117595,28.21975407,26.79591437,24.62239202,26.64930586,
Switzerland,,,,,,,,,,,,,,,,,,,,,35.38384497,34.63880743,33.5631174,33.13063219,32.63125193,32.94322568,33.1179111,33.23440289,32.56499615,32.17858322,31.94295742,31.61309283,30.7654705,29.99687212,30.83404066,30.32565978,29.08672114,28.4605513,27.94148049,27.93809214,27.25088803,27.78963683,27.23139238,26.86185174,26.66250168,27.17257189,27.58965512,27.59126934,27.64139841,26.41102013,27.12089785,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,23.28765934,23.68869675,20.65250909,21.39465287,25.24331142,25.45457402,23.3060282,18.84432756,20.08129907,20.03575725,20.27213312,27.59991493,30.90931735,27.55800589,33.63917061,37.94352011,33.23235358,32.17834049,29.34267569,35.21747261,36.20525855,35.27397463,32.97493241,33.65299922,30.59758281,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,42.25958019,40.18334261,42.72881687,39.21109023,36.16618818,37.60850334,36.93305508,46.05451937,46.5322646,41.01382984,39.34121203,31.56200847,28.66895738,27.00562952,29.61850466,38.85463062,40.07598783,39.42910868,37.44660504,31.79252575,31.28934941,27.4362882,27.19330129,26.86441369,23.67238718,22.02431146,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.65065013,16.89138868,16.20148599,15.57195655,15.13697905,14.49921531,14.21800467,14.2822543,20.08847813,19.4779947,19.1808269,19.30261676,21.06337898,22.51357053,22.34914367,22.72098876,22.87705201,23.33382115,23.13566753,24.27947908,25.47653337,
Thailand,18.51649198,19.16465346,20.94294272,21.02700252,21.70002838,22.88533512,22.50555549,24.95745266,24.90572092,24.9366319,25.30529094,27.0534551,27.27807193,26.78973441,26.64756315,25.78305314,27.61904737,29.34324605,29.55755751,30.34532044,28.6780619,30.09919013,29.50976083,30.58320905,31.97536512,31.84268867,33.08293627,33.34315515,34.5799854,36.25152944,37.22474396,38.65788146,38.0558367,40.46136509,40.60302046,40.74542942,40.81939366,40.16475167,39.63296528,40.93189109,41.99100052,42.14148548,42.4399103,43.63227982,43.39783366,43.96407785,44.34963739,44.73813332,44.0528713,43.3382945,44.65393301,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.77156609,18.50695762,,,,,,,,,,,
