"Energy production, per person (toe)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Turkey,0.0003327773197,0.0003282363998,0.0003282404417,0.000335985201,0.0003406601838,0.0003521473821,0.0003757711796,0.0003956533844,0.0003983370559,0.0004043490385,0.0003944779123,0.0003809834453,0.0004080169605,0.000409791455,0.0004101874635,0.0004108111589,0.0004106656684,0.000410121362,0.0004173405881,0.000403780207,0.0003885563785,0.0004002111854,0.0004104944785,0.0004078304212,0.0004187611386,0.0004425112698,0.0004665686898,0.0004873563448,0.0004743017966,0.000481881307,0.0004769006871,0.0004654520666,0.0004704849446,0.0004595031165,0.0004541592101,0.0004498806066,0.0004533725548,0.0004599772006,0.0004708388237,0.0004384946546,0.0004063803213,0.0003782665974,0.0003684686796,0.0003555843928,0.0003585986998,0.0003511870871,0.0003815029575,0.0003896590781,0.0004085888743,0.0004214558591,0.0004163005925,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02041018648,0.01964824738,0.01257662766,0.01438350973,0.008021170491,0.00784041466,0.007698855353,0.004566455742,0.004121350727,0.005917732103,0.01021187141,0.01107047705,0.01149137811,0.01259727551,0.01231239633,0.01287683934,0.0124929801,0.01354588881,0.01390908642,0.00821428078,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00262932073,0.002295756151,0.002162889457,0.001946807501,0.001701502473,0.001596395423,0.001450670148,0.001484624228,0.001495713037,0.001530280999,0.001563372948,0.001575165485,0.001597782937,0.001667771831,0.00169645197,0.001725543218,0.001781591618,0.001763103548,0.001767466087,0.001682459219,,
United Arab Emirates,,,,,,,,,,,,0.1936862499,0.185198561,0.1987123439,0.1835525919,0.1582441946,0.155387929,0.1397569175,0.1142125346,0.1028474195,0.08877339829,0.07553770122,0.06135324832,0.05442920788,0.05027454046,0.04700201112,0.05125169234,0.05281605663,0.05194379047,0.05913687492,0.06092896715,0.0666490419,0.06651227276,0.06187800136,0.05981478428,0.05834706598,0.05742244914,0.05636114581,0.05477530442,0.04927341443,0.05155889798,0.04836578281,0.04577261252,0.04802476155,0.04677689021,0.04284498307,0.03970533688,0.03431544946,0.03013101376,0.02432689674,,
United Kingdom,0.002185023811,0.002143686501,0.002215609636,0.002189794673,0.002158502818,0.002110765302,0.00198865829,0.001987195792,0.001933013999,0.001837192151,0.001821117275,0.001967193722,0.001805757726,0.001934959088,0.001828461801,0.002040756016,0.002249697933,0.002748455307,0.00297387638,0.003427931119,0.003513985336,0.003682627918,0.003933950397,0.004139000861,0.003636855672,0.004214197882,0.0043695436,0.004268999665,0.004111042389,0.003663781068,0.003635412623,0.00374306576,0.003736865689,0.003873144988,0.004229375468,0.004440410289,0.004624344508,0.004600233414,0.004648823487,0.004799345279,0.004628083271,0.00443921115,0.004354567952,0.004137353438,0.003768081277,0.003410595769,0.003087439038,0.002899248377,0.002722567884,0.002577556285,0.002412391101,
United States,0.005178337686,0.005144896286,0.005284724036,0.005458926016,0.005586270448,0.005701325029,0.005964858408,0.006359995357,0.006519983785,0.006607449283,0.006926423166,0.006796207262,0.006867855593,0.006767996114,0.006579270982,0.006424416233,0.006413244832,0.006472251208,0.006505083514,0.006703836782,0.006758455307,0.006670344885,0.006529031268,0.006207563613,0.006651448451,0.00650859711,0.006397782397,0.006469147823,0.00651630264,0.006443510797,0.006522896002,0.006419401359,0.006379209987,0.006124627639,0.006291467834,0.006230054502,0.006229807919,0.006144974867,0.006117519376,0.005979835996,0.005901966574,0.005913718335,0.005739885946,0.005610482809,0.005595886978,0.005495050389,0.005522531407,0.005521140332,0.005579862998,0.005480904979,0.005608881803,
Uruguay,,,,,,,,,,,,0.0001844354209,0.0001746251153,0.0001906317044,0.0001858333044,0.0001840533882,0.0001890480219,0.0002031901761,0.0002068116221,0.0001953780039,0.0002628810749,0.0002857666781,0.0003081366881,0.0003757110693,0.0003785011957,0.0003701240814,0.0004074895015,0.0004065028838,0.0003337172761,0.0002912979136,0.0003694518903,0.0003477353296,0.0003997001132,0.0003754777646,0.0003683828166,0.0003143682713,0.0003019090807,0.0003194563609,0.0003749128109,0.0002782051166,0.0003096714558,0.0003639642566,0.0003721175842,0.0003500624713,0.0002566804572,0.0003069460041,0.0002358841648,0.0003673874121,0.0004138633166,0.0004524030713,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001883600042,0.001886840142,0.001895727743,0.001946859651,0.002052106689,0.002122871248,0.002102469597,0.002159907606,0.002254608915,0.002248837008,0.002217704468,0.002216458939,0.00222451346,0.002208333379,0.002222478729,0.002173489042,0.002230820346,0.002255934264,0.002313162209,0.00223730113,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,,0.01900461282,0.01680331758,0.01718358755,0.01482150186,0.01140809448,0.01087412249,0.01036737158,0.009706765105,0.01029179307,0.009315576207,0.008807653115,0.007885295042,0.007347352302,0.007310979148,0.006677681246,0.006932455823,0.00685837057,0.006951631027,0.006846706146,0.007557805754,0.008160749243,0.008038096347,0.008286740712,0.008453527822,0.008948710203,0.009887270277,0.01021580234,0.009914048585,0.008842937346,0.009079204161,0.008745667422,0.008048101169,0.006952386179,0.008330557518,0.008751385663,0.008621963085,0.007629359883,0.007412662147,0.007136452204,,
Vietnam,,,,,,,,,,,,0.0003090746504,0.0002963801015,0.0003079661882,0.0003197622812,0.00033391035,0.0003393166728,0.0003471614293,0.000346532588,0.0003423032809,0.0003399220023,0.0003468322408,0.0003473001384,0.0003446673812,0.0003299106863,0.0003331345846,0.0003369908617,0.0003384601389,0.0003469022299,0.000353305719,0.0003682691659,0.0003911562903,0.0004110632742,0.0004280256447,0.0004369686414,0.0004665536285,0.0005021932324,0.0005327497987,0.0005705507939,0.0005853539449,0.0006108116495,0.0006286832813,0.0006604278662,0.0006682845715,0.0007929942279,0.000838242992,0.0008628362362,0.0008657558555,0.0008306919571,0.0008819468754,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,0.000007812820756,0.000007930568778,0.000007811234421,0.000007887947441,0.000007922677158,0.000007912949705,0.000007864984457,0.000007786263587,0.000007686792861,0.000007574151876,0.000007449205211,0.000007313474668,0.000007173219979,0.000007034744544,0.000007047801751,0.00004203001964,0.00009536108773,0.0007339573157,0.0007926542379,0.0007853855754,0.000823034323,0.000676974831,0.0007899496497,0.001166381503,0.001141157032,0.001111754069,0.001126824543,0.001114252386,0.001147364028,0.001242996603,0.001210046607,0.001180444385,0.001128212059,0.001030410339,0.0009902715157,0.0008799906239,0.0007527009854,0.0006749137906,0.0006524951717,,
Zambia,,,,,,,,,,,,0.0006291603634,0.0006884621806,0.0006810023234,0.0007101093682,0.0007079702995,0.0007132918359,0.0007249884873,0.0007031999834,0.0006966201792,0.0006975650046,0.0006963848077,0.0007055428866,0.0006796334232,0.0006760472324,0.0006756086141,0.0006714078133,0.0006401403618,0.0006451494883,0.0006135764209,0.0006256736437,0.0006325038064,0.00061050048,0.0006192191965,0.000604833031,0.0005999872638,0.000583964232,0.0005829513746,0.0005825836821,0.0005819613951,0.0005808043905,0.0005807773814,0.0005811752798,0.0005810241683,0.0005750162923,0.0005776482427,0.0005779702394,0.0005726058996,0.000568198341,0.0005691189529,,
Zimbabwe,,,,,,,,,,,,0.0009475786842,0.0009013669818,0.0009158564472,0.0009130060886,0.0008683888523,0.0008999505349,0.0008536477967,0.0008229630526,0.0008159809704,0.0007947070998,0.0007508327008,0.0007408158999,0.0007260108152,0.0007145917736,0.0007268220459,0.0007416723971,0.0008021238477,0.0007893154088,0.0007866671361,0.0008166478209,0.0008353468925,0.0008201294058,0.0007667925765,0.0007377747546,0.0007172274017,0.0006942319967,0.0006666896399,0.0006723468003,0.0007031894436,0.0006889285619,0.0006843187861,0.00068556744,0.0006815409488,0.0006835153256,0.0007047834939,0.0006926177137,0.0006914264563,0.0006852769974,0.0006838528516,,
