"GDP per capita PPP, with projections",1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.2607279,,,,,,,,,,,,,,,,,,,,487.2607279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.8499013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559.907273,1590.597789,1624.396805,1655.206708,1688.75655,1723.364072,1854.124459,1779.54559,1802.860791,1962.581111,1945.11795,1892.734448,1969.786712,1862.099796,1794.35374,1870.485715,1799.120742,1696.777862,1753.217766,1812.225529,1687.88763,1754.250556,1668.28556,1481.652774,1582.459846,1729.443183,1984.275404,2214.447401,2105.173044,1817.61472,1770.152058,1748.561762,1905.40386,1821.138222,1669.143267,1503.604137,1516.67965,1515.662171,1502.188477,1582.649255,1412.620075,1466.431769,1499.958796,1502.772236,1491.277253,1496.011111,1532.214582,1640.700807,1689.361811,1767.343985,1883.765486,1943.241075,2003.767096,2088.352253,2136.930925,2260.698309,2425.167243,2635.909783,2650.0624,2660.14914,2709.001354,3198.476871,1433.037201,1855.352959,2714.38268,2804.934086,3121.69186,3520.109755,3853.434251
Spain,1329.283544,1332.318342,1335.360068,1338.408739,1341.46437,1344.526977,1347.596576,1350.673184,1353.756815,1356.847486,1359.945213,1363.050013,1366.161901,1369.280893,1372.407007,1375.540257,1378.68066,1381.828233,1384.982993,1388.144954,1391.314135,1394.490551,1397.674218,1400.865154,1404.063375,1407.268898,1410.481739,1413.701915,1416.929443,1420.16434,1423.406621,1426.656305,1429.913409,1433.177948,1436.44994,1439.729402,1443.016352,1446.310806,1449.612781,1452.922294,1456.239363,1459.564006,1462.896238,1466.236078,1469.583543,1472.938651,1476.301418,1479.671863,1483.050002,1486.435854,1489.829436,1493.230765,1496.63986,1500.056738,1503.481417,1506.913914,1510.354248,1513.777092,1517.207693,1520.646069,1524.092237,1527.546215,1531.008021,1534.477672,1537.955186,1541.440581,1544.933874,1548.435085,1551.94423,1555.461328,1558.986396,1562.519453,1566.060517,1569.609605,1573.166737,1576.73193,1580.305203,1583.886574,1587.476061,1591.073683,1594.679457,1598.293404,1601.91554,1605.545886,1609.184458,1612.831277,1616.48636,1632.369194,1697.444813,1702.1229,1723.985127,1801.43224,1743.210963,1695.788163,1727.896011,1798.201262,1852.464896,1870.462086,1876.678432,1913.848476,1908.724634,1843.649322,1933.426706,1922.373444,1722.306675,1770.449286,1808.896997,1945.240442,2207.570642,2394.116192,2186.232256,2242.348667,2276.69591,2500.256186,2424.553884,2278.233721,2466.645896,2516.203265,2535.066132,2578.063777,2571.043799,2489.159723,2422.499666,2375.815773,2459.86065,2443.327502,2433.807547,2478.144167,2652.098989,2547.877204,2564.953942,2531.144809,2319.086689,2426.088649,2601.438104,2631.407128,2676.85096,2848.791722,2746.997236,2740.649849,2712.756929,2663.39352,2774.316115,2841.880508,2932.933424,2963.391515,2839.938696,3022.913373,2980.155315,3080.478437,3017.627409,3046.462192,3166.827074,3107.159031,3064.655163,3063.209005,3262.654156,3315.446806,3422.144128,3431.602406,3493.166318,3672.264442,3621.89849,3896.124478,3872.190105,4104.428572,3926.822373,3789.676647,3835.491518,3725.35272,3830.022112,3870.454999,2980.399058,2709.062088,2682.763015,2869.220496,3117.622939,3041.431409,3186.354075,3278.249715,3403.919138,3149.323973,3265.087882,3293.122121,3275.465706,3229.142087,3280.315024,3576.315114,3834.034742,3787.808989,4039.519387,4163.500932,4462.540356,4564.80241,4720.206871,4571.300919,4603.06757,5149.129055,5693.843879,6221.104643,6765.927648,7136.520325,7582.37058,7993.512294,8374.242965,9039.406707,9469.633593,9918.210638,10638.75131,11481.02039,12212.4568,12507.47724,12886.56515,13236.92117,13521.54896,13589.12071,13790.56055,13765.38889,13926.16997,14203.10524,14342.73031,14568.70667,14982.64885,15764.98313,16553.14424,17355.7471,18064.9166,18472.90556,18603.06452,18374.86563,18782.73427,19272.14422,19709.87114,20445.29896,21333.94306,22286.3637,23410.16483,24221.7998,24835.47166,25564.28953,26357.04829,27270,27949.66729,28403.03141,28204.17887,26950.02229,26779.63704,26860.77017,26457.75726,26083.09814,26333.63179,26750.29378,27204.95471,27682.41335,28189.39257
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.5954432,,,,,,,,,,,,,,,,,,,,453.5954432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.101746,,,,,,,,,,,,,,,,,,,,702.323536,682.155033,647.2684513,650.3001603,639.0507663,643.9247307,650.6328326,654.1671183,591.9902572,634.7747104,685.0993982,731.4116717,771.485652,776.5836936,746.1921994,694.7933437,668.3947195,779.5744074,759.8935873,743.684628,862.1645743,855.1961891,867.9326143,868.2095999,860.5797332,894.9735612,897.4996228,928.0175138,963.3242883,1017.609292,1064.447264,983.091295,969.581878,1010.885081,1002.435277,972.4575241,982.002681,1017.326763,1007.405443,951.0239822,996.4944798,957.0417693,954.0544229,1018.142312,997.9672975,937.4143612,967.2838621,1004.452113,913.5465681,962.2027077,900.7956668,873.5837733,896.220959,879.0264594,930.2114087,979.096407,1044.631036,1040.610111,1036.817085,1101.66725,1043.597368,992.2389377,941.200593,948.6755289,1039.137988,976.6801623,968.9816612,1028.341405,1010.763823,978.5166894,1031.870215,1053.026843,1091.123017,1059.299958,952.3151886,920.4197096,866.4264931,885.5092037,956.2013698,989.1107899,1033.499006,1066.727067,1083.53203,1072.408072,1070.874687,1104.565372,1084.424793,1072.546602,1076.228019,1063.154395,1072.214523,1064.791374,1074.47196,1069.516435,1094.231406,1102.423994,1064.710318,1135.514326,1192.496077,1213.164954,1244.908087,1210.749793,1213.39553,1240.693361,1261.617867,1270.967393,1287.13178,1348.775651,1407.645646,1471.171474,1525.224276,1595.283135,1648.079789,1709.462642,1771.429096,1821.764742,1885.813184,1876.766827,1898.766592,1922.057129,2019.404042,2088.2386,2153.739222,2271.551038,2365.597176,2464.510802,2529.764377,2664.477257,2762.238608,2853.808899,2997.689295,2925.516103,3015.378833,3166.602557,3310.199558,3481,3718.746931,3940.576322,4142.531745,4255.731483,4561.071915,4903.730474,5182.666588,5469.237086,5798.813909,6133.85237,6488.248359,6863.120299,7259.651284
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.739327,,,,,,,,,,,,,,,,,,,,484.739327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.9541709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551.835308,1582.367011,1615.991129,1646.641602,1680.017836,1714.446276,1844.530025,1770.337074,1793.531628,1952.425452,1935.052657,1882.94022,1959.593767,1852.464092,1785.068598,1860.806617,1789.810932,1687.997641,1744.145488,1802.847906,1679.153412,1745.172934,1659.652775,1473.985748,1574.271179,1720.493929,1974.007485,2202.988423,2094.279522,1808.20921,1760.99215,1739.513577,1895.544073,1811.714479,1660.506045,1495.82352,1508.831373,1507.819159,1494.415186,1574.459608,1405.310269,1458.843506,1492.197043,1494.995925,1483.560423,1488.269786,1524.285917,1632.210764,1680.619965,1758.198608,1874.01767,1933.185494,1993.398314,2077.545773,2125.873068,2249,2387.381518,2524.534357,2535.414048,2598.927235,2597.127808,3131.295087,2917.616416,2876.586437,2875.195556,2921.081453,2930.923052,2958.736619,2999.771667
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.129429,,,,,,,,,,,,,,,,,,,,1004.129429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852.668973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3201.442822,,,,,,,,,,,,,,,,,,,,4958.818153,5250.974776,5504.437533,5758.362368,5960.044466,5413.796145,5953.522616,6622.717308,7028.639787,6631.278039,6045.943926,6417.630332,6061.25039,5722.811051,5518.301344,6193.032015,6009.132795,5508.173487,5930.970631,6148.980195,5863.392028,5962.172592,5974.263637,5624.365243,5400.782166,5509.169045,5520.939489,5589.341453,5703.017143,5510.234273,5677.291874,5962.11352,6070.681316,6446.036724,6880.091518,7234,7564.48554,7861.129594,8075.176011,8206.057808,8431.137039,8711.004831,8979.805492,9256.167931,9541.190801,9870.051484,10212.9306,10570.91188,10944.83884
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0398657,,,,,,,,,,,,,,,,,,,,414.0398657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.718849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.397435,1139.296552,1148.376626,1165.394658,1202.806522,1211.968884,1228.312196,1244.708364,1248.402625,1288.366278,1428.807539,1571.422239,1856.182125,1913.558226,2139.389556,2410.438931,2448.889151,2613.101665,2428.328658,2464.775787,3111.991308,3080.012509,3364.836625,3451.35456,3735.369045,3763.752316,3778.825334,3781.410618,3764.146586,3701.564844,3664.765943,3793.140867,3895.384018,3782.510577,3725.861208,3817.840158,3813.04017,3984.839812,3712.853493,3787.596668,3722.546981,3646.200983,3553.0224,3561.05492,3660.887229,3771.594562,3821.056931,3876.76846,3920.388185,3989.513045,4021.223575,4046.533533,4128.116943,4206.802451,4286.161857,4384,4460.08535,5023.459829,5121.002365,5124.722706,5163.288425,5115.891231,4979.704127,4920.430491,4877.129304,4834.728067,4793.187562,4747.778513,4703.242992
Sweden,1297.975186,1357.185184,1408.258936,1427.676128,1348.628607,1333.158324,1318.218911,1222.45546,1169.845652,1345.642874,1433.488107,1386.485921,1419.021063,1409.044376,1436.827503,1462.491016,1442.958962,1347.792183,1394.318503,1328.32778,1401.088679,1371.996981,1372.35141,1416.290905,1361.152074,1502.98115,1480.313595,1529.839555,1444.931198,1335.749809,1348.398449,1361.271588,1439.21528,1335.59945,1283.025877,1268.606662,1223.853784,1213.627475,1269.747655,1257.207734,1175.282908,1250.540535,1264.358144,1211.86227,1147.124408,1094.752473,1182.869237,1270.665213,1189.455513,1212.18888,1221.521391,1264.086929,1288.742979,1251.486801,1261.79332,1250.794223,1268.188279,1306.350366,1312.480095,1298.340514,1333.552532,1368.978047,1372.246327,1307.906321,1331.042448,1349.822454,1316.274951,1341.888845,1306.202257,1347.441231,1364.936868,1359.702917,1403.600723,1392.560403,1370.680135,1385.909792,1405.694923,1387.955493,1322.565965,1351.286151,1409.714409,1442.381802,1392.782933,1429.299844,1444.566517,1498.019552,1537.4358,1506.758061,1474.954414,1494.676508,1509.679245,1603.088402,1586.643065,1630.259991,1649.703145,1709.193879,1740.470788,1672.209445,1620.669759,1690.637261,1720.704543,1750.527275,1721.714166,1747.47253,1590.640549,1704.29316,1921.646821,1988.358933,2023.73072,2047.187354,2124.635595,2048.92767,2178.681346,2129.510403,2053.249482,2166.177927,2114.768067,2190.664655,2109.750023,2269.346026,2220.343514,2260.294293,2282.531637,2214.700043,2250.810142,2284.259829,2336.581938,2463.667782,2431.35645,2490.872183,2501.817713,2623.410201,2691.97564,2797.496667,2892.704994,2964.016042,2975.952022,3053.181224,3012.963219,3171.147472,3225.688748,3179.373532,3433.705034,3662.21115,3549.385167,3567.834839,3633.282798,3723.688484,3864.983173,4106.100703,4193.231353,4338.858202,4579.582898,4301.037091,3974.900732,4035.490968,4291.953332,4071.033267,4362.633312,4502.213186,4809.604375,4918.842068,5158.366634,5326.126618,5478.449774,5804.283213,6054.247614,5899.284681,5668.783767,5762.431154,6134.814007,6417.182376,6629.548788,6793.10443,7001.709274,7502.151102,6935.658764,6731.409843,6772.622836,6972.300751,7159.163347,7350.655047,8065.563125,8702.382155,8803.300126,9076.612433,9628.107468,9546.975242,9731.445092,9791.189721,10321.49041,10535.74084,10896.49321,11136.97164,11185.99746,11627.28837,12014.13645,12720.68963,13193.93539,13676.16694,14622.40763,15172.4752,15224.84627,15599.66549,16136.68748,16733.04025,17422.22714,17592.17828,17610.5099,18333.02235,19759.32392,19993.05398,20006.19819,19359.81494,19524.37014,20339.50163,20476.72435,20359.37327,20794.75431,21084.77485,21928.84808,22167.56331,22895.76502,23478.9316,24027.93629,24463.91421,24253.2713,23258.40177,23245.65698,22699.21373,23495.89873,24565.99155,24898.70453,25523.94011,26314.49867,27299.74371,28640.08844,28906.76908,29449.45744,29969.7124,31141.10607,31995,33211.45498,34091.93364,33563.33839,31604.8425,33316.77213,34326.67591,34530.26282,34669.3364,35224.88477,35820.13639,36462.65414,37126.22383,37790.5101
Switzerland,1517.283404,1519.850181,1522.4213,1524.996769,1527.576595,1530.160786,1532.749348,1535.342288,1537.939616,1540.541337,1543.14746,1545.757991,1548.372939,1550.99231,1553.616112,1556.244353,1558.877041,1561.514182,1564.155784,1566.801855,1569.452402,1572.107433,1574.766956,1577.430978,1580.099506,1582.772549,1585.450114,1588.132209,1590.81884,1593.510017,1596.205746,1598.906036,1601.610894,1604.320327,1607.034344,1609.752953,1612.47616,1615.203974,1617.936403,1620.673454,1623.415136,1626.161455,1628.912421,1631.66804,1634.428321,1637.193272,1639.9629,1642.737213,1645.516219,1648.299927,1651.088344,1653.881478,1656.679338,1659.48193,1662.289264,1665.101346,1667.918186,1685.323093,1702.909621,1720.679668,1738.635146,1756.777992,1775.11016,1793.633626,1812.350387,1831.262459,1850.371881,1869.680712,1889.191032,1908.904945,1928.824574,1948.952067,1969.289593,1989.839343,2010.603531,2031.584396,2052.784199,2074.205224,2095.84978,2117.720199,2139.818838,2162.148079,2184.710328,2207.508017,2230.543602,2253.819565,2277.338416,2317.027762,2456.547537,2365.435811,2089.194218,2426.598501,2409.293233,2600.594457,3263.29586,3085.155227,2669.299538,2843.623993,3043.756041,3025.859247,2848.954944,3074.8643,3029.939931,2649.211375,3110.780591,3383.545185,3216.203977,3404.857404,3224.550704,3293.33918,3666.888934,4047.588854,3929.511064,3523.541011,3567.127082,3534.603656,3748.243783,3795.813571,3671.398081,3666.396306,4065.547925,4368.154572,4522.680073,4485.181745,4574.378171,4561.946874,4867.951213,4569.924211,4906.551611,5039.99483,4864.527298,5336.386699,5410.169086,5622.858283,5656.697355,5867.329231,5864.599246,5729.432879,5787.748229,5603.216439,5827.018125,5987.001496,6434.664501,6414.691422,6239.630929,6486.506831,6626.793947,6697.873724,6690.967266,6526.723709,6476.749898,6563.868564,6543.203331,5820.101484,5811.420481,6211.336912,6600.637435,6438.494455,7065.582908,7457.197083,7709.481301,8243.021689,8607.387455,9014.164363,9441.413188,9687.657219,9556.051526,9092.532369,8736.364955,9128.368882,9106.955148,9037.660349,9039.725301,9442.139364,9776.073036,9731.540572,9786.934944,9657.304939,9343.953694,9182.307631,9315.638814,11860.82624,12516.47646,13847.18012,13947.09862,13397.73209,13867.60715,14816.89924,14734.23275,15055.82564,15739.39579,16626.4855,17501.93196,17909.48973,17284.27073,18161.48966,19059.00518,20041.21634,20431.0927,20977.26759,21712.09454,22190.77302,22533.03847,22966.14432,23522.13088,24527.55211,25862.8192,26593.26926,27195.11304,27851.75724,28174.32841,26353.03028,26270.86866,26982.29052,27023.43582,27617.11846,28732.36608,29003.26953,28397.71512,28396.88917,29128.18896,29967.6008,30273.42434,30281.70459,30971.58824,32031.32878,32875.77966,32207.74413,31871.5303,31515.65427,31599.61928,31530.76934,31589.72381,32135.32301,33039.50454,33349.65383,34386.90248,34569.38136,34480.95771,34183.28306,34864.09237,35520,36635.1663,37790.73022,38181.48483,36518.56609,37220.03817,37536.64462,37678.39281,37931.6175,38379.5235,38871.6666,39370.12034,39894.5335,40425.93184
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,854.0809247,858.1814423,862.3016468,866.4416328,870.6014952,874.7813295,878.9812315,883.2012977,887.4416247,891.7023099,895.9834511,900.2851464,904.6074945,908.9505945,913.3145462,917.6994496,922.1054053,926.5325144,930.9808784,935.4505994,939.94178,944.4545231,948.9889322,953.5451115,958.1231654,962.7231989,967.3453176,971.9896274,976.6562351,981.3452475,986.0567722,990.7909175,995.5477917,1000.327504,1005.130164,1009.955883,1014.80477,1019.676936,1024.572495,1029.491558,1034.434237,1039.400647,1044.390901,1049.405113,1054.443399,1059.505875,1064.592656,1069.703858,1074.839601,1080,1088.040231,1096.14032,1104.30071,1112.521852,1120.804198,1129.148203,1137.554326,1146.02303,1154.55478,1163.150047,1171.809302,1180.533022,1189.321688,1198.175782,1207.095792,1216.082208,1225.135525,1234.256241,1243.444858,1252.70188,1262.027819,1271.423185,1280.888497,1290.424275,1300.031043,1309.709331,1319.45967,1329.282597,1339.178652,1349.14838,1359.19233,1369.311053,1379.505106,1389.775051,1400.121452,1410.544879,1421.045904,1431.625106,1442.283066,1453.020372,1463.837612,1474.735384,1485.714286,1488.693032,1491.67775,1494.668453,1497.665152,1500.667858,1503.676585,1506.691345,1509.712148,1512.739009,1515.771937,1518.810947,1521.856049,1524.907257,1527.964582,1531.028037,1534.097634,1537.173385,1540.255303,1543.3434,1546.437689,1549.538181,1552.644889,1555.757826,1558.877004,1562.002436,1565.134135,1568.272112,1571.41638,1574.566953,1577.723842,1580.887061,1584.056621,1587.232536,1590.414819,1593.603482,1596.798538,1600,1497.543905,1834.909922,2022.200208,2254.179979,1975.451657,2270.138895,2336.848554,1949.890852,1956.10796,1922.77016,2006.19999,2392.875614,2305.771142,2272.842973,2185.21227,1944.511571,2029.965926,2030.102558,2324.057635,2155.321098,2278.411047,2742.03436,2413.963012,2884.196162,3317.895336,3543.930415,3368.594276,3526.062336,3517.863751,3792.794341,3998.760331,3920.348269,3818.103958,3518.218318,3586.936677,3277.179668,3211.016664,3500.157171,3070.711715,3180.50746,3282.532446,3402.254972,3647.197893,3808.273358,3917.658371,4066.077014,4041.714736,4218.192606,3965.0619,3935.371065,3960.421775,4071.895289,3998.622438,3994.704663,4059,4160.524529,4290.113684,4373.581623,4519.952359,4609.73113,4520,4432.015539,,,,,,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2733135,871.2766909,871.2800682,871.2834456,871.286823,871.2902004,871.2935779,871.2969553,871.3003328,871.3037102,871.3070877,871.3104652,871.3138427,871.3172202,871.3205978,871.3239753,871.3273529,871.3307304,871.334108,871.3374856,871.3408632,871.3442409,871.3476185,871.3509961,871.3543738,871.3577515,871.3611292,871.3645069,871.3678846,871.3712623,871.3746401,871.3780178,871.3813956,871.3847734,871.3881512,871.391529,871.3949068,871.3982846,871.4016625,871.4050403,871.4084182,871.4117961,871.415174,871.4185519,871.4219298,871.4253078,871.4286857,871.4320637,871.4354417,871.4388196,871.4421977,874.2968174,877.1607881,880.0341405,882.9169052,885.8091132,888.7107952,891.6219824,894.542706,897.472997,900.4128869,903.3624072,906.3215893,909.2904649,912.2690658,915.2574239,918.255571,921.2635393,924.2813609,927.3090681,930.3466933,933.3942689,936.4518277,939.5194022,942.5970253,945.6847299,948.782549,951.8905158,955.0086635,958.1370254,961.275635,964.4245259,974.1589325,1151.317302,1098.89406,904.8700366,937.8651257,1066.180454,1080.181185,1217.716136,1276.568858,1130.536477,1143.630623,1176.857588,1160.870368,1175.632812,1266.56796,1399.546184,1363.990828,1355.741163,1377.772388,1442.003371,1550.717037,1611.043318,1689.464135,1753.036158,1783.097075,1732.119542,1720.409292,1807.446992,1827.293584,1821.285011,1830.329783,1782.87739,1799.389017,1943.862585,1981.768074,1931.099897,1948.509714,1848.611273,1722.13141,1597.531915,1624.091019,1456.300422,1220.263522,646.9924952,680.0717433,851.1521853,1051.537412,1171.839007,1304.06975,1359.369297,1468.233225,1549.534863,1638.384693,1708.324731,1737.365424,1800.690173,1858.560433,1932.492136,1983.66624,2048.418279,2137.0099,2264.647784,2465.245254,2664.066573,2821.247376,3042.692096,3243.558274,3453.029812,3756.758229,4141.44224,4589.726221,5071.82716,5025.477125,5160.007557,5754.315767,6206.97479,6909.229446,7328.404053,7672.453707,7980.423806,8085.534053,8594.458925,9352.63795,9662.213741,10624.0569,11815.32388,12588.4342,13456.80697,14123.43586,14989.70581,15964.88959,16851.95703,17866.29347,18790.70426,19754.06066,20813.45895,21493.4315,22477.70837,23525.4994,22768.46005,23494.59369,24056.26845,25332.31566,26069,27358.90217,28892.40377,29003.86744,28376.86073,31372.91051,32559.99047,32840.86235,33680.04116,34842.18,36222.35089,37692.69919,39360.51199,41167.02805
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.8195517,,,,,,,,,,,,,,,,,,,,493.0476432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.7953448,677.0232986,790.9959522,760.2886917,706.3758007,702.8954321,643.3118652,703.6830848,796.7929756,905.1909485,836.9565362,921.0578078,904.9043288,928.2136302,984.161566,962.2324119,985.4362173,1069.961342,995.3257862,1099.804653,972.6627699,928.8667583,891.8254224,973.1481463,1009.533103,1076.338471,993.6117865,1072.682391,1125.968441,1074.331053,1104.783559,981.4338665,861.0443081,526.6839566,453.6994287,455.1649124,416.2830887,482.8245525,555.6652507,703.3908316,878.2932944,985.3339346,1025.590815,1077.63355,1089.281498,1137.526754,1146.895313,1128.277398,1169.75844,1276.066319,1457.840923,1555.730227,1683.430178,1677.321403,1743.836614,1669.850457,,,,,,1483.157093,1646.581047,1858.775662,2028.521746,2195.448243,2166.170582,2265.293455,2321.982565,2392.134901,2549.219009,2742.066838,2747.101487,2899.391089,2814.185412,3023.599578,3140.466828,3172.948089,3054.143172,3401.847362,3551.10512,3681.431056,3803.480282,3986.594849,4004.52674,4272.536642,4343.222752,4324.560863,4643.645536,4610.044237,4460.446527,4506.400489,4452.339878,4406.620353,4235.778918,4097.027612,3993.975439,3952.742151,3939.190036,3849.374364,3749.09789,3768.269882,3686.022881,3637.074122,3577.423354,3377.864335,3006.965969,1992.226462,1643.501401,1273.598239,1097.88248,899.2840135,898.4787457,928.5457512,944.1041591,1001.500467,1080.510897,1158.352685,1249.689467,1353.051607,1413,1481.184295,1563.038996,1650.428953,1679.27938,1768.095085,1854.059295,1952.100427,2045.864316,2123.944979,2205.128739,2289.331731,2376.805556,2467.550214
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.6448695,,,,,,,,,,,,,,,,,,,,470.6448695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.6794871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.2147474,719.4214136,716.6500721,674.3520331,711.1398898,710.0446967,700.3209546,698.5356073,685.8759443,700.2048249,708.8732109,681.1430074,722.0038073,745.3554182,763.2382601,767.493011,840.3351177,848.2186575,865.714502,855.2692446,877.543692,886.772556,915.9850592,914.855883,907.3857544,926.814218,964.4967812,962.4922932,961.3123962,944.861986,925.3205083,888.53655,874.2426069,845.0458846,840.9091566,814.6994659,816.7308128,831.8220794,840.7083629,844.4603166,850.8079326,844.6338737,825.682454,808.5873455,790.9000514,794.02156,813.6033871,789.1862231,798.1164552,806.1046172,826.2347663,857.5876173,899.0742111,929.8552649,972.4813552,1018,1056.850116,1100.834772,1149.138872,1183.151678,1229.299421,1269.58037,1330.056145,1394.976358,1466.03484,1538.608833,1612.249965,1686.895801,1763.337642
