Total 20-39 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Bahamas,29.11392405,28.40909091,27.77777778,28.16901408,28.07017544,28.57142857,29.52380952,32.61802575,34.7826087,35.23131673,33.88157895,33.02469136,31.88405797,31.0626703,30.72916667,29.10447761,28.36538462,26.68213457,25.45454545,24.94432071,24.34210526
Bahrain,30.43478261,29.62962963,30.57324841,25.65445026,26.7281106,28.36363636,38.6167147,43.58353511,43.90243902,42.04152249,40.64417178,40.52197802,40.17305315,37.79795687,35.6466877,34.08423115,32.25806452,30.50699301,29.04841402,27.71958098,27.03761755
Bangladesh,29.30840693,28.56818463,27.96187521,26.90376157,25.95622886,26.22583747,26.49925328,27.16645144,28.42465753,29.90412691,31.87607891,33.78373083,35.04558365,35.24923238,34.56391573,33.25949172,31.5395025,30.09036302,28.76129619,27.54372942,26.71880267
Barbados,29.85781991,26.54867257,23.70689655,21.18644068,22.26890756,26.01626016,29.83870968,34.50980392,36.67953668,36.29343629,32.80632411,30.95238095,29.6875,27.90697674,26.81992337,24.80916031,22.69230769,21.25984252,20.63492063,20.81632653,21.00840336
Belarus,29.31301653,30.42419582,33.05240015,30.66108981,28.02787302,27.54644459,28.23273631,30.69,30.45808967,29.95032629,29.14967678,29.72807822,31.56797331,31.03890552,28.87401229,25.75141243,22.92420881,22.06078218,22.39012719,22.40903717,21.68774052
Belgium,28.36114975,27.50451264,27.71466026,25.94159966,26.11630322,26.82278352,28.55107855,30.87111564,30.72586328,29.79672781,27.99960757,26.593702,25.37383178,24.55414598,23.89572773,23.25290438,22.97823394,22.73965381,22.86913192,23.09569461,23.02471284
Belize,27.53623188,26.92307692,25.53191489,22.85714286,22.95081967,22.3880597,23.61111111,26.3803681,28.79581152,31.05022831,30.55555556,31.20567376,32.1656051,33.2361516,33.68983957,33.49875931,32.55813953,31.34657837,30.29661017,29.32790224,28.06324111
Benin,26.35431918,26.17702448,26.09078889,26.453958,26.17839014,25.8043758,25.61797753,25.60058238,26.14678899,27.34102027,27.51163838,28.15200813,28.43807663,28.73779113,29.21560575,29.89466037,30.91558442,31.8663932,32.46344327,32.64164827,32.32189974
Bhutan,28.57142857,30.10204082,29.77777778,29.6875,29.72972973,29.24791086,28.84160757,27.23492723,26.14259598,26.03550296,27.45098039,32.66563945,35.4519774,37.4025974,36.29719854,33.87283237,31.29855716,29.5503212,28.9119171,27.9959718,27.14708786
Bolivia,27.79211205,27.53574992,27.55223881,27.29938683,27.07195441,27.08552217,27.58491975,28.00871606,28.21589205,28.66880513,28.97331089,29.47712418,30.28520144,31.27245923,32.11308757,32.73241714,32.75293396,32.08073394,31.25353707,30.16341664,28.97578644
Bosnia and Herzegovina,27.22493428,29.76917855,32.7672956,31.29231675,29.91021324,30.82465973,32.22591362,35.06304559,34.18485834,32.88328833,30.36535859,29.55026455,29.82176111,28.76308023,27.63873776,25.11782645,22.19380506,21.17302053,20.13994524,19.99365281,19.80724493
Botswana,27.42718447,27.93176972,27.20306513,25.33557047,24.71098266,25.82619339,27.06002035,27.5,28.64544782,29.76113622,31.242741,33.15217391,35.43983822,36.62707838,36.32689717,34.81608212,33.8537387,33.55837967,33.46153846,33.40790455,32.55982596
Brazil,29.01050447,28.20614753,27.86209172,26.97174163,27.09733204,28.43178056,29.76673053,31.56688628,32.43810632,32.77320799,33.0598536,33.25612266,33.3157647,32.90529616,32.28096359,31.18791042,29.72331979,28.20207658,26.22068383,24.07208714,22.67701545
Brunei,28.57142857,28.125,28.04878049,26.21359223,26.15384615,27.95031056,34.53608247,34.66666667,39.29961089,38.6440678,37.4251497,37.9403794,37.5,37.18820862,36.25,35.22504892,33.57798165,31.66089965,30.41322314,29.69984202,28.96341463
Bulgaria,31.94042201,31.73756501,32.40528858,30.15118264,29.28840716,28.4059633,28.37959828,28.40084812,27.32736138,27.16610819,27.98102135,28.61757106,28.76767138,27.02739915,23.98802737,21.69727488,20.17625232,20.21018593,21.03127642,21.21640736,20.53041543
Burkina Faso,30.36020583,29.51157991,28.68644068,27.92651944,27.00196183,26.17427924,25.6122449,25.43495196,26.25907441,27.13270142,27.76017131,28.68363636,28.21174159,28.00336629,28.09656623,28.66690824,30.65001074,32.2085004,33.25401201,33.77191819,33.27455734
Burundi,29.15309446,27.64530551,26.59863946,25.90286426,25.51194539,25.25829255,27.00411722,29.0600041,29.20260518,27.1076524,25.18541409,28.65275142,32.94214294,34.28966103,34.01182514,32.67335603,31.71876309,31.88485804,32.3577599,32.3755736,31.56405766
Cambodia,28.81472957,28.78381169,28.63452337,28.37837838,28.0732094,28.46273073,29.68726842,29.0282751,28.83384933,27.88858624,26.70271965,29.95169082,32.88608436,35.8217168,37.20207839,34.52274285,32.34664942,30.61263138,30.19875945,30.32833225,29.74869726
Cameroon,28.9744738,28.71428571,28.38912521,27.80350645,27.11319099,26.5686901,26.04912435,25.80645161,26.01160795,26.6291975,27.76832419,28.97704955,30.15332198,31.17556839,31.52620338,32.0089134,32.72848053,33.19450771,33.43078141,33.01193756,32.17455219
Canada,30.74907185,29.24690181,27.61894126,26.01250064,27.89187696,30.75360816,33.66643553,35.51195728,34.41392008,32.04450056,29.6845467,27.77640213,27.24912219,27.16386791,26.22102426,24.82216302,23.56961141,22.5672277,22.48522104,22.82611197,23.08731481
Cape Verde,30.1369863,27.81065089,26.39593909,23.1441048,20.2247191,20.14388489,19.31034483,23.19749216,25.63380282,26.56641604,27.85388128,29.16666667,31.18908382,33.57664234,34.02061856,32.8990228,30.6501548,29.02255639,27.8425656,26.79083095,26.35327635
Central African Rep.,28.94935752,28.99069435,28.69507324,28.21601942,27.50136687,26.47496282,26.2345679,26.8907563,26.78266803,27.66276628,28.03738318,28.3520234,29.59591474,30.76923077,31.97903014,32.83478261,33.17073171,33.36903305,33.18859459,32.80583459,32.39084692
Chad,29.00041135,28.3420463,27.59433962,26.95678453,26.30434783,26.38420799,26.27467997,26.10111069,26.07271536,25.97839809,26.25565342,26.69927138,27.37940026,28.10093771,28.82846593,29.70367303,30.57103796,31.47335127,32.30071456,32.86803519,33.15092166
Channel Islands,29.41176471,28.03738318,27.27272727,27.82608696,27.5,29.36507937,29.92125984,32.8358209,34.28571429,32.63888889,31.29251701,27.51677852,25.33333333,24.34210526,24.02597403,23.68421053,21.85430464,21.85430464,20.52980132,19.72789116,20.42253521
Chile,28.89546351,28.16797279,26.95527073,26.69672795,27.06287863,28.29446204,31.10355929,33.45445536,34.08642911,33.75902277,31.95408263,30.50868258,30.28481382,30.31570727,30.00160953,28.59960552,26.80485339,25.20329234,24.50577412,24.32393067,24.03911318
China,29.85106945,28.96609481,28.16545549,26.72054773,26.1433591,27.77460114,29.45343593,32.41304269,35.10015419,35.6803755,34.8277838,33.26711125,31.99716722,30.03965622,29.22770124,27.75307266,25.16779854,24.17567614,23.96297877,23.86045281,23.43208821
Colombia,27.96299383,26.47718232,25.18897982,24.18103448,24.75038672,26.84941795,29.13769382,31.59754634,33.14963712,32.88993719,32.7927792,32.30040187,31.64863172,31.62370664,31.06277975,30.3173765,29.59050031,28.7105814,27.97849073,27.30366619,26.52119978
Comoros,30.96774194,28.81355932,27.60416667,25.94339623,24.57627119,24.9070632,25,25.78125,27.29357798,28.65853659,30.30852995,32.46753247,32.65895954,32.11488251,31.42857143,30.79470199,31.724846,32.37547893,32.34501348,31.4893617,30.23634882
"Congo, Dem. Rep.",27.36228553,27.65675596,27.79691868,27.83522825,27.68055213,27.29484061,26.8715495,26.35819375,25.86919523,25.49085081,25.59068285,26.03801689,27.06926547,28.29094385,29.56835271,30.8887077,31.82927391,32.67132679,33.35272716,33.6285869,33.65872838
"Congo, Rep.",28.83663366,28.57142857,27.99208704,27.20970537,26.3670412,25.85428756,25.64809708,26.07463392,26.86017989,27.61596548,27.9881462,29.54612006,30.6198457,32.25195359,32.90762026,33.09112333,33.03522541,32.80369042,32.68952197,32.19407995,31.55056835
Costa Rica,27.74327122,25.88652482,24.06296852,23.38811631,24.06593407,26.75438596,29.85519591,32.8264095,33.73376623,32.91175625,32.4173028,32.30946882,33.09631545,33.54851725,32.81279756,31.17188915,28.76973798,27.24530831,26.09545529,25.29890005,24.90583804
Cote d'Ivoire,28.83386581,29.41176471,29.50058072,29.42708333,28.57415902,27.74505362,27.06105963,26.74240978,26.78401522,27.53971432,28.42757104,28.55955103,29.32777005,30.38162894,31.12570496,31.98264846,32.61136713,32.91192941,32.88573002,32.43335947,31.8078067
Croatia,28.68639668,29.94706327,32.07220574,30.62363504,30.20858307,30.17584994,29.86063514,30.33080018,29.57060646,28.32976445,27.48667851,27.39756866,27.07482993,26.48809524,25.23732345,23.3717376,22.22488038,21.6499878,21.29837703,21.6091954,21.53685311
Cuba,29.73475249,28.91437309,29.21159501,28.16901408,27.22891566,27.64649783,28.40296838,32.2590242,34.88196412,36.27864345,33.74819625,31.74021797,28.8557658,26.34207241,25.85313561,25.38116592,23.2123412,21.7061436,20.64442543,19.97440441,19.79434447
Cyprus,28.88888889,27.68361582,26.70157068,26.75814751,27.03583062,30.92105263,32.5695581,32.5617284,30.49853372,29.68536252,29.0978399,29.18660287,30,30.7027027,29.3814433,27.12031558,25.19011407,23.66482505,23.40807175,23.75545852,23.85008518
Czech Rep.,28.90432445,26.60639328,27.03467058,26.31578947,27.8849097,29.39007375,30.07197043,29.62855203,27.91848617,28.0620155,29.94913928,30.37465673,30.74927954,28.56599106,24.77767266,22.77068558,21.73954373,21.65086661,22.67296204,23.0746904,22.43490089
Denmark,28.89253102,27.01058797,25.76419214,26.16095818,27.84090909,28.98636633,29.89851678,30.31488363,29.90272374,29.74937823,28.71064468,26.23223186,24.31100566,23.80952381,24.08207343,24.90606549,25.11578197,24.27529788,23.64057764,23.47670251,23.63013699
Djibouti,27.41935484,27.53623188,27.38095238,28.20512821,28.125,27.80269058,27.94117647,28.03970223,28.2647585,29.0529695,29.8630137,30.76923077,32.30944255,33.64779874,34.14396887,33.96396396,33.08207705,32.06951027,31.53961136,31.17437722,30.74301295
Dominican Rep.,26.40032949,26.73022599,26.2906595,25.60728745,25.18486298,25.75987842,27.4092827,29.27527497,30.85582531,31.52776068,31.49552813,31.24213177,31.05134474,31.10395584,30.90226221,30.57133311,30.10458568,29.3874366,28.76973534,27.9366509,27.0292389
Ecuador,26.88108587,26.26943005,26.01937373,25.63654033,25.50268097,26.54892878,27.59573132,28.96066799,30.47961864,31.31959667,31.38656486,31.07487368,30.80162649,30.95841611,31.25650364,31.08982334,30.35607241,29.32751092,28.09135957,27.03961396,26.20225719
Egypt,29.72621206,28.67457029,27.14486133,25.56850573,26.04503416,26.36177681,26.75653779,27.74311999,27.64933896,28.03946132,29.2833426,30.96713153,33.06579539,33.14737737,32.45268099,31.36961637,30.06627294,30.094504,29.809487,29.06574394,28.03819847
El Salvador,27.20254314,27.22039474,26.34428004,25.46239211,25.2606255,25.77903683,26.06177606,26.12522505,27.04072059,28.56145251,28.81897712,28.87312325,29.5333441,31.19711689,32.82454284,32.56488328,31.60607327,29.91902834,28.28774329,28.06497357,27.56345178
Equatorial Guinea,29.20353982,28.99159664,28.34645669,28.04428044,27.30375427,18.82845188,18.5520362,32.48407643,35.27851459,33.18584071,28.11320755,25.57377049,26.08069164,27.40076825,29.33789954,30.07209063,30.36551078,31.20689655,32.08598726,32.74205469,32.87197232
Eritrea,26.77165354,27.55344418,27.92982456,28.17509248,27.92207792,27.37588652,25.46558704,24.59016393,24.47751742,23.3312539,28.106185,32.49105546,33.76101111,32.92276964,31.04628665,31.26266036,32.4427953,33.58378871,34.03604933,33.19563293,31.74485444
Estonia,27.66151046,28.73166523,31.46622735,31.4197052,30.35190616,29.74860335,29.36777702,29.57377049,29.15340547,27.70833333,27.33236152,28.15750371,29.52167414,28.23970037,25.86206897,23.35600907,21.44504228,22.51759187,24.28571429,25.32154341,24.49310624
Ethiopia,27.73528614,27.92530916,28.09437226,28.05998273,28.00442157,27.57710053,27.20212375,27.13276492,26.92936865,26.76985715,26.67175456,26.95553174,27.90519788,29.37955256,30.74172872,31.77072466,32.61578455,33.06358543,33.32467347,33.37917521,32.98909166
Fiji,27.77777778,26.78571429,26.14213198,26.56587473,27.99227799,29.63604853,31.06180666,32.29901269,32.18232044,31.72951886,30.58676654,30.43478261,30.67915691,31.69336384,32.1307779,31.71270718,31.48148148,30.45356371,28.98706897,28.01302932,27.14285714
Finland,29.57605985,27.9338843,27.51693002,27.21297108,28.99022801,31.53650255,32.44091194,32.93205468,30.4591939,27.88329743,26.38700947,25.25753529,24.560419,24.93554328,24.31301183,23.40079508,23.01587302,22.58181161,22.82233133,23.17675014,23.2182219
France,27.18841134,26.66190465,27.65845649,25.78938735,26.69922991,27.64323238,29.16033364,30.90630078,30.14725286,29.41673419,27.91016253,26.76063263,25.51649264,24.23668602,23.86878176,23.66536409,23.56445474,23.52221891,23.37379396,22.87774888,22.46046993
French Guiana,32,28.57142857,25,28.20512821,27.65957447,28.57142857,32.35294118,35.29411765,34.48275862,32.14285714,30.3030303,30.1980198,28.75536481,29.38931298,30.58419244,31.36645963,31.3559322,30.64935065,30.02421308,29.29061785,28.78787879
French Polynesia,26.66666667,27.14285714,26.92307692,26.37362637,25.68807339,28.125,29.8013245,31.03448276,32.4742268,33.95348837,32.91139241,32.03125,32.22222222,31.48788927,31.37254902,30.40752351,28.2674772,27.72861357,27.11370262,26.57142857,25.77903683
Gabon,29.78723404,29.28870293,28.80658436,28,27.16981132,27.60942761,28.1938326,28.26362484,28.125,27.78288868,28.34008097,29.62692026,31.04596935,32.86585366,33.74578178,33.71607516,33.18670577,32.20887246,31.57431838,31.14754098,30.58252427
Gambia,29.06976744,29.53736655,30.72100313,31.62162162,30.76923077,29.32038835,27.4796748,26.53061224,26.81564246,27.42382271,27.99079755,28.0104712,28.11428571,28.71536524,29.8206278,31.12636254,32.22384784,32.85523682,32.9855784,32.74537696,32.40297714
Georgia,28.82653061,29.86979167,33.14107186,31.46493971,28.14956448,27.65437131,27.20820189,30.04348648,30.6959707,29.85604417,28.93293969,28.3762598,28.54433381,28.94221352,27.46231156,25.81640525,23.7503306,22.2343622,22.82485876,23.092723,22.3378213
Germany,26.44787645,25.47316033,28.31911884,28.42173163,27.50323018,28.3809548,27.98221972,29.63120293,31.56748455,30.92510689,28.79875233,26.20734844,24.22735693,23.6388223,23.19514561,22.19586666,20.78661066,20.00209886,19.63323705,19.62869478,19.88795121
Ghana,27.61044177,27.88527989,27.82032401,27.57830405,27.4121552,26.60266027,26.39934682,26.71074889,27.34500267,28.495216,29.47772657,30.25601241,30.98388953,31.5011513,31.6636791,31.63543864,31.64865407,31.66715515,31.60620472,31.39387984,30.91146352
Greece,30.6767116,31.50031387,32.13728549,30.7098585,27.25824801,26.39257294,26.64384982,27.56745872,28.49552298,29.84067479,30.61951754,30.24496068,28.21246535,25.93677855,23.51116625,21.88220685,21.52202937,21.42665594,21.30337079,21.04453295,20.60329068
Grenada,21.33333333,23.17073171,22.72727273,20.43010753,18.08510638,20.87912088,23.59550562,29.7029703,26.04166667,28,28.71287129,30.39215686,35.29411765,34.57943925,34.86238532,31.81818182,27.77777778,26.1682243,26.21359223,26.73267327,24.48979592
Guadeloupe,29.04761905,27.96610169,25.18248175,22.77227723,23.07692308,22.25609756,28.2208589,30.50847458,34.02597403,32.83950617,31.46853147,26.59340659,25.64102564,24.63157895,25.36082474,24.43531828,23.42158859,22.92089249,22.44897959,21.39917695,20.54507338
Guam,47.36842105,41.93548387,37.31343284,34.24657534,32.94117647,35.10638298,34.61538462,36.66666667,37.87878788,34.01360544,32.25806452,29.34131737,27.77777778,28.27225131,29.20792079,29.85781991,29.81651376,28.63436123,27.35042735,27.00421941,26.66666667
Guatemala,27.67715284,27.93589389,27.8193673,27.19020477,27.10832257,26.98131443,26.31128848,25.9828629,25.69311932,25.74712644,26.43391521,27.43153919,28.45019477,29.8366718,31.02094964,32.03873752,32.89231053,33.22343068,33.1779644,32.6658037,31.81106947
Guinea,28.46771112,27.60434935,26.80115274,26.94645441,26.78292556,27.16232962,27.36705577,27.07423581,26.98877501,26.95907997,27.18921498,27.64042507,28.25033908,28.91159335,29.56554029,30.32521934,31.22225511,32.01928227,32.55791223,32.6618705,32.29062396
Guinea-Bissau,30.30888031,28.26855124,27.65598651,27.71285476,28.40531561,29.0647482,28.53717026,28.29162133,26.64054848,27.70154374,28.2208589,27.92119565,28.60620816,27.66072393,28.13559322,29.19389978,30.36277603,31.26122889,31.81818182,32.1797207,32.18908272
Guyana,28.60520095,26.54320988,24.11971831,23.91304348,22.88135593,25.64802183,27.96391753,30.51948052,32.35294118,34.38735178,35.00660502,31.45478375,29.22673657,28.21192053,29.66442953,29.95896033,29.87377279,28.42565598,25.6568779,24.00662252,24.01433692
Haiti,29.15243713,28.36415363,28.0175756,27.65559195,27.04709376,27.41057543,27.48198911,27.35671782,27.68711311,27.38837298,27.95698925,29.88310308,31.6548881,33.19948896,33.90206449,33.18371273,32.48957939,31.78507032,31.0616533,30.44434082,29.65904688
Honduras,26.96704775,26.77532014,26.61008487,25.77626542,24.60052025,24.78274863,25.61915245,26.6824085,27.70863089,27.93986039,28.45672073,29.68659315,31.2639454,32.9796113,33.80405036,33.72270188,33.24437667,32.39067582,31.52117545,30.59254328,29.34440771
"Hong Kong, China",39.9291498,36.19582665,30.41639558,24.57328637,25.58965255,28.14562002,33.49215803,37.80465457,38.07854137,36.87851971,34.08818236,30.69882319,28.74522563,28.16006489,26.80171406,23.82984063,21.76197458,20.01916856,19.45199008,20.42294661,20.77922078
Hungary,30.11351467,28.5394402,29.11367051,28.40248349,28.19694332,29.58321466,29.66837926,28.96577803,28.06831339,27.35629959,28.46093597,29.48590711,29.57280385,28.42819526,25.61687314,24.08252125,23.08339468,22.42650989,22.5676704,22.68564493,22.40626749
Iceland,30.06993007,28.48101266,26.70454545,25.52083333,26.10837438,28.11059908,30.26315789,32.23140496,32.54901961,30.97014925,29.64285714,28.71621622,29.6969697,29.17847025,27.49326146,25.58746736,24.35897436,23.5443038,23.6318408,23.7037037,23.0958231
India,30.61948378,29.80819358,28.99998662,27.99610413,27.35879254,28.21724209,28.98222007,29.88286922,30.60882919,30.55157169,30.90000691,31.44828757,32.1373609,32.82784498,32.97579621,32.79742383,32.24075996,31.36967177,30.3651096,29.14130618,27.81990063
Indonesia,28.92676604,29.54195833,29.96808476,29.47710595,28.0172082,27.44654605,27.95481059,29.29404301,31.40270371,33.11088135,34.01436101,34.28598799,33.73860836,32.72916394,31.56397881,30.46941171,29.46450277,28.36990765,27.11207368,25.80488775,24.85847469
Iran,27.14479986,26.39878458,25.58053815,25.08237563,25.61013713,24.39419386,25.52634255,27.24099471,27.31519019,28.8839946,32.71104867,36.62069355,40.06020486,40.0702302,36.14803138,30.99858836,27.2546338,26.01983968,26.6531393,26.06277934,24.644496
Iraq,29.67301976,26.49585531,25.12341561,24.44727399,23.24191969,25.32456724,25.57227412,26.09830361,27.29837371,27.87315212,29.36308316,30.14130396,29.98379254,30.97029482,32.20890922,32.9954577,33.09070091,32.61152504,31.67565479,31.01018269,30.42724091
Ireland,26.81037386,24.44368367,22.1947777,22.07927677,23.11336717,24.59893048,26.84504557,28.53107345,27.9943101,29.15742794,30.72273325,32.60869565,32.05491392,29.28776095,26.36999611,24.82309125,24.88785214,25.48510049,25.5404726,24.73555736,23.47895155
Israel,33.35980937,28.47341338,27.24692526,24.9122807,26.47566448,28.23949955,29.53519256,30.02680965,29.5212766,28.82933184,29.08792112,29.1180867,28.87149918,28.08026585,27.82661048,28.05336983,28.36533247,28.34784411,27.69859464,26.78692003,25.92488263
Italy,30.08454471,29.41103147,30.33730559,28.52730946,27.79526969,27.01218186,26.96515469,28.72211381,29.70753873,30.61566968,29.97513744,28.15537292,25.53163167,22.97703122,21.25215203,20.79806731,20.9806885,20.8933742,20.63291356,20.07602592,19.51108385
Jamaica,30.81850534,29.09915749,25.84407612,23.29545455,20.86677368,20.31793343,25.59774965,28.25424467,30.7106599,32.0632347,31.32060771,29.76011994,28.77013177,29.46877243,30.73394495,30.61082024,29.94428969,28.39635854,27.22754704,26.84782609,26.21178225
Japan,29.0035136,30.44503588,32.13109125,33.685531,35.00210631,33.67616624,31.61693566,29.72425315,27.29361149,27.59761483,27.75545962,27.12792668,25.56458471,22.87365551,21.29722474,20.33678006,19.81451833,19.36025604,18.68312008,18.03162414,17.69068839
Jordan,23.30508475,25.03770739,26.97881828,27.55194219,27.84966112,26.91115702,22.82120395,24.42719882,25.48416846,31.64498141,32.49536369,33.64485981,35.09503941,34.06640793,33.39981385,32.35257757,32.21125943,31.93009453,31.09455347,30.01512859,28.46401719
Kazakhstan,28.56929733,27.57412736,31.85592796,29.96305005,27.72904112,29.11920764,29.24932976,32.38910013,32.50242014,31.64835165,31.37622041,31.74488251,33.29101067,33.04481277,30.98170513,29.15540937,28.22103676,28.28728648,29.34610154,29.18375372,27.22994173
Kenya,27.61685319,27.02005731,25.6786772,23.71882563,23.06871722,23.30860534,24.1283896,25.27869687,26.18732665,27.68441729,28.71318618,29.87491624,30.83718768,30.87741213,30.68186186,30.92475509,31.83695429,32.95663906,33.53562147,33.38406267,32.64957265
"Korea, Dem. Rep.",29.11275416,33.26757346,36.26233102,37.4512987,35.57942023,30.79459897,30.42696368,29.68007264,32.17015785,35.33934985,32.96587927,32.56120367,30.31263026,29.47131148,30.48824739,29.21160505,27.74879456,25.81524961,24.94235509,25.08936102,25.33181337
"Korea, Rep.",27.27083442,27.16965087,28.58111612,27.80556534,27.90890006,28.92485816,31.70933554,34.59411416,36.94802475,37.75558193,35.46691937,33.25764743,30.28741083,28.31770187,27.02926672,24.39374343,22.77906646,20.54687016,18.86285787,18.68820255,18.80118883
Kuwait,36.60130719,37.87878788,42.08633094,39.87206823,35.03355705,32.44047619,35.29411765,38.02325581,38.34656702,45.91304348,44.65888689,46.23934791,42.88990826,38.0811371,33.9295393,31.45363409,30.54060379,30.01760563,29.32362123,28.46367606,27.48091603
Kyrgyzstan,28.34962622,29.03734876,30.84714549,27.44945568,24.04721754,24.21212121,26.15045467,30.02741091,30.49613109,30.74074074,30.89808274,31.57793949,33.39340422,34.00851064,33.58778626,32.00062716,30.81155433,30.01645967,29.58057395,29.07925408,27.29254469
Laos,30.49219688,29.06299629,27.96610169,27.18894009,27.08023774,27.78871391,25.70281124,26.44967177,27.69852592,28.32189644,28.30433173,29.13760844,30.96643878,32.82116944,34.39665316,33.81286267,32.76855303,31.6249334,30.60253165,30.64562966,30.17867113
Latvia,27.29604926,28.33746898,31.22641509,31.99470432,30.47901653,29.62962963,29.03739061,29.09724913,29.08680947,28.19895708,27.83635597,28.30930537,30.10704728,29.23497268,26.76579926,23.95238095,20.94726563,20.94424912,22.60556128,23.56352135,23.00215983
Lebanon,27.85862786,27.6674938,27.61904762,26.0650481,25.57283142,26.36961286,27.00179533,29.2733564,31.48335015,32.55014327,31.53988868,32.98211223,33.2627617,33.20533092,32.72291258,30.60190074,28.59789994,26.80016181,25.33520112,25.13432836,25.07949126
Lesotho,27.42155525,25.98726115,24.97069168,24.38502674,24.83026188,24.69565217,24.86486486,25.01694915,24.53183521,24.68060395,26.05932203,28.05611222,31.07913669,33.59483156,34.80195817,34.83535529,34.61864407,34.42964197,34.11234112,33.87358185,33.42707915
Liberia,28.67557716,28.61842105,27.5047259,26.70454545,25.82225332,25.62691131,26.45364065,27.39169675,28.04990758,27.78633796,27.76203966,27.79111645,28.21263107,29.29704243,30.15993907,30.9885607,31.77743431,32.39237826,32.65279584,32.57612373,32.16063348
Libya,26.91933916,27.17584369,27.42772424,27.68187423,27.56892231,27.91075051,27.1037182,26.33766234,28.3161512,31.58874638,34.55497382,37.50422155,36.81234719,34.21346745,31.77035979,29.66601179,29.94363551,30.77529863,30.50498483,28.85259631,26.50982788
Lithuania,26.99649396,28.81033827,31.7020511,31.34680135,29.60840497,28.47621933,28.74304131,29.78003384,30.34072472,30.40242558,28.97970849,28.39578454,28.58020897,28.53053435,27.72147761,25.40214477,22.58508078,21.08241953,21.27737226,22.36445783,22.70437815
Luxembourg,30.16949153,29.60526316,29.07348243,28.14371257,27.29970326,29.44444444,30.49450549,32.33695652,32.54593176,31.61764706,30.34482759,28.63340564,27.03252033,27.02702703,27.18978102,26.80412371,26.05863192,25.19319938,24.74074074,24.71590909,25
"Macao, China",36.84210526,30.72625698,24.27745665,21.63461538,21.96078431,30.03952569,37.1541502,42.29508197,41.93548387,37.53026634,32.12669683,32.23819302,33.75912409,31.28295255,28.32764505,24.75083056,20.78559738,18.76019576,18.59706362,19.46755408,19.52861953
"Macedonia, FYR",27.25793328,28.8774003,30.4379038,29.75708502,30.21628499,31.06738223,32.06915784,32.29337712,32.19895288,30.6870229,30.51269288,30.69744597,30.81822636,30.49437102,29.03225806,26.82687592,24.69013386,22.93346774,22.19938335,22.01786653,22.02477114
