"","state","year","price","pop","pop16","cpi","ndi","sales","pimin"
"35",3,67,29.2,1637,1078.9,33.4,2446.6813815,117.1,26
"36",3,68,31.3,1667,1106,34.8,2720.3709408,115.6,32.3
"37",3,69,36.1,1693,1117.5,36.7,2979.6014291,113.8,33.3
"38",3,70,37.1,1772,1226.6,38.8,3269.8156411,115.2,34.6
"39",3,71,38.5,1878,1313.5,40.5,3549.7019452,109.6,36.6
"40",3,72,38,1975,1393.6,41.8,3800.6701072,125,37.2
"41",3,73,38.7,2075,1476.5,44.4,4219.9831679,128.3,36.5
"42",3,74,39.2,2156,1547,49.3,4508.1317983,133.1,37.8
"43",3,75,47.7,2200,1591.4,53.8,4742.5753077,121.8,40.5
"44",3,76,49.1,2244,1635.8,56.9,5158.789996,122.3,43.4
"45",3,77,48.7,2304,1690.8,60.6,5567.7751489,121.7,44.7
"46",3,78,53.6,2373,1750.6,65.2,6283.4991663,124.7,49.5
"47",3,79,58.6,2450,1812.4,72.6,7099.4038904,124.6,53.7
"48",3,80,60.8,2718,2044,82.4,7823.3902342,126.8,57.2
"49",3,81,63.3,2794,2103.8,90.9,8647.5572846,113.8,62.7
"50",3,82,73.3,2860,2153.1,96.5,8879.9352124,113.5,68.1
"51",3,83,80.5,2963,2231.2,99.6,9579.1345772,111.1,79.6
"52",3,84,92.8,3053,2300.7,103.9,10549.95792,107.1,90.2
"53",3,85,98.8,3161,2384.7,107.6,11256.38682,107.1,97.5
"54",3,86,106.7,3279,2483.1,109.6,11796.536403,107.9,101.2
"55",3,87,113.5,3386,2569,113.6,12367.66971,106.1,103.9
"56",3,88,113.5,3489,2638,118.3,13008,102.2,113.7
"57",3,89,125.6,3556,2672,124,13625,96.8,126.4
"58",3,90,130.2,3598.2,2703.7,130.7,13826,88.9,133.6
"59",3,91,151.4,3681.7,2759.1,136.2,14232,81.2,146.9
"60",3,92,165.7,3762.2,2804.8,140.3,15179,79,165.4
"61",4,63,27,1907,1296.7,30.6,1480.3334935,103.4,25.8
"62",4,64,27.3,1939,1320.7,31,1610.0797693,102.6,25.7
"63",4,65,27.2,1941,1323.6,31.5,1710.1989428,100.3,26.1
"64",4,66,30.3,1963,1344.8,32.4,1883.8750601,98.9,26.2
"65",4,67,30.4,1972,1357.3,33.4,2004.4267179,102.9,27.5
"66",4,68,30.9,1983,1374.6,34.8,2143.3676117,104,29.2
"67",4,69,30.9,1995,1389,36.7,2286.3950024,102.9,29.9
"68",4,70,36.7,1923,1366.9,38.8,2493.7847189,100.3,34.3
"69",4,71,38.8,1961,1405.4,40.5,2710.3690533,104.1,36.8
"70",4,72,44.1,1999,1442.9,41.8,2950.4507448,103.9,37.4
"71",4,73,45.1,2030,1474.6,44.4,3410.1816434,108,37.3
"72",4,74,45.5,2063,1508.3,49.3,3807.5934647,109.7,38
"73",4,75,48.6,2112,1552.5,53.8,4057.8913984,114.8,43
"74",4,76,50.9,2113,1565.1,56.9,4362.3354157,119.1,44.7
"75",4,77,52.6,2143,1596.8,60.6,4859.8664104,122.6,45.9
"76",4,78,56.5,2167,1623.7,65.2,5467.7328208,127.3,49.9
"77",4,79,58.4,2180,1641,72.6,6015.3234022,126.5,52.2
"78",4,80,61.5,2286,1715.1,82.4,6278.9024507,131.8,57.3
"79",4,81,64.7,2296,1725.7,90.9,7101.3099471,128.7,59.9
"80",4,82,72.1,2291,1724.7,96.5,7390.4296012,127.4,64.7
"81",4,83,82,2328,1757.4,99.6,7886.9389716,128,74.8
"82",4,84,93.6,2349,1776.7,103.9,8546.9082172,123.1,84.8
"83",4,85,98.5,2359,1790.1,107.6,9134.3421432,125.8,92.5
"84",4,86,103.6,2371,1804.6,109.6,9550.1432004,126,98.8
"85",4,87,113,2388,1819,113.6,9886.2575685,122.3,103.5
"86",4,88,119.9,2395,1823,118.3,10630,121.5,112.1
"87",4,89,127.7,2406,1831,124,11243,118.3,118.9
"88",4,90,141.2,2411.1,1834.9,130.7,12370,113.1,129.1
"89",4,91,146.5,2432.7,1851.2,136.2,12917,116.8,132.5
"90",4,92,177.3,2460.4,1876.7,140.3,13879,126,153.1
"91",5,63,25.3,17556,12072,30.6,2776.0965615,142,23.9
"92",5,64,25.5,18003,12384.3,31,2974.9294798,138.3,24
"93",5,65,25.3,18403,12673.3,31.5,3107.8449633,140,24.2
"94",5,66,25.5,18669,12898.5,32.4,3296.9523585,136.8,29.6
"95",5,67,26,18992,13181.8,33.4,3462.2862526,135.8,29.2
"96",5,68,35.4,19179,13370.3,34.8,3690.2957405,124.3,31.3
"97",5,69,36.6,19443,13681.6,36.7,3919.3858421,123.9,33.3
"98",5,70,38.8,19953,14317.6,38.8,4192.7811049,123,37.1
"99",5,71,39.7,20266,14670.5,40.5,4414.3069107,121,38.5
"100",5,72,39.9,20447,14938.3,41.8,4650.9613081,123.5,38
"101",5,73,39.9,20670,15243.7,44.4,5103.7384429,124.4,38.7
"102",5,74,41.9,20915,15566.6,49.3,5607.304421,126.7,39.2
"103",5,75,45,21216,15933,53.8,6138.9663549,127.1,44.5
"104",5,76,48.3,21550,16318.7,56.9,6630.6455824,128,44.9
"105",5,77,49,21900,16697.6,60.6,7234.7086333,126.4,48.7
"106",5,78,58.7,22314,17117.2,65.2,8021.3953973,126.1,53.6
"107",5,79,60.1,22694,17481.6,72.6,8957.2068501,121.9,57.1
"108",5,80,62.1,23669,20853.4,82.4,9891.9376893,120.2,60.8
"109",5,81,66.4,24196,18670.6,90.9,10816.943005,118.6,63.3
"110",5,82,72.8,24724,19064.1,96.5,11361.572303,115.4,71.6
"111",5,83,84.9,25174,19419.8,99.6,12027.230334,110.8,80.5
"112",5,84,94.9,25622,19776.5,103.9,13019.233699,104.8,92.8
"113",5,85,98,26358,20215.4,107.6,13755.13162,102.8,98.8
"114",5,86,104.4,27001,20695.9,109.6,14350.549761,99.7,106.6
"115",5,87,103.9,27663,21156,113.6,15016.207792,97.5,113.5
"116",5,88,117.4,28314,21591,118.3,16059,90.1,113.5
"117",5,89,126.4,29063,22081,124,16779,82.4,125.6
"118",5,90,163.8,29602.1,22490.6,130.7,17384,77.8,130.2
"119",5,91,186.8,30218.8,22694,136.2,17705,68.7,151.4
"120",5,92,201.9,30703.3,22920,140.3,18495,67.5,165.7
"121",7,63,26.8,2716,1883.5,30.6,2913.6800153,156.2,26.2
"122",7,64,27.8,2784,1929.7,31,3104.1445922,143.5,26.9
"123",7,65,28.1,2830,1961.5,31.5,3249.6680891,147,26.5
"124",7,66,30.1,2886,2004.9,32.4,3493.6339515,144.5,30
"125",7,67,31.1,2918,2034.8,33.4,3763.2804311,145.6,31
"126",7,68,31.3,2961,2075.2,34.8,3897.0336452,143.2,32.1
"127",7,69,32.2,3000,2127.2,36.7,4135.6493791,144.7,35
"128",7,70,42.2,3032,2155.2,38.8,4482.3377099,120,39.3
"129",7,71,45.5,3063,2201.4,40.5,4715.6033153,117.6,40.2
"130",7,72,51.3,3074,2234.2,41.8,4948.8689206,110.8,41.6
"131",7,73,50.6,3076,2258.3,44.4,5496.7220855,109.3,40.6
"132",7,74,52.5,3085,2292.9,49.3,5949.3429619,112.4,41.3
"133",7,75,54.5,3097,2327.6,53.8,6407.3139668,110.2,44.3
"134",7,76,57.6,3101,2356.5,56.9,6838.534329,113.4,52.2
"135",7,77,58.4,3107,2384.5,60.6,7505.1603479,117.3,52.3
"136",7,78,61.7,3116,2415.3,65.2,8309.8196838,117.5,56.3
"137",7,79,64.4,3115,2435.5,72.6,9295.3133651,117.4,58.7
"138",7,80,67,3108,2424,82.4,10384.59954,118,60
"139",7,81,80.1,3134,2461.5,90.9,11470.675639,116.4,64.5
"140",7,82,85.6,3153,2487.6,96.5,12380.197494,114.7,71.6
"141",7,83,95.6,3138,2487.6,99.6,13485.534055,114.1,83.1
"142",7,84,113.5,3154,2505.9,103.9,14927.928716,112.5,94.8
"143",7,85,118.6,3175,2525.1,107.6,15685.506921,111,100.3
"144",7,86,118.5,3193,2541.5,109.6,16486.956179,108.5,101.8
"145",7,87,122.7,3211,2555,113.6,17762.426829,109,113.5
"146",7,88,129.7,3233,2568,118.3,19559,104.8,121.5
"147",7,89,142,3239,2564,124,20687,100.6,134.8
"148",7,90,171.2,3242.9,2567.1,130.7,21447,91.5,150.9
"149",7,91,169.5,3246.9,2555.4,136.2,21967,86.7,163.3
"150",7,92,193.5,3237,2536.7,140.3,22891,83.6,175.9
"151",8,63,26.8,480,317.7,30.6,2261.4623685,165.8,26.8
"152",8,64,27.1,494,326.3,31,2325.3400998,170.9,28.5
"153",8,65,27.2,503,332.1,31.5,2529.3674804,170.8,27.9
"154",8,66,31,514,343.6,32.4,2691.4453062,161.3,28.2
"155",8,67,30.7,524,353.2,33.4,2864.0105206,158.2,29.4
"156",8,68,32,533,359,34.8,3061.3641084,164.8,30.9
"157",8,69,32.2,540,362.8,36.7,3287.3196655,175.5,30.7
"158",8,70,39,584,378.2,38.8,3495.160642,155,32.6
"159",8,71,41.3,563,392.6,40.5,3730.6501888,161.1,34.2
"160",8,72,44.7,570,403.1,41.8,4015.7164823,156.3,34.3
"161",8,73,44,573,409.9,44.4,4438.0722282,154.7,35.3
"162",8,74,44.2,576,416.6,49.3,4755.5540869,151.3,35.8
"163",8,75,45.9,579,424.3,53.8,5112.1253035,147.6,39.5
"164",8,76,50.1,582,431,56.9,5440.0945508,153,46.1
"165",8,77,51.7,582,434.8,60.6,5850.0561101,153.3,49.2
"166",8,78,58.7,584,440.6,65.2,6407.7945104,155.5,52.1
"167",8,79,60,582,441.5,72.6,7017.0164554,150.2,56.2
"168",8,80,62.7,595,454,82.4,7773.0618425,150.5,58.1
"169",8,81,66,598,458.8,90.9,8492.8780685,152.6,62.8
"170",8,82,74.1,602,463.6,96.5,9213.6476936,154.1,65.4
"171",8,83,82,606,469.4,99.6,10081.240761,149.6,74.9
"172",8,84,91.1,613,476.1,103.9,10806.777381,144,84.2
"173",8,85,98.7,622,481.8,107.6,11563.776167,144.5,90.1
"174",8,86,105.2,633,492.4,109.6,12062.403831,142.4,93.3
"175",8,87,111.4,644,502,113.6,12960.505665,141,100.3
"176",8,88,119.3,660,513,118.3,14137,137.1,109.2
"177",8,89,124,673,522,124,14949,131.7,120.2
"178",8,90,140,681.2,528.3,130.7,16435,127.2,131.5
"179",8,91,143.2,695.5,537.5,136.2,16732,118.8,141.6
"180",8,92,174.7,704.7,543.6,140.3,18300,120,159.1
"181",9,63,23.4,792,563.1,30.6,2733.226538,246.4,24.7
"182",9,64,23.9,795,559.3,31,2894.0045696,235.3,25.2
"183",9,65,24.1,802,560.2,31.5,3068.4434798,246.5,25.1
"184",9,66,24.1,806,559.3,32.4,3215.5606329,295.9,24.7
"185",9,67,26.6,808,559.3,33.4,3479.3206717,249.8,26.3
"186",9,68,26.7,802,554.4,34.8,3752.5382418,224.3,27.1
"187",9,69,27.2,798,561.2,36.7,3907.0112526,212.2,28.3
"188",9,70,28.5,756,563.1,38.8,4202.2963957,200.4,28.8
"189",9,71,32.6,750,560.2,40.5,4600.563546,213,30.2
"190",9,72,33.7,744,558.3,41.8,4964.1530816,220.6,29.9
"191",9,73,34.5,734,553.4,44.4,5310.9292283,209.4,30.1
"192",9,74,36,721,547.6,49.3,5894.1436568,182.7,31.3
"193",9,75,39.4,711,543.7,53.8,6587.6959502,176.5,33.6
"194",9,76,47.8,697,536.9,56.9,7003.8273262,167.7,37.9
"195",9,77,51.9,683,529.2,60.6,7770.9381962,136.7,38.4
"196",9,78,59.8,671,523.3,65.2,8369.9151768,130.3,42.8
"197",9,79,59.3,656,514.6,72.6,9306.2107728,128.5,45.8
"198",9,80,65.6,638,518.5,82.4,10605.045068,129.7,48.5
"199",9,81,69,631,512.7,90.9,11612.797567,131.9,51.8
"200",9,82,74.8,631,512.7,96.5,12167.639401,132,56.4
"201",9,83,86.3,623,505.9,99.6,13222.679557,124.5,68.8
"202",9,84,98.5,623,505.9,103.9,14479.480379,124.6,76
"203",9,85,100.4,623,502.9,107.6,15439.945222,122.1,83.6
"204",9,86,109.3,625,502.9,109.6,15675.332667,117.2,91.3
"205",9,87,112.5,622,501,113.6,16632.644999,113,94.6
"206",9,88,119,617,494,118.3,18397,105.4,102.1
"207",9,89,135.9,604,478,124,19937,101.1,109.4
"208",9,90,145.7,587.5,465,130.7,19351,84.1,128.6
"209",9,91,143.3,578.8,452,136.2,20231,82.2,136.5
"210",9,92,187.4,570.1,447.4,140.3,22101,82.6,157.9
"211",10,63,26.3,5532,3996.8,30.6,1980.6867784,137.5,26.9
"212",10,64,29.7,5654,4087.2,31,2122.916946,125.5,27.5
"213",10,65,29.7,5796,4197.7,31.5,2261.9864432,131.1,29.8
"214",10,66,30,5914,4292.1,32.4,2430.5555307,131.3,30.6
"215",10,67,30.2,6035,4401.6,33.4,2599.1246182,132.8,31.5
"216",10,68,32,6210,4559.3,34.8,2861.4602607,129.3,33.3
"217",10,69,41.3,6354,4733.1,36.7,3131.1708007,121.2,34.2
"218",10,70,43.5,6789,5188.1,38.8,3444.0771695,123.6,34.3
"219",10,71,43.8,7101,5471.4,40.5,3693.7701304,123,35.8
"220",10,72,46.8,7407,5754.6,41.8,3978.2304655,126,40.9
"221",10,73,47.4,7757,6073.1,44.4,4483.9377281,132.6,42.1
"222",10,74,48.1,8087,6387.5,49.3,4813.7010056,136,42.4
"223",10,75,51.7,8253,6572.3,53.8,5129.7680447,131.9,44.5
"224",10,76,55.9,8348,6705.9,56.9,5436.3530726,130.3,47.9
"225",10,77,55.9,8481,6862.6,60.6,5965.2385847,133.1,49.5
"226",10,78,66.3,8661,7051.4,65.2,6677.4429795,133.4,54.7
"227",10,79,66.5,8860,7251.3,72.6,7425.4683054,135.4,56.6
"228",10,80,69.8,9749,8052.9,82.4,8227.2250279,139,59.3
"229",10,81,72.8,10183,8426.6,90.9,9132.2303166,132.8,62.6
"230",10,82,79,10416,8626.4,96.5,9545.224581,131.8,67.8
"231",10,83,90.5,10680,8855.5,99.6,10352.249088,127.6,78.9
"232",10,84,99.3,10976,9113.6,103.9,11091.845959,124.7,86.8
"233",10,85,104.2,11053,9113.6,107.6,11764.015196,124.2,90.7
"234",10,86,113.8,11373,9384.8,109.6,12378.238808,124.7,100.1
"235",10,87,120.8,12023,9649,113.6,13193.691769,125.1,103.9
"236",10,88,130.5,12335,9870,118.3,14144,119.5,109.2
"237",10,89,139.8,12671,10113,124,15049,113.8,122.3
"238",10,90,150.1,12971.8,10353.1,130.7,15859,110.1,132.3
"239",10,91,174.8,13311.7,10561.6,136.2,16254,98.2,138.2
"240",10,92,187,13523.2,10664.3,140.3,17246,95.9,159.5
"241",11,63,26.9,4206,2768.4,30.6,1743.9394545,108.3,26.1
"242",11,64,27.5,4304,2840,31,1865.9221787,107.6,26.5
"243",11,65,30.9,4391,2903.9,31.5,2024.0862193,103.5,26.2
"244",11,66,30.6,4462,2965,32.4,2193.6215308,104.8,26.2
"245",11,67,31.5,4490,2996.5,33.4,2366.2580981,106.7,27.3
"246",11,68,33.3,4579,3077.6,34.8,2530.6246501,105,29.5
"247",11,69,34.2,4641,3113.9,36.7,2730.1387667,108.6,29
"248",11,70,34.3,4589,3159.7,38.8,2955.4966808,109.9,32.5
"249",11,71,35.8,4679,3243.7,40.5,3189.1246101,115.7,34.3
"250",11,72,40.9,4751,3314.3,41.8,3467.2038711,117,34.1
"251",11,73,42.4,4826,3392.5,44.4,3885.8733904,119.8,33.5
"252",11,74,42.4,4888,3463.1,49.3,4188.762697,123.7,35.2
"253",11,75,44.5,4926,3519.4,53.8,4493.7195073,122.9,38.1
"254",11,76,47.9,4968,3581.5,56.9,4872.0727026,125.9,41
"255",11,77,49.5,5027,3652.1,60.6,5279.370951,127.9,42.2
"256",11,78,54.7,5075,3711.3,65.2,5893.4195793,130.6,49.2
"257",11,79,56.6,5117,3764.7,72.6,6422.7005519,131,50.2
"258",11,80,59.3,5464,4036.7,82.4,7014.0066384,134,52.3
"259",11,81,62.6,5574,4133.1,90.9,7744.8692314,131.7,54.7
"260",11,82,67.8,5639,4197,96.5,8357.8841078,131.2,61.9
"261",11,83,78.9,5732,4283.8,99.6,9010.1815564,128.6,72.4
"262",11,84,86.8,5837,4382.1,103.9,9955.0307926,126.3,81.3
"263",11,85,90.7,5973,4486.1,107.6,10577.349436,128.8,83
"264",11,86,100.1,6100,4595.9,109.6,11423.992242,129,88.7
"265",11,87,103.9,6222,4698,113.6,12115.572263,129.3,95.3
"266",11,88,109.2,6342,4778,118.3,12925,124.1,99.9
"267",11,89,122.4,6436,4842,124,13464,117.1,111.9
"268",11,90,132.3,6503.3,4892.6,130.7,14354,113.8,125.2
"269",11,91,138.2,6648.8,4987.7,136.2,14694,109.6,129
"270",11,92,159.5,6777.3,5088.7,140.3,15943,109.2,151.9
"271",13,63,28,689,451.6,30.6,1938.8138772,97,24.9
"272",13,64,29.4,687,453.5,31,2021.6064698,90.1,26.2
"273",13,65,29.1,693,461.2,31.5,2302.4724801,95.2,26.1
"274",13,66,29.8,700,468.9,32.4,2314.0005626,94.5,26.5
"275",13,67,30.1,701,474.7,33.4,2445.0015002,98.3,27.4
"276",13,68,32,709,485.3,34.8,2559.2343179,99.1,32.3
"277",13,69,31.9,718,487.2,36.7,2813.9001406,100.6,32.6
"278",13,70,33.8,713,493,38.8,3058.0858884,102.4,34
"279",13,71,33.6,735,513.2,40.5,3245.6792311,108.5,34.4
"280",13,72,33.7,756,533.4,41.8,3615.625879,126.1,34.4
"281",13,73,36.3,772,547.9,44.4,4165.8298172,121.8,34.4
"282",13,74,38,794,568.1,49.3,4643.7212377,125.6,35.8
"283",13,75,40.3,815,586.4,53.8,4804.0663854,123.3,38.6
"284",13,76,42.5,836,604.7,56.9,5161.4369433,125.1,42.6
"285",13,77,45.6,859,623,60.6,5555.4877637,125,43.4
"286",13,78,51.5,882,640.3,65.2,6217.8285045,122.8,49.5
"287",13,79,55.4,905,655.7,72.6,6672.66376,117.5,51.7
"288",13,80,56.4,944,677.9,82.4,7348.6285982,115.2,55.3
"289",13,81,59.2,959,687.5,90.9,8047.6496015,114.1,55.9
"290",13,82,67.6,965,691.3,96.5,8138.8262541,111.5,64.3
"291",13,83,76.5,989,707.7,99.6,8744.5745898,111.3,71
"292",13,84,88.5,1001,717.3,103.9,9148.0574777,103.6,81.7
"293",13,85,97.6,1004,723.1,107.6,9493.8999531,100.7,87.4
"294",13,86,99.9,1002,726,109.6,9883.7587436,96.7,97.8
"295",13,87,107.1,998,726,113.6,10386.802344,95,102.7
"296",13,88,121.9,1003,732,118.3,11177,84.5,112.9
"297",13,89,133.6,1014,742,124,12041,78.4,118.6
"298",13,90,141.3,1027.3,751.7,130.7,13318,90.1,129.5
"299",13,91,144.4,1059.9,777.4,136.2,14079,85.4,127
"300",13,92,167.2,1088.5,802.2,140.3,14572,85.1,155.1
"301",14,63,25.4,10369,7115.8,30.6,2655.6910868,145.5,24.1
"302",14,64,25.6,10538,7225.6,31,2831.550804,144.5,25
"303",14,65,26.2,10641,7307.5,31.5,3037.7672581,145.5,24.5
"304",14,66,30,10787,7425.9,32.4,3229.3287358,144.2,24.7
"305",14,67,30.1,10887,7521.3,33.4,3391.5802606,141.8,25
"306",14,68,35.6,10958,7608.9,34.8,3582.0949543,132.6,26.3
"307",14,69,35.2,11047,7738,36.7,3795.6388966,130.4,27
"308",14,70,41.4,11113,7860.3,38.8,4013.369975,124.8,28.3
"309",14,71,41.4,11172,7963.3,40.5,4319.0309121,125.6,30.1
"310",14,72,41.9,11200,8054.8,41.8,4560.8380233,126.6,30.6
"311",14,73,41,11179,8110.6,44.4,5158.551705,124.4,30.6
"312",14,74,41.9,11169,8177.1,49.3,5603.4349182,131.9,31.5
"313",14,75,45.2,11178,8255.1,53.8,6120.5462296,131.8,33.3
"314",14,76,48.4,11209,8342.7,56.9,6523.5580815,134.4,36
"315",14,77,49.4,11232,8417.9,60.6,7108.7103549,134,36.9
"316",14,78,54.6,11238,8472.7,65.2,7812.1492237,136.7,41.4
"317",14,79,56.8,11229,8505.5,72.6,8642.2489604,135.3,43.4
"318",14,80,60,11427,8673.1,82.4,9179.2491683,135.2,46.3
"319",14,81,63.1,11462,8714.5,90.9,10134.962989,133,49.4
"320",14,82,69.6,11448,8716.4,96.5,10588.220474,130.7,56.3
"321",14,83,80.8,11486,8759.7,99.6,11044.618312,127.9,66.4
"322",14,84,89.6,11511,8799.2,103.9,12027.548517,124,75.4
"323",14,85,96.7,11538,8832.9,107.6,12644.104311,121.6,79.3
"324",14,86,108.4,11551,8864.7,109.6,13314.046091,118.2,85.4
"325",14,87,116.2,11582,8909,113.6,13970.379678,109.5,90.5
"326",14,88,124.1,11614,8961,118.3,15103,107.6,94.4
"327",14,89,132.7,11658,9003,124,16060,104.6,103.8
"328",14,90,147.3,11679.5,9019.6,130.7,17510,94.1,115.6
"329",14,91,154.4,11793.9,9080.1,136.2,17908,96.1,120.5
"330",14,92,179.8,11883.8,9138.5,140.3,18914,94.8,135.8
"331",15,63,24.4,4780,3206.7,30.6,2204.3263141,138.5,24.1
"332",15,64,26,4832,3244.2,31,2344.6110023,134.3,25
"333",15,65,26,4893,3296.9,31.5,2562.25857,135.3,24.5
"334",15,66,28.8,4973,3365.1,32.4,2702.5432582,132.1,24.7
"335",15,67,29.1,5012,3411.1,33.4,2784.032158,134.8,25
"336",15,68,29.8,5065,3472.5,34.8,2970.7345739,134.3,26.3
"337",15,69,29.7,5118,3514.8,36.7,3194.5711721,132.9,27
"338",15,70,30.6,5193,3616.5,38.8,3304.9422135,134.6,28.3
"339",15,71,32.2,5239,3681.7,40.5,3570.039014,139.3,30.1
"340",15,72,32.5,5278,3743.1,41.8,3812.4427032,149.2,30.6
"341",15,73,32.9,5304,3794.9,44.4,4427.2197192,156,30.6
"342",15,74,34.5,5318,3840,49.3,4611.859125,159.6,31.5
"343",15,75,36.7,5312,3869.8,53.8,5024.4611492,162.4,33.3
"344",15,76,38.7,5326,3912,56.9,5521.6465883,166.6,36
"345",15,77,40.6,5352,3960,60.6,6012.6429971,173,36.9
"346",15,78,50,5387,4013.7,65.2,6663.5226902,150.9,41.4
"347",15,79,52.5,5400,4045.4,72.6,7358.7571009,148.9,43.4
"348",15,80,53.7,5490,4103.9,82.4,7760.0125694,146.9,46.3
"349",15,81,58.3,5468,4102,90.9,8407.7977473,148.5,49.4
"350",15,82,65.1,5471,4115.4,96.5,8612.0357493,147.7,56.3
"351",15,83,75.7,5479,4134.6,99.6,9060.7404505,143,66.4
"352",15,84,85.2,5498,4164.4,103.9,10077.80444,137.8,75.4
"353",15,85,88.8,5500,4186.4,107.6,10502.784525,135.3,79.3
"354",15,86,93.6,5503,4211.4,109.6,11140.254652,137.6,85.4
"355",15,87,100.1,5531,4244,113.6,11803.512406,134,90.5
"356",15,88,109.3,5556,4275,118.3,12638,134,94.4
"357",15,89,119,5593,4301,124,13451,132.5,103.8
"358",15,90,130.8,5613.2,4316.6,130.7,14441,128.3,115.6
"359",15,91,135.8,5680.1,4373.5,136.2,14773,127.2,120.5
"360",15,92,153.5,5732.7,4430.4,140.3,15882,128.2,135.8
"361",16,63,26.4,2758,1880.7,30.6,2153.014454,114.9,25.4
"362",16,64,27.9,2763,1889.4,31,2280.5627037,109.7,25.6
"363",16,65,28.1,2758,1897.1,31.5,2537.6999749,116,26.1
"364",16,66,31.6,2764,1912.5,32.4,2722.3898404,108.2,26.2
"365",16,67,32,2772,1930.8,33.4,2744.8383324,113.7,27.5
"366",16,68,36.3,2775,1950.1,34.8,2918.3039519,109.2,29.2
"367",16,69,36,2781,1963.6,36.7,3165.2373632,107.9,29.9
"368",16,70,37.7,2825,2000.2,38.8,3369.3145626,108.5,33.9
"369",16,71,38.5,2849,2036.8,40.5,3507.0666722,108.4,34.7
"370",16,72,41.9,2856,2062.8,41.8,3892.7725792,109.4,37.7
"371",16,73,41.9,2858,2084,44.4,4829.4869246,110.6,37.7
"372",16,74,43.2,2861,2108.1,49.3,4793.7734147,116.1,38
"373",16,75,45.4,2873,2137,53.8,5289.6810093,120.5,42.8
"374",16,76,47.8,2894,2172.7,56.9,5794.7720779,124.4,44.7
"375",16,77,49.4,2903,2195.8,60.6,6047.8278052,125.5,45.9
"376",16,78,54.6,2906,2213.1,65.2,7016.1741165,127.1,49.9
"377",16,79,56.4,2902,2219.9,72.6,7617.1814688,124.2,52.2
"378",16,80,58.8,2913,2213.1,82.4,7957.9903918,124.6,57.3
"379",16,81,61.4,2899,2206.4,90.9,8951.8463531,132.9,59.9
"380",16,82,72.8,2905,2212.2,96.5,9118.1692706,116.2,64.7
"381",16,83,84,2905,2216,99.6,9124.2915866,115.6,74.8
"382",16,84,93.3,2910,2218.9,103.9,10180.391094,111.2,84.8
"383",16,85,99.5,2880,2209.3,107.6,10668.1356,109.4,92.3
"384",16,86,104.8,2850,2195.8,109.6,11155.880107,104.1,101.9
"385",16,87,117.1,2834,2190,113.6,11623.216894,101.1,108.5
"386",16,88,124.2,2834,2203,118.3,12213,100.2,114.6
"387",16,89,145.1,2840,2209,124,13138,94.4,118.9
"388",16,90,149.6,2846.1,2213.8,130.7,14647,95.4,129.1
"389",16,91,155.4,2864.6,2228.3,136.2,14873,97.1,132.5
