"Package","Item","Title","csv","doc"
"KMsurv","burn","data from Section 1.6","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/burn.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/burn.html"
"KMsurv","channing","data from Section 1.16","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/channing.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/channing.html"
"KMsurv","drug6mp","data from Section 1.2","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/drug6mp.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/drug6mp.html"
"KMsurv","drughiv","data from Exercise 7.6, p222","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/drughiv.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/drughiv.html"
"KMsurv","hodg","data from Section 1.10","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/hodg.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/hodg.html"
"KMsurv","kidney","data from Section 1.4","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/kidney.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/kidney.html"
"KMsurv","kidrecurr","Data on 38 individuals using a kidney dialysis machine","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/kidrecurr.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/kidrecurr.html"
"KMsurv","kidtran","data from Section 1.7","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/kidtran.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/kidtran.html"
"KMsurv","larynx","data from Section 1.8","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/larynx.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/larynx.html"
"KMsurv","lung","data from Exercise 4.4, p120","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/lung.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/lung.html"
"KMsurv","pneumon","data from Section 1.13","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/pneumon.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/pneumon.html"
"KMsurv","psych","data from Section 1.15","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/psych.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/psych.html"
"KMsurv","rats","data from Exercise 7.13, p225","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/rats.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/rats.html"
"KMsurv","std","data from Section 1.12","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/std.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/std.html"
"KMsurv","stddiag","data from Exercise 5.6, p146","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/stddiag.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/stddiag.html"
"KMsurv","tongue","data from Section 1.11","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/tongue.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/tongue.html"
"KMsurv","twins","data from Exercise 7.14, p225","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/twins.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/twins.html"
"robustbase","Animals2","Brain and Body Weights for 65 Species of Land Animals","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/Animals2.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/Animals2.html"
"robustbase","CrohnD","Crohn's Disease Adverse Events Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/CrohnD.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/CrohnD.html"
"robustbase","NOxEmissions","NOx Air Pollution Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/NOxEmissions.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/NOxEmissions.html"
"robustbase","SiegelsEx","Siegel's Exact Fit Example Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/SiegelsEx.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/SiegelsEx.html"
"robustbase","aircraft","Aircraft Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/aircraft.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/aircraft.html"
"robustbase","airmay","Air Quality Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/airmay.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/airmay.html"
"robustbase","alcohol","Alcohol Solubility in Water Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/alcohol.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/alcohol.html"
"robustbase","ambientNOxCH","Daily Means of NOx (mono-nitrogen oxides) in air","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/ambientNOxCH.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/ambientNOxCH.html"
"robustbase","bushfire","Campbell Bushfire Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/bushfire.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/bushfire.html"
"robustbase","carrots","Insect Damages on Carrots","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/carrots.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/carrots.html"
"robustbase","cloud","Cloud point of a Liquid","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/cloud.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/cloud.html"
"robustbase","coleman","Coleman Data Set","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/coleman.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/coleman.html"
"robustbase","condroz","Condroz Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/condroz.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/condroz.html"
"robustbase","cushny","Cushny and Peebles Prolongation of Sleep Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/cushny.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/cushny.html"
"robustbase","delivery","Delivery Time Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/delivery.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/delivery.html"
"robustbase","education","Education Expenditure Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/education.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/education.html"
"robustbase","epilepsy","Epilepsy Attacks Data Set","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/epilepsy.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/epilepsy.html"
"robustbase","exAM","Example Data of Antille and May - for Simple Regression","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/exAM.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/exAM.html"
"robustbase","foodstamp","Food Stamp Program Participation","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/foodstamp.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/foodstamp.html"
"robustbase","hbk","Hawkins, Bradu, Kass's Artificial Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/hbk.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/hbk.html"
"robustbase","heart","Heart Catherization Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/heart.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/heart.html"
"robustbase","kootenay","Waterflow Measurements of Kootenay River in Libby and Newgate","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/kootenay.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/kootenay.html"
"robustbase","lactic","Lactic Acid Concentration Measurement Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/lactic.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/lactic.html"
"robustbase","milk","Daudin's Milk Composition Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/milk.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/milk.html"
"robustbase","pension","Pension Funds Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/pension.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/pension.html"
"robustbase","phosphor","Phosphorus Content Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/phosphor.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/phosphor.html"
"robustbase","pilot","Pilot-Plant Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/pilot.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/pilot.html"
"robustbase","possumDiv","Possum Diversity Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/possumDiv.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/possumDiv.html"
"robustbase","pulpfiber","Pulp Fiber and Paper Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/pulpfiber.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/pulpfiber.html"
"robustbase","radarImage","Satellite Radar Image Data from near Munich","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/radarImage.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/radarImage.html"
"robustbase","salinity","Salinity Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/salinity.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/salinity.html"
"robustbase","starsCYG","Hertzsprung-Russell Diagram Data of Star Cluster CYG OB1","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/starsCYG.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/starsCYG.html"
"robustbase","telef","Number of International Calls from Belgium","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/telef.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/telef.html"
"robustbase","toxicity","Toxicity of Carboxylic Acids Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/toxicity.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/toxicity.html"
"robustbase","vaso","Vaso Constriction Skin Data Set","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/vaso.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/vaso.html"
"robustbase","wagnerGrowth","Wagner's Hannover Employment Growth Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/wagnerGrowth.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/wagnerGrowth.html"
"robustbase","wood","Modified Data on Wood Specific Gravity","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/wood.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/wood.html"
"car","AMSsurvey","American Math Society Survey Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/AMSsurvey.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/AMSsurvey.html"
"car","Adler","Experimenter Expectations","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Adler.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Adler.html"
"car","Angell","Moral Integration of American Cities","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Angell.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Angell.html"
"car","Anscombe","U. S. State Public-School Expenditures","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Anscombe.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Anscombe.html"
"car","Baumann","Methods of Teaching Reading Comprehension","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Baumann.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Baumann.html"
"car","Bfox","Canadian Women's Labour-Force Participation","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Bfox.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Bfox.html"
"car","Blackmoor","Exercise Histories of Eating-Disordered and Control Subjects","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Blackmoor.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Blackmoor.html"
"car","Burt","Fraudulent Data on IQs of Twins Raised Apart","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Burt.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Burt.html"
"car","CanPop","Canadian Population Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/CanPop.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/CanPop.html"
"car","Chile","Voting Intentions in the 1988 Chilean Plebiscite","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Chile.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Chile.html"
"car","Chirot","The 1907 Romanian Peasant Rebellion","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Chirot.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Chirot.html"
"car","Cowles","Cowles and Davis's Data on Volunteering","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Cowles.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Cowles.html"
"car","Davis","Self-Reports of Height and Weight","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Davis.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Davis.html"
"car","DavisThin","Davis's Data on Drive for Thinness","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/DavisThin.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/DavisThin.html"
"car","Depredations","Minnesota Wolf Depredation Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Depredations.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Depredations.html"
"car","Duncan","Duncan's Occupational Prestige Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Duncan.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Duncan.html"
"car","Ericksen","The 1980 U.S. Census Undercount","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Ericksen.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Ericksen.html"
"car","Florida","Florida County Voting","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Florida.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Florida.html"
"car","Freedman","Crowding and Crime in U. S. Metropolitan Areas","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Freedman.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Freedman.html"
"car","Friendly","Format Effects on Recall","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Friendly.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Friendly.html"
"car","Ginzberg","Data on Depression","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Ginzberg.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Ginzberg.html"
"car","Greene","Refugee Appeals","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Greene.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Greene.html"
"car","Guyer","Anonymity and Cooperation","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Guyer.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Guyer.html"
"car","Hartnagel","Canadian Crime-Rates Time Series","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Hartnagel.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Hartnagel.html"
"car","Highway1","Highway Accidents","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Highway1.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Highway1.html"
"car","Leinhardt","Data on Infant-Mortality","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Leinhardt.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Leinhardt.html"
"car","Mandel","Contrived Collinear Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Mandel.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Mandel.html"
"car","Migration","Canadian Interprovincial Migration Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Migration.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Migration.html"
"car","Moore","Status, Authoritarianism, and Conformity","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Moore.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Moore.html"
"car","Mroz","U.S. Women's Labor-Force Participation","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Mroz.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Mroz.html"
"car","OBrienKaiser","O'Brien and Kaiser's Repeated-Measures Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/OBrienKaiser.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/OBrienKaiser.html"
"car","Ornstein","Interlocking Directorates Among Major Canadian Firms","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Ornstein.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Ornstein.html"
"car","Pottery","Chemical Composition of Pottery","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Pottery.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Pottery.html"
"car","Prestige","Prestige of Canadian Occupations","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Prestige.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Prestige.html"
"car","Quartet","Four Regression Datasets","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Quartet.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Quartet.html"
"car","Robey","Fertility and Contraception","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Robey.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Robey.html"
"car","SLID","Survey of Labour and Income Dynamics","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/SLID.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/SLID.html"
"car","Sahlins","Agricultural Production in Mazulu Village","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Sahlins.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Sahlins.html"
"car","Salaries","Salaries for Professors","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Salaries.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Salaries.html"
"car","Soils","Soil Compositions of Physical and Chemical Characteristics","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Soils.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Soils.html"
"car","States","Education and Related Statistics for the U.S. States","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/States.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/States.html"
"car","Transact","Transaction data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Transact.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Transact.html"
"car","UN","GDP and Infant Mortality","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/UN.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/UN.html"
"car","USPop","Population of the United States","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/USPop.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/USPop.html"
"car","Vocab","Vocabulary and Education","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Vocab.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Vocab.html"
"car","WeightLoss","Weight Loss Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/WeightLoss.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/WeightLoss.html"
"car","Womenlf","Canadian Women's Labour-Force Participation","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Womenlf.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Womenlf.html"
"car","Wool","Wool data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Wool.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Wool.html"
"cluster","agriculture","European Union Agricultural Workforces","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/agriculture.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/cluster/agriculture.html"
"cluster","animals","Attributes of Animals","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/animals.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/cluster/animals.html"
"cluster","chorSub","Subset of C-horizon of Kola Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/chorSub.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/cluster/chorSub.html"
"cluster","flower","Flower Characteristics","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/flower.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/cluster/flower.html"
"cluster","plantTraits","Plant Species Traits Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/plantTraits.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/cluster/plantTraits.html"
"cluster","pluton","Isotopic Composition Plutonium Batches","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/pluton.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/cluster/pluton.html"
"cluster","ruspini","Ruspini Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/ruspini.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/cluster/ruspini.html"
"cluster","votes.repub","Votes for Republican Candidate in Presidential Elections","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/votes.repub.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/cluster/votes.repub.html"
"cluster","xclara","Bivariate Data Set with 3 Clusters","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cluster/xclara.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/cluster/xclara.html"
"COUNT","affairs","affairs","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/affairs.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/affairs.html"
"COUNT","azcabgptca","azcabgptca","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/azcabgptca.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/azcabgptca.html"
"COUNT","azdrg112","azdrg112","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/azdrg112.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/azdrg112.html"
"COUNT","azpro","azpro","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/azpro.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/azpro.html"
"COUNT","azprocedure","azprocedure","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/azprocedure.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/azprocedure.html"
"COUNT","badhealth","badhealth","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/badhealth.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/badhealth.html"
"COUNT","fasttrakg","fasttrakg","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/fasttrakg.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/fasttrakg.html"
"COUNT","fishing","fishing","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/fishing.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/fishing.html"
"COUNT","lbw","lbw","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/lbw.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/lbw.html"
"COUNT","lbwgrp","lbwgrp","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/lbwgrp.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/lbwgrp.html"
"COUNT","loomis","loomis","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/loomis.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/loomis.html"
"COUNT","mdvis","mdvis","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/mdvis.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/mdvis.html"
"COUNT","medpar","medpar","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/medpar.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/medpar.html"
"COUNT","nuts","nuts","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/nuts.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/nuts.html"
"COUNT","rwm","rwm","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/rwm.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/rwm.html"
"COUNT","rwm1984","rwm1984","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/rwm1984.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/rwm1984.html"
"COUNT","rwm5yr","rwm5yr","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/rwm5yr.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/rwm5yr.html"
"COUNT","ships","ships","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/ships.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/ships.html"
"COUNT","smoking","smoking","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/smoking.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/smoking.html"
"COUNT","titanic","titanic","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/titanic.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/titanic.html"
"COUNT","titanicgrp","titanicgrp","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/COUNT/titanicgrp.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/COUNT/titanicgrp.html"
