"","age","y"
"293","g3",13911
"294","g3",13973
"295","g3",14046
"296","g3",14063.5
"297","g3",14112.5
"298","g3",14118.5
"299","g3",14192.5
"300","g3",14200
"301","g3",14206.5
"302","g3",14206.5
"303","g3",14234
"304","g3",14260
"305","g3",14301
"306","g3",14447
"307","g3",14495.5
"308","g3",14520
"309","g3",14524.5
"310","g3",14535
"311","g3",14555
"312","g3",14564
"313","g3",14564.5
"314","g3",14618
"315","g3",14642
"316","g3",14653.5
"317","g3",14658.5
"318","g3",14673.5
"319","g3",14701
"320","g3",14734.5
"321","g3",14760
"322","g3",14771
"323","g3",14787.5
"324","g3",14800.5
"325","g3",14811
"326","g3",14814
"327","g3",14852.5
"328","g3",14913.5
"329","g3",14929.5
"330","g3",14942
"331","g3",15006.5
"332","g3",15031
"333","g3",15031
"334","g3",15040.5
"335","g3",15044.5
"336","g3",15085.5
"337","g3",15085.5
"338","g3",15085.5
"339","g3",15107.5
"340","g3",15154.5
"341","g3",15183.5
"342","g3",15271.5
"343","g3",15285
"344","g3",15329
"345","g3",15387
"346","g3",15393.5
"347","g3",15402
"348","g3",15449.5
"349","g3",15453
"350","g3",15457
"351","g3",15471
"352","g3",15484
"353","g3",15484
"354","g3",15494
"355","g3",15518.5
"356","g3",15524
"357","g3",15641.5
"358","g3",15667.5
"359","g3",15675
"360","g3",15683.5
"361","g3",15726.5
"362","g3",15814.5
"363","g3",15843.5
"364","g3",15852
"365","g3",15874.5
"366","g3",15910
"367","g3",15910
"368","g3",15964.5
"369","g3",15966.5
"370","g3",15981.5
"371","g3",16009.5
"372","g3",16020
"373","g3",16037.5
"374","g3",16045
"375","g3",16066
"376","g3",16070.5
"377","g3",16075
"378","g3",16113.5
"379","g3",16129.5
"380","g3",16130
"381","g3",16135
"382","g3",16138
"383","g3",16234
"384","g3",16237
"385","g3",16267.5
"386","g3",16273.5
"387","g3",16290.5
"388","g3",16295
"389","g3",16308.5
"390","g3",16336
"391","g3",16347.5
"392","g3",16350
"393","g3",16350
"394","g3",16350
"395","g3",16354.5
"396","g3",16376
"397","g3",16379.5
"398","g3",16392.5
"399","g3",16424.5
"400","g3",16448.5
"401","g3",16455.5
"402","g3",16500
"403","g3",16502
"404","g3",16543
"405","g3",16604
"406","g3",16668
"407","g3",16707.5
"408","g3",16733
"409","g3",16734.5
"410","g3",16748
"411","g3",16762
"412","g3",16776
"413","g3",16811.5
"414","g3",16842
"415","g3",16852
"416","g3",16892.5
"417","g3",16940.5
"418","g3",16984.5
"419","g3",16995
"420","g3",16995.5
"421","g3",17015
"422","g3",17025.5
"423","g3",17035.5
"424","g3",17039.5
"425","g3",17105.5
"426","g3",17107
"427","g3",17119.5
"428","g3",17133
"429","g3",17146.5
"430","g3",17174
"431","g3",17215.5
"432","g3",17217
"433","g3",17229
"434","g3",17256.5
"435","g3",17318
"436","g3",17325.5
"437","g3",17339.5
"438","g3",17373
"439","g3",17393.5
"440","g3",17397.5
"441","g3",17435
"442","g3",17440
"443","g3",17445.5
"444","g3",17462
"445","g3",17489
"446","g3",17524.5
"447","g3",17526
"448","g3",17545
"449","g3",17545
"450","g3",17559
"451","g3",17572.5
"452","g3",17615
"453","g3",17646
"454","g3",17648
"455","g3",17662.5
"456","g3",17724
"457","g3",17772
"458","g3",17775.5
"459","g3",17808
"460","g3",17839
"461","g3",17854
"462","g3",17854
"463","g3",17904.5
"464","g3",17914.5
"465","g3",17917.5
"466","g3",17920.5
"467","g3",17960.5
"468","g3",17971
"469","g3",17975
"470","g3",17986
"471","g3",17996.5
"472","g3",17997
"473","g3",17998.5
"474","g3",18012
"475","g3",18039.5
"476","g3",18053.5
"477","g3",18053.5
"478","g3",18067
"479","g3",18117.5
"480","g3",18125
"481","g3",18254.5
"482","g3",18269.5
"483","g3",18304.5
"484","g3",18383
"485","g3",18392
"486","g3",18438
"487","g3",18474
"488","g3",18500.5
"489","g3",18506.5
"490","g3",18530
"491","g3",18534
"492","g3",18556.5
"493","g3",18608
"494","g3",18631
"495","g3",18642.5
"496","g3",18644
"497","g3",18649
"498","g3",18732.5
"499","g3",18760.5
"500","g3",18768
"501","g3",18775
"502","g3",18784
"503","g3",18788.5
"504","g3",18837
"505","g3",18842.5
"506","g3",18850
"507","g3",18898
"508","g3",19074.5
"509","g3",19139.5
"510","g3",19139.5
"511","g3",19166.5
"512","g3",19180.5
"513","g3",19221.5
"514","g3",19243
"515","g3",19244
"516","g3",19254.5
"517","g3",19255
"518","g3",19276
"519","g3",19276
"520","g3",19295
"521","g3",19297
"522","g3",19317.5
"523","g3",19374
"524","g3",19382
"525","g3",19431
"526","g3",19472
"527","g3",19493
"528","g3",19504.5
"529","g3",19536
"530","g3",19550
"531","g3",19561
"532","g3",19633.5
"533","g3",19647.5
"534","g3",19674.5
"535","g3",19680.5
"536","g3",19688.5
"537","g3",19688.5
"538","g3",19730
"539","g3",19810
"540","g3",19813.5
"541","g3",19985
"542","g3",20030.5
"543","g3",20042
"544","g3",20059.5
"545","g3",20086.5
"546","g3",20086.5
"547","g3",20091.5
"548","g3",20100.5
"549","g3",20125.5
"550","g3",20148.5
"551","g3",20169
"552","g3",20196.5
"553","g3",20222.5
"554","g3",20223.5
"555","g3",20251.5
"556","g3",20251.5
"557","g3",20267.5
"558","g3",20293.5
"559","g3",20302.5
"560","g3",20394.5
"561","g3",20408.5
"562","g3",20416.5
"563","g3",20423.5
"564","g3",20426.5
"565","g3",20434.5
"566","g3",20471.5
"567","g3",20499
"568","g3",20526.5
"569","g3",20526.5
"570","g3",20657
"571","g3",20665.5
"572","g3",20667
"573","g3",20718.5
"574","g3",20744
"575","g3",20768
"576","g3",20772.5
"577","g3",20884.5
"578","g3",20928.5
"579","g3",20938.5
"580","g3",20938.5
"581","g3",20938.5
"582","g3",20963
"583","g3",20966.5
"584","g3",20984.5
"585","g3",20993.5
"586","g3",21032
"587","g3",21033.5
"588","g3",21045
"589","g3",21057.5
"590","g3",21067.5
"591","g3",21092
"592","g3",21121
"593","g3",21182.5
"594","g3",21199.5
"595","g3",21242
"596","g3",21250.5
"597","g3",21259
"598","g3",21287.5
"599","g3",21296
"600","g3",21312
"601","g3",21378.5
"602","g3",21391
"603","g3",21405.5
"604","g3",21410
"605","g3",21428.5
"606","g3",21519.5
"607","g3",21564
"608","g3",21606
"609","g3",21641
"610","g3",21642
"611","g3",21672.5
"612","g3",21691.5
"613","g3",21691.5
"614","g3",21696.5
"615","g3",21698.5
"616","g3",21703.5
"617","g3",21735.5
"618","g3",21749.5
"619","g3",21756
"620","g3",21770
"621","g3",21777
"622","g3",21777
"623","g3",21801.5
"624","g3",21832
"625","g3",21832.5
"626","g3",21833
"627","g3",21845.5
"628","g3",21881
"629","g3",21942
"630","g3",21958
"631","g3",21962.5
"632","g3",22018.5
"633","g3",22066
"634","g3",22069
"635","g3",22085.5
"636","g3",22125.5
"637","g3",22137
"638","g3",22161.5
"639","g3",22175.5
"640","g3",22185
"641","g3",22297
"642","g3",22307.5
"643","g3",22315
"644","g3",22463.5
"645","g3",22468
"646","g3",22491
"647","g3",22516
"648","g3",22628.5
"649","g3",22652.5
"650","g3",22655.5
"651","g3",22656
"652","g3",22656.5
"653","g3",22684.5
"654","g3",22697
"655","g3",22818
"656","g3",22841.5
"657","g3",22910
"658","g3",22958.5
"659","g3",22962
"660","g3",23033.5
"661","g3",23040.5
"662","g3",23054.5
"663","g3",23068
"664","g3",23082
"665","g3",23153
"666","g3",23169.5
"667","g3",23178
"668","g3",23182.5
"669","g3",23232
"670","g3",23243
"671","g3",23339
"672","g3",23354
"673","g3",23381.5
"674","g3",23408.5
"675","g3",23425.5
"676","g3",23439.5
"677","g3",23458.5
"678","g3",23466.5
"679","g3",23501
"680","g3",23507.5
"681","g3",23535.5
"682","g3",23571
"683","g3",23576.5
"684","g3",23577
"685","g3",23580.5
"686","g3",23597.5
"687","g3",23602.5
"688","g3",23619
"689","g3",23630
"690","g3",23645
"691","g3",23687.5
"692","g3",23701.5
"693","g3",23739.5
"694","g3",23824
"695","g3",23829
"696","g3",23865
"697","g3",23865
"698","g3",23865
"699","g3",23879
"700","g3",23961
"701","g3",24001.5
"702","g3",24013
"703","g3",24036
"704","g3",24064
"705","g3",24071
"706","g3",24108.5
"707","g3",24134
"708","g3",24137.5
"709","g3",24152
"710","g3",24190
"711","g3",24195.5
"712","g3",24217
"713","g3",24301.5
"714","g3",24305
"715","g3",24316
"716","g3",24322.5
"717","g3",24345.5
"718","g3",24348
"719","g3",24413.5
"720","g3",24446.5
"721","g3",24463
"722","g3",24483.5
"723","g3",24504
"724","g3",24513
"725","g3",24526.5
"726","g3",24558
"727","g3",24564
"728","g3",24576.5
"729","g3",24600
"730","g3",24607.5
"731","g3",24627.5
"732","g3",24628.5
"733","g3",24676
"734","g3",24703
"735","g3",24703
"736","g3",24744
"737","g3",24752.5
"738","g3",24795
"739","g3",24834
"740","g3",24909.5
"741","g3",24957
"742","g3",24968
"743","g3",24980.5
"744","g3",25127
"745","g3",25129
"746","g3",25129
"747","g3",25143
"748","g3",25143
"749","g3",25156.5
"750","g3",25175.5
"751","g3",25225
"752","g3",25225.5
"753","g3",25243.5
"754","g3",25292
"755","g3",25310.5
"756","g3",25332.5
"757","g3",25369.5
"758","g3",25392
"759","g3",25447.5
"760","g3",25451
"761","g3",25458
"762","g3",25508.5
"763","g3",25520.5
"764","g3",25530
"765","g3",25541.5
"766","g3",25553.5
"767","g3",25556.5
"768","g3",25611
"769","g3",25623.5
"770","g3",25706.5
"771","g3",25720
"772","g3",25824.5
"773","g3",25875.5
"774","g3",25882
"775","g3",25974.5
"776","g3",26047
"777","g3",26092.5
"778","g3",26110.5
"779","g3",26134.5
"780","g3",26139
"781","g3",26159.5
"782","g3",26174
"783","g3",26180.5
"784","g3",26190
"785","g3",26192
"786","g3",26242.5
"787","g3",26259.5
"788","g3",26302
"789","g3",26414
"790","g3",26434.5
"791","g3",26448
"792","g3",26537.5
"793","g3",26565
"794","g3",26576.5
"795","g3",26613
"796","g3",26655.5
"797","g3",26660
"798","g3",26780
"799","g3",26792
"800","g3",26812.5
"801","g3",26820.5
"802","g3",26832.5
"803","g3",26934.5
"804","g3",26941
"805","g3",27008.5
"806","g3",27011
"807","g3",27037.5
"808","g3",27058
"809","g3",27123
"810","g3",27132.5
"811","g3",27135
"812","g3",27176.5
"813","g3",27188.5
"814","g3",27197
"815","g3",27199.5
"816","g3",27229.5
"817","g3",27249
"818","g3",27285.5
"819","g3",27286
"820","g3",27315
"821","g3",27327
"822","g3",27369
"823","g3",27371.5
"824","g3",27380
"825","g3",27478.5
"826","g3",27507.5
"827","g3",27509
"828","g3",27514
"829","g3",27514
"830","g3",27534.5
"831","g3",27550
"832","g3",27616
"833","g3",27629
"834","g3",27634.5
"835","g3",27684.5
"836","g3",27685.5
"837","g3",27727
"838","g3",27829
"839","g3",27858
"840","g3",27910.5
"841","g3",27936
"842","g3",27939
"843","g3",27947
"844","g3",27953
"845","g3",28014.5
"846","g3",28043.5
"847","g3",28069.5
"848","g3",28083.5
"849","g3",28097
"850","g3",28110
"851","g3",28124.5
"852","g3",28146
"853","g3",28240
"854","g3",28258.5
"855","g3",28303
"856","g3",28315
"857","g3",28358.5
"858","g3",28378.5
"859","g3",28440.5
"860","g3",28440.5
"861","g3",28454
"862","g3",28467.5
"863","g3",28467.5
"864","g3",28501
"865","g3",28517.5
"866","g3",28531
"867","g3",28533.5
"868","g3",28578
"869","g3",28608
"870","g3",28671
"871","g3",28681
"872","g3",28687.5
"873","g3",28703
"874","g3",28738.5
"875","g3",28804
"876","g3",28811.5
"877","g3",28848.5
"878","g3",28958
"879","g3",28984
"880","g3",29079
"881","g3",29113.5
"882","g3",29120
"883","g3",29128
"884","g3",29159
"885","g3",29179.5
"886","g3",29189
"887","g3",29212.5
"888","g3",29254
"889","g3",29263
"890","g3",29308.5
"891","g3",29319.5
"892","g3",29326.5
"893","g3",29333.5
"894","g3",29333.5
"895","g3",29346
"896","g3",29354
"897","g3",29375
"898","g3",29417
"899","g3",29498.5
"900","g3",29517
"901","g3",29546
"902","g3",29627.5
"903","g3",29670
"904","g3",29704.5
"905","g3",29774.5
"906","g3",29814.5
"907","g3",29873.5
"908","g3",29907.5
"909","g3",29917.5
"910","g3",29945.5
"911","g3",29961
"912","g3",29968.5
"913","g3",30052
"914","g3",30084.5
"915","g3",30126
"916","g3",30158
"917","g3",30185.5
"918","g3",30210
"919","g3",30240.5
"920","g3",30326.5
"921","g3",30346.5
"922","g3",30409.5
"923","g3",30449
"924","g3",30454.5
"925","g3",30542
"926","g3",30633.5
"927","g3",30687
"928","g3",30704.5
"929","g3",30711.5
"930","g3",30774
"931","g3",30818.5
"932","g3",30941
"933","g3",30977.5
"934","g3",30987
"935","g3",30996.5
"936","g3",31016.5
"937","g3",31042.5
"938","g3",31060.5
"939","g3",31063.5
"940","g3",31065
"941","g3",31085
"942","g3",31105.5
"943","g3",31120
"944","g3",31147
"945","g3",31205
"946","g3",31209.5
"947","g3",31229.5
"948","g3",31270
"949","g3",31279.5
"950","g3",31281
"951","g3",31326
"952","g3",31377.5
"953","g3",31394.5
"954","g3",31408
"955","g3",31421.5
"956","g3",31421.5
"957","g3",31513.5
"958","g3",31525
"959","g3",31566
"960","g3",31576
"961","g3",31620
"962","g3",31655
"963","g3",31678.5
"964","g3",31800
"965","g3",31820
"966","g3",31842.5
"967","g3",31847.5
"968","g3",31859
"969","g3",31861.5
"970","g3",31901
"971","g3",31959.5
"972","g3",31972
"973","g3",31972.5
"974","g3",31985
"975","g3",32011
"976","g3",32031.5
"977","g3",32085
"978","g3",32162
"979","g3",32190.5
"980","g3",32191
"981","g3",32191.5
"982","g3",32263
"983","g3",32265
"984","g3",32356.5
"985","g3",32606
"986","g3",32624.5
"987","g3",32632.5
"988","g3",32672
"989","g3",32686
"990","g3",32699.5
"991","g3",32752
"992","g3",32767.5
"993","g3",32795.5
"994","g3",32836
"995","g3",32836.5
"996","g3",32837
"997","g3",32982.5
"998","g3",33004.5
"999","g3",33033
"1000","g3",33036
"1001","g3",33064
"1002","g3",33112
"1003","g3",33112
"1004","g3",33119.5
"1005","g3",33166.5
"1006","g3",33209
"1007","g3",33212
"1008","g3",33222.5
"1009","g3",33243.5
"1010","g3",33254.5
"1011","g3",33278
"1012","g3",33398
"1013","g3",33406.5
"1014","g3",33476
"1015","g3",33482.5
"1016","g3",33508.5
"1017","g3",33531.5
"1018","g3",33534
"1019","g3",33541
"1020","g3",33579
"1021","g3",33581.5
"1022","g3",33589.5
"1023","g3",33603
"1024","g3",33609
"1025","g3",33627
"1026","g3",33633
"1027","g3",33660
"1028","g3",33730
"1029","g3",33743.5
"1030","g3",33765
"1031","g3",33786
"1032","g3",33821.5
"1033","g3",33888
"1034","g3",33929.5
"1035","g3",33930
"1036","g3",33949.5
"1037","g3",33949.5
"1038","g3",33998.5
"1039","g3",34032
"1040","g3",34059.5
"1041","g3",34135.5
"1042","g3",34145
"1043","g3",34160
"1044","g3",34173.5
"1045","g3",34186
"1046","g3",34187.5
"1047","g3",34321
"1048","g3",34329.5
"1049","g3",34338.5
"1050","g3",34355
"1051","g3",34416.5
"1052","g3",34425.5
"1053","g3",34467.5
"1054","g3",34595.5
"1055","g3",34732.5
"1056","g3",34749.5
"1057","g3",34760.5
"1058","g3",34791.5
"1059","g3",34815.5
"1060","g3",34870.5
"1061","g3",34878.5
"1062","g3",34960
"1063","g3",34980.5
"1064","g3",35023
"1065","g3",35041.5
"1066","g3",35042
"1067","g3",35120
"1068","g3",35148
"1069","g3",35234
"1070","g3",35249.5
"1071","g3",35268.5
"1072","g3",35286.5
"1073","g3",35290.5
"1074","g3",35295.5
"1075","g3",35324
"1076","g3",35516.5
"1077","g3",35542
"1078","g3",35585
"1079","g3",35620.5
"1080","g3",35692
"1081","g3",35742.5
"1082","g3",35790.5
"1083","g3",35814.5
"1084","g3",35823.5
"1085","g3",35834.5
"1086","g3",35858.5
"1087","g3",35887.5
"1088","g3",35897
"1089","g3",35929
"1090","g3",35940.5
"1091","g3",35956
"1092","g3",36051
"1093","g3",36238
"1094","g3",36312
"1095","g3",36313.5
"1096","g3",36377.5
"1097","g3",36388.5
"1098","g3",36462.5
"1099","g3",36499.5
"1100","g3",36505
"1101","g3",36582.5
"1102","g3",36619.5
"1103","g3",36699.5
"1104","g3",36718
"1105","g3",36740.5
"1106","g3",36755.5
"1107","g3",36764.5
"1108","g3",36766.5
"1109","g3",36823.5
"1110","g3",36854
"1111","g3",36986
"1112","g3",37022.5
"1113","g3",37109
"1114","g3",37111.5
"1115","g3",37153.5
"1116","g3",37234
"1117","g3",37315.5
"1118","g3",37467.5
"1119","g3",37517.5
"1120","g3",37528.5
"1121","g3",37604.5
"1122","g3",37644.5
"1123","g3",37770.5
"1124","g3",37802.5
"1125","g3",37892
"1126","g3",37943
"1127","g3",38007
"1128","g3",38101
"1129","g3",38116.5
"1130","g3",38156
"1131","g3",38168
"1132","g3",38175.5
"1133","g3",38201
"1134","g3",38280.5
"1135","g3",38312
"1136","g3",38342.5
"1137","g3",38346.5
"1138","g3",38349
"1139","g3",38354
"1140","g3",38382.5
"1141","g3",38406
"1142","g3",38435.5
"1143","g3",38481
"1144","g3",38655.5
"1145","g3",38670.5
"1146","g3",38677
"1147","g3",38687
"1148","g3",38697
"1149","g3",38725.5
"1150","g3",38751.5
"1151","g3",38751.5
"1152","g3",38754.5
"1153","g3",38797
"1154","g3",38848
"1155","g3",38897.5
"1156","g3",38923
"1157","g3",38923.5
"1158","g3",39013
"1159","g3",39058.5
"1160","g3",39115.5
"1161","g3",39228
"1162","g3",39232
"1163","g3",39252
"1164","g3",39254.5
"1165","g3",39313.5
"1166","g3",39353.5
"1167","g3",39373
"1168","g3",39390.5
"1169","g3",39411
"1170","g3",39431.5
"1171","g3",39442.5
"1172","g3",39460
"1173","g3",39501
"1174","g3",39524.5
"1175","g3",39543
"1176","g3",39589.5
"1177","g3",39596.5
"1178","g3",39610.5
"1179","g3",39695.5
"1180","g3",39762
"1181","g3",39762
"1182","g3",39768.5
"1183","g3",39789
"1184","g3",39865.5
"1185","g3",39880
"1186","g3",39887.5
"1187","g3",39935.5
"1188","g3",40043
"1189","g3",40194
"1190","g3",40215
"1191","g3",40291
"1192","g3",40300
"1193","g3",40358.5
"1194","g3",40489
"1195","g3",40562.5
"1196","g3",40635
"1197","g3",40645.5
"1198","g3",40698
"1199","g3",40865
"1200","g3",40883.5
"1201","g3",40905
"1202","g3",40926.5
"1203","g3",40929.5
"1204","g3",41022.5
"1205","g3",41028
"1206","g3",41039.5
"1207","g3",41063.5
"1208","g3",41303.5
"1209","g3",41334
"1210","g3",41363.5
"1211","g3",41383.5
"1212","g3",41437.5
"1213","g3",41438.5
"1214","g3",41494
"1215","g3",41534
"1216","g3",41541.5
"1217","g3",41616.5
"1218","g3",41756
"1219","g3",41925
"1220","g3",41997.5
"1221","g3",42042
"1222","g3",42056.5
"1223","g3",42063
"1224","g3",42107.5
"1225","g3",42138
"1226","g3",42145
"1227","g3",42167.5
"1228","g3",42216.5
"1229","g3",42330.5
"1230","g3",42756.5
"1231","g3",42885.5
"1232","g3",42948
"1233","g3",43013.5
"1234","g3",43085.5
"1235","g3",43144
"1236","g3",43155
"1237","g3",43175.5
"1238","g3",43257
"1239","g3",43531
"1240","g3",43697.5
"1241","g3",43698.5
"1242","g3",43732
"1243","g3",43836.5
"1244","g3",43856
"1245","g3",43878.5
"1246","g3",43903.5
"1247","g3",43970.5
"1248","g3",43979.5
"1249","g3",44020.5
"1250","g3",44117
"1251","g3",44171.5
"1252","g3",44176
"1253","g3",44185.5
"1254","g3",44187
"1255","g3",44192.5
"1256","g3",44254.5
"1257","g3",44258
"1258","g3",44378
"1259","g3",44423
"1260","g3",44456.5
"1261","g3",44492
"1262","g3",44632
"1263","g3",44652.5
"1264","g3",44719
"1265","g3",44843.5
"1266","g3",44874
"1267","g3",45061
"1268","g3",45095
"1269","g3",45305
"1270","g3",45381.5
"1271","g3",45614.5
"1272","g3",45911.5
"1273","g3",46156
"1274","g3",46178
"1275","g3",46306.5
"1276","g3",46308
"1277","g3",46568
"1278","g3",46584.5
"1279","g3",46591.5
"1280","g3",46716
"1281","g3",46784
"1282","g3",46801.5
"1283","g3",46869
"1284","g3",46965
"1285","g3",46972
"1286","g3",46988.5
"1287","g3",47055.5
"1288","g3",47125.5
"1289","g3",47252
"1290","g3",47263
"1291","g3",47295
"1292","g3",47381
"1293","g3",47414
"1294","g3",47543.5
"1295","g3",47599.5
"1296","g3",47607
"1297","g3",47632
"1298","g3",47676
"1299","g3",47709.5
"1300","g3",47900.5
"1301","g3",47908.5
"1302","g3",47909.5
"1303","g3",48086
"1304","g3",48097.5
"1305","g3",48201.5
"1306","g3",48232
"1307","g3",48504.5
"1308","g3",48551
"1309","g3",48569.5
"1310","g3",48589
"1311","g3",48597.5
"1312","g3",48606
"1313","g3",48652
"1314","g3",48685
"1315","g3",48718
"1316","g3",48829.5
"1317","g3",49116
"1318","g3",49173.5
"1319","g3",49312.5
"1320","g3",49323
"1321","g3",49324
"1322","g3",49468.5
"1323","g3",49638.5
"1324","g3",49696
"1325","g3",49717
"1326","g3",49791.5
"1327","g3",49907.5
"1328","g3",50066
"1329","g3",50268
"1330","g3",50326
"1331","g3",50441.5
"1332","g3",50602
"1333","g3",50838.5
"1334","g3",50842.5
"1335","g3",50847.5
"1336","g3",50975.5
"1337","g3",50987
"1338","g3",51011
"1339","g3",51093
"1340","g3",51110
"1341","g3",51166.5
"1342","g3",51274.5
"1343","g3",51411
"1344","g3",51426.5
"1345","g3",51466
"1346","g3",51563.5
"1347","g3",51567
"1348","g3",51577.5
"1349","g3",51582.5
"1350","g3",51583.5
"1351","g3",51584.5
"1352","g3",51921
"1353","g3",52295
"1354","g3",52329.5
"1355","g3",52445.5
"1356","g3",52549
"1357","g3",52589.5
"1358","g3",52683
"1359","g3",52835
"1360","g3",52903.5
